Dates,BO1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2014-03-31,40.42,-0.193374575932947,0.0051954477981197,-0.193374575932947,0.825548141655613,0.0348182574122128,0.392688723681788,10773,-0.144020607496112,0.9168843505105676,-0.08677393189769138
2014-04-30,41.88,-0.164238674915187,0.00549188156638,-0.164238674915187,0.627941129688416,0.0352388083354344,0.410239332974257,-3664,-0.196349398133907,0.9971509971509972,-0.002853068982406399
2014-05-30,38.5,-0.216364746590678,0.0028571428571428,-0.216364746590678,0.606138394693278,0.0372740104828774,0.33113255027012,17596,-0.0920061204156227,0.928369704749679,-0.07432523679278166
2014-06-30,38.85,-0.163076260232659,0.0025740025740026,-0.163076260232659,0.398859158581231,0.0372740104828774,0.334173843601263,-15521,-0.101055955935541,0.9986172566371683,-0.0013837002346092375
2014-07-31,36.11,-0.222102542007756,0.0013846579894765,-0.222102542007756,0.507401767588297,0.0384239921947819,0.316363277129549,18462,-0.0033518680464742,1.0009372071227742,0.0009367682183868799
2014-08-29,32.04,-0.238774055595153,-0.000936329588015,-0.238774055595153,0.359559505467533,0.0397803706669142,0.264203005584494,31921,0.135587252303058,0.9969107198022863,-0.0030940618742823006
2014-09-30,32.27,-0.264752791068581,0.0030988534242328,-0.264752791068581,0.447131196654201,0.0408773173349399,0.234211753456362,16822,0.128434368439346,0.9937178754997142,-0.006301940077277347
2014-10-31,34.8,-0.147685525349008,0.00632183908046,-0.147685525349008,0.213967173162227,0.0345178223129258,0.372760850889252,27984,0.0666500171504995,0.9953545989470425,-0.004656224460817268
2014-11-28,32.18,-0.221388821679168,0.0034182722187694,-0.221388821679168,0.403357446234132,0.0345178223129258,0.288754799060678,-30186,0.147111848253153,0.9947106409458618,-0.0053033972376164895
2014-12-31,31.97,-0.205121829935356,0.005317485142321,-0.205121829935356,0.335472119033343,0.0345178223129258,0.258306627471248,-20334,0.148611645213784,0.9920634920634921,-0.007968169649176845
2015-01-30,30.0,-0.227202472952087,0.008,-0.227202472952087,0.38123465020636,0.0348512316179536,0.230793762177604,50641,0.222137917628984,0.9292867981790591,-0.07333787071897858
2015-02-27,32.8,-0.128586609989373,0.0045731707317076,-0.128586609989373,0.20347226951049,0.0348512316179536,0.332458202643657,-49221,0.138236389066322,0.9924885695623775,-0.007539783300836002
2015-03-31,30.39,-0.268063583815029,0.0075682790391575,-0.268063583815029,0.388721883034464,0.0348512316179536,0.229491864319425,27008,0.237822538775994,1.0537124802527646,0.05231962377144757
2015-04-30,31.51,-0.220435428005938,0.0044430339574737,-0.220435428005938,0.204503931254832,0.0341603206451334,0.251819215893546,-7182,0.231762890389414,0.9994002998500748,-0.000599880041984533
2015-05-29,33.33,-0.204154727793696,0.0006000600060007,-0.204154727793696,0.186942426003845,0.0348384133410397,0.302283220240973,29250,0.182567384494975,0.8945022288261516,-0.11148788433590671
2015-06-30,33.56,-0.128311688311689,0.0026817640047673,-0.128311688311689,0.0050708697649054,0.0334614772722178,0.304214171563735,-25254,0.197244907827599,0.9960132890365448,-0.003994679080378403
2015-07-31,29.98,-0.228314028314028,0.0040026684456304,-0.228314028314028,0.147064605124026,0.0312769594562559,0.256547282539373,-3018,0.386779268580053,0.9960756332500892,-0.003932087282525191
2015-08-31,27.92,-0.128589263420724,0.0039398280802291,-0.128589263420724,0.0934618420788982,0.0358863841095092,0.226972509852366,16529,0.490436506466591,0.9912216532553036,-0.008817103410148222
2015-09-30,27.1,-0.1541822721598,0.0088560885608854,-0.1541822721598,0.161082207924395,0.0355543359752362,0.196761181095473,8100,0.520246056475107,0.9887798036465638,-0.011283617602027283
2015-10-30,28.2,-0.126123334366284,0.0113475177304965,-0.126123334366284,0.0778276469801157,0.0354973485558998,0.216974302213802,37987,0.53464763274947,1.0452073419442556,0.044215279079235385
2015-11-30,29.1,-0.0957116221255438,0.0109965635738831,-0.0957116221255438,-0.0746427389711082,0.0354973485558998,0.252018466905977,1082,0.519635499845643,0.9934959349593496,-0.006525308634922515
2015-12-31,30.55,-0.050652579241765,0.006546644844517,-0.050652579241765,-0.207405092559808,0.0283240932750656,0.300698752729757,-57599,0.512566522227288,0.9932454165326471,-0.006777498914087091
2016-01-29,30.88,-0.034094463559587,0.006800518134715,-0.034094463559587,-0.266113890587035,0.0158794900563594,0.313744064747439,29910,0.530616528488597,1.1156462585034013,0.10943384104546204
2016-02-29,30.64,-0.0658536585365851,0.0075065274151435,-0.0658536585365851,-0.567393818956615,0.0155884203713446,0.243719186675279,-29528,0.558325013680552,0.9936120789779327,-0.0064084110954825795
2016-03-31,34.22,0.0432926829268294,0.0064289888953827,0.0432926829268294,-0.193221936255715,0.0261759383348353,0.407044330242452,69807,0.469798487493471,0.963789981894991,-0.036881869211550435
2016-04-29,32.88,0.0819348469891412,0.0079075425790753,0.0819348469891412,-0.197865547693182,0.0232790846058911,0.364548886061225,-41084,0.52491387290603,0.9962429555416406,-0.003764119877225591
2016-05-31,31.82,-0.0453045304530452,0.0037712130735387,-0.0453045304530452,0.170065332942821,0.0232790846058911,0.35314019267809,-5364,0.551522676961121,0.9666983824928639,-0.033868742738523985
2016-06-30,31.38,-0.0585058505850584,0.0047801147227533,-0.0585058505850584,0.22081812128913,0.0218580204227443,0.395754807669144,-46833,0.567450320005069,0.995734908136483,-0.004274213312938174
2016-07-29,30.35,-0.0956495828367104,0.0042833607907741,-0.0956495828367104,0.352184836405027,0.0191421493269311,0.360891996123876,-253,0.597214896250843,0.9960122699386502,-0.003995702257907463
2016-08-31,32.47,0.0830553702468313,0.0040036957191254,0.0830553702468313,0.517875744420379,0.0191421493269311,0.526996453298282,39087,0.518377994987349,0.994019138755981,-0.005998818229253268
2016-09-30,33.24,0.19054441260745,0.0060168471720816,0.19054441260745,0.618515548230765,0.0204294926937769,0.588899019138903,12659,0.492581902931761,0.9937835546764623,-0.006235847871480914
2016-10-31,35.17,0.247163120567376,0.0062553312482229,0.247163120567376,0.442338590323922,0.0286391007307729,1.44451256830563,64443,0.424041687500603,0.9370100027034333,-0.0650613215569027
2016-11-30,36.79,0.304609929078014,0.0054362598532211,0.304609929078014,0.340991493760435,0.0291431063579919,4.78071328573793,-53388,0.379009064869811,0.9930755914598963,-0.006948493504066471
2016-12-30,34.42,0.182817869415808,0.0069726902963391,0.182817869415808,0.292954939810679,0.0302164629383333,1.44582640523145,-52557,0.429983642662074,0.9915055653192736,-0.008530718008010548
2017-01-31,33.85,0.0961787564766841,0.0085672082717873,0.0961787564766841,0.516378171858284,0.0302164629383333,1.79560580882327,34776,0.438413746800371,0.9451812555260831,-0.05637856509107522
2017-02-28,33.69,0.090997409326425,0.0071237756010686,0.090997409326425,0.593725506273409,0.0299608209502554,2.75344691099995,-38899,0.443151688740193,0.9909572809479265,-0.009083852596493582
2017-03-31,31.78,0.0372062663185382,0.0091252359974827,0.0372062663185382,0.568947206885991,0.0319497600033238,0.58611747239942,49670,0.497953276125179,0.9924314096499526,-0.0075973774739405775
2017-04-28,31.45,-0.0809468147282291,0.0082670906200319,-0.0809468147282291,0.424036017413705,0.0319497600033238,0.633309814519224,-7168,0.512112553662945,0.9958690816650779,-0.0041394741484406545
2017-05-31,31.34,-0.0468369829683699,0.0041480536056157,-0.0468369829683699,0.319230259896633,0.0319497600033238,0.756508847565699,27064,0.509612380106427,1.0535714285714286,0.05218575317057025
2017-06-30,32.93,0.0348837209302328,0.0033404190707562,0.0348837209302328,0.0468827529245186,0.0172343562710537,1.17338013505068,-67231,0.464745116467145,0.9971272622809537,-0.0028768719496526656
2017-07-31,34.71,0.143657331136738,0.0028810141169692,0.143657331136738,-0.326449532495872,0.0150063940713067,2.20560217895515,37345,0.408452463866527,0.9971272622809537,-0.0028768719496526656
2017-08-31,34.71,0.143657331136738,0.0028810141169692,0.143657331136738,-0.28207830221084,0.0125385671622992,0.781406301785683,17208,0.405428171347588,0.9923826934795856,-0.0076464663738027025
2017-09-29,32.57,0.0030797659377888,0.0076757752533005,0.0030797659377888,-0.157196757131601,-0.0002761025177879,1.55748658146789,-16441,0.463166583173903,0.995131729667812,-0.004880158960600412
2017-10-31,34.75,0.0454271961492179,0.0048920863309354,0.0454271961492179,-0.121814956946207,-0.0002761025177879,0.859156835417072,45077,0.38946619489859,0.9825701624815361,-0.017583525593502517
2017-11-30,33.75,-0.0403753198748936,0.002962962962963,-0.0403753198748936,0.113701280476826,-0.0034116769574677,1.03091773652331,13926,0.413188293802565,0.994588093806374,-0.005426603609291045
2017-12-29,33.08,-0.100842620277249,0.0054413542926239,-0.100842620277249,0.346276890833965,-0.0079937815509552,1.30778689673326,-22216,0.425037908211492,0.9936899038461539,-0.00633008895930642
2018-01-31,33.07,-0.0392213829169089,0.0063501663138796,-0.0392213829169089,0.336580670031862,-0.0095559817637834,0.65868647414962,66061,0.409836302367882,0.996897300651567,-0.0031075226995792445
2018-02-28,31.96,-0.0558345642540622,0.0084480600750938,-0.0558345642540622,0.374713126352355,-0.0150132807231123,5.3099749864845,-34505,0.439404901299883,0.9919078742608154,-0.008125044698522094
2018-03-30,31.87,-0.05402196497477,0.0081581424537182,-0.05402196497477,0.364587193148846,0.0071837048799877,6.40515163736134,38697,0.40127266930841,1.0202482037883736,0.020045934741947463
2018-04-30,30.35,-0.0349761526232115,0.0088962108731465,-0.0349761526232115,0.363482406117607,0.0071837048799877,2.12964334515605,-12155,0.450141280232147,0.9961587708066583,-0.0038486256612942265
2018-05-31,31.12,-0.0104928457869634,0.0038560411311052,-0.0104928457869634,0.239337236357819,0.0085631781305398,2.67217442732852,13871,0.398536540262625,0.9883681149503935,-0.011700064645010671
2018-06-29,29.12,-0.0708359923420547,0.0037774725274724,-0.0708359923420547,0.235422866922468,0.0068523176956819,0.889780241627263,-25625,0.459460030640021,0.9944617514710973,-0.005553641486945683
2018-07-31,28.73,-0.127543273610689,0.0055690915419421,-0.127543273610689,0.437572779177054,0.0068523176956819,0.732124941919908,27670,0.441067474426712,0.995089442300947,-0.0049226541038207006
2018-08-31,28.37,-0.182656295015845,0.0049347902714134,-0.182656295015845,0.599592477727576,0.0059437646068359,3.57998733497166,7908,0.433950259933401,0.9893066574680925,-0.01075092720214442
2018-09-28,28.68,-0.173725151253241,0.0108089260808926,-0.173725151253241,0.532838667720664,0.0059437646068359,1.14163809376576,34232,0.413452648405,0.9922096317280453,-0.007820871716180382
2018-10-31,28.02,-0.139699109610071,0.0078515346181298,-0.139699109610071,0.653872595141075,0.0059437646068359,2.62102277729994,-14683,0.416712223828724,0.9925160370634356,-0.00751210830102174
2018-11-30,27.82,-0.199424460431655,0.00862688713156,-0.199424460431655,-0.231204595257316,0.0082368566914502,3.66139602707803,-20889,0.404450750247982,0.9892280071813285,-0.010830430774369553
2018-12-31,27.55,-0.167170495767835,0.0108892921960073,-0.167170495767835,-0.422557584553889,0.0089515070142193,2.74764734670625,-48324,0.385278862170191,0.9898293963254594,-0.010222677647475706
2019-01-31,30.17,-0.0879685610640868,0.0102751077229035,-0.0879685610640868,1.06537867785352,-0.0048658077193742,6.60505992269556,31293,0.286061729784,0.9484297520661158,-0.05294755448357695
2019-02-28,29.96,-0.0940429392198363,0.0096795727636849,-0.0940429392198363,1.10552110749508,-0.0037994461739904,18.4494236687707,-18902,0.28903712858124,0.9884977344022307,-0.011568928329346759
2019-03-29,28.36,-0.112640801001251,0.01163610719323,-0.112640801001251,0.992762510249933,-0.0026221009073199,1.78271134601629,-8708,0.318923766379832,0.994261119081779,-0.005755411570620651
2019-04-30,27.58,-0.134609350486351,0.0108774474256708,-0.134609350486351,1.09323631414655,-0.0008645050115877,0.402065916817869,7457,0.328359023821445,0.9953102453102454,-0.004700786092507709
2019-05-31,27.59,-0.0909390444810544,0.0047118521203333,-0.0909390444810544,1.03422436122971,-0.0015834867282734,0.402884252848945,45879,0.295781657607044,0.9827282340500528,-0.01742266292843689
2019-06-28,28.24,-0.0925449871465296,0.0046033994334278,-0.0925449871465296,1.04699316187599,-0.0015834867282734,0.649094530883369,-116074,0.272495633211198,0.9953371592539455,-0.004673745699879596
2019-07-31,27.75,-0.0470467032967035,0.0046846846846846,-0.0470467032967035,1.48596117563382,-0.0015834867282734,0.944976619347398,16712,0.260667639702745,1.0,0.0
2019-08-30,28.64,-0.0031326139923425,0.0,-0.0031326139923425,1.15185324720361,-0.0019412156263832,2.01295571725277,43665,0.218707426288341,0.9969050894085282,-0.0030997097317545103
2019-09-30,28.99,0.0108089260808926,0.0031045187995859,0.0108089260808926,1.02891630364667,-0.0019412156263832,0.622073591353794,10238,0.192721090035904,0.9928963513077171,-0.007128999732584555
2019-10-31,30.75,0.0721757322175733,0.0071544715447153,0.0721757322175733,0.752213775764498,0.003951937661563,1.14896917598386,40322,0.103407390036944,1.1370176586003926,0.12840874551885395
2019-11-29,30.42,0.0856531049250537,0.0052596975673897,0.0856531049250537,0.747194995174075,0.0107791898190268,0.452939399897482,117,0.0947215089417089,0.9919470808167961,-0.008085519071020526
2019-12-31,34.49,0.239755571531273,0.0081182951580167,0.239755571531273,0.843214907642192,0.0107791898190268,1.98658442253437,-26961,-0.0422755338368957,0.9881188118811881,-0.01195233352384117
2020-01-31,29.94,0.0867513611615245,0.0120240480961924,0.0867513611615245,-0.0786583921311871,0.0122228069065707,0.849713011106906,33156,0.0783455692580067,0.9539748953974895,-0.047117922977069966
2020-02-28,28.31,-0.0616506463374211,0.013069586718474,-0.0616506463374211,0.143047439912238,0.0122228069065707,0.632315786004948,-68690,0.124679929418782,0.9872076023391814,-0.012874924949825426
2020-03-31,27.01,-0.0476022566995766,0.0129581636430951,-0.0476022566995766,0.113810961437619,0.0122228069065707,0.495764421620465,-17271,0.149644854398063,1.0357142857142856,0.03509131981126998
2020-04-30,26.23,-0.0751057827926656,0.0141059855127716,-0.0751057827926656,0.20193330113087,0.0133533423800758,0.615984524650613,7218,0.168917955087963,0.9938294010889291,-0.006189715738620741
2020-05-29,27.38,-0.0072516316171134,0.0062089116143171,-0.0072516316171134,-0.0086601283548271,0.0132742559546474,0.921481912076243,24247,0.11166241781079,1.0828002842928215,0.07955054131137457
2020-06-30,27.98,-0.0092067988668552,0.0057183702644745,-0.0092067988668552,-0.0065640604898513,0.0132742559546474,1.26343444179179,-49038,0.0858541275378168,1.0144404332129964,0.01433716314640725
2020-07-31,30.91,0.094546742209632,-0.0142348754448399,0.094546742209632,-0.0730847684433333,0.0230386164023386,6.00144649058458,12098,-0.015212724108547,1.0070271921784297,0.007002616528181962
2020-08-31,32.96,0.150837988826816,-0.0069781553398059,0.150837988826816,-0.215438627593024,0.0268033482466738,24.904164568847,10676,-0.0853578463257148,1.0072441895562931,0.007218076451477893
2020-09-30,33.37,0.165153631284916,-0.0071920887024271,0.165153631284916,-0.220985465317931,0.024469853134839,1.35760594216576,17823,-0.0977204340477263,1.0044829647340108,0.004472946178336396
2020-10-30,33.61,0.159365298378751,-0.0044629574531388,0.159365298378751,-0.205738184367624,0.022377219151768,1.23071398563114,3688,-0.0886335049145146,1.1309682582021872,0.12307413149009135
2020-11-30,37.88,0.245233399079553,-0.0102956705385427,0.245233399079553,-0.195099552847645,0.022377219151768,0.776961850105317,1598,-0.218098461061938,1.021933962264151,0.021696873513906024
2020-12-31,43.33,0.42439184746877,-0.0214631894761136,0.42439184746877,-0.227489348445541,0.0301670285343935,0.37676188639381,-7261,-0.346764865395485,1.0161694374857664,0.016040104430760416
2021-01-29,44.62,0.293708321252536,-0.0159121470192739,0.293708321252536,-0.176968051192104,0.033269164970051,0.346491938502918,7974,-0.384195149935212,1.0164197036443732,0.01628635799455968
2021-02-26,51.34,0.714762859051436,-0.0272691858200235,0.714762859051436,0.17263070493991,0.033269164970051,0.282598107475763,-5130,-0.523369888611848,1.0425531914893618,0.04167269640056808
2021-03-31,52.92,0.86930413281526,-0.0408163265306123,0.86930413281526,0.232992795753279,0.033269164970051,0.245646424639217,20246,-0.535216059987828,0.999038307421061,-0.0009621553019357947
2021-04-30,68.46,1.53461680858941,-0.088664913818288,1.53461680858941,1.0557942244625,0.0575838974126941,0.251176536289512,-3072,-0.78228548255313,1.0555109898925077,0.054025000277147364
2021-05-31,65.79,1.40284879474069,-0.052591579267366,1.40284879474069,0.888766064401306,0.0450986088878587,0.247335014910662,40936,-0.712377520838574,1.0157678965625985,0.015644874792851423
2021-06-30,65.16,1.37983929875822,-0.0267034990791896,1.37983929875822,0.968899186203014,0.0337009791608267,0.231943674548393,-44633,-0.690153131055083,1.0217323812480594,0.021499599612140936
2021-07-30,65.82,1.35239456754825,-0.0212701306593739,1.35239456754825,0.965675746606944,0.0340065984131534,0.229460853912819,-51683,-0.68936989763927,1.0079809814909153,0.007949301902645662
2021-08-31,59.36,0.920414105467486,-0.0079177897574124,0.920414105467486,0.759497714621176,0.0340065984131534,0.269343153189274,-23219,-0.58264749829467,1.0017038677798602,0.0017024178439203562
2021-09-30,58.79,0.783677184466019,-0.0017009695526449,0.783677184466019,0.863967885028151,0.0322979026153548,0.271738213734027,-29428,-0.566714119979908,1.0036036036036038,0.0035971261808496963
2021-10-29,61.27,0.836080311657177,-0.0035906642728905,0.836080311657177,0.820390585988006,0.032305952763772,0.25877245557844,37340,-0.618107002973874,1.0239087121898207,0.023627374391246223
2021-11-30,55.11,0.639690568283249,0.0018145527127564,0.639690568283249,0.66341279561343,0.0322968482826721,0.301076365616872,-19106,-0.511788808502117,0.9959313638775871,-0.004076935541554786
2021-12-31,56.3,0.486272439281943,0.0040852575488454,0.486272439281943,0.889453975479444,0.0293765882093647,0.289482024373348,-26868,-0.534513367266097,1.0001542971763615,0.00015428527377653095
2022-01-31,64.82,0.45271178843568,-0.0001542733724158,0.45271178843568,0.819882816564052,0.0342174401256854,0.257649603570114,55835,-0.660466848059612,0.9464975179260894,-0.05498693070694344
2022-02-28,72.89,0.419750681729647,-0.0050761421319797,0.419750681729647,0.873883192407116,0.0373924030889175,0.255110643635227,-51391,-0.777804105740333,1.0189393939393938,0.01876227645552282
2022-03-31,69.94,0.362290611608883,-0.0185873605947955,0.362290611608883,0.990692348869579,0.024020242717544,0.247227937858977,-33283,-0.733455130237025,0.9073414112615822,-0.09723648154505457
2022-04-29,89.17,0.684996220710506,-0.0559605248401929,0.684996220710506,0.736839926796945,0.0216731472464751,0.241485797096446,18881,-0.9754978954309,1.0201623461639173,0.019961777536909572
2022-05-31,77.92,0.13818288051417,-0.01976386036961,0.13818288051417,0.810411418160694,0.0216731472464751,0.279844706158082,20522,-0.841293964437595,0.9923891956424413,-0.007639914323271
2022-06-30,69.93,0.0629274965800277,-0.0417560417560418,0.0629274965800277,0.776404355661847,0.0058544816966898,0.328934642322106,-22594,-0.741637089510187,1.031578947368421,0.031090587070030963
2022-07-29,68.6,0.0527931246163291,-0.0306122448979591,0.0527931246163291,0.789486080717092,0.0065743791014923,0.33683570386079,1526,-0.725215689248514,1.055732946298984,0.054235261539230015
2022-08-31,72.74,0.105135217259192,-0.0527907616167169,0.105135217259192,0.687742356757906,0.0075767235965987,0.322009903277134,32254,-0.788544079718286,1.061565951916829,0.05974513109955238
2022-09-30,65.35,0.100909703504044,-0.0579954093343533,0.100909703504044,0.682851430971126,0.0070461919328397,0.371697694154232,9063,-0.685653697864576,1.036821979889534,0.036160246130295726
2022-10-31,73.21,0.19487514281051,-0.0355142740062833,0.19487514281051,0.465037822735424,0.0085185554962776,0.343129136063809,28179,-0.7991250863976,0.8913466889259877,-0.1150218262644282
2022-11-30,75.23,0.227843969316141,-0.0445301076698127,0.227843969316141,0.478956691427968,0.0084787131833295,0.347989591603066,15493,-0.826343150311179,0.9959419385047605,-0.004066317770674562
2022-12-30,63.81,0.157866086009799,0.0040745964582351,0.157866086009799,0.378676049659435,0.0078807758915668,0.439229686178724,-71885,-0.671149405293623,0.9974395903344535,-0.0025636931202310995
2023-01-31,62.33,0.107104795737122,0.002566982191561,0.107104795737122,0.446723155341051,0.0078807758915668,0.514162205664647,51205,-0.657637622046564,0.9263824117255163,-0.07646815795944246
2023-02-28,59.75,-0.0782165998148717,0.0048535564853555,-0.0782165998148717,0.742100441201958,0.0076400647097855,0.437584578533406,6931,-0.621624735689854,0.9976627112549443,-0.0023400244680088535
2023-03-31,55.49,-0.23871587323364,0.002342764462065,-0.23871587323364,1.08528318851868,0.0092179268023691,0.449692016867863,47195,-0.574583528176739,0.8962647571124444,-0.10951942180643265
2023-04-28,51.61,-0.262081784386617,0.0011625653943034,-0.262081784386617,1.10892285245748,0.0092179268023691,0.467454314627464,-11727,-0.502096155999565,0.997624703087886,-0.0023781224049674358
2023-05-31,46.2,-0.481888527531681,0.0023809523809523,-0.481888527531681,0.638785800506309,0.0092179268023691,0.565068756872915,86631,-0.416666470925845,1.0228525121555916,0.022595304684806045
2023-06-30,65.01,-0.165682751540041,-0.0509152438086449,-0.165682751540041,1.67070222480337,0.0046226766568665,0.493302956200565,-70772,-0.776044335626154,1.0391380129931864,0.038391535820353956
2023-07-31,65.58,-0.0440233236151605,-0.0376639219274169,-0.0440233236151605,1.52556554063809,0.0049312409019786,0.499525606443073,-10973,-0.790234808844225,1.024870952604411,0.024566704766178525
2023-08-31,65.52,-0.0448979591836736,-0.0242673992673992,-0.0448979591836736,1.6131181509292,0.0043047135634346,0.547180197812495,-17064,-0.797391677056604,1.028837542539853,0.028429565417699584
2023-09-29,57.44,-0.210338190816607,-0.0280292479108635,-0.210338190816607,1.72561329536939,0.003480547281478,0.700625117380545,-32251,-0.675203289858391,1.0116073185126895,0.011540470378932405
2023-10-31,51.42,-0.213159908186687,-0.0114741345779853,-0.213159908186687,1.7220429360671,0.003480547281478,0.851443047058553,66956,-0.575839645809489,0.9219288174512056,-0.08128726290574104
2023-11-30,52.29,-0.285753312389018,-0.0005737234652897,-0.285753312389018,2.00867132464313,0.0037605430940031,0.830325910112923,-13731,-0.596777043575955,0.9929431299294313,-0.007081887544348964
2023-12-29,47.84,-0.364083477336169,0.0071070234113712,-0.364083477336169,2.14971679656839,0.0022422286074412,1.18466620844622,10456,-0.518795079755074,0.9888268156424582,-0.01123607326692573
2024-01-31,46.02,-0.278796426892337,0.0112994350282485,-0.278796426892337,2.27877381022036,0.0008758574481421,2.02544896853204,89481,-0.483716721921784,1.0723291307232912,0.0698330404545451
2024-02-29,44.66,-0.283491095780523,0.0123152709359606,-0.283491095780523,2.28706002755444,0.0031717836830359,5.49269804555219,-49062,-0.454774607735873,0.9890676567656767,-0.010992540431611702
