Dates,QS1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2015-12-31,326.25,-0.503235629996194,0.0245210727969349,-0.503235629996194,0.624802022262061,0.0812399835750091,0.284748655261713,-19202,0.908063642766583,0.9743589743589743,-0.025975486403260677
2016-01-29,304.0,-0.406539775500244,0.0263157894736843,-0.406539775500244,0.791164200432348,0.0807296688748042,0.273799899997258,80606,1.00925181684176,0.9833333333333333,-0.01680711831638129
2016-02-29,324.5,-0.453473684210526,0.0169491525423728,-0.453473684210526,0.0581013722959095,0.0755725964996673,0.271976796487416,34371,0.962386928897067,0.9902370990237099,-0.009810870564259222
2016-03-31,355.0,-0.402105263157895,0.0098591549295774,-0.402105263157895,-0.0378909953119028,0.0742012708674519,0.348190974170445,-49550,0.905178295919169,0.9975845410628019,-0.002418380864281638
2016-04-29,413.0,-0.215574548907882,0.0024213075060532,-0.215574548907882,-0.0894017146938249,0.0718737777742106,0.491961166547737,-46422,0.769948469899577,0.9994490358126722,-0.0005511160238692251
2016-05-31,453.5,-0.235244519392917,0.0005512679162071,-0.235244519392917,-0.138248182354689,0.0718737777742106,0.69863562605776,30642,0.703881490744127,0.9915966386554622,-0.008438868645864595
2016-06-30,442.5,-0.253794266441821,0.0084745762711864,-0.253794266441821,-0.129351582344452,0.0688859400393093,0.601387812466342,-69759,0.744644713107281,0.9840954274353877,-0.016032407531048884
2016-07-29,371.25,-0.352941176470588,0.0161616161616163,-0.352941176470588,-0.0230144604402133,0.0686988873032627,0.491576150687202,93390,0.935234734897776,0.9874925550923168,-0.012586321382300576
2016-08-31,414.5,-0.151918158567775,0.0126658624849216,-0.151918158567775,-0.274344995053439,0.0686988873032627,0.520929851660179,42310,0.838818100308089,0.9977666108319375,-0.002235886901283685
2016-09-30,446.75,-0.0802882141019043,0.0022383883603804,-0.0802882141019043,-0.382865180252767,0.0730758452192548,0.60486055360655,83668,0.770447748609234,0.9977337110481587,-0.002268860871190976
2016-10-31,440.25,-0.0329489291598022,0.0022714366837024,-0.0329489291598022,-0.46202360288223,0.0753860025828491,0.649786347261711,36360,0.780436533296503,0.9917035398230089,-0.008331067346988926
2016-11-30,448.25,-0.0153761669412409,0.0083658672615727,-0.0153761669412409,-0.51133818401084,0.0780783102232398,0.631854543706462,-99309,0.762428168187576,0.9925705794947994,-0.0074571561080820515
2016-12-30,501.0,0.194278903456496,0.0074850299401196,0.194278903456496,-0.762214404263965,0.0777094709022881,0.838993607722591,-27004,0.63474161332117,0.9919638372677047,-0.008068626728974067
2017-01-31,493.75,0.624177631578947,0.0081012658227848,0.624177631578947,-0.812340564263355,0.0777094709022881,0.809733189252598,119794,0.645245861756736,0.994410569105691,-0.005605110216122526
2017-02-28,489.25,0.609375,0.0056208482370976,0.609375,-0.701136153908394,0.0776248382064451,0.845484365995799,32943,0.654401571695882,0.9968152866242038,-0.0031897953681001494
2017-03-31,469.5,0.446841294298921,0.0031948881789136,0.446841294298921,-0.44719004359322,0.0753856235369491,0.768875652494085,-37469,0.700574270403561,0.9967069154774972,-0.0032985186586650477
2017-04-28,454.0,0.27887323943662,0.0033039647577093,0.27887323943662,-0.201901323950291,0.0753856235369491,0.762931105771282,-52420,0.739635908160319,0.9994391475042064,-0.0005610098323858119
2017-05-31,445.5,0.0786924939467313,0.0005611672278338,0.0786924939467313,-0.256709628606119,0.0753856235369491,0.736444333236643,-21190,0.759064736147251,1.0011467889908257,0.0011461319306225416
2017-06-30,436.5,-0.037486218302095,-0.0011454753722794,-0.037486218302095,-0.106303448843098,0.0646356799262988,0.707644315047531,64958,0.778287455960241,1.003076923076923,0.003072199036970059
2017-07-31,489.0,0.317171717171717,-0.0030674846625766,0.317171717171717,0.565314083303938,0.0580123702298385,0.902942266101106,-1638,0.668381810878921,1.0029806259314455,0.002976192673045955
2017-08-31,504.75,0.359595959595959,-0.0029717682020802,0.359595959595959,0.568616544371263,0.0580006730937408,1.13935657677342,25652,0.635793767442221,1.0110650069156293,0.011004237591013778
2017-09-29,548.25,0.322677925211097,-0.0109439124487004,0.322677925211097,0.571821314495792,0.0470462118661951,1.55736711648296,61877,0.546059900914898,1.0059333637608399,0.005915830677338645
2017-10-31,551.0,0.23335198656967,-0.0058983666061706,0.23335198656967,0.848362127895027,0.0470462118661951,2.16329777625316,-98729,0.527267954069903,0.9982078853046595,-0.0017937224540268775
2017-11-30,557.0,0.26519023282226,0.0017953321364452,0.26519023282226,0.80182245198422,0.0471011464330715,17.0479273374495,-28609,0.509837703258141,0.997507270461155,-0.002495841561818746
2017-12-29,600.25,0.33909648633575,0.0024989587671804,0.33909648633575,0.567037106995109,0.0529595951240267,3.83017035860236,6677,0.429219845904992,0.9983673469387755,-0.0016339872916550239
2018-01-31,611.5,0.220558882235528,0.0016353229762877,0.220558882235528,0.774631468469555,0.053035638545992,0.799968317601268,133517,0.415810387567631,0.9969762419006479,-0.0030283388923442863
2018-02-28,577.0,0.168607594936708,0.0030329289428077,0.168607594936708,0.618964028009806,0.0449163443937693,2.53903180766798,9145,0.475728114284661,1.002831715210356,0.002827713457609205
2018-03-30,619.75,0.266734798160449,-0.0028237192416297,0.266734798160449,0.337868139308181,0.0732894176462336,1.52664552497957,-37786,0.395849757671858,1.0076863950807071,0.00765700525119454
2018-04-30,655.5,0.443832599118943,-0.0076277650648359,0.443832599118943,0.0077132957411851,0.0732894176462336,0.750246183154878,64597,0.339767625383403,1.0055005500550056,0.005485477276671278
2018-05-31,685.5,0.509911894273128,-0.0054704595185995,0.509911894273128,-0.0480126515341032,0.0763408411156024,0.918675127707466,3444,0.294747609796657,0.9985223494643517,-0.0014787433378535585
2018-06-29,675.75,0.516835016835017,0.0014798372179061,0.516835016835017,-0.0472579210652273,0.0781664878139504,0.970858603800031,52679,0.306374205463933,0.99543552681628,-0.004574922199735305
2018-07-31,654.25,0.49885452462772,0.0045854031333587,0.49885452462772,-0.0689170865725959,0.0781664878139504,0.968212212570105,-86112,0.340068578771126,0.997471098265896,-0.0025321048074057355
2018-08-31,690.25,0.411554192229039,0.0025353132922854,0.411554192229039,-0.379813715394537,0.0803190426445331,0.489086046373942,83430,0.280440020304005,1.0,0.0
2018-09-28,724.25,0.434868746904408,0.0,0.434868746904408,-0.442840479875995,0.0803190426445331,0.438331357261282,-68338,0.230114937357842,1.0146638054363377,0.014557331455150565
2018-10-31,709.25,0.293661650706794,-0.0144518857948537,0.293661650706794,-0.257855635413126,0.0803190426445331,0.398634092556766,-30081,0.248517755311316,1.0105504587155962,0.010495191019208334
2018-11-30,550.75,-0.000453720508167,-0.0104403086699955,-0.000453720508167,-1.58414856822767,0.111554608455956,0.835259139158994,-163495,0.505391703093729,0.9990220048899755,-0.0009784736592801115
2018-12-31,510.75,-0.149104539775094,0.0009789525208028,-0.149104539775094,-1.24728303715711,0.113456339958779,0.817760763543761,-20702,0.589873823751837,1.003864319450408,0.003856872147672819
2019-01-31,584.5,-0.0262390670553937,-0.0038494439692045,-0.0262390670553937,-0.876001852036771,0.0808284089514356,0.297224019077223,98899,0.452131673030985,1.0068465565847764,0.0068232253481254265
2019-02-28,625.0,0.0220768601798853,-0.0068,0.0220768601798853,-0.911553023902755,0.0894034134478101,0.275327436340446,7047,0.38587445834316,0.9967064635652532,-0.0032989720641140347
2019-03-29,605.25,0.0489601386481804,0.003304419661297,0.0489601386481804,-0.985399388635808,0.0895964350397154,0.312878713659747,-5183,0.408443823964577,1.0003920031360252,0.00039192632286918155
2019-04-30,638.0,0.029447357805567,-0.0003918495297805,0.029447357805567,-0.993448679236797,0.0915691153300976,0.381660771689646,39988,0.345860407479047,1.0,0.0
2019-05-31,577.5,-0.118993135011442,0.0,-0.118993135011442,-0.67100908456908,0.0955558825291073,0.489192695996257,17270,0.400401806151618,0.99581589958159,-0.004192878260035927
2019-06-28,595.0,-0.132020423048869,0.0042016806722688,-0.132020423048869,-0.657576587361653,0.0955558825291073,0.557061672525692,-5225,0.370548843001936,0.9966873706004141,-0.0033181283036010653
2019-07-31,601.75,-0.109507954125046,0.0033236393851268,-0.109507954125046,-0.714083334436387,0.0955558825291073,0.310661396635215,47607,0.283687334742518,0.9977767896843042,-0.0022256853167287173
2019-08-30,561.0,-0.142529614061903,0.0022281639928698,-0.142529614061903,-0.62201931793314,0.0954715936980025,0.365545336323588,44865,0.32219875095465,1.0063938618925832,0.006373507872092201
2019-09-30,590.25,-0.185018985157059,-0.0063532401524777,-0.185018985157059,-0.503302813220752,0.0954715936980025,0.397233238157915,-31963,0.255482397354861,1.0062111801242235,0.00619197024792098
2019-10-31,567.0,-0.217121159820504,-0.0061728395061728,-0.217121159820504,-0.463605189491084,0.0872511144063809,0.533139879758236,-165852,0.240653176850688,1.0004372540445998,0.00043715847690728763
2019-11-29,572.0,-0.193514275643285,-0.0004370629370629,-0.193514275643285,-0.527637609941809,0.0834405725434412,0.49593077985542,-56312,0.198225657836288,1.00040733197556,0.000407249038412024
2019-12-31,614.0,0.11484339536995,-0.0004071661237784,0.11484339536995,0.133596784627824,0.0834405725434412,0.576156484711824,96338,0.0915789386331638,0.9970149253731343,-0.0029895388483660483
2020-01-31,501.0,-0.0190895741556537,0.0029940119760478,-0.0190895741556537,-0.486055092582996,0.0852051905813726,1.95080385846691,8571,0.245012304368512,1.0034129692832765,0.0034071583216143558
2020-02-28,441.0,-0.245508982035928,-0.0034013605442176,-0.245508982035928,-0.575826382355235,0.0852051905813726,153.259212302464,-18235,0.339901454327817,0.993214588634436,-0.006808536939653534
2020-03-31,292.75,-0.516315572077654,0.0068317677198974,-0.516315572077654,-1.01278319243412,0.0852051905813726,1.00623865519616,-17534,0.680953317988199,0.929342492639843,-0.07327794003664652
2020-04-30,236.75,-0.60883932259397,0.0760295670538542,-0.60883932259397,-0.77640412220911,0.0793514333393447,0.813036290158738,-16741,0.845567364325148,0.9626802374893978,-0.03803397062186788
2020-05-29,283.75,-0.55525078369906,0.0387665198237885,-0.55525078369906,-0.275548319463827,0.078979854230524,1.64259304074813,-3700,0.614525169266477,0.9915552427867699,-0.008480616198420426
2020-06-30,352.25,-0.407983193277311,0.0085166784953867,-0.407983193277311,-0.0770928707515106,0.078979854230524,38.161738273235,9408,0.381442565111852,0.9931972789115646,-0.006825965070399871
2020-07-31,365.0,-0.38655462184874,0.0068493150684931,-0.38655462184874,-0.16197906249565,0.0757373071555625,6.832135602167,-5258,0.285925393407947,0.9830278343516633,-0.01711784351696857
2020-08-31,362.0,-0.354723707664884,0.0172651933701657,-0.354723707664884,-0.188535032325471,0.0746081527834416,7.59582537410502,54315,0.246892449645125,0.9872659176029962,-0.012815855771897429
2020-09-30,329.5,-0.412655971479501,0.012898330804249,-0.412655971479501,-0.109897441117207,0.0733156010587423,1.68806185620534,25022,0.340960307528334,0.993485342019544,-0.006535970979785533
2020-10-30,305.0,-0.483269800931809,0.0065573770491802,-0.483269800931809,0.0460604538238868,0.0769478738334446,1.33348583319718,-15153,0.380696830612401,0.9923076923076923,-0.007722046093910278
2020-11-30,387.0,-0.323426573426573,0.0077519379844961,-0.323426573426573,0.070892438884677,0.0769478738334446,6.79990252841075,70949,0.0796089387571218,0.9946808510638298,-0.005333345975362617
2020-12-31,420.75,-0.264423076923077,0.0053475935828877,-0.264423076923077,-0.0348403814297656,0.080544546500789,6.71059468608212,-85663,0.0065600891265483,0.9955776672194583,-0.004432140219339035
2021-01-29,450.25,-0.266693811074918,0.0044419766796224,-0.266693811074918,-0.0318240523156741,0.070558717379651,55.5836781132852,74831,-0.0986772223651423,0.998592210229939,-0.001408781637082084
2021-02-26,532.0,0.0618762475049901,0.0014097744360901,0.0618762475049901,-0.307226542039026,0.070558717379651,3.74566559442944,-6898,-0.282162662449306,0.9955665024630542,-0.004443354632211967
2021-03-31,505.25,0.145691609977324,0.004453240969817,0.145691609977324,-0.376254417575058,0.070558717379651,6.67125761971131,-15840,-0.235513737585333,0.9976635514018691,-0.002339182353172266
2021-04-30,533.75,0.823228010247652,0.0023419203747072,0.823228010247652,-0.025584026462454,0.0644170744565974,4.03033975627347,31059,-0.303999756583981,0.9969244288224957,-0.0030803104663797622
2021-05-31,567.25,0.999118942731277,0.0030850594975759,0.999118942731277,0.373778028355316,0.0638472696999204,3.89475014559501,64334,-0.357202982047255,0.9974926870037609,-0.0025104615695432726
2021-06-30,596.75,1.10308370044053,0.0025136154168412,1.10308370044053,0.417443507055607,0.0588724776791546,3.42175853211557,10647,-0.392227725836484,0.9983719983719984,-0.0016293282626897699
2021-07-30,613.25,0.740951029098652,0.0016306563391765,0.740951029098652,0.625016807620924,0.0590511702411604,2.93638725569656,-41646,-0.380576365957773,0.9995845450768591,-0.00041554124844780363
2021-08-31,601.5,0.647945205479452,0.0004156275976725,0.647945205479452,0.688381184778724,0.0590511702411604,2.75331886576718,-51417,-0.335015404589285,1.0011102886750556,0.001109672760437797
2021-09-30,676.25,0.868093922651934,-0.0011090573012938,0.868093922651934,0.436883956421639,0.0622051439989094,2.55715685668865,10109,-0.431873609739406,1.0087750087750087,0.008736732141061866
2021-10-29,718.5,1.18057663125948,-0.0086986778009742,1.18057663125948,0.529015284716994,0.0618863570893264,2.01532834710969,-54416,-0.470057161003464,1.0033458803847763,0.0033402953813699435
2021-11-30,599.75,0.966393442622951,-0.0033347228011672,0.966393442622951,-0.0949451278002081,0.0618890002934344,4.22261639405415,-250849,-0.282738543245299,1.0011257035647279,0.001125070435569321
2021-12-31,667.0,0.723514211886306,-0.0011244377811094,0.723514211886306,-0.863415920914118,0.0646284499727816,1.1838294310293,-50692,-0.39302977408594,1.0172468859789205,0.017099846679858095
2022-01-31,796.25,0.768461965574681,-0.0169544740973312,0.768461965574681,-0.544595818126792,0.0709259329381045,0.794037573369448,119945,-0.547193267936865,1.0310032173150043,0.030532325607067683
2022-02-28,881.25,0.656484962406015,-0.0300709219858156,0.656484962406015,-0.68819477112759,0.0706061392047052,0.824612592714301,-102222,-0.648621415176971,1.0523313492063493,0.0510080354511204
2022-03-31,1060.75,0.993890977443609,-0.0497289653547018,0.993890977443609,-0.559848985925658,0.0732660484829604,0.701699319945037,-121257,-0.804753605723458,1.0520788684097728,0.05076808147667722
2022-04-29,1227.25,1.42899554675903,-0.0495009166836423,1.42899554675903,-0.872710683556376,0.0736283628676946,0.611616401089057,9086,-0.945713738352319,1.0377397831526272,0.03704506271114929
2022-05-31,1244.25,1.33114754098361,-0.0363672895318465,1.33114754098361,-0.761746869223008,0.0736283628676946,0.635876223292025,-9679,-0.9291002025109,1.0320284697508897,0.03152625364677395
2022-06-30,1160.0,1.04495372410754,-0.0310344827586206,1.04495372410754,-0.525816640642005,0.0497809670467883,0.632293344567088,-47073,-0.83547042414104,1.0158365848060593,0.015712494493552956
2022-07-29,1106.5,0.85421030582321,-0.0155896972435607,0.85421030582321,-0.350025896964355,0.0498366488845702,0.66844761917476,4138,-0.787911493410488,1.021622878400372,0.02139242016081922
2022-08-31,1098.5,0.791275988585405,-0.0211652253072372,0.791275988585405,-0.284417837889291,0.0541331069972109,0.627565702702136,15635,-0.751799902396105,1.0546854260684895,0.05324254812255783
2022-09-30,993.25,0.651288445552785,-0.0518499874150516,0.651288445552785,-0.240441419547567,0.0537487260454993,0.711088012646243,-13606,-0.631886110988447,1.078940916891395,0.07597992749353304
2022-10-31,1100.25,0.531315240083508,-0.073165189729607,0.531315240083508,-0.182812492599976,0.0548421353435242,0.676162468888831,9184,-0.693980671799712,0.9922418405564473,-0.0077884105259173764
2022-11-30,927.25,0.290535838552541,0.0078188190887031,0.290535838552541,-0.0982989112991386,0.0560109132727959,0.816264942597615,-33232,-0.522911182478211,1.0165562913907285,0.01642073021232749
2022-12-30,921.0,0.535639849937474,-0.0162866449511401,0.535639849937474,-0.0733666938563949,0.0563051868089782,0.823426327569599,22754,-0.466185653467736,1.017227007502084,0.01708030504120554
2023-01-31,915.25,0.372188905547227,-0.0169352635891833,0.372188905547227,0.120640915063118,0.0563051868089782,0.909428324516343,53713,-0.431347153025494,1.01,0.009950330853168092
2023-02-28,833.25,0.0464678178963893,-0.0099009900990099,0.0464678178963893,0.335621102826032,0.0559458712066446,0.769538581732803,10043,-0.322794823207192,1.014632524110409,0.01452650172814058
2023-03-31,762.75,-0.134468085106383,-0.0144215011471649,-0.134468085106383,0.624012597642563,0.0565610754158936,0.727977545429557,20438,-0.185670323835585,1.0007199424046076,0.000719683370393643
2023-04-28,695.0,-0.344803205279284,-0.0007194244604316,-0.344803205279284,0.703914431566775,0.0565610754158936,0.457570870901453,57832,-0.0926518458035984,1.00913589645984,0.009094416603485584
2023-05-31,662.75,-0.459971480953351,-0.009053187476424,-0.459971480953351,0.539577015574086,0.0565610754158936,0.411773416176688,72323,-0.0360119850776454,1.0096085409252669,0.009562672481059858
2023-06-30,709.25,-0.429977898332328,-0.0095170955234402,-0.429977898332328,0.523785786218544,0.0564735659127349,0.387421626057045,11848,-0.0867113727640191,1.0200581395348838,0.019859625215771136
2023-07-31,877.25,-0.20718481699051,-0.0196637218580792,-0.20718481699051,0.877836010866881,0.0533901608960783,0.387255146450092,12677,-0.32389411206413,1.0138692329465044,0.01377393526151192
2023-08-31,895.5,-0.190691369182105,-0.0136795086543831,-0.190691369182105,0.843261396932411,0.0530799754751984,0.392663812076721,-21570,-0.342849094802362,1.0364812419146183,0.03583155520424118
2023-09-29,1001.5,-0.0883022303140644,-0.0351972041937094,-0.0883022303140644,0.59377816598076,0.0544726309407218,0.357439411000195,5572,-0.451307798083952,1.0373200117543344,0.036640475426436725
2023-10-31,882.5,-0.111502642839164,-0.0359773371104816,-0.111502642839164,0.567138530803917,0.0544726309407218,0.342052651597596,-33084,-0.322613602604007,1.0190718372536554,0.01889224955127505
2023-11-30,801.5,-0.271529197909566,-0.0187149095446039,-0.271529197909566,0.882900623591506,0.0556510013013487,0.38171718708502,-42336,-0.228473283305846,1.011451667228023,0.011386593219570503
2023-12-29,750.75,-0.190347802642222,-0.0113220113220113,-0.190347802642222,1.06626799277947,0.0491112872917961,0.469548152798882,30313,-0.181415182153407,1.021505376344086,0.02127739844728488
2024-01-31,855.0,-0.0716612377850163,-0.0210526315789473,-0.0716612377850163,0.758057744688844,0.0477945479684573,0.488861915435196,131583,-0.320575864292098,1.0254263565891473,0.025108483751919902
2024-02-29,826.75,-0.0966948921059817,-0.0247958875113395,-0.0966948921059817,0.800052914232119,0.0564463260029158,0.618199477657733,21536,-0.291519685725499,1.011138613861386,0.011077036338907404
