Dates,HO1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2014-01-31,327.94,0.0769432859347807,-0.086082820028054,0.0769432859347807,-0.113272885824069,0.0668081394896389,0.339653377512803,3269,-0.529670279581284,1.0242018366873322,0.02391361333442591
2014-02-28,308.93,-0.0129401239695823,-0.0236299485320299,-0.0129401239695823,0.0566687367635144,0.0678785012192335,0.609833466081524,12358,-0.537240825525082,1.0007509044986005,0.0007506227108724398
2014-03-31,293.2,0.0057628979143802,-0.0007503410641199,0.0057628979143802,-0.0399497635603308,0.0662739194052517,1.94138152488476,-44040,-0.547031332274198,1.0023223250572044,0.002319632628026878
2014-04-30,293.49,0.0067576838638863,-0.0023169443592626,0.0067576838638863,-0.0402984115005876,0.0660671056847019,1.69676130248097,17359,-0.588853447474069,0.9987535489232047,-0.0012472285430550065
2014-05-30,288.46,0.0038628849834698,0.0012480066560356,0.0038628849834698,-0.0280553461597386,0.0655022846258122,1.3034315409403,-10786,-0.573263231041654,0.9984875474742043,-0.0015135974366782632
2014-06-30,297.08,0.0315994166261548,0.0015147435034332,0.0315994166261548,-0.157350678793469,0.0655022846258122,5.26837406074898,34244,-0.602708265687385,0.9988580919755009,-0.0011425604982245859
2014-07-31,288.66,0.0023612750885482,0.0011432134691331,0.0023612750885482,-0.0247464848972539,0.0660331473689964,3.42393792714492,48397,-0.516099442653176,0.9988811580014685,-0.0011194683694907
2014-08-29,285.69,-0.0611876047451609,0.0011200952080927,-0.0611876047451609,0.0955795598243238,0.0711227375830373,2.45373622271808,19420,-0.469702648957672,0.9987549518958687,-0.0012458238204583626
2014-09-30,264.72,-0.156808408982322,0.0012466001813236,-0.156808408982322,0.19658059228065,0.0738443590850052,0.907616682845708,17319,-0.393468005696964,1.0014337488549923,0.0014327220184692758
2014-10-31,251.45,-0.153651969033995,-0.0014316961622588,-0.153651969033995,0.20210281468529,0.0759085729172786,1.42634287748862,20474,-0.28661702550688,1.0322043309272626,0.03169664254548791
2014-11-28,223.08,-0.248332097850259,-0.0311995696611082,-0.248332097850259,-0.0803987193568606,0.0759085729172786,0.347218051317298,-28143,-0.141917078146444,1.0070898778359512,0.007064862818107131
2014-12-31,184.66,-0.394120349104272,-0.007039965341709,-0.394120349104272,-0.503742517206732,0.0759085729172786,0.296297661425791,-23336,0.0622557394493329,0.9914746001881467,-0.008561948911544548
2015-01-30,168.63,-0.452001819836215,0.0085987072288442,-0.452001819836215,-0.246605252478919,0.0786374898969453,0.25505169607871,43999,0.165694491404652,1.164766681866545,0.15252079388440634
2015-02-27,229.89,-0.298987619686528,-0.141458958632389,-0.298987619686528,1.96294009088885,0.0786374898969453,1.57736115479667,-18178,-0.13600976517801,1.0057962529274005,0.005779519283884701
2015-03-31,171.79,-0.443919334477066,-0.0057628499912683,-0.443919334477066,1.34951050147604,0.0786374898969453,0.70981150930328,-6934,0.17252192781387,0.9978793234031811,-0.0021229284155825485
2015-04-30,197.63,-0.325954979536153,0.0021251834235693,-0.325954979536153,0.983709578443054,0.0756829922451657,1.14734169374634,-7385,0.048252700143084,1.0028722367543725,0.0028681197638163376
2015-05-29,195.53,-0.333776278578486,-0.0028640106377537,-0.333776278578486,1.00188742529417,0.0797782165067212,1.09165310209028,-16702,0.0626612487333753,0.9982538758664481,-0.0017476503852388299
2015-06-30,188.66,-0.345975178534285,0.0017491784161984,-0.345975178534285,1.02632511329452,0.0696422346573519,1.6363173557574,27076,0.110318785098019,0.99691610548178,-0.003088659519949994
2015-07-31,158.4,-0.466810286791437,0.0030934343434341,-0.466810286791437,1.15939996346338,0.0723673086330252,0.975763479484491,35672,0.334113305736547,0.9837761580061134,-0.016356889508874636
2015-08-31,167.36,-0.414190206167524,0.0164913957934989,-0.414190206167524,0.992941052612618,0.0664002264090358,0.983561437308098,16477,0.312460665116687,0.9838688695199687,-0.016262653493102592
2015-09-30,151.26,-0.470544996324688,0.0163956102075897,-0.470544996324688,1.1060167082199,0.0731396478477252,0.601977603109687,-36438,0.413607635565362,0.9885936572822576,-0.011471893988389513
2015-10-30,149.94,-0.433590208522212,0.0115379485127383,-0.433590208522212,1.02462482883208,0.0730879526547969,0.592537088702623,-20353,0.484104297911175,0.9872249298478806,-0.012857373062468244
2015-11-30,133.69,-0.400708266092882,0.0129403844715386,-0.400708266092882,0.949572955429536,0.0730879526547969,0.536260207522513,-12758,0.603756377832729,0.9793575940920011,-0.020858438494875346
2015-12-31,110.07,-0.506589564281872,0.0210774961388209,-0.506589564281872,1.0422370717152,0.0856824610428983,0.457403937703743,-8005,0.846183063137858,0.9781218132937796,-0.022121063233336895
2016-01-29,105.51,-0.42862558215098,0.0223675480997061,-0.42862558215098,1.00757756387174,0.0802093895987548,0.434589519001216,13265,0.921365212681871,0.9838164030355674,-0.01631598161945032
2016-02-29,107.6,-0.531950063073644,0.0164498141263942,-0.531950063073644,-0.0083373435851362,0.0760132998223357,0.429718127647344,6241,0.920695514700167,0.9994095318431042,-0.0005906425518711042
2016-03-31,118.48,-0.484623080603767,0.0005908170155299,-0.484623080603767,-0.102779486364886,0.0789161037424309,0.555145993702726,8987,0.857324702408992,0.9941558441558441,-0.005861299749991118
2016-04-29,137.79,-0.197916060306188,0.0058785107772698,-0.197916060306188,0.111471972941476,0.0789389208917639,0.783592058818997,17703,0.722571276940107,1.0002671832208936,0.0002671475338133397
2016-05-31,149.75,-0.234132869636373,-0.0002671118530884,-0.234132869636373,0.041611357282927,0.0789389208917639,0.987266328145865,21088,0.666239003822675,0.9973130919594276,-0.002690524257061535
2016-06-30,148.47,-0.240679179665524,0.0026941469657171,-0.240679179665524,0.0269253920066493,0.0769063214680973,0.957657079118454,-31128,0.690999921379275,0.9759082217973231,-0.024386732034342853
2016-07-29,127.6,-0.323651012403265,0.0246865203761757,-0.323651012403265,0.113697052122756,0.0765915941982705,0.757282771099572,5897,0.854206875830444,0.9891281475766291,-0.010931382874974924
2016-08-31,141.02,-0.109722222222222,0.0109913487448587,-0.109722222222222,-0.111645695737144,0.0765915941982705,0.792745668646578,-5425,0.767105719987875,0.9932392901254631,-0.006783667003036871
2016-09-30,152.79,-0.0870578393881454,0.0068067281890178,-0.0870578393881454,-0.132510647509981,0.0810869418805417,0.946791004176168,9166,0.693069141799816,0.9944145222421703,-0.005601134867564751
2016-10-31,149.55,-0.0026010404161663,0.0056168505516547,-0.0026010404161663,-0.258834138855786,0.0829747480860854,1.01018907817396,14172,0.711590232936102,0.9965742561695109,-0.0034316251266026227
2016-11-30,157.09,0.047685740963052,0.0034375198930549,0.047685740963052,-0.352761612826712,0.0859245833992445,1.07343961734411,-10064,0.66240212850021,0.9861705821085524,-0.013925935176107915
2016-12-30,170.43,0.274814870222156,0.0140233526961215,0.274814870222156,-0.659138326186719,0.0861280108025017,1.36014860512779,36147,0.563044653665035,0.988287956831003,-0.011781169416426105
2017-01-31,161.17,0.527532935266799,0.0118508407271827,0.527532935266799,-0.600205746397595,0.0861280108025017,1.15351024507261,-22837,0.61348098848459,0.9883529483505094,-0.011715409854980832
2017-02-28,162.08,0.536157710169652,0.011784304047384,0.536157710169652,-0.535873108216168,0.0862247537833497,0.994772247543763,492,0.607850656518844,0.9993649180744316,-0.0006352836755174929
2017-03-31,157.36,0.462453531598513,0.0006354855109302,0.462453531598513,-0.410480701558872,0.0838938909209269,1.05515045876481,14372,0.644723086799862,0.9978768577494692,-0.0021253993123134776
2017-04-28,150.4,0.269412559081702,0.0021276595744681,0.269412559081702,-0.141722937018273,0.0838938909209269,1.07014293082595,-805,0.695604265835033,0.9982871071875619,-0.001714361490696825
2017-05-31,151.53,0.0997169605922059,0.0017158318484789,0.0997169605922059,-0.36378026769631,0.0838938909209269,1.1325740959359,-38980,0.689424315760594,0.9948755984087385,-0.0051375763649226846
2017-06-30,147.55,-0.0146911519198666,0.0051507963402235,-0.0146911519198666,-0.188937500780586,0.0714202733842355,1.06473089188245,37388,0.715983939718129,0.9907040902003118,-0.009339386415418127
2017-07-31,165.19,0.294592476489028,0.0093831345723107,0.294592476489028,0.261541563667527,0.0649668944839101,1.38165189887825,-21577,0.608662858061252,1.0089557379872554,0.008915873201404018
2017-08-31,175.75,0.377351097178683,-0.0088762446657183,0.377351097178683,0.141456251342064,0.0677030602715621,1.97351081506865,842,0.544390977123524,1.0009392265193369,0.0009387857220936022
2017-09-29,181.17,0.284711388455538,-0.0009383452006401,0.284711388455538,0.250407704302593,0.0561445914747271,2.25809687936124,57657,0.50706603373435,1.0021270938580165,0.0021248347967990143
2017-10-31,188.45,0.233392237711892,-0.0021225789334039,0.233392237711892,0.343736454340258,0.0561445914747271,4.69791032244593,-22833,0.460099550154744,0.9974177908937606,-0.0025855487585327826
2017-11-30,189.27,0.265596790371113,0.0025888941723462,0.265596790371113,0.291699833907166,0.0549416922903666,7.47001551828747,-2942,0.450218007933764,1.0035781635317442,0.003571777134462899
2017-12-29,207.55,0.321217136673244,-0.0035654059262828,0.321217136673244,0.25122424543206,0.0608473308215674,3.01297806830206,10198,0.357935013642629,1.0013550135501355,0.0013540963477292301
2018-01-31,206.92,0.214105497858358,-0.0013531799729363,0.214105497858358,0.518481566179597,0.0633140723138765,1.05731489638431,30172,0.36992855954763,1.0053060152350934,0.005291987933760748
2018-02-28,191.36,0.187317739033319,-0.0052780100334449,0.187317739033319,0.341881730509609,0.0543974495324064,13.9621300725108,-66029,0.452372229561959,1.003661553686294,0.003654866517243134
2018-03-30,202.84,0.251480750246791,-0.0036481956221653,0.251480750246791,0.153803516576374,0.0856834485833071,8.49755313441781,10314,0.387761275945293,1.0084213464849021,0.008386084775664772
2018-04-30,216.74,0.441090425531914,-0.008351019654886,0.441090425531914,-0.253194345947186,0.0856834485833071,0.707690033167228,17553,0.321480288377262,0.9940125192778735,-0.006005477557922218
2018-05-31,219.14,0.457047872340425,0.0060235465912204,0.457047872340425,-0.180248317638031,0.0851204080964585,1.01245615255113,-15328,0.309391514000046,0.9998189799520296,-0.0001810364340767709
2018-06-29,220.93,0.457995116478585,0.0001810528221608,0.457995116478585,-0.182612174561261,0.084660195692149,0.976989499076138,-25477,0.299711675348834,0.9974267802002432,-0.002576536220300029
2018-07-31,213.19,0.44486614706879,0.0025798583423237,0.44486614706879,-0.189545913762352,0.084660195692149,0.97653669549101,5393,0.343855114492138,0.9991975391199679,-0.0008027830241143105
2018-08-31,224.13,0.356801259156123,0.0008031053406505,0.356801259156123,-0.507899167048578,0.0864455705990174,0.455331828459487,13688,0.292776002600614,1.0014051522248244,0.0014041659222656523
2018-09-28,235.18,0.338150782361308,-0.0014031805425631,0.338150782361308,-0.505290524960698,0.0864455705990174,0.461424493143198,7391,0.245531866295904,1.0046193479612686,0.004608711516523047
2018-10-31,226.18,0.248440691063641,-0.0045981077018304,0.248440691063641,-0.271778458167078,0.0864455705990174,0.381608185819462,-1961,0.283153649632959,1.0088006996829562,0.008762199247789162
2018-11-30,184.55,-0.02069514460069,-0.0087239230560823,-0.02069514460069,-1.01425099542286,0.109926243509094,0.717827506695112,-50852,0.486848737726142,1.0008336310587116,0.0008332837813279752
2018-12-31,168.08,-0.19017104312214,-0.0008329366968111,-0.19017104312214,-0.792137110691978,0.112886723309048,0.665638230413314,4304,0.58867099356657,1.000745712155108,0.0007454342499484418
2019-01-31,187.88,-0.0947723440134911,-0.0007451564828613,-0.0947723440134911,-0.593388077203892,0.0850943332714058,0.29385408889339,1314,0.473706171716692,0.9981255857544518,-0.001876173158227852
2019-02-28,202.35,-0.0220858302725693,0.0018779342723005,-0.0220858302725693,-0.662052515006658,0.0870863122190312,0.268227831201164,61788,0.398796020157863,1.0010145074566297,0.0010139931917275604
2019-03-29,197.34,0.0312499999999996,-0.0010134792743489,0.0312499999999996,-0.801444623026632,0.0864678135211342,0.287870411164418,-56231,0.416025347383633,1.0015881418740074,0.0015868821103139769
2019-04-30,208.12,0.0260303687635575,-0.001585623678647,0.0260303687635575,-0.802287822673612,0.0897663356612777,0.352591706672479,23869,0.353777788841361,1.0007607041947404,0.0007604150059532328
2019-05-31,184.18,-0.150226077327674,-0.0007601259637312,-0.150226077327674,-0.48133302643553,0.0959631727292316,0.499556845278316,4444,0.439617791562092,1.00268124162112,0.0026776535051108255
2019-06-28,194.46,-0.11262206808433,-0.0026740717885427,-0.11262206808433,-0.530979547904098,0.0959631727292316,0.531961377262445,-25430,0.385304845473802,0.9920332876642818,-0.00799861614707075
2019-07-31,195.5,-0.115104331688771,0.0080306905370843,-0.115104331688771,-0.524785289722866,0.0959631727292316,0.324202789457034,47196,0.313124872624222,0.9950470799542808,-0.0049652264059707124
2019-08-30,182.82,-0.142455087011586,0.0049775735696313,-0.142455087011586,-0.451020434726546,0.0958692694168504,0.384958456905887,-14504,0.351569915533447,1.004427577482606,0.004417804597608984
2019-09-30,190.56,-0.189727017603538,-0.0044080604534004,-0.189727017603538,-0.324403737392079,0.0958692694168504,0.426911725722942,-5960,0.294236557609793,1.001172832924619,0.0011721456933702756
2019-10-31,187.8,-0.201462709414066,-0.001171458998935,-0.201462709414066,-0.338996909736921,0.0899800150312116,0.555154871477293,47222,0.253315374180315,1.0002129358530742,0.00021291318545326105
2019-11-29,187.89,-0.16928994606066,-0.0002128905210495,-0.16928994606066,-0.4371800092558,0.088669158151322,0.513382522421248,-38092,0.221195344142214,1.0027190033616769,0.002715313558913906
2019-12-31,202.83,0.0990517474939041,-0.0027116304294236,0.0990517474939041,-0.273077006826454,0.088669158151322,0.616844071097125,24879,0.111384907010447,0.9976050110537951,-0.002397861519668845
2020-01-31,162.45,-0.0334959543074727,0.0024007386888274,-0.0334959543074727,-0.804038301636419,0.0906294131723258,3.73833351903609,-34716,0.285189445031991,1.0090029107154943,0.00896262612003084
2020-02-28,149.06,-0.206621247604854,-0.008922581510801,-0.206621247604854,-0.723460859217615,0.0906294131723258,8.13170744503823,3508,0.342810207234929,1.0105841238142785,0.010528504088982515
2020-03-31,101.21,-0.48712881321577,-0.0104732733919572,-0.48712881321577,-0.968218908375433,0.0906294131723258,1.01100488927416,-54254,0.662900995065607,0.8785259872764374,-0.12950979037368215
2020-04-30,73.19,-0.629117259552042,0.138270255499385,-0.629117259552042,-0.719655213053615,0.10424406739828,0.745214124256972,6623,0.94103999460825,0.9306386262782173,-0.07188423357909828
2020-05-29,96.47,-0.536469344608879,0.074530942261843,-0.536469344608879,0.221656395322098,0.103845464288303,2.59844389286108,26963,0.615483837588998,0.9929203539823008,-0.007104825623744683
2020-06-30,117.81,-0.394168466522678,0.0071301247771835,-0.394168466522678,0.11049469239401,0.103845464288303,20.3466598447268,-19994,0.394493025403471,0.9943627450980392,-0.00565320419176013
2020-07-31,121.71,-0.374112928108608,0.005669213704708,-0.374112928108608,0.0490538094778968,0.0970121581325104,6.27054486943342,-6811,0.294014171958951,0.982584408116323,-0.01756902736013166
2020-08-31,119.61,-0.345749917952084,0.0177242705459411,-0.345749917952084,0.0205987905489472,0.0945305814484972,10.2686752130168,24560,0.246985477643271,0.9940982468321474,-0.005919237338525582
2020-09-30,114.54,-0.373482113554315,0.005936790640824,-0.373482113554315,0.0504804897264117,0.096340243878737,2.76306542503607,40350,0.290297820738933,0.9957638824937839,-0.004245115271363421
2020-10-30,108.13,-0.432567170445004,0.0042541385369463,-0.432567170445004,0.165061004025616,0.0971958422351984,2.13855786282663,-17138,0.312796400935928,0.9886976812016919,-0.011366675382000386
2020-11-30,135.59,-0.278354356272287,0.0114315214986356,-0.278354356272287,0.0699367985107999,0.0971958422351984,19.3832499073447,-33998,0.0246813289993046,0.9948113207547169,-0.005202187187283624
2020-12-31,147.63,-0.214274309436372,0.0052157420578473,-0.214274309436372,-0.0239860334940998,0.0997275663882382,13.8215285541776,-11219,-0.049238891596943,1.0012512512512513,0.00125046908879089
2021-01-29,160.04,-0.21096484740916,-0.0012496875781054,-0.21096484740916,-0.0279346093157681,0.0934265900922943,14.289429088226,31247,-0.163946061425997,1.007270359720037,0.007244058059557832
2021-02-26,185.65,0.142813173284088,-0.0072178831133854,0.142813173284088,-0.301308709338792,0.0934265900922943,3.02620072006379,30169,-0.326321932697085,1.0008475533958638,0.0008471944253012493
2021-03-31,177.13,0.188313430833221,-0.0008468356574268,0.188313430833221,-0.338923006233162,0.0934265900922943,3.52227016022854,-14118,-0.283664427573282,0.9993237619642115,-0.000676466787862107
2021-04-30,192.11,0.898132595593321,0.000676695643121,0.898132595593321,-0.286586760817264,0.086781579189726,2.39276403685045,-14536,-0.376080927792274,1.0030417504783398,0.003037133715012329
2021-05-31,204.45,1.11931170312014,-0.0030325262900463,1.11931170312014,0.387726918618809,0.0837784670363479,2.43110537068384,32210,-0.423971550024161,1.000187943429028,0.0001879257698742706
2021-06-30,212.87,1.20659272312636,-0.0001879081129327,1.20659272312636,0.462391737058874,0.074165288296223,2.24390161423724,-12706,-0.443427628761048,1.0017307341956638,0.0017292382010997184
2021-07-30,219.94,0.866904337492572,-0.0017277439301627,0.866904337492572,0.702558885757842,0.0742398294041941,2.00357429571803,-15523,-0.438443636558894,1.0003755515914,0.0003754810895518367
2021-08-31,213.1,0.750883247062689,-0.0003754106053495,0.750883247062689,0.727632222559777,0.0742398294041941,1.97734425231441,-8000,-0.385653987395444,1.0013683985460766,0.0013674631420259598
2021-09-30,234.17,0.957779449878772,-0.0013665285903403,0.957779449878772,0.52324819216399,0.076327035093371,2.00535837330618,44168,-0.458711207347667,1.0071408399564288,0.007115464886716575
2021-10-29,249.64,1.17950061114021,-0.0070902099022591,1.17950061114021,0.473154604592239,0.0759818510053807,1.66199038674635,-10358,-0.501467292665464,1.001698781730816,0.0016973404332007503
2021-11-30,206.38,0.908628502728197,-0.001695900765578,0.908628502728197,-0.332449416151764,0.0759857884114829,2.71754223352634,-126920,-0.303806683372696,1.0020642497742227,0.002062122138135936
2021-12-31,233.01,0.718489564127148,-0.0020599974250031,0.718489564127148,-1.09881632378558,0.0792811700422921,1.14208089724689,5034,-0.426674672919492,1.0160179695842693,0.015891035598574327
2022-01-31,275.92,0.724068982754311,-0.015765439257756,0.724068982754311,-0.739842816374584,0.0845641489546677,0.784957235782851,39693,-0.573379495776285,1.0280080510353766,0.027622998748780714
2022-02-28,301.34,0.623161863722057,-0.0272449724563615,0.623161863722057,-0.824904216996723,0.0820950413746315,0.804594521003249,-46986,-0.661507722520842,1.0982772471659379,0.09374281318670209
2022-03-31,369.12,0.98825747374091,-0.0894830949284786,0.98825747374091,-0.53781590874903,0.0849047656043891,0.699685572759917,-89260,-0.834958084683505,1.1903066812705367,0.17421098927393303
2022-04-29,478.17,1.69954270874499,-0.159880377271682,1.69954270874499,-0.299599287509205,0.0861905651670284,0.59332406868572,21892,-1.08997599558027,1.0396188055908513,0.03885411287789126
2022-05-31,409.09,1.12945708188017,-0.0381089735754968,1.12945708188017,-0.233270432247979,0.0861905651670284,0.732701941848549,20293,-0.902206925591245,1.0176739329069313,0.01751956515766477
2022-06-30,389.82,0.906676449009538,-0.017366989892771,0.906676449009538,-0.086014872427893,0.0614254857405203,0.710173737760295,9657,-0.830837335065734,1.021329952099183,0.021105652596905538
2022-07-29,362.47,0.702776342368582,-0.020884486992027,0.702776342368582,0.0314663005429425,0.0616169849525362,0.76862224041556,12550,-0.758384240957117,1.0130882914326227,0.013003379842239718
2022-08-31,371.54,0.689278894243885,-0.0129192011627282,0.689278894243885,0.0434639896413435,0.0662649455479408,0.701298269904297,12664,-0.753055188467877,1.04575366277626,0.044737833869308255
2022-09-30,336.9,0.580947911778508,-0.043751855149896,0.580947911778508,0.0705761538407577,0.0659742185659029,0.780951512153221,11019,-0.637423683887255,1.1406602977599956,0.13160730329126824
2022-10-31,419.09,0.678777439512899,-0.123314801116705,0.678777439512899,0.0309145613155025,0.0691135760149576,0.689405356708986,-27759,-0.815785813868453,0.9998216143897726,-0.00017840152283281005
2022-11-30,336.29,0.347099823746195,0.0001784174373309,0.347099823746195,0.0887727709831537,0.0705705737071742,0.862987749952919,3873,-0.595674002824661,1.0203945371775418,0.02018935366235076
2022-12-30,336.22,0.629130729721873,-0.0199869133305575,0.629130729721873,0.0526189588451565,0.070847187995197,0.863298927191358,-17617,-0.553538239381141,1.011924446705673,0.011853910672809472
2023-01-31,318.23,0.365735376164114,-0.0117839298620495,0.365735376164114,0.267063877455394,0.070847187995197,0.996204075380334,12091,-0.472760635756937,1.0054533789563729,0.005438563125172474
2023-02-28,282.09,0.0223615540736446,-0.0054238009146016,0.0223615540736446,0.55221842531094,0.0703962386589989,0.876222026661513,-19103,-0.338378290588471,1.0212546745020223,0.021031944417362468
2023-03-31,267.63,-0.111866994093051,-0.0208123155102193,-0.111866994093051,0.743881131355043,0.0697586007635742,0.843153488228549,23452,-0.244205705554696,1.000673089058096,0.0006728626352519973
2023-04-28,237.87,-0.355575422626788,-0.0006726363139529,-0.355575422626788,1.13774999173992,0.0697586007635742,0.61055851465517,10577,-0.126324581913312,1.0038651206184193,0.0038576702313142474
2023-05-31,225.96,-0.527448397013614,-0.0038502389803505,-0.527448397013614,1.39650135164403,0.0697586007635742,0.504813838234561,30885,-0.0703316486987818,1.00024513809446,0.0002451080530266731
2023-06-30,244.82,-0.401549781221736,-0.0002450780165019,-0.401549781221736,1.06162395116454,0.0690339241455813,0.47185855279544,-6882,-0.14001670743005,1.0018087422542286,0.0018071084497482445
2023-07-31,299.09,-0.174855850139322,-0.0018054766123908,-0.174855850139322,0.662647441890468,0.0661108899765708,0.471826356145932,25983,-0.365754072872289,1.0094760849314188,0.009431468476688968
2023-08-31,314.26,-0.133004110685022,-0.0093871316744097,-0.133004110685022,0.590515376877523,0.0661287504526641,0.465318656442876,-10138,-0.416926047263265,1.0186632733442404,0.018491251489490892
2023-09-29,336.22,-0.0950637885557409,-0.0183213372196777,-0.0950637885557409,0.511061901886015,0.067529055375907,0.433377352419575,7986,-0.482252605782167,1.0278350515463919,0.027454698464409944
2023-10-31,299.1,-0.11219946571683,-0.0270812437311937,-0.11219946571683,0.508027381071267,0.067529055375907,0.443127785361874,-28276,-0.363310154675564,1.0277031442887226,0.027326355183688963
2023-11-30,283.05,-0.32460807941015,-0.0269563681328387,-0.32460807941015,0.595856997873336,0.0680169000184556,0.468277622353355,1212,-0.311669620502288,1.0095693779904307,0.009523881511255541
2023-12-29,255.31,-0.240804067917571,-0.009478672985782,-0.240804067917571,0.962990099132097,0.0634702002329871,0.612554474687057,2640,-0.226408109569667,1.008257934798219,0.00822402461215005
2024-01-31,280.82,-0.164773065254893,-0.008190299836194,-0.164773065254893,0.729666233162033,0.0619266250498379,0.664703542467829,45330,-0.331298635523939,1.0127929355824747,0.012711797247661132
2024-02-29,268.38,-0.156647707632844,-0.012631343617259,-0.156647707632844,0.720111978499711,0.0698424968129068,0.858288406202225,-38126,-0.290779494367279,0.9972928661303238,-0.0027108047831700052
