Dates,SI1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2013-12-31,19.37,-0.416636549813276,0.0018069179143005,-0.416636549813276,1.12555431088035,0.0618118377211074,5.81157631305825,-277,-0.37870667595688,1.1099372384937238,0.10430347182814333
2014-01-31,19.12,-0.367452939425017,0.0018828451882844,-0.367452939425017,1.00613193576564,0.0605072495417705,2.67243310684869,13912,-0.386105127848447,0.9307322589765337,-0.07178362740852032
2014-02-28,21.204,-0.323657937545851,0.0017449537823051,-0.323657937545851,0.866928852005654,0.0587461702352365,58.7153774528793,-11708,-0.520784076809389,1.0,0.0
2014-03-31,19.752,-0.302616248278784,0.0018732280275417,-0.302616248278784,0.879063982563975,0.0568082361068811,1.87954891983496,15757,-0.417684285734235,0.975663254648005,-0.02463777807960568
2014-04-30,19.119,-0.324965575680542,0.0028767194936973,-0.324965575680542,0.939277122967683,0.0561596253303726,0.581493892821322,1873,-0.361849159147063,1.0,0.0
2014-05-30,18.682,-0.226225977468522,0.0019805160047106,-0.226225977468522,1.11042310217732,0.0548266217411744,0.563015626628161,8259,-0.266922240028025,0.9705672578574486,-0.02987457649981606
2014-06-30,21.007,0.0799958871009203,0.0023325558147284,0.0799958871009203,0.826227504485648,0.0548266217411744,0.987192307248532,-4675,-0.384217462090911,1.0,0.0
2014-07-31,20.412,0.0494062001953628,0.003037428963355,0.0494062001953628,0.937622569964543,0.0553383618346029,0.738530691951155,4604,-0.303416950563321,0.8762929038233932,-0.1320548788380988
2014-08-29,19.398,-0.0117179539433461,0.0048458603979793,-0.0117179539433461,1.0155820476827,0.0588483923298189,0.672358441294487,1152,-0.233755950016046,1.0016442539197838,0.0016429036142682708
2014-09-30,17.057,-0.273025614797767,0.0023450782669873,-0.273025614797767,0.866061350620016,0.0560024693884989,0.529345954709897,11573,-0.105146658703431,0.9637402210356388,-0.036933500941406135
2014-10-31,16.106,-0.258061544131196,0.0035390537687818,-0.258061544131196,0.8706973147981,0.0571976528407925,0.631460402041389,4120,-0.0094581844036219,1.0039299059399562,0.003922204031530407
2014-11-28,15.489,-0.291672383042941,0.0043256504616178,-0.291672383042941,1.01963677141814,0.0571976528407925,0.4202575642587,-22234,0.0484857543761556,1.0010267599306937,0.001026233173254158
2014-12-31,15.599,-0.21930834292578,0.0021155202256555,-0.21930834292578,0.894434544522875,0.0571976528407925,0.566179165840142,-3893,0.0658269129930236,0.9609483960948397,-0.03983456958596166
2015-01-30,17.208,-0.111615900877646,0.0023245002324501,-0.111615900877646,0.585946045268354,0.0539211812704238,0.769499217610153,12026,-0.0120977014993494,1.003749395258829,0.0037423837967888772
2015-02-27,16.513,-0.136349372384937,0.0027251256585718,-0.136349372384937,0.643481432909951,0.0539211812704238,0.391954248440268,-2849,0.0440216180356397,1.0,0.0
2015-03-31,16.598,-0.217223165440483,0.0025304253524522,-0.217223165440483,0.832418707781521,0.0539211812704238,0.40202994293679,9713,0.0785007335344704,1.0348224797075407,0.034229894815794984
2015-04-30,16.124,-0.183677602268125,0.0017985611510791,-0.183677602268125,0.807061512391929,0.0543745950359345,0.382452247709515,8754,0.140786914124758,1.0,0.0
2015-05-29,16.701,-0.126471049741095,0.0023950661637026,-0.126471049741095,0.580872413712006,0.0589461336248858,0.448341989071068,-1355,0.115929578095466,0.9471351490236382,-0.054313483176409764
2015-06-30,15.551,-0.16759447596617,0.0019291363899427,-0.16759447596617,0.62065763197543,0.0608976304450706,0.477073074570398,19220,0.229429883370087,1.0,0.0
2015-07-31,14.745,-0.298091112486314,0.0031875211936249,-0.298091112486314,0.66481145400406,0.0655445409840715,0.431654053723493,-10798,0.387969978127856,0.9956778265642151,-0.004331541029376751
2015-08-31,14.577,-0.248530776368698,0.0006174109899157,-0.248530776368698,0.487740799276869,0.0640669393178774,0.411494548235869,-28768,0.463668720695024,1.0003445187073658,0.0003444593744231339
2015-09-30,14.518,-0.251572327044025,0.0033062405289985,-0.251572327044025,0.438902973359575,0.0550188187645823,0.242525024911287,467,0.46772440592425,0.903128412667823,-0.10189052895594193
2015-10-30,15.567,-0.0873541654452716,0.0030834457506263,-0.0873541654452716,0.739785244699541,0.0549627964289073,0.280079919990919,11870,0.539386385071254,0.9807952201436803,-0.01939158723816616
2015-11-30,14.05,-0.092904642004003,0.0025622775800711,-0.092904642004003,0.334651880701222,0.0549627964289073,0.273375061623769,-7189,0.666843395282808,1.0010153020523607,0.0010147869818371948
2015-12-31,13.803,-0.10885144295952,0.0022458885749474,-0.10885144295952,0.392296442228633,0.0525670979482857,0.254420221253742,5847,0.758567750342577,1.0468300217650777,0.045766570824197994
2016-01-29,14.243,-0.0869286492723895,0.0016850382644104,-0.0869286492723895,0.303316066584513,0.0448767870227961,0.298177002654611,-9714,0.781624689715501,1.0371562709590878,0.03648261312938267
2016-02-29,14.896,-0.0979228486646885,0.0014769065520943,-0.0979228486646885,-0.177103512541717,0.0518579449821704,0.303827934886767,3766,0.771321354385097,1.0,0.0
2016-03-31,15.464,-0.0635257070187126,0.0024573202276254,-0.0635257070187126,-0.304716602015187,0.040044890968468,0.377874225913148,14139,0.780937359024097,0.8977323753929053,-0.10788327804536829
2016-04-29,17.789,0.0717556332088205,0.0016864354376298,0.0717556332088205,0.403936875774856,0.0214245427500325,0.611920465326074,24826,0.669925369184605,1.0,0.0
2016-05-31,15.994,-0.0423327944434464,0.0030636488683255,-0.0423327944434464,0.360121635971315,0.0214245427500325,0.668177327503274,-3052,0.79331754980114,1.0938659211870332,0.08971813815895227
2016-06-30,18.582,0.112627986348123,0.0022064363362392,0.112627986348123,0.373090004201633,0.0348513804283618,3.90525231236623,13411,0.642750264394238,1.0,0.0
2016-07-29,20.347,0.308404604205518,0.0047181402663782,0.308404604205518,0.107483286467771,0.0311171198882472,1.48980706483748,11814,0.562333914453362,1.0285361797993886,0.02813660673999551
2016-08-31,18.622,0.262936588674127,0.0045644936097089,0.262936588674127,0.0757178865317991,0.0311171198882472,1.37739688772255,-34508,0.659444455522903,1.0020338983050847,0.002031832734226852
2016-09-30,19.214,0.318103862248748,0.0059852191110649,0.318103862248748,-0.0259294823265645,0.0332898584094584,1.79536969271218,12865,0.625325216351149,0.9230164081816138,-0.08010826762579486
2016-10-31,17.796,0.14318751204471,0.006630703528883,0.14318751204471,0.159274405997853,0.039658229841238,1.8108294172679,-8969,0.655425493152363,0.9716912212346281,-0.028717198617579095
2016-11-30,16.406,0.0538960621828224,0.0046324515421187,0.0538960621828224,0.28434545076779,0.0444549388976534,1.81265253023823,-33485,0.7367520845156,1.0017542760478666,0.0017527391028618838
2016-12-30,15.989,0.138007117437722,0.003314778910501,0.138007117437722,0.289777028519099,0.0453790455881133,1.4638215723002,5541,0.723031909954216,1.051359516616314,0.050084104397411344
2017-01-31,17.543,0.231692761356455,0.0038191871401698,0.231692761356455,0.0801078798436258,0.0453790455881133,61.2566578422384,22052,0.594079880356208,0.9898069833008025,-0.0102453212247392
2017-02-28,18.42,0.293266867935126,0.0026601520086861,0.293266867935126,0.0179258275632747,0.0462793848325925,3.41121138851068,10790,0.545297859476095,1.0,0.0
2017-03-31,18.256,0.225563909774436,0.0041630148992113,0.225563909774436,0.142874390009212,0.0433939893988997,3.28116170657739,18743,0.535847868794521,1.0100974930362117,0.010046853953289175
2017-04-28,17.191,0.111678737713398,0.004130068058868,0.111678737713398,0.309197861066407,0.0433939893988997,3.94546475797379,-20357,0.598928546039944,1.0,0.0
2017-05-31,17.406,-0.021530159087076,0.0043088590141331,-0.021530159087076,0.427523829816138,0.0433939893988997,9.79415774064451,8431,0.586193451006185,1.0114485418173054,0.011383503190014334
2017-06-30,16.568,0.0358884581718144,0.0035610816030902,0.0358884581718144,0.510996575991975,0.0343433797223692,6.61224336434322,-3390,0.631664771274537,1.0,0.0
2017-07-31,16.786,-0.175013515505972,0.005838198498749,-0.175013515505972,0.38085776058995,0.0330394690903109,1.24616341785077,6587,0.624752483285176,0.950536897418323,-0.050728298850410775
2017-08-31,17.48,-0.140905293163612,0.0054347826086955,-0.140905293163612,0.220242414447439,0.0362656398323913,8.34264429790905,-28746,0.572227354325875,1.002043023675039,0.002040939540312309
2017-09-29,16.676,-0.104500053699925,0.0056968097865197,-0.104500053699925,0.294519510427109,0.0128111466472063,2.62892374643532,4063,0.603647668785684,0.9831066914275445,-0.017037628175760204
2017-10-31,16.693,-0.131206411991256,0.0058108189061281,-0.131206411991256,0.409128307202435,0.0128111466472063,2.92885190942861,15893,0.581368013224263,1.0413746877094632,0.04054165543000873
2017-11-30,16.382,-0.0794560575410201,0.0056159199120986,-0.0794560575410201,0.438019387994581,0.0116557956039754,1.19797090333309,-11820,0.597088440020713,1.003218256290228,0.003213088787384039
2017-12-29,17.145,0.0450444959161285,0.0044327792359288,0.0450444959161285,0.379533749744999,0.0202937770273597,0.892291507642493,6195,0.509802151142075,0.9493648860274926,-0.051962058984443525
2018-01-31,17.241,0.0783038338857964,0.0051621135664983,0.0783038338857964,0.277138660095392,0.0131727150816191,2.04482683394366,4808,0.482557070429788,0.9938905180840666,-0.006128221164292449
2018-02-28,16.324,-0.0694864048338368,0.0050845381034059,-0.0694864048338368,-0.010629255004265,0.0075358536615711,2.5066660473361,-6026,0.537270813047244,1.0,0.0
2018-03-30,16.268,-0.116829533116178,0.0052864519301696,-0.116829533116178,0.0085915913101865,0.0371959973264542,2.65860553452081,37121,0.476727983578507,1.0059287329625328,0.005911227182581636
2018-04-30,16.312,-0.0511314059682391,0.0054561059342814,-0.0511314059682391,-0.127994280334842,0.0371959973264542,2.77961469281465,-35748,0.474026938351331,1.0,0.0
2018-05-31,16.458,-0.0426385899598627,0.0051646615627658,-0.0426385899598627,-0.213800234140756,0.0378817315421866,2.6574334073384,17040,0.414936179779269,0.9632862803368003,-0.03740463167771078
2018-06-29,16.104,-0.0748017924853499,0.0058370591157477,-0.0748017924853499,-0.0072042083037368,0.0328781790576556,4.3618903328261,-1272,0.408596068397943,1.0,0.0
2018-07-31,15.559,-0.0609005311443749,0.0064271482743107,-0.0609005311443749,0.0456683431483294,0.0328781790576556,2.08661169376394,17361,0.391002112960402,1.0124292224830826,0.01235261383476602
2018-08-31,14.438,-0.139878470153699,0.0082421388003879,-0.139878470153699,-0.0169529289918294,0.0299822636939421,3.00945471331229,-14672,0.431257246023775,1.0034101759650798,0.003404374500625084
2018-09-28,14.712,-0.158352402745995,0.0073409461663949,-0.158352402745995,-0.13492375509187,0.0299822636939421,1.85335773975741,-8134,0.389040401617115,0.9897073239042151,-0.010346011981364565
2018-10-31,14.282,-0.143559606620292,0.0081921299537879,-0.143559606620292,-0.182937940788122,0.0299822636939421,7.68586596177012,8140,0.378353945117892,1.0958613371064734,0.09154066328322367
2018-11-30,14.094,-0.15569400347451,0.0087271179225203,-0.15569400347451,-0.0946952690515778,0.0297317363902765,4.49089865572755,-27281,0.37124770349234,1.0032278889606197,0.0032226905107240163
2018-12-31,15.54,-0.0936132983377076,0.0055341055341056,-0.0936132983377076,0.949254936925623,0.0245048251789944,0.845844588548066,-8406,0.27253005252159,0.9697610751617721,-0.030705552091263997
2019-01-31,16.072,-0.0625838436862056,0.0058486809357889,-0.0625838436862056,0.758045222548963,0.0168713150937399,0.754854498810106,27229,0.238882276099803,0.9694597715898883,-0.03101629913672108
2019-02-28,15.538,-0.0987761730758073,0.0061784013386536,-0.0987761730758073,0.892143629877149,0.0130478533688308,0.9253787014772,-6747,0.275854941286223,1.0,0.0
2019-03-29,15.11,-0.0743690271992157,0.0062210456651226,-0.0743690271992157,0.965192008874485,0.0144944413816623,1.74551869325632,-930,0.287102818018769,0.9749029581046714,-0.025417343086798792
2019-04-30,14.9,-0.084091467912466,0.0056375838926174,-0.084091467912466,1.0126870027527,0.0178268223485846,0.977666391577845,899,0.281661468152667,1.0,0.0
2019-05-31,14.567,-0.106976459048553,0.0054232168600261,-0.106976459048553,1.1228860731319,0.0199090437023538,0.826769903879472,13354,0.26003278662437,1.072152146918502,0.06966798067338852
2019-06-28,15.253,-0.0732166727427388,0.0057693568478332,-0.0732166727427388,0.901249948716663,0.0199090437023538,22.1864486188239,8391,0.214015278073385,1.0,0.0
2019-07-31,16.405,0.0186910084451068,0.0078024992380372,0.0186910084451068,0.573035125218581,0.0199090437023538,0.450836620287346,17871,0.118740696350585,0.92896294672221,-0.07368642608514123
2019-08-30,18.185,0.168776913683399,0.0086334891394006,0.168776913683399,0.381684763329972,0.0198043491174406,1.36137203473225,-17439,0.004814853030368,1.0029502006136417,0.0029458573121216945
2019-09-30,16.998,0.155383360522023,0.0077656194846451,0.155383360522023,0.433256755065448,0.0198043491174406,1.85043387833984,-5499,0.0588581490023817,0.9416615929595396,-0.06010931209178941
2019-10-31,18.067,0.228045133224579,0.0084684784413571,0.228045133224579,0.282582542368202,0.0265232108681458,5.38065626898781,11648,-0.0239529055708383,1.0509022512196555,0.04964908206968237
2019-11-29,16.969,0.188138916118191,0.0080735458777772,0.188138916118191,0.223265142678217,0.0219978854747452,21.8456327040907,-20389,0.0281454406168161,1.002349124671402,0.0023463697915683934
2019-12-31,17.921,0.271533986093373,0.0049104402656101,0.271533986093373,0.006074576453697,0.0219978854747452,0.555021059766445,25178,-0.0403351109969364,0.911781034865645,-0.09235541108390148
2020-01-31,18.012,0.159073359073359,0.0043859649122808,0.159073359073359,0.12927934506609,0.0219414242853183,0.537056618486678,-413,-0.0737841116815431,0.8619618827254462,-0.14854422887220678
2020-02-28,16.387,0.0195993031358885,0.0042716787697565,0.0195993031358885,0.162612439621099,0.0219414242853183,3.18708961177068,-28429,0.0022604160153023,1.0,0.0
2020-03-31,14.156,-0.0631369953673064,0.0024724498445889,-0.0631369953673064,-0.199975064770373,0.0219414242853183,0.473370959993674,-61631,0.116596522138702,1.2404613424528934,0.21548336078860678
2020-04-30,14.898,-0.0140304434149571,0.005034232782924,-0.0140304434149571,-0.324370624225108,-0.0043267282678751,1.08383464053264,-4580,0.0582765069370412,1.0,0.0
2020-05-29,18.499,0.241543624161074,0.0045948429644846,0.241543624161074,0.411864062668463,-0.004254032640621,1.08346296786464,31673,-0.158276519084746,1.3024256440595923,0.2642284059214918
2020-06-30,18.541,0.215564151314496,0.0051777142548945,0.215564151314496,0.410457117644009,-0.004254032640621,1.16321055204654,3073,-0.169774529041966,1.0,0.0
2020-07-31,24.216,0.587622107126467,0.0104476379253386,0.587622107126467,0.609205072018524,0.0300574661825485,0.504480648520297,23957,-0.462488714967822,0.8241657885493502,-0.19338356961479627
2020-08-31,28.437,0.563761341765192,0.0055209761929879,0.563761341765192,0.53834998428393,0.0393464638495207,0.419743450047012,-27834,-0.632042079661474,1.0012785543811797,0.001277737726544384
2020-09-30,23.494,0.291943909815783,0.0056610198348514,0.291943909815783,0.471452326588986,0.0332948933435225,0.633505424833618,-10713,-0.441096034924154,0.9539879895119682,-0.04710419722319659
2020-10-30,23.646,0.391104835863043,0.0064704389748793,0.391104835863043,0.411751542919921,0.0339109755754961,0.624771749935118,-593,-0.439734890064546,1.1690752726305524,0.1562130710333282
2020-11-30,22.534,0.327950969414815,0.002618265731783,0.327950969414815,0.430919275896181,0.0339109755754961,0.700513742984878,-1537,-0.405745531812059,1.0015167602002124,0.0015156110812717678
2020-12-31,26.412,0.556485355648535,0.002309556262305,0.556485355648535,0.269183318206419,0.0429620159376934,0.568880924696347,18728,-0.541556054208442,0.9817195511629635,-0.018449600863187334
2021-01-29,26.914,0.501813514870822,0.0014490599687893,0.501813514870822,0.322654456162518,0.0420275667015215,0.550623197819366,7712,-0.536661298367441,0.9284687003254863,-0.07421860869242504
2021-02-26,26.402,0.46580057739285,0.0014392849026589,0.46580057739285,0.349381614952026,0.0420275667015215,0.575927997528074,-18174,-0.512217479844118,1.0,0.0
2021-03-31,24.532,0.497040336852383,0.0016305233980107,0.497040336852383,0.351907004912523,0.0420275667015215,0.595124383867376,-9561,-0.403217826411242,1.0834203503886761,0.08012302788348304
2021-04-30,25.853,0.8262927380616,0.0007736046106834,0.8262927380616,0.310325923659636,0.0382863689413332,0.545432692453903,10166,-0.446186579373569,1.0,0.0
2021-05-31,28.014,0.514352127142008,0.0011065895623618,0.514352127142008,0.410084389482702,0.0391298544279456,0.488559467573257,19799,-0.516807530690763,0.9758585125482258,-0.02443766972913323
2021-06-30,26.165,0.414400778420456,0.0011083508503726,0.414400778420456,0.529686116938409,0.0226671017557249,0.5378814335538,-25880,-0.439638386104391,1.0,0.0
2021-07-30,25.547,0.377865271560326,0.0020746075860178,0.377865271560326,0.557913492137463,0.0216665928843537,0.560559599922572,-10558,-0.385623547354283,0.9191657977059436,-0.08428876190188252
2021-08-31,23.96,-0.0105715229600262,0.0019198664440733,-0.0105715229600262,0.290260419262985,0.0216665928843537,0.593419111139851,-3994,-0.316112022766673,1.0004537822752644,0.00045367934722447803
2021-09-30,22.047,-0.224707247599958,0.0019503787363359,-0.224707247599958,0.407233528008586,0.0180789858333764,0.624354130823868,-457,-0.220714200862247,0.9513967180258047,-0.04982414461592576
2021-10-29,23.949,0.019366646803439,0.001795482066057,0.019366646803439,0.712983182739126,0.0180179040425662,0.549389553415545,1543,-0.293496519896422,1.0243142418257625,0.024023356323238234
2021-11-30,22.765,-0.0372578871690771,0.0021963540522733,-0.0372578871690771,0.803043335308435,0.0180414955108194,0.570565062670865,-4029,-0.242474073948096,1.0005570075838726,0.0005568525127295103
2021-12-31,23.352,0.0363007011626875,0.0012418636519355,0.0363007011626875,0.653866609981712,0.0149005765841609,0.53627616021686,2160,-0.267430174928022,1.0881078908587505,0.08444030790952146
2022-01-31,22.393,-0.167979490228134,0.0017416156834724,-0.167979490228134,0.549426036103439,0.0111909597921797,0.673306413998945,10480,-0.24560987359148,1.0314782894196832,0.03099300572616647
2022-02-28,24.361,-0.0773047496401786,0.0002052460900618,-0.0773047496401786,0.321990335673121,0.0145589438991637,0.620198710842639,-36,-0.329844956471037,1.0,0.0
2022-03-31,25.133,-0.0480645405651086,0.0027453945012534,-0.0480645405651086,0.221127065321454,0.0129923716490231,0.529312929755984,-1753,-0.369787056262921,0.9403806963534665,-0.061470489586171254
2022-04-29,23.04,-0.0608185227458016,0.001953125,-0.0608185227458016,0.193754035096275,0.0122721072096956,0.620617849557824,-12895,-0.29175575214787,1.0,0.0
2022-05-31,21.688,-0.161103160174835,0.0042880855772777,-0.161103160174835,0.470242988570474,0.0122721072096956,0.679905631258247,11352,-0.239950429169357,0.9938490306072237,-0.006169964537438281
2022-06-30,20.282,-0.276004854715499,0.003451336160142,-0.276004854715499,0.780469792806441,0.0022973456051775,0.821496214899994,-7376,-0.169598758045138,1.0,0.0
2022-07-29,20.197,-0.22809096120772,0.0072783086597021,-0.22809096120772,0.640533708605148,0.0006275090399785,0.82904885360473,-992,-0.159917580429997,1.06772617509968,0.0655313173082718
2022-08-31,17.762,-0.304732453908482,0.0067559959464025,-0.304732453908482,0.493047700573086,0.000359272531134,2.51995066973262,-1961,-0.0367780284056873,1.001367485404723,0.001366551248090309
2022-09-30,19.039,-0.205383973288815,0.0076159462156626,-0.205383973288815,0.21794356897992,0.0005828489308179,1.72549514535372,-9590,-0.11592219451192,1.132329096710079,0.12427665900502657
2022-10-31,19.119,-0.201678566954779,0.0092578063706261,-0.201678566954779,0.126985447947751,0.0002681182211808,1.29678750529343,11775,-0.130887313085035,1.106610005081066,0.10130129272155876
2022-11-30,21.55,-0.100171197127229,0.0107192575406032,-0.100171197127229,0.247356904917015,-0.0005055192945125,0.923571216709735,-16777,-0.250580524634525,1.0034645406353049,0.0034585529401547
2022-12-30,24.04,0.0560070283329674,0.0069467554076538,0.0560070283329674,0.0395439045673662,-0.0010561492381597,0.742973531052845,7418,-0.367368955104292,0.88164960563853,-0.12596057442765238
2023-01-31,23.836,0.0207262761219595,0.0086004363148179,0.0207262761219595,0.131023092495356,-0.0010561492381597,0.842569380591707,8465,-0.363519653357093,1.1494646680942184,0.13929632798857475
2023-02-28,20.961,-0.0639485553521189,0.0052478412289491,-0.0639485553521189,0.0706890863460725,-0.0015797598247732,1.20371121355547,-14363,-0.236066008411633,1.0,0.0
2023-03-31,24.156,-0.0084150896925416,0.0080311309819507,-0.0084150896925416,0.193011760625425,-0.0055486942434728,0.720325532668044,-2513,-0.40345933826459,0.9393094659710883,-0.06261028434577774
2023-04-28,24.999,-0.0053316356980863,0.0090803632145286,-0.0053316356980863,0.185929903714279,-0.0055486942434728,0.525409252939842,18866,-0.437762365887115,1.0,0.0
2023-05-31,23.587,0.0237413194444442,0.0092847755119345,0.0237413194444442,0.179460672985356,-0.0055486942434728,0.8609906174767,-6655,-0.401080203029166,1.0900995285489785,0.0862690026678868
2023-06-30,22.81,0.0517336776097383,0.0092064883822884,0.0517336776097383,0.148117606269544,-0.0051025540424778,0.941643117273467,-19496,-0.378809866402887,1.0,0.0
2023-07-31,24.972,0.236421250680795,0.0145362806343103,0.236421250680795,-0.175900576508076,-0.0058610319235166,0.769542327152003,30706,-0.467510405556559,0.9095645095645095,-0.09478935493618545
2023-08-31,24.472,0.211665098777047,0.0138934292252371,0.211665098777047,-0.0891858685560742,-0.0066433589620243,1.92483327600102,-14052,-0.455692561504058,1.0045641668158225,0.004553782591361016
2023-09-29,22.45,0.263934241639455,0.0152338530066816,0.263934241639455,0.0044080745598128,-0.0086213196026379,2.06352541065367,-2874,-0.375490564910481,1.1072673405367723,0.1018951246032789
2023-10-31,22.952,0.205525500288881,0.0148135238759148,0.205525500288881,0.113357021142538,-0.0086213196026379,2.9721544278836,-1333,-0.404451800191102,0.9434170142441173,-0.058246873267980684
2023-11-30,25.293,0.322924839165228,0.0145099434626181,0.322924839165228,-0.067618343757465,-0.0096739063097214,1.28397555411493,16298,-0.507003375893135,1.0045879212545878,0.004577428823925983
2023-12-29,24.086,0.117679814385151,0.0097567051399154,0.117679814385151,0.182786879406771,-0.0121208181936339,1.28955182416859,-8629,-0.467603583690935,0.9830808407786267,-0.017063923377510656
2024-01-31,23.169,-0.0362312811980032,0.0096249298631792,-0.0362312811980032,0.444507794620948,-0.0104528326652853,3.46959979200843,2168,-0.427254787818701,1.0939105237739826,0.08975891251417334
2024-02-29,22.666,-0.0490854170162777,0.0096620488837908,-0.0490854170162777,0.475304171785028,-0.0115500943376217,3.31287098913591,6475,-0.40776745647045,1.0,0.0
2024-03-29,24.916,0.188683746004485,0.0097527693048642,0.188683746004485,0.428085976701238,-0.0126074117482998,5.06369083967593,17910,-0.477924700659344,1.1472938338609981,0.13740598133017562
2024-04-30,26.391,0.0556822272890916,0.0099655185479898,0.0556822272890916,0.341934289753029,-0.0126074117482998,1.18806674116897,5544,-0.527120585961372,1.0,0.0
2024-05-31,30.44,0.217648705948238,0.0107424441524309,0.217648705948238,0.363818248144666,-0.0165405506262587,0.824041821951283,14119,-0.644621788892307,,
