Dates,SB1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2014-10-31,16.04,-0.082379862700229,0.018703241895262,-0.082379862700229,0.356315886533259,-0.059407577795974,0.271313786076376,2519,0.264405886238515,0.9348370927318295,-0.06738299724604803
2014-11-28,15.59,-0.149017467248909,0.0237331622835151,-0.149017467248909,0.641202038101699,-0.059407577795974,0.267756443874339,50682,0.319794018606839,1.0080428954423593,0.008010723746078979
2014-12-31,14.52,-0.1533527696793,0.0275482093663912,-0.1533527696793,0.610467719954096,-0.059407577795974,0.282655066236732,-1413,0.373454337070322,0.9155585106382979,-0.08822100578113032
2015-01-30,14.79,-0.0987202925045708,0.0169033130493577,-0.0987202925045708,0.383092420316718,-0.0523502265803443,0.298064309423291,-6931,0.365044667230327,0.8758169934640524,-0.13259812144152397
2015-02-27,13.93,-0.104180064308682,-0.0114860014357502,-0.104180064308682,0.366533583680869,-0.0523502265803443,0.254851025444624,-3896,0.435441228517506,0.9892205638474294,-0.010837955189214758
2015-03-31,11.93,-0.27565270188221,0.0108968985750211,-0.27565270188221,-0.253455991421277,-0.0523502265803443,0.189717008738346,78218,0.587313709351124,0.9317147192716236,-0.07072860635536479
2015-04-30,12.98,-0.269555430500844,0.0154083204930662,-0.269555430500844,-0.139684824113313,-0.0537060390399628,0.238618168163208,-84077,0.520720797647685,0.97557003257329,-0.02473333003169301
2015-05-29,11.98,-0.305104408352668,0.025041736227045,-0.305104408352668,-0.0164992931927511,-0.0608970163135441,0.244139712104134,85859,0.597217721674072,0.9943865276663993,-0.005629287080953916
2015-06-30,12.28,-0.293440736478711,0.0154723127035832,-0.293440736478711,-0.0425493505187408,-0.0709696969333232,0.193606387778684,-67056,0.591106338693609,0.8983870967741936,-0.10715423811185316
2015-07-31,11.14,-0.329723225030084,0.11310592459605,-0.329723225030084,0.0331447374694235,-0.0488134030626443,0.174172142351582,-17607,0.722666763611971,1.0943075615972813,0.09012179940402225
2015-08-31,10.69,-0.309877340219496,0.101028999064546,-0.309877340219496,0.0398243889653081,-0.0436931726839696,0.150560469195355,-9534,0.793878193970658,1.1001552795031055,0.09545133302638147
2015-09-30,12.17,-0.214331826985152,0.0583401807723911,-0.214331826985152,0.33134124121557,-0.057801621041784,0.277897821544169,-58746,0.664213012008176,1.0247000705716303,0.024399955694061018
2015-10-30,14.52,-0.0620155038759692,-0.0241046831955922,-0.0620155038759692,0.512605493584158,-0.0579187295272041,0.705880760953745,61147,0.520473780854355,1.0318118948824342,0.031316378044996054
2015-11-30,14.93,-0.0423348300192434,-0.031480241125251,-0.0423348300192434,0.451237985154441,-0.0579187295272041,0.840674308629655,44033,0.524132540015156,0.8766756032171582,-0.1316182487465621
2015-12-31,15.24,-0.0224502886465686,-0.020997375328084,-0.0224502886465686,0.428989771200707,-0.056554741234692,0.98476434311365,21014,0.539925640252432,1.0978593272171253,0.09336221759102542
2016-01-29,13.14,-0.0950413223140495,-0.0045662100456621,-0.0950413223140495,0.329695453621726,-0.0758003578826853,0.573415540868356,18764,0.722253465295666,1.0759052924791086,0.07316243972367631
2016-02-29,14.56,0.045226130653266,-0.0137362637362638,0.045226130653266,0.0813802184465199,-0.0827742247576702,1.16226299669803,-134557,0.642432087980929,0.993527508090615,-0.006493529310548231
2016-03-31,15.35,0.101938262742282,0.006514657980456,0.101938262742282,-0.00103950337694,-0.0748928706198814,3.97114977442471,103391,0.613185902795659,1.0821078431372548,0.07891084563985294
2016-04-29,16.16,0.354568315171836,0.0099009900990099,0.354568315171836,-0.0988069438048308,-0.0572910065805218,41.6472057460477,-74403,0.570663681225674,0.9903737259343147,-0.00967290614530337
2016-05-31,17.49,0.459933222036727,0.0097198399085192,0.459933222036727,-0.244760369258416,-0.0572910065805218,2.32205932329496,103749,0.469118116126555,0.9562223315297591,-0.04476482860796211
2016-06-30,20.15,0.681969949916527,0.0089330024813896,0.681969949916527,-0.335498233401984,-0.0441001416959091,0.697562416281293,-38310,0.315781368311087,0.9799382716049383,-0.020265697459583024
2016-07-29,19.05,0.551302931596091,0.020472440944882,0.551302931596091,-0.20358249938867,-0.0326031754608113,0.860309259249473,-19124,0.358292183183628,1.1186770428015564,0.11214677534218535
2016-08-31,20.06,0.800718132854578,0.024925224327019,0.800718132854578,-0.373476376608368,-0.0326031754608113,0.708916998908669,73041,0.272390117256561,0.9178260869565217,-0.0857473540689205
2016-09-30,22.53,1.10757717492984,0.020861074123391,1.10757717492984,-0.674058893088696,-0.0239171585588348,0.537904270891158,-68958,0.13322833192256,1.0217906205589768,0.021556598540835827
2016-10-31,21.57,0.485537190082645,-0.0213259156235512,0.485537190082645,-0.588149638743234,-0.0218783238295142,0.722990217709352,10662,0.165117543682885,0.9989621172807474,-0.0010384216924817153
2016-11-30,19.81,0.364325068870524,-0.0272589601211509,0.364325068870524,-0.395117552192382,-0.0224591677042732,0.914030805241078,-25685,0.25023414337349,1.062857142857143,0.060960699789687274
2016-12-30,19.51,0.306764902880107,-0.0133264992311636,0.306764902880107,-0.285877897136028,-0.0205741605436794,0.972654413580266,-21209,0.242889741558754,0.939882697947214,-0.06200020092279212
2017-01-31,20.45,0.556316590563165,0.0004889975550121,0.556316590563165,-0.204751333510977,-0.0205741605436794,0.70278935221167,25429,0.159480495798843,0.8777951118044721,-0.13034207043287738
2017-02-28,19.31,0.469558599695585,-0.0041429311237699,0.469558599695585,-0.0623154486147985,-0.0215713828037791,0.711223550531318,-65555,0.21684028184723,0.9928909952606637,-0.007134394113873868
2017-03-31,16.76,0.151098901098901,0.007159904534606,0.151098901098901,-0.054027449866427,-0.0137994693569282,1.816454558484,41755,0.31150338535067,0.9380037197768135,-0.06400136433685281
2017-04-28,16.04,0.0449511400651463,0.0056109725685784,0.0449511400651463,0.159935919234255,-0.0137994693569282,15.0984336234989,-21192,0.342753678252061,0.982815598149372,-0.017333767328200928
2017-05-31,14.87,-0.0798267326732672,0.0174848688634837,-0.0798267326732672,0.39148707398734,-0.0137994693569282,7.22200944117286,34481,0.3853830977294,1.1296162201303404,0.12187794683429062
2017-06-30,13.68,-0.217838765008577,0.0095029239766082,-0.217838765008577,0.68971068641618,-0.0263079777811306,2.2444127899305,-13499,0.461799686190158,0.9557692307692308,-0.045238785478844266
2017-07-31,14.91,-0.217322834645669,0.0462776659959758,-0.217322834645669,0.409447235469264,-0.0302641844675333,14.1134256357301,-42275,0.351606142354785,0.9412550066755674,-0.06054118070495087
2017-08-31,14.4,-0.244094488188976,0.0402777777777779,-0.244094488188976,0.474919146752374,-0.032151634091022,4.9387596086867,70890,0.367132889015998,1.0510638297872341,0.0498028224838183
2017-09-29,13.54,-0.325024925224327,0.0413589364844904,-0.325024925224327,0.770052779477326,-0.0083641150491513,40.1262966854976,-120530,0.398662490049854,0.9946018893387314,-0.005412733106750335
2017-10-31,14.74,-0.345761207279183,0.005427408412483,-0.345761207279183,0.616500682544764,-0.0083641150491513,3.31123449113128,-2722,0.286533307247908,0.9993346640053227,-0.000665557428894454
2017-11-30,15.08,-0.300880853036625,-0.003315649867374,-0.300880853036625,0.410493524527859,-0.0065099354806346,2.78899042279668,-3144,0.257173299900521,0.8901464713715046,-0.11636925522213694
2017-12-29,15.16,-0.234729934376578,-0.0092348284960422,-0.234729934376578,0.219845714683934,-0.009478291320089,2.64322596800834,45924,0.227962447436114,1.0007479431563202,0.0007476635862306695
2018-01-31,13.23,-0.321886212198873,0.0105820105820105,-0.321886212198873,0.240926288940378,-0.0094773894165514,11.0789284278479,178450,0.344389777144155,0.9312406576980569,-0.07123754134077524
2018-02-28,13.48,-0.340831295843521,-0.0074183976261127,-0.340831295843521,0.280567056718339,-0.0067441048411631,2.73244425597825,-71695,0.307786481169605,0.9911717495987158,-0.008867450285320985
2018-03-30,12.35,-0.360435007767996,0.0089068825910931,-0.360435007767996,0.319241162798079,0.0007842918897087,15.2744628902055,123019,0.369840261252738,1.1080851063829786,0.10263339619025513
2018-04-30,11.52,-0.281795511221945,0.0199652777777779,-0.281795511221945,0.375164757579262,0.0007842918897087,2.84685077779179,15191,0.439411669058979,0.9823348694316436,-0.017823021189671877
2018-05-31,12.79,-0.202618453865337,0.0179827990617671,-0.202618453865337,0.305816804789559,0.0093740136253287,1.38245876543362,4570,0.326768032759217,0.9371428571428572,-0.0649195460993156
2018-06-29,11.86,-0.202420981842636,0.0328836424957841,-0.202420981842636,0.305752824041668,0.0034424554156335,2.25636870911894,-65431,0.394680158868703,0.9189895470383276,-0.0844805309693448
2018-07-31,10.55,-0.228801169590643,0.0881516587677724,-0.228801169590643,0.265471451983132,0.0034424554156335,20.9145594062776,90610,0.488962398774832,0.9807355516637477,-0.019452425926815405
2018-08-31,10.6,-0.289067739771965,0.0773584905660378,-0.289067739771965,0.350242628793287,0.0029817220967317,3.31599334733662,-11867,0.473851441874396,1.1875000000000002,0.17185025692665942
2018-09-28,10.42,-0.276388888888889,0.074856046065259,-0.276388888888889,0.300980612015627,0.0029817220967317,2.57812270043684,-191216,0.484325957171686,0.9917293233082706,-0.008305068498484957
2018-10-31,13.19,-0.0258493353028065,0.0083396512509477,-0.0258493353028065,0.941751091675613,0.0029817220967317,7.01868921271519,-34381,0.250581929617537,0.9343629343629344,-0.06789033554285133
2018-11-30,12.84,-0.128900949796472,0.0085669781931463,-0.128900949796472,1.21646545589454,0.0115412103682881,19.4574664239745,22361,0.276158344141438,1.0586776859504132,0.057020663305947475
2018-12-31,12.03,-0.20646437994723,0.0058187863674148,-0.20646437994723,1.32786744806221,0.0148759125554028,3.86993459548052,64261,0.344338143458172,0.9976580796252926,-0.0023446669592542455
2019-01-31,12.73,-0.160290237467018,0.0062843676355066,-0.160290237467018,1.20236128435733,0.0065028752441112,2.81973578366605,62579,0.285443784714127,0.9898278560250392,-0.010224233775859428
2019-02-28,12.73,-0.0377928949357522,0.0039277297721915,-0.0377928949357522,1.29500304965147,0.0096186374871161,2.8176363847949,-101271,0.285273439537606,0.9905138339920948,-0.009531446265552366
2019-03-29,12.53,-0.0704747774480714,0.0095770151636074,-0.0704747774480714,1.36960441063575,0.0102114935041664,10.7473366458925,66323,0.296917032081767,1.0072933549432739,0.007266887045377961
2019-04-30,11.99,-0.0291497975708502,0.0291909924937448,-0.0291497975708502,1.41443789967223,0.0067402130883078,1.50056288357811,-41918,0.331036304356195,0.9734513274336283,-0.02690745291992438
2019-05-31,12.1,0.0503472222222221,0.0272727272727273,0.0503472222222221,1.37359318429676,0.0083961442295417,1.58355437587289,164649,0.30255032891862,1.045958795562599,0.044933972479258094
2019-06-28,12.32,-0.0367474589523065,0.0243506493506493,-0.0367474589523065,1.71577468190717,0.0083961442295417,1.11009076147242,-156769,0.284531823415942,0.9250000000000002,-0.0779615414697117
2019-07-31,12.21,0.0295109612141653,0.0810810810810809,0.0295109612141653,1.76195618033269,0.0083961442295417,0.674596976647984,86079,0.277041652852286,1.0343417825020442,0.033765265474448324
2019-08-30,11.14,0.055924170616114,0.0978456014362656,0.055924170616114,1.94176114719312,0.0083049137595175,0.549210183138885,123613,0.360988235681711,0.9944664031620554,-0.005548963901234744
2019-09-30,11.92,0.143953934740883,0.061241610738255,0.143953934740883,1.56867684757189,0.0083049137595175,0.578396111990182,-188701,0.290770837570086,0.9920508744038156,-0.007980888331012877
2019-10-31,12.48,0.197696737044146,0.0080128205128204,0.197696737044146,1.5495678921538,0.0120027774541534,0.455777683864762,75904,0.201460458826256,1.0431432973805854,0.04223855620818491
2019-11-29,12.94,-0.0189537528430629,0.0030911901081918,-0.0189537528430629,-0.212619547637387,0.0148162422469262,0.549190034515149,35517,0.138401514070171,1.0598227474150665,0.058101674721501254
2019-12-31,13.42,0.0451713395638627,0.0089418777943368,0.0451713395638627,-0.443142163354245,0.0148162422469262,0.81027804983786,-15496,0.0752250826776407,0.9853658536585367,-0.014742281737203319
2020-01-31,14.61,0.214463840399002,-0.0177960301163587,0.214463840399002,-0.490453983415982,0.014021283812656,1.25699547003334,196520,-0.0393028520502021,0.7425742574257426,-0.297632403304949
2020-02-28,14.46,0.135899450117832,-0.0221300138312587,0.135899450117832,-0.287797699471559,0.014021283812656,0.938028877393525,-6732,-0.0434018717180157,0.9923809523809524,-0.007648220838256845
2020-03-31,10.42,-0.168395849960096,0.0076775431861804,-0.168395849960096,-1.62517136423539,0.014021283812656,0.642041998817367,-163968,0.247616472731861,1.0578592092574737,0.0562472520457031
2020-04-30,10.39,-0.170790103750998,-0.001924927815207,-0.170790103750998,-1.72474284304205,0.0101070391689459,0.966530746950532,-53352,0.244951839508228,0.9945305378304466,-0.005484474442159452
2020-05-29,10.91,-0.0900750625521266,0.005499541704858,-0.0900750625521266,-1.86987384434687,0.0099334779001691,1.18030501685564,31334,0.16068824056007,1.1036789297658862,0.09864908106983943
2020-06-30,11.84,-0.0389610389610392,0.0101351351351353,-0.0389610389610392,-1.69085043423582,0.0099334779001691,3.47409263269112,-75517,0.0925678891715549,0.9575757575757576,-0.04335044087361374
2020-07-31,12.64,0.0259740259740258,0.0443037974683542,0.0259740259740258,-1.808110703641,0.0149379613821054,4.42236261979698,64300,0.0212003635014887,1.0173192771084338,0.017171007923819797
2020-08-31,12.66,0.136445242369838,0.0489731437598735,0.136445242369838,-2.13990041240992,0.0144425582675162,11.7649148065352,89222,0.023677442783516,0.9911176905995559,-0.008921992269026334
2020-09-30,13.07,0.173249551166966,0.033664881407804,0.173249551166966,-2.27944149151972,0.0131802725096434,2.66905219699568,-104803,-0.0081946681365843,1.0724421209858102,0.06993840391699685
2020-10-30,14.36,0.204697986577181,-0.0675487465181057,0.204697986577181,-2.19350318497621,0.0248017785863159,1.40552484151323,61936,-0.0638102669875364,1.0622286541244572,0.060369204846845596
2020-11-30,14.51,0.121329211746523,-0.0475534114403859,0.121329211746523,-1.99894354678405,0.0248017785863159,2.23850697600842,50206,-0.0608987650227292,1.0272479564032697,0.02688333939344045
2020-12-31,15.49,0.197063369397218,-0.05229180116204,0.197063369397218,-2.13470681894309,0.0271927026013699,1.72315207538815,-12806,-0.0696599545138465,1.0908488063660478,0.0869561146315709
2021-01-29,15.83,0.179582712369597,-0.047378395451674,0.179582712369597,-2.11146815596992,0.0285744320856519,1.51843519453705,39761,-0.0559614503843931,0.8978723404255319,-0.10772738066809251
2021-02-26,17.53,0.199863107460643,-0.0616086708499716,0.199863107460643,-2.04116453080162,0.0285744320856519,0.647090993754685,-72915,-0.136878197919853,1.0,0.0
2021-03-31,14.77,0.0214384508990313,0.0,0.0214384508990313,-1.49655001149482,0.0285744320856519,0.891525138724849,32366,0.114717157495294,1.0241460541813898,0.023859147482990357
2021-04-30,17.44,0.673704414587332,-0.0263761467889909,0.673704414587332,-0.808370448833027,0.0423113508677908,0.631501445561331,-66071,-0.0295807826054352,0.9982748706152961,-0.0017266191339876265
2021-05-31,17.36,0.591200733272227,0.0017281105990785,0.591200733272227,-0.745234640761399,0.0351628981197189,0.550718458654008,16325,0.0191351401518126,1.0301844605925097,0.02973787416110402
2021-06-30,17.63,0.615948670944088,0.0147475893363587,0.615948670944088,-0.703723676092837,0.0284854226190236,0.541787280171169,-115554,0.0234158302062588,0.9717851329354313,-0.028620555609111527
2021-07-30,17.91,0.512668918918919,0.0290340591848128,0.512668918918919,-0.557021360577346,0.0275289722305754,0.526120060621737,82003,0.0457860503198864,0.9897810218978101,-0.010271550321829798
2021-08-31,19.84,0.569620253164557,0.0357862903225807,0.569620253164557,-0.568937994935984,0.0275289722305754,0.368106838815104,76883,-0.0473179233859006,0.931661750245821,-0.0707854590919786
2021-09-30,19.83,0.566350710900474,0.0257186081694403,0.566350710900474,-0.563021725342181,0.0265271265815959,0.361280344465986,-166203,-0.0277819316518253,1.01688654353562,0.01674555089783964
2021-10-29,19.27,0.474368783473603,-0.0166061235080436,0.474368783473603,-0.405004213457883,0.0260769467856096,0.377622508423219,-12668,-0.0064878080991962,1.0175054704595186,0.017354014693151572
2021-11-30,18.6,0.295264623955432,-0.0172043010752688,0.295264623955432,-0.147000667465362,0.0260910672344457,0.490331507613751,2074,0.0418107528494176,0.9569892473118279,-0.043963123421116176
2021-12-31,18.88,0.301171605789111,-0.0148305084745761,0.301171605789111,-0.158988695512463,0.0218257026755323,0.446886046499959,-14907,-0.0067453192001851,0.99438202247191,-0.005633817718256131
2022-01-31,18.22,0.150979153506001,-0.0230515916575191,0.150979153506001,0.0825033290718439,0.0183954204960287,0.416553212908397,26438,0.0039256908954135,1.0915254237288137,0.08757618920458858
2022-02-28,18.0,0.0268111808328582,-0.0166666666666667,0.0268111808328582,0.31198345301077,0.0148077703101414,0.476608341528114,-49354,0.0160738248310611,1.00879917184265,0.008760684735097512
2022-03-31,19.49,0.111808328579578,-0.0087224217547459,0.111808328579578,0.157054941430425,0.016698419286124,0.400154625254464,-19238,-0.108228244280046,1.0219321148825067,0.021695065781330018
2022-04-29,19.35,0.310088016249154,-0.0103359173126616,0.310088016249154,1.24216143085651,0.0116364681543519,0.405951631797178,5193,-0.125321065270911,0.9913132345426673,-0.008724715338702477
2022-05-31,19.4,0.112385321100917,0.0087628865979383,0.112385321100917,1.13627644598313,0.0116364681543519,0.369510193852544,18132,-0.168460884426248,0.9562162162162163,-0.04477122391258511
2022-06-30,18.83,0.0846774193548385,-0.0175252257036643,0.0846774193548385,1.11577169170565,0.0046302651539782,0.412065624095261,-128753,-0.160701495803792,0.9915206331260598,-0.008515521227657091
2022-07-29,17.54,-0.0051049347702779,0.0085518814139111,-0.0051049347702779,0.901184484082812,0.0021584990998047,0.485685980413979,24185,-0.107961132391049,0.9949352841868317,-0.00507758495706258
2022-08-31,17.89,-0.001116694584031,-0.0067076579094467,-0.001116694584031,0.879031608691363,0.0040827241628604,0.371421990321357,13520,-0.175166581003172,0.955316742081448,-0.04571232638978862
2022-09-30,18.42,-0.0715725806451611,-0.0401737242128123,-0.0715725806451611,0.587346992004976,0.0039686992179576,0.353744098939354,-62933,-0.240668643869591,1.0639431616341029,0.06198196997575881
2022-10-31,17.97,-0.0674623767514272,-0.060100166944908,-0.0674623767514272,0.578964905961491,0.003162778346048,0.414376987187714,43610,-0.255856087814523,1.0086206896551724,0.008583743691391435
2022-11-30,19.63,0.0186818889465488,-0.054508405501783,0.0186818889465488,0.593840920371407,0.0026477784784208,0.416737646198284,140062,-0.344211395307425,1.091880341880342,0.08790129428605781
2022-12-30,20.04,0.0774193548387097,-0.0658682634730539,0.0774193548387097,0.425606335852727,0.002616369634819,0.40087206588176,67509,-0.387999907588342,0.9818982387475538,-0.018267602527256954
2023-01-31,21.76,0.152542372881356,-0.0606617647058824,0.152542372881356,0.309336344204766,0.002616369634819,0.376194242699722,49728,-0.488211375195422,1.0876930742401594,0.0840590077536057
2023-02-28,22.08,0.21185510428101,-0.0910326086956521,0.21185510428101,0.20198877166753,0.0025729609434418,0.418121693252617,-82721,-0.512563243664531,1.0192395785616126,0.019056838050396853
2023-03-31,22.25,0.236111111111111,-0.0188764044943821,0.236111111111111,0.137024532617267,0.0029070765982101,0.403394401089485,76813,-0.564816554424483,0.9388994307400378,-0.06304690802302966
2023-04-28,26.99,0.38481272447409,-0.0237124861059651,0.38481272447409,1.22540455616598,0.0029070765982101,0.15971670700615,-20222,-0.757940972842147,1.0129345189975747,0.01285158250358032
2023-05-31,25.06,0.295090439276485,-0.0127693535514765,0.295090439276485,1.02322590866979,0.0029070765982101,0.189580400798104,7379,-0.692042750456273,1.0658183413777973,0.06374289975648825
2023-06-30,22.89,0.179896907216495,-0.0043687199650502,0.179896907216495,0.867027795359371,0.0054847400830815,0.22408129841779,-107610,-0.639525291618434,0.9925895430218197,-0.007438050821001451
2023-07-31,24.11,0.374572405929305,0.0074657818332641,0.374572405929305,0.646710686193448,0.0050454539404747,0.229132242135954,47835,-0.687579326020637,1.0412898151789225,0.04046015163477916
2023-08-31,25.06,0.428734321550742,0.0147645650438948,0.428734321550742,0.651407332426598,0.0053112075338491,0.235045709230722,35100,-0.729403417417611,0.9712990936555891,-0.029120831699388863
2023-09-29,26.27,0.468418110676355,0.0079939094023602,0.468418110676355,0.570891761988141,0.0050700194641596,0.222104144368828,-67570,-0.78262392046684,1.0532659409020217,0.05189575672758508
2023-10-31,27.09,0.470684039087948,-0.0505721668512367,0.470684039087948,0.566518942318036,0.0050700194641596,0.244371968674992,-18536,-0.815669258066738,0.8154952076677318,-0.20395973349537813
2023-11-30,26.04,0.449081803005009,-0.0384024577572964,0.449081803005009,0.554333279571067,0.0060182089947847,0.263056720371934,11777,-0.772923240052842,1.1385896180215473,0.12979031929684567
2023-12-29,20.58,0.0483953132959751,-0.0077745383867831,0.0483953132959751,-0.202223690018542,0.0044662430975073,0.499660625315176,-48057,-0.540118457542851,0.9329032258064517,-0.06945380719458223
2024-01-31,24.13,0.204091816367265,-0.0364691255698301,0.204091816367265,-0.187668444142745,0.0019992545075082,0.46599468728782,20560,-0.697011950530053,1.0212079299216228,0.020986171652361562
2024-02-29,22.58,0.0376838235294115,-0.0394154118689104,0.0376838235294115,0.0554498328930174,0.0031361887464323,0.670308613832523,-10092,-0.620490131843612,1.016704288939052,0.01656630678034514
