Dates,PL1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2015-03-31,1142.6,-0.210257119159525,0.0007001575354457,-0.210257119159525,-0.535947964053586,0.0368613881763564,0.286489224919952,1,0.287703952135402,1.0004386349679797,0.00043853879578408667
2015-04-30,1140.4,-0.196052167782869,0.0014030164854437,-0.196052167782869,-0.629938187053552,0.0367687524467708,0.284674033349156,1943,0.310195399114273,0.9706702654071075,-0.029768450846956823
2015-05-29,1111.5,-0.221584144547938,0.0012595591542961,-0.221584144547938,-0.485577369420207,0.0413211667377848,0.296471409842449,3831,0.34805263326045,0.9129669107424228,-0.09105564138520562
2015-06-30,1078.6,-0.257520479107868,0.0008344149823846,-0.257520479107868,-0.381737256983601,0.0328852386475572,0.31590327150126,3048,0.388955464506008,1.0,0.0
2015-07-31,985.0,-0.334908845374747,0.001218274111675,-0.334908845374747,-0.392878253632843,0.0337056215623284,0.254110551609295,1216,0.511084473510236,0.900247402276101,-0.10508566201565946
2015-08-31,1010.5,-0.290727872534569,0.0004948045522019,-0.290727872534569,-0.203497593387761,0.0303951825844376,0.29923520619788,-8805,0.49909954600473,1.0869517423326371,0.08337721187541015
2015-09-30,907.2,-0.363234365129501,0.0020943562610229,-0.363234365129501,-0.213948397655714,0.0412381655955638,0.137295749336767,5473,0.606937149874918,1.0003033980582525,0.00030335204236883306
2015-10-30,989.1,-0.238274932614555,0.0005055100596502,-0.238274932614555,0.374374737823507,0.0411989690954556,0.187007237831751,-5455,0.536116133834475,1.0716772721815344,0.06922496525387474
2015-11-30,832.9,-0.312391645339718,0.0009604994597192,-0.312391645339718,-0.215284999335512,0.0411989690954556,0.187107460664463,6398,0.705314226456232,0.9787138695944432,-0.021515947204528964
2015-12-31,891.7,-0.263848757533229,0.0016821801054165,-0.263848757533229,-0.249336377476068,0.031247202312922,0.218246222757656,-11156,0.651734990831184,1.000801282051282,0.0008009611962045873
2016-01-29,874.3,-0.276780544296468,0.0010293949445272,-0.276780544296468,-0.198829413721548,0.0259757331938231,0.226138158571254,608,0.682813216534052,1.0444182810660387,0.04346006158282686
2016-02-29,934.3,-0.211960188933873,0.0004281280102751,-0.211960188933873,-0.230526648167214,0.0248929690246903,0.21008085549161,-355,0.623818822152642,1.1055544168887068,0.10034694388383819
2016-03-31,976.6,-0.176282051282051,0.0009215646119189,-0.176282051282051,-0.356632734847258,0.0280628333814574,0.268642013124493,-7814,0.584321958101429,0.9996292176492401,-0.0003708511075321429
2016-04-29,1078.4,-0.056187642219499,0.0014836795252224,-0.056187642219499,-0.415171240048893,0.0337193704841942,0.400989159253446,5787,0.489901633555998,1.0429416564667482,0.042045236262999226
2016-05-31,980.4,-0.117948717948718,0.0015299877600978,-0.117948717948718,-0.262835278642551,0.0337193704841942,0.361631649151167,-1772,0.572029396284652,1.1238141809290954,0.11672841834663122
2016-06-30,1021.5,-0.0809716599190283,0.0027410670582477,-0.0809716599190283,-0.374174608567231,0.0365364732942309,0.619623986946211,-718,0.519082417246206,1.0013053694195457,0.0013045181656050357
2016-07-29,1150.6,0.0667531985907657,0.0018251347123241,0.0667531985907657,-0.441682778319134,0.0341139313553172,1.83745693569841,17683,0.397315451454106,0.9770289511153298,-0.023238994711730018
2016-08-31,1053.5,0.069543147208122,0.0024679639297577,0.069543147208122,-0.443752069318329,0.0341139313553172,0.464674937191958,-139,0.47499734627817,0.9501603031186243,-0.05112456849769638
2016-09-30,1028.6,0.0179119247897077,0.0057359517791173,0.0179119247897077,-0.328054604288973,0.032127176540081,0.431177879216408,-10582,0.491126133585074,1.0006134969325153,0.0006133088202058488
2016-10-31,978.6,-0.0106157112526538,0.0037809115062332,-0.0106157112526538,-0.263559384644856,0.0361545394474296,0.462832827754118,2789,0.521331251421354,0.9932959665897351,-0.006726606385465873
2016-11-30,909.9,-0.0800727934485895,0.0037366743598197,-0.0800727934485895,-0.120587531117721,0.0383361103250532,0.403960339853732,-2046,0.594119526913732,1.1006859924762116,0.09593361495207031
2016-12-30,901.6,0.0824828911033737,0.004547471162378,0.0824828911033737,0.108854169416621,0.0389773502372249,0.393061735699685,-5838,0.574135872286082,1.001708886208283,0.0017074277235997592
2017-01-31,996.5,0.139768958023562,0.0033115905669844,0.139768958023562,0.0291925805524421,0.0389773502372249,0.613364271259785,1608,0.448095802121502,0.9213385063045587,-0.08192776812082313
2017-02-28,1031.0,0.179229097563765,0.0032007759456838,0.179229097563765,-0.027074575639514,0.039545921793433,0.711020470232332,6648,0.414060457757391,0.9983156121697021,-0.001685808006454997
2017-03-31,948.2,0.0148774483570588,0.004429445264712,0.0148774483570588,0.218683428749808,0.0417413057472768,0.44426870805038,-7534,0.487197539362188,1.0004218074449014,0.00042171850914939866
2017-04-28,948.7,-0.0285685029694862,0.0035838515863813,-0.0285685029694862,0.339607210184753,0.0417413057472768,0.47168209514306,3914,0.48796699825676,0.9739029780069453,-0.02644359220371728
2017-05-31,950.3,-0.118787091988131,0.0032621277491318,-0.118787091988131,0.507932273864614,0.0417413057472768,0.439228349874404,1216,0.487702780312951,1.0146947595894111,0.014587837797015706
2017-06-30,923.7,-0.0578335373317012,0.0029230269568041,-0.0578335373317012,0.560863251080196,0.0325537659344071,0.407039456403893,2367,0.515383802341047,1.001703758918113,0.001702309167337796
2017-07-31,940.7,-0.182426560055623,0.003082810672903,-0.182426560055623,0.589954278199129,0.0311149275925894,0.405703367672353,987,0.510382320379729,0.9120681021532299,-0.09204061828209699
2017-08-31,998.5,-0.132191899878324,0.0029043565348021,-0.132191899878324,0.395975118878653,0.0366567606475821,0.569625327701846,3250,0.450526629756002,1.0077962007247172,0.007765967386960189
2017-09-29,910.3,-0.135927859515899,0.0057124025046688,-0.135927859515899,0.371406584835919,0.0238420173217048,0.449195205641584,-4194,0.53702846238333,1.0019612115929397,0.001959290928293431
2017-10-31,919.6,-0.105969278631149,0.0046759460635057,-0.105969278631149,0.246449041968228,0.0238420173217048,0.592624694088366,6622,0.520367733328394,0.9917241379310345,-0.008310297133628037
2017-11-30,942.5,-0.0368894338851421,0.0043501326259947,-0.0368894338851421,0.0216725848386204,0.0256780778749585,0.905655945442347,733,0.494448211251586,1.0721086979779608,0.06962745487574543
2017-12-29,934.2,0.0267062314540061,0.0043887818454291,0.0267062314540061,-0.0466584213372698,0.0331873771374646,0.861211934784715,3353,0.4950855792957,1.0021953896816684,0.0021929833350100864
2018-01-31,1004.3,0.113908606921029,0.0047794483720005,0.113908606921029,-0.195030143991234,0.0307723498935009,1.25804969348023,10363,0.421735841424319,0.940087035725129,-0.061782816807442055
2018-02-28,988.1,-0.0084295032614149,0.0050602165772695,-0.0084295032614149,-0.394165083084416,0.0260910302577292,1.56712865947822,-7652,0.444197412734567,0.9710410162557864,-0.02938657033085146
2018-03-30,927.3,-0.100581959262852,0.0057155181710342,-0.100581959262852,-0.114729725080375,0.049600909789905,1.00011722900967,-9984,0.493135290049483,1.002660753880266,0.0026572203411911453
2018-04-30,904.4,-0.0466954780225574,0.0053073861123398,-0.0466954780225574,-0.0621871475304064,0.049600909789905,1.07186384821853,5168,0.518140687451849,0.9370398857268432,-0.06502943017172996
2018-05-31,910.1,-0.0406872562453886,0.0053840237336555,-0.0406872562453886,-0.108831686928927,0.0495739830659303,1.37192564068621,1597,0.497663900836318,0.9894465290806754,-0.010609553721341789
2018-06-29,852.4,-0.103020098916132,0.0062177381511028,-0.103020098916132,0.0402769715721216,0.0484919966208148,0.914340741760712,5057,0.557154716351358,1.0023702299123014,0.002367425348149818
2018-07-31,845.8,-0.0843347407166832,0.0047292504138094,-0.0843347407166832,-0.0436381288680561,0.0484919966208148,1.03484297883444,-4324,0.550350963379118,1.0420531063397283,0.041192907809554535
2018-08-31,787.1,-0.16328266184756,0.004192605768009,-0.16328266184756,0.170668803083848,0.0456047074673893,1.14194172874148,4820,0.610215239756612,1.025725432821263,0.025400101598808966
2018-09-28,818.7,-0.180070105157736,0.0045193599609134,-0.180070105157736,0.105675829480936,0.0456047074673893,1.27653088262776,-15713,0.563082177046144,1.0020206822774278,0.002018643445087566
2018-10-31,843.0,-0.0739316708777323,0.0051008303677342,-0.0739316708777323,0.0234803616552733,0.0456047074673893,1.68053958204364,4299,0.525100475729826,0.9962490622655664,-0.003757990142329479
2018-11-30,799.8,-0.130274032187908,0.0062515628907227,-0.130274032187908,0.227274860709259,0.0517922532850656,1.07551733688237,-859,0.574759844975637,1.0328815261044177,0.032352494406681406
2018-12-31,795.9,-0.148041104688504,0.0059052644804624,-0.148041104688504,0.352864431876197,0.0512059349918755,8.57671626684949,8142,0.585688072238168,1.0020656136087485,0.002063483162239889
2019-01-31,824.7,-0.117212588310854,0.0064265793621922,-0.117212588310854,0.188992189647794,0.0403906245783082,270.682128686216,-1250,0.552054732426731,0.9718921389396709,-0.028510448848183677
2019-02-28,875.2,-0.128547246838594,0.0052559414990858,-0.128547246838594,0.0538701707280245,0.0469404979540551,2.03261265862331,-2723,0.492799639425308,1.046908064895368,0.04584111991018312
2019-03-29,848.9,-0.140876429511183,0.006125574272588,-0.140876429511183,0.112878354476825,0.0477067437912309,3.15996470472962,-11014,0.517336365380386,1.0013475575519373,0.0013466504111175725
2019-04-30,891.7,-0.0383910277148712,0.0062801390602218,-0.0383910277148712,-0.112301895664016,0.0487387435536861,0.793119739446363,7957,0.461713831116178,1.0527574918156635,0.05141290445886104
2019-05-31,794.2,-0.121848739495799,0.0067992948879376,-0.121848739495799,-0.356441410976077,0.0540134370483108,0.485933353512788,8727,0.555433943995523,1.0502332256907068,0.049012259209937556
2019-06-28,835.5,-0.0819690143940228,0.0067025733093955,-0.0819690143940228,-0.386510651394278,0.0540134370483108,1.11533647361347,446,0.504738914657226,1.000911057966063,0.0009106432046495248
2019-07-31,878.9,0.0310886907555139,0.0056889293434976,0.0310886907555139,-0.6784540037104,0.0540134370483108,0.450040664856049,-7828,0.436829000313768,0.9508425458838681,-0.05040679703839271
2019-08-30,931.7,0.101560652636557,0.0055811956638403,0.101560652636557,-0.78818642018372,0.0540257877804583,0.646246187496006,7687,0.367681592881298,1.0521503555706062,0.05083602764912478
2019-09-30,883.4,0.079027726884084,0.0065655422232284,0.079027726884084,-0.701794113818462,0.0540257877804583,0.777849487038842,713,0.414636067158312,1.0017165540178092,0.0017150824227687832
2019-10-31,933.7,0.140466593379748,0.006211845346471,0.140466593379748,-0.808289041222207,0.0592703717212784,2.19018884769296,3808,0.331685989011098,1.080964015992892,0.07785325039987065
2019-11-29,900.4,0.0680901542111507,0.0062194580186583,0.0680901542111507,-0.560473603249829,0.0574251755062566,3.00006240599128,1110,0.34911646378938,0.9868488646871468,-0.013238377223836573
2019-12-31,971.4,0.214553638409602,0.0065884290714433,0.214553638409602,-0.803698852974114,0.0574251755062566,0.818258718930018,8584,0.250417443682085,1.0014575741801146,0.0014565129499586296
2020-01-31,961.9,0.208568915692926,0.0051980455348787,0.208568915692926,-0.781857601833064,0.0574173650783089,0.888844877532418,3245,0.229191743061106,0.8394819012374233,-0.17497036167558971
2020-02-28,864.7,0.0485024857523944,0.0060136463513356,0.0485024857523944,-0.520244994880787,0.0574173650783089,1.10546190879511,-16338,0.31795948071281,1.1131009780961565,0.10714979423030042
2020-03-31,724.4,-0.146660384026387,0.0075924903368305,-0.146660384026387,-0.518177110330743,0.0574173650783089,0.433267354212942,-31804,0.448942538284387,1.006188118811881,0.006169051026715108
2020-04-30,813.0,-0.042290022381906,-0.0029520295202951,-0.042290022381906,-0.451561160901894,-0.0100656612514306,1.57405031041094,-2985,0.312360838653983,0.9612394237365653,-0.039531760837569
2020-05-29,874.6,-0.0191768532017494,0.0002286759661558,-0.0191768532017494,-0.455228908055533,-0.0100699972366237,13.4112756744785,998,0.22079999699028,1.0898061139526585,0.08599980331139057
2020-06-30,840.7,0.0062238180730103,0.0124895920066612,0.0062238180730103,-0.438261883965888,-0.0100699972366237,2.81010040155792,-4324,0.240438900082415,1.0029469548133594,0.002942621054197357
2020-07-31,918.9,0.0998204667863556,0.0068560235063663,0.0998204667863556,-0.538025352999339,0.0020430610317056,2.16382102565769,6450,0.0969511125384392,0.9634289369868857,-0.0372565489210445
2020-08-31,937.9,0.006654502522271,0.0101290116217081,0.006654502522271,-0.364728154146286,0.0039663891314911,2.09689802754498,5624,0.0555840191835496,0.9362549800796812,-0.06586742498762499
2020-09-30,901.0,-0.0329505205538263,0.009100998890122,-0.0329505205538263,-0.271339592870963,0.0035059686465453,2.36377812942207,-5768,0.0957220950901043,1.0028368794326241,0.0028328630843041072
2020-10-30,848.4,-0.0396196513470681,0.0047147571900048,-0.0396196513470681,-0.259209869747886,-0.0054810950096798,102.1535750028,-2095,0.149718845983232,1.1141940159436796,0.10813128787006919
2020-11-30,965.9,0.0727454464682362,0.0047623977637436,0.0727454464682362,-0.232252096638727,-0.0054810950096798,1.26435188485651,3748,-0.0062596092698865,1.00167255157034,0.0016711544136230722
2020-12-31,1075.4,0.194358063083074,0.0035335689045936,0.194358063083074,-0.344092475396334,0.0024383111594951,0.773710204208685,3005,-0.107085073690081,1.001113172541744,0.0011125534246036147
2021-01-29,1079.2,0.110973852172123,0.003891771682728,0.110973852172123,-0.212790737579212,0.0065233517791518,0.761294735474056,4860,-0.104896525189019,1.0033746730785456,0.0033689916477449423
2021-02-26,1185.3,0.232248674498389,0.0033746730785455,0.232248674498389,-0.379746247049226,0.0065233517791518,0.706577166347667,9382,-0.199810992182503,1.0126124611115783,0.01253358653323464
2021-03-31,1188.5,0.374465132415867,0.0025241901556583,0.374465132415867,-0.527904343398708,0.0065233517791518,0.520433263014392,-6674,-0.194536564587886,1.0007473220958234,0.0007470429897120662
2021-04-30,1205.2,0.663721700717836,0.0029040823099899,0.663721700717836,-0.0227850045191116,0.0053127272303207,0.499111042084327,-2992,-0.202444680182983,0.9064614343707712,-0.09820679313318757
2021-05-31,1182.4,0.351932311914018,0.0035520974289577,0.351932311914018,0.365824021178822,0.002468480530649,0.489914795757875,3660,-0.19000426703441,0.9775144616532936,-0.02274219270183058
2021-06-30,1070.5,0.22398810884976,0.0022419430172817,0.22398810884976,0.255967380347764,-0.0081157784475524,0.566346566563783,-9732,-0.0851937375597484,1.0006681301899398,0.0006679070903320008
2021-07-30,1048.4,0.247056024741287,0.0029568866844715,0.247056024741287,0.239606149792731,-0.0084240188486605,0.608337054222765,4407,-0.0459932744251952,0.94822995759787,-0.05315823483700757
2021-08-31,1014.1,0.103602132985091,0.0027610689281134,0.103602132985091,0.529183374267786,-0.0084240188486605,0.669723252891463,5360,-0.0108142965395175,1.0609400998336107,0.0591554017078831
2021-09-30,960.9,0.0245228702420304,0.0015610365282547,0.0245228702420304,0.653914259493586,-0.0099602127565852,0.718944433454906,-5162,0.0487786008690346,1.000490099980396,0.0004899799206265971
2021-10-29,1020.7,0.132852386237514,0.0009797198001371,0.132852386237514,0.396916716795999,-0.0098712452874178,0.583984835570799,-5857,-0.0183755160876197,1.0406556669901865,0.039850963532805574
2021-11-30,927.3,0.0929985855728428,0.0020489593443331,0.0929985855728428,0.30084263975443,-0.0098587211334662,1.00884605243393,6332,0.0712274531217175,1.0569948186528497,0.05542980493933082
2021-12-31,964.4,-0.0015529557925249,0.0018664454583161,-0.0015529557925249,0.181511767954741,-0.0072216960114077,0.671933786099655,-3826,0.0240753317434123,1.0007843137254901,0.0007840063122086221
2022-01-31,1020.8,-0.054114158636027,-0.0008816614420062,-0.054114158636027,0.0021724000633064,-0.0043579237618662,0.554884603012594,-5627,-0.0535145215174801,0.9568691633772984,-0.04408861225980596
2022-02-28,1038.7,-0.123681768328693,0.0010590160777894,-0.123681768328693,-0.236764184536656,-0.0032251608992267,0.584658527702422,10670,-0.0708978191607205,0.9442599859140759,-0.05735374194739633
2022-03-31,992.5,-0.162659242385894,0.0033249370277077,-0.162659242385894,-0.114846982801998,-0.0065103445349318,0.756546234750596,-2759,-0.03436802289625,1.001172083111348,0.0011713967581942993
2022-04-29,939.6,-0.209423643247792,0.0009578544061301,-0.209423643247792,0.081820163006652,-0.0099083670634593,0.98043792998074,8068,0.0143355219025034,0.9288443664153672,-0.07381408228087838
2022-05-31,968.3,-0.196564885496183,0.0010327377878756,-0.196564885496183,0.0502364903251376,-0.0099083670634593,1.08304498689991,-947,-0.0213903311560831,0.9884367356015121,-0.011630638822702433
2022-06-30,898.4,-0.240189445196211,-0.0034505788067675,-0.240189445196211,0.166505356928986,-0.014150688945718,1.12423850378631,1543,0.0555064423580455,1.0008998875140607,0.0008994828580367626
2022-07-29,889.8,-0.168799626342831,0.0020229265003373,-0.168799626342831,0.111172193342264,-0.0152493250181737,1.19572259804187,1438,0.0693349622641994,1.0500604594921403,0.04884774298044552
2022-08-31,827.0,-0.211178939336131,0.0055622732769045,-0.211178939336131,0.198765043573728,-0.0152845424167129,5.77291577288623,1575,0.145926352360842,1.0763473053892216,0.07357318418440104
2022-09-30,870.0,-0.142096440193275,-0.0125287356321839,-0.142096440193275,-0.0111374826324091,-0.0149758815490148,8.81922475060627,-14266,0.0868669515887824,0.9950786348561035,-0.004933514940116538
2022-10-31,930.1,-0.0887626138924269,-0.0027953983442641,-0.0887626138924269,-0.122287590037199,-0.0138790038415711,1.30310507991608,-1314,0.0162366764639106,1.0352160107764843,0.03461011100548761
2022-11-30,1039.3,0.018222788282551,0.0008659674781104,0.018222788282551,0.0396395662277243,-0.0146743318556243,0.812576662403887,10850,-0.094773904882044,0.948787061994609,-0.05257088700933817
2022-12-30,1073.7,0.157877709479133,0.0085685014436063,0.157877709479133,-0.0696330649159411,-0.0145780103855654,0.71533646127071,27,-0.138228883508519,1.0002938871473355,0.00029384397096689804
2023-01-31,1021.1,0.0587930319369558,0.0061698168641661,0.0587930319369558,0.161582402967629,-0.0145780103855654,1.3374261080095,1304,-0.0944276602593293,1.0478283621140765,0.0467197958772915
2023-02-28,955.5,-0.063969435736677,0.0063840920983777,-0.063969435736677,0.421942441948818,-0.0148353615790355,2.21033370649531,-1046,-0.0290683416892633,1.096883739512585,0.09247319528715318
2023-03-31,994.1,-0.0429382882449216,0.0090534151493812,-0.0429382882449216,0.348083576426581,-0.0156576368319443,0.807491409487709,-10455,-0.0962536888470886,0.9926242942997632,-0.007403040710459469
2023-04-28,1090.1,0.0983375314861459,0.0050454086781028,0.0983375314861459,0.100806298618858,-0.0156576368319443,0.33366496032011,15487,-0.188440597763302,0.9092092092092091,-0.09518005814038576
2023-05-31,999.0,0.0632183908045976,0.0058058058058057,0.0632183908045976,0.0531398261122262,-0.0156576368319443,0.745838855236003,-4005,-0.11659697561699,1.0551579874490806,0.05369050685301696
2023-06-30,904.5,-0.0658886708664671,0.0096185737976783,-0.0658886708664671,0.204949676451586,-0.0144760437967902,1.46062857084976,181,-0.0273570969136488,1.0002086811352253,0.00020865936434594836
2023-07-31,958.6,0.0773207462351089,0.0073023158773211,0.0773207462351089,-0.105401002343552,-0.0150440305543952,0.784807580136217,-1566,-0.0977236565896131,0.9350369458128079,-0.06716923623581975
2023-08-31,974.4,0.0950775455158459,0.0069786535303777,0.0950775455158459,-0.132944616198883,-0.0147843187350422,1.17234980797894,2324,-0.125560573609563,1.0319394138952915,0.03143995787021749
2023-09-29,906.8,0.0964933494558642,0.0100352889280988,0.0964933494558642,-0.132501226082866,-0.0164038774446321,3.65005444428572,4744,-0.0661980245504659,1.0049989363965113,0.0049864831985499845
2023-10-31,944.9,0.0860919540229883,0.0066673722086994,0.0860919540229883,-0.114102888178453,-0.0164038774446321,0.861171690119422,-17,-0.110587020241252,1.0681696762474624,0.06594660080992429
2023-11-30,935.9,0.0062358886141269,0.0074794315632011,0.0062358886141269,0.0640668850392841,-0.0159038173868028,0.908616712173009,-3657,-0.106788166583296,0.9291787536260878,-0.0734541435796599
2023-12-29,995.0,-0.0426248436447613,0.0142713567839197,-0.0426248436447613,-0.114441542909663,-0.0191762826464457,1.445647338556,2024,-0.179196949844611,1.0039832059425127,0.003975293980745373
2024-01-31,932.6,-0.131414734097048,0.0083637143469868,-0.131414734097048,0.131117451129192,-0.020259689107892,1.68238121321819,-516,-0.111982818927524,1.0320135746606334,0.03151182071378511
