Dates,NG1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2014-11-28,4.088,0.141580564088244,-0.0007338551859099,0.141580564088244,0.0338897931006459,-0.0074963914076458,1.69148505165027,51308,0.064779288383688,0.9975828729281767,-0.002420053039371821
2014-12-31,2.889,-0.269347496206373,0.0024229837313949,-0.269347496206373,-0.648830273580646,-0.0074963914076458,2.323221886718,-13213,0.42524667786514,1.0014886490509862,0.0014875421114145782
2015-01-30,2.691,-0.363829787234043,-0.0014864362690449,-0.363829787234043,-0.470933609900558,-0.0009640612820604,3.72431431151398,82431,0.515001781272266,0.986647419704078,-0.013442527579083506
2015-02-27,2.734,-0.446894598422011,0.0135332845647402,-0.446894598422011,-0.946895002235952,-0.0009640612820604,1.37848486207774,-41792,0.514768098026336,0.9810479375696768,-0.019133954586543874
2015-03-31,2.64,-0.427207637231504,0.0193181818181818,-0.427207637231504,-1.02582297564664,-0.0009640612820604,0.914086114764283,18082,0.5520447422193,0.9817987152034261,-0.018368965972377797
2015-04-30,2.751,-0.370624571036376,0.0185387131952017,-0.370624571036376,-1.12191750769543,-0.0018578041428169,0.829346228003932,38339,0.497296040397746,0.9913696060037523,-0.008667851517674286
2015-05-29,2.642,-0.451298026998962,0.0087055261165784,-0.451298026998962,-1.30998850656351,-0.0009416630329742,1.11074482221872,-43772,0.52806823896328,0.996481351161154,-0.0035248538434356903
2015-06-30,2.832,-0.376486129458388,0.0035310734463278,-0.376486129458388,-1.29678405062749,0.0097465839756124,1.93893519701674,43882,0.446117596737684,0.9879956347762823,-0.012076999486658978
2015-07-31,2.716,-0.391167899574087,0.0121502209131075,-0.391167899574087,-1.24889098087466,0.0174971215085707,2.53514873738907,-63854,0.451926546582275,0.9739224918507787,-0.026423555661289736
2015-08-31,2.689,-0.33849938499385,0.026775753068055,-0.33849938499385,-1.59417925879267,0.0168106725518727,32.7711799558654,-46959,0.446649005647319,0.9344687152906331,-0.06777713013151176
2015-09-30,2.524,-0.379089790897909,0.0701267828843106,-0.379089790897909,-1.58038861045511,0.0219798548423218,2.14516615471708,4014,0.50997343825508,0.9321285140562249,-0.07028458318431628
2015-10-30,2.321,-0.436787187575831,0.0728134424816889,-0.436787187575831,-1.38910500064003,0.0219676365552795,1.35120323584763,95634,0.612224436191352,0.9759825327510916,-0.02431058950061624
2015-11-30,2.235,-0.453277886497064,0.0246085011185684,-0.453277886497064,-1.45347720306013,0.0219676365552795,0.751838962915748,-16659,0.656986657203382,0.9889970376639865,-0.01106394264804984
2015-12-31,2.337,-0.428326810176125,0.0111253744116389,-0.428326810176125,-1.49208395476039,0.015012057514924,0.979335586882868,-51499,0.61925440073203,0.9854202401372214,-0.01468708906168187
2016-01-29,2.298,-0.204569055036345,0.0147954743255003,-0.204569055036345,0.45376786363158,0.0093216847533303,1.14354130648574,-34209,0.627702221193459,0.9463495575221239,-0.055143267059928315
2016-02-29,1.711,-0.374177029992685,0.0566919929865575,-0.374177029992685,-1.2519581149897,0.0082348243799723,0.680089415310356,111930,0.910624994338478,0.953748782862707,-0.04735497254396266
2016-03-31,1.959,-0.283467446964155,0.0484941296579886,-0.283467446964155,-0.676344501638119,0.0260508912591058,0.601166446552256,56325,0.768930988291125,0.937984496124031,-0.06402185876493102
2016-04-29,2.178,-0.175,0.0661157024793388,-0.175,-0.683956680749861,0.0131881833213095,0.794586203235831,11247,0.669922727528575,0.9601342845153168,-0.04068212459905364
2016-05-31,2.288,-0.133989401968206,0.0415209790209792,-0.133989401968206,-0.727087996908045,0.0131881833213095,0.734758540032216,-27128,0.60590349139061,1.002056202878684,0.002054091786938048
2016-06-30,2.924,0.10673732021196,-0.0020519835841312,0.10673732021196,-0.0066065873932951,0.0348058909522008,52.3111403443198,-21874,0.338540870165309,0.9859444634898868,-0.014155251026784135
2016-07-29,2.876,0.0155367231638417,0.0142559109874827,0.0155367231638417,0.133566046792714,0.0317729342363874,46.4157168411817,-57516,0.348920103410888,0.9613719613719613,-0.039393888320395205
2016-08-31,2.887,0.0629602356406476,0.0401801177693106,0.0629602356406476,0.0653355634613619,0.0317729342363874,37.6156886233233,49548,0.279246873082295,0.9278416347381865,-0.07489421298046549
2016-09-30,2.906,0.0806991446634435,0.0777701307639367,0.0806991446634435,0.0380546441874278,0.0312918198379386,98.1159673987126,49668,0.233414096918388,0.9471048513302034,-0.05434547246333401
2016-10-31,3.026,0.303748384317104,0.0558493060145406,0.303748384317104,-0.26580431530928,0.0366373388147746,9.350109110274,43492,0.119177377789602,0.9979160464423935,-0.002086128010319144
2016-11-30,3.352,0.44420508401551,0.0020883054892602,0.44420508401551,-0.382579928397654,0.0383040486779492,9.91002537872201,17029,0.0168618105359293,1.01085776330076,0.01079924102176023
2016-12-30,3.724,0.666219239373602,-0.0107411385606875,0.666219239373602,-0.612024249627194,0.040840104788601,2.73873777534114,95086,-0.154343488080049,0.9848341232227488,-0.015282054810939524
2017-01-31,3.117,0.35639686684073,0.0153994225216554,0.35639686684073,-0.469503785210746,0.040840104788601,5.40575703615372,-76457,-0.0333264512937571,0.9665505226480836,-0.03402170787888991
2017-02-28,2.774,0.207136640557006,0.0346070656092285,0.207136640557006,-0.298341027809616,0.0387951670004562,1.16247894096913,158321,0.0832542275988031,0.9803318992009834,-0.019864092000092856
2017-03-31,3.19,0.864406779661016,0.020062695924765,0.864406779661016,-0.115691069490792,0.0259232507005934,3.092462573005,49038,-0.0810097372694322,0.9770354906054278,-0.023232301493268652
2017-04-28,3.276,0.672281776416538,0.0235042735042736,0.672281776416538,0.0579497353990738,0.0259232507005934,6.89314644757269,110521,-0.128341094637055,0.9877774203924092,-0.012297889617931344
2017-05-31,3.071,0.410009182736456,0.0123738196027352,0.410009182736456,0.300830243764296,0.0259232507005934,2.50142358321051,35810,-0.0521070332987715,1.001319696469812,0.0013188264357954346
2017-06-30,3.035,0.326486013986013,-0.001317957166392,0.326486013986013,0.407533542570681,0.0375669394208014,2.33940644874728,-189071,-0.0586325107377917,0.9858856739590685,-0.014214880433718621
2017-07-31,2.794,-0.0285118219749653,0.0143163922691483,-0.0285118219749653,-0.0827944398273588,0.0412977603688766,1.77197777156288,-6684,0.046398619276259,0.980012894906512,-0.020189549336216677
2017-08-31,3.04,0.0570236439499303,0.0203947368421051,0.0570236439499303,-0.215148390177197,0.0478050226698633,5.54754060808547,-35449,-0.0124762916871436,0.945300220056586,-0.056252708760615035
2017-09-29,3.007,0.0415656390717007,0.0578649817093448,0.0415656390717007,-0.181372734634105,0.0950561874789948,4.84804366468146,37033,0.0338776754771803,0.9570389953734303,-0.04391114084269422
2017-10-31,2.896,-0.0034411562284931,0.044889502762431,-0.0034411562284931,-0.0864698813876818,0.0950561874789948,3.06250716845206,48955,0.124864668375651,0.9976912928759895,-0.0023113762973204295
2017-11-30,3.025,-0.0003304692663582,0.0023140495867768,-0.0003304692663582,-0.092135317522696,0.0945229483648897,4.72855023490806,64229,0.106269193594045,1.016173434273916,0.016044037613694353
2017-12-29,2.953,-0.119033412887828,-0.0159160176092109,-0.119033412887828,0.0839301466955088,0.096999736480282,3.72239179585105,-10451,0.169875429493902,1.0472027972027973,0.04612260673565154
2018-01-31,2.995,-0.195757250268529,-0.0450751252086812,-0.195757250268529,0.139350150222822,0.0926694222637349,1.21607244064375,-17317,0.169331423569623,0.9892433234421364,-0.010814947850183491
2018-02-28,2.667,-0.14436958614052,0.0108736407949008,-0.14436958614052,0.469310725080276,0.0796353873827424,2.41265672004714,-72017,0.293244004015556,0.9838012958963284,-0.01633133738622099
2018-03-30,2.733,-0.014780100937275,0.0164654226125136,-0.014780100937275,0.426741426420322,0.0948875931754582,2.04875926972386,85442,0.292336427192168,0.9867857142857143,-0.013302371239878775
2018-04-30,2.763,-0.156593406593406,0.0133912414042707,-0.156593406593406,-0.0250582072332964,0.0948875931754582,1.59653170137682,9030,0.28141928819682,0.9956155143338955,-0.0043941257114626575
2018-05-31,2.952,-0.0989010989010987,0.0044037940379404,-0.0989010989010987,-0.104350842728531,0.0972558299110051,1.21588597208509,91739,0.219070225926574,1.007928300586005,0.007897036748265189
2018-06-29,2.924,-0.0478671442526863,-0.0078659370725034,-0.0478671442526863,-0.243401704145459,0.0908989186189219,1.25946681664293,-44618,0.231182289337385,0.9942816297355254,-0.005734782742038279
2018-07-31,2.782,-0.0833607907742998,0.0057512580877066,-0.0833607907742998,-0.127466847527781,0.0908989186189219,2.29576380435726,51850,0.324623295389707,0.9921742089145967,-0.007856573290368655
2018-08-31,2.916,0.0436649964209022,0.0078875171467764,0.0436649964209022,-0.380450987101577,0.0915098501835276,1.42047517666382,76838,0.302645532793925,0.9731478485926884,-0.02721925706238588
2018-09-28,3.008,-0.0105263157894734,0.027593085106383,-0.0105263157894734,-0.666151625019111,0.0915098501835276,1.20781989521315,4474,0.281261906154585,0.9875832828588734,-0.012494448690754171
2018-10-31,3.261,0.0844695710009984,0.0125728304201165,0.0844695710009984,-0.568642613442435,0.0915098501835276,0.647651723041579,-99412,0.222968978957063,1.04367503960172,0.04274817625820986
2018-11-30,4.612,0.592541436464089,-0.0418473547267998,0.592541436464089,1.93870385425411,0.0212914316678462,0.529414089098867,-260428,-0.119909770168593,1.0312171168011224,0.03073977142005527
2018-12-31,2.94,-0.0044023027429728,-0.0302721088435374,-0.0044023027429728,0.148346534760097,0.0393088193261764,1.07084516900561,-28151,0.35056504663152,1.0177215189873416,0.017566323717899065
2019-01-31,2.814,-0.0470707754825597,-0.0174129353233831,-0.0470707754825597,0.223352742937162,0.04618653623139,1.22292073364779,130616,0.388204760665583,0.996103436060928,-0.0039041753229339003
2019-02-28,2.812,-0.0611018363939897,0.0039118065433856,-0.0611018363939897,0.242329488271736,0.0303403501458014,1.22409563320279,-188063,0.40293306054552,0.9812016218208625,-0.01897731370387486
2019-03-29,2.662,-0.001874765654293,0.0191585274229904,-0.001874765654293,0.205493648703304,0.0292970763212708,0.781692508716919,-5948,0.467292092589113,0.9839510890332442,-0.01617908943230927
2019-04-30,2.575,-0.0578119282839371,0.0163106796116503,-0.0578119282839371,0.2765798407378,0.0332804702167694,1.25194202563924,72112,0.511466195255288,0.9975609756097562,-0.0024420036555516333
2019-05-31,2.454,-0.111834961997828,0.0024449877750609,-0.111834961997828,0.344868488265533,0.0336732551262985,1.41333709680327,61953,0.567828949966962,1.0113935144609991,0.01132909720596923
2019-06-28,2.308,-0.218157181571816,-0.0112651646447139,-0.218157181571816,0.503451636388592,0.0336732551262985,1.99291682733436,-12787,0.629166947609829,0.9924444444444445,-0.007584243358307922
2019-07-31,2.233,-0.236320109439124,0.0076130765785937,-0.236320109439124,0.531313791169304,0.0336732551262985,22.7632013971905,46153,0.607809842132459,0.9832185886402756,-0.0169238146434966
2019-08-30,2.285,-0.178648454349389,0.0170678336980306,-0.178648454349389,0.44282543732199,0.0329642973386384,174.189270027535,-22177,0.542469115401954,0.9305111821086263,-0.07202118566024282
2019-09-30,2.33,-0.225398936170213,0.0746781115879829,-0.225398936170213,0.508720536415546,0.0329642973386384,25.2879429897551,-167697,0.508483828107698,0.9637628111273792,-0.03691006119437133
2019-10-31,2.633,-0.124667553191489,0.0375996961640714,-0.124667553191489,0.362126422825662,0.0437329796028734,3.42314303988919,44562,0.32788802520199,1.0083996463306808,0.008364565608322253
2019-11-29,2.281,-0.300521312480834,-0.0083296799649277,-0.300521312480834,0.574046440919927,0.0365687803359687,15.2710370538021,71255,0.424582232182546,1.0143651529193698,0.014262951704782978
2019-12-31,2.189,-0.525368603642672,-0.0141617176793056,-0.525368603642672,-1.36994477674679,0.0365687803359687,1.63820635958369,27096,0.427304970064234,0.9761399787910923,-0.02414928196032494
2020-01-31,1.841,-0.373809523809524,0.024443237370994,-0.373809523809524,0.346654242089333,0.0384816672054141,1.11036618401778,221651,0.559621756962143,0.9722863741339491,-0.028104894320108483
2020-02-28,1.684,-0.401563610518834,0.0285035629453683,-0.401563610518834,0.422281244164649,0.0384816672054141,1.29319294906035,-61365,0.632612246922514,0.9339407744874715,-0.06834225337681792
2020-03-31,1.64,-0.383921863260706,0.0707317073170732,-0.383921863260706,0.433433974678414,0.0384816672054141,1.63297884522413,-226642,0.608776012913896,0.8981566820276499,-0.10741074702694432
2020-04-30,1.949,-0.267843726521412,0.113391482811698,-0.267843726521412,0.703622492989321,-0.0267968074496749,1.74773807074329,-18311,0.389137511002062,0.9530927835051547,-0.04804302067024891
2020-05-29,1.849,-0.281941747572816,0.049215792320173,-0.281941747572816,0.734746919043538,-0.0268304195938466,1.47994589515293,92899,0.369440357531665,0.9787590832867523,-0.02146975122286737
2020-06-30,1.751,-0.241334488734835,0.02170188463735,-0.241334488734835,0.639026540713207,-0.0268304195938466,1.52126488242333,17073,0.410086685768495,0.9192641798671435,-0.08418173344554324
2020-07-31,1.799,-0.22053726169844,0.0878265703168428,-0.22053726169844,0.561328224131735,-0.0233359614431848,1.73812164115274,-9259,0.352743750909911,0.9006849315068493,-0.10459977009051727
2020-08-31,2.63,0.150984682713348,0.110266159695817,0.150984682713348,1.31394816103069,0.0055075588068953,2.68551581575171,-51428,-0.0608781393738833,0.810715431504652,-0.2098381723791428
2020-09-30,2.527,0.105908096280088,0.233478432924416,0.105908096280088,1.43580598748682,0.0016526319061469,4.8152544343282,15691,-0.0209271215902674,0.9668492360910926,-0.03371270458659545
2020-10-30,3.354,0.439484978540772,0.0342874180083481,0.439484978540772,1.00112079508932,-0.0077320796262825,1.69537746965663,-98541,-0.334909310193716,1.005933682373473,0.005916147410627535
2020-11-30,2.882,0.263480929416923,-0.0058986814712005,0.263480929416923,1.07051601957238,-0.0077320796262825,2.23177386703746,30258,-0.206005278448129,1.005146476642914,0.005133278794242218
2020-12-31,2.539,0.113108285839544,-0.0051201260338716,0.113108285839544,1.17325406431892,-0.0192131967830588,3.66359264124426,-33517,-0.0623454338273655,0.9891975308641975,-0.010861239431604703
2021-01-29,2.564,0.171311100959342,0.0109204368174727,0.171311100959342,1.135699013925,-0.0198377393404586,3.50940527090503,-52034,-0.070725870093306,0.9864720541117835,-0.013620282241265293
2021-02-26,2.771,0.505160239000543,0.0137134608444607,0.505160239000543,1.09811419182813,-0.0198377393404586,2.76106376561789,79460,-0.159840681406307,0.9778777652793402,-0.02237060113547055
2021-03-31,2.608,0.548693586698337,0.0226226993865029,0.548693586698337,1.10838728531906,-0.0198377393404586,2.51618294534102,6526,-0.0753248155944334,0.9842175957018132,-0.015908272533061943
2021-04-30,2.931,0.78719512195122,0.0160354827703857,0.78719512195122,0.944707426548944,-0.0097503528227211,1.85785710079576,-30406,-0.195716914226192,0.9930162953109412,-0.0070082048893933555
2021-05-31,2.986,0.614926987560844,0.007032819825854,0.614926987560844,1.06964630286566,-0.0107565795474129,1.82663559739189,45300,-0.163073707805318,1.0071743929359822,0.00714877941366711
2021-06-30,3.65,0.974040021633316,-0.0071232876712328,0.974040021633316,0.872323067171132,0.009571090698445,1.41550794546411,195316,-0.319703194196552,0.9984693877551021,-0.001531784828486645
2021-07-30,3.914,1.23529411764706,0.0015329586101173,1.23529411764706,0.799574211721702,0.0078662490685072,1.27216284392856,20208,-0.366907020508799,0.9891525423728813,-0.010906720251134606
2021-08-31,4.377,1.43301834352418,0.0109664153529816,1.43301834352418,0.694665797671802,0.0078662490685072,1.03215821445591,-234,-0.465546170188003,0.9793022867634786,-0.020914913158064933
2021-09-30,5.867,1.23079847908745,0.0211351627748422,1.23079847908745,0.376690241529323,0.0174129584737898,0.882879585995259,-67195,-0.727566078028152,0.9813709531560861,-0.018804753119055877
2021-10-29,5.426,1.14721013058963,0.0189826760044232,1.14721013058963,0.370335458074528,0.0176016198578462,0.956117159458519,-99030,-0.605025907196256,1.013537505548158,0.013446692192809123
2021-11-30,4.567,0.361657722122839,-0.0133566892927524,0.361657722122839,0.462683067252505,0.0176043735796021,1.28138323011407,2312,-0.410844121022837,1.0486364914253585,0.047490740689406105
2021-12-31,3.73,0.294240111034005,-0.0463806970509384,0.294240111034005,0.37429217500628,-0.0007378650313195,4.32747598873703,-161416,-0.188535917770701,1.042566844919786,0.041685792462364084
2022-01-31,4.874,0.900936037441497,-0.0408288879770209,0.900936037441497,0.101629845977842,0.0118964642614394,0.968182047634396,52525,-0.453803999475534,0.9959276018099548,-0.0040807129853368184
2022-02-28,4.402,0.588596174666186,0.004089050431622,0.588596174666186,0.255198714558945,0.0009231659053516,1.04397391799391,-46406,-0.351948027376789,0.9896509384318541,-0.010402985469640184
2022-03-31,5.642,1.03608805485384,0.0104572846508328,1.03608805485384,0.106687351593016,0.0179901292392503,0.793625483647351,9929,-0.598538778663044,0.9849082256968048,-0.015206814032233982
2022-04-29,7.244,1.77760736196319,0.0153230259525126,1.77760736196319,-0.153732734418367,0.0219989591234394,0.681044829249047,13984,-0.843249070448359,1.0008601622020152,0.0008597924745102404
2022-05-31,8.145,1.77891504605936,-0.0008594229588704,1.77891504605936,-0.154313392387662,0.0219989591234394,0.615228799516998,-22680,-0.965977316974986,1.0059347181008902,0.0059171770280885185
2022-06-30,5.424,0.816476892163429,-0.0058997050147492,0.816476892163429,-0.326337873215726,-0.0147402836434955,0.809469259981756,-130714,-0.569356460146762,1.0025584795321636,0.0025552121951620023
2022-07-29,8.229,1.25452054794521,-0.0025519504192488,1.25452054794521,-0.0470168894373128,-0.0163784654063426,0.709003517630367,-1115,-1.00411995113213,0.993252802263576,-0.006770062984007612
2022-08-31,9.127,1.33188553909044,0.0067930316642927,1.33188553909044,-0.0783945912490538,-0.0204228942073246,0.665120027167321,-5703,-1.11975267225043,0.9576786978060863,-0.0432429457779741
2022-09-30,6.766,0.54580763079735,0.0441915459651199,0.54580763079735,0.0605683565223408,-0.0214726298888588,0.819239313570379,-31196,-0.821485052263515,0.9618586347812926,-0.038887788406331204
2022-10-31,6.355,0.171212679690379,0.0396538158929975,0.171212679690379,0.203686030125704,-0.0227820272779662,0.865280343425942,30631,-0.779400673012037,1.0164271047227926,0.016293639486100533
2022-11-30,6.93,0.277183929229635,-0.0161616161616162,0.277183929229635,0.175191947045138,-0.0231769327301267,0.797820720163236,12553,-0.866018581572431,1.0903996101364521,0.08654424385835019
2022-12-30,4.475,-0.0201445149989055,-0.0829050279329608,-0.0201445149989055,0.0824403820512967,-0.0231532143851853,1.11262995278829,25660,-0.431569976594539,0.9792046698285297,-0.021014598211213396
2023-01-31,2.684,-0.280428954423592,0.0212369597615498,-0.280428954423592,0.0072678722795138,-0.0231532143851853,1.67204199628254,130778,0.0729096815713626,0.9594830597275584,-0.04136061900284126
2023-02-28,2.747,-0.436397209684038,0.042227884965417,-0.436397209684038,0.138240090751486,-0.0231796045123314,1.39475068803906,92904,0.0523893443971085,0.8989858012170386,-0.10648803860961595
2023-03-31,2.216,-0.496592457973648,0.112364620938628,-0.496592457973648,0.185424117465022,-0.0188473911752667,1.56238098498367,99199,0.26364780582977,0.9348332040341351,-0.06738715701443194
2023-04-28,2.41,-0.572846508330379,0.0697095435684647,-0.572846508330379,0.26903391756696,-0.0188473911752667,1.41882590359677,-35122,0.179724827212243,0.9609838846480068,-0.03979763950936463
2023-05-31,2.266,-0.687189398122584,0.0406001765225066,-0.687189398122584,0.472517951773705,-0.0188473911752667,1.66515774508729,67972,0.295636299635451,1.0086517664023071,0.008614554350649586
2023-06-30,2.798,-0.656476365868631,-0.0085775553967119,-0.656476365868631,0.418497690838294,-0.0208105194080831,1.39116896227869,-136833,0.0881127478610563,0.9609631521342575,-0.039819213999559476
2023-07-31,2.634,-0.679912504557054,0.0406226271829917,-0.679912504557054,-0.270029483157511,-0.0195698571855638,1.39812752203821,-46063,0.139474941117241,0.8795678423895774,-0.12832458032684663
2023-08-31,2.768,-0.663628630453275,0.136921965317919,-0.663628630453275,-0.386362018134217,-0.0191112568861811,1.37296431878075,-39939,0.0851941049928521,0.8843599033816425,-0.12289116867741685
2023-09-29,2.929,-0.679084036375589,0.130761351997269,-0.679084036375589,-0.386466941924004,-0.0190475838084238,1.78032671995853,12086,0.0285304636574027,0.937581956464726,-0.06445110472945567
2023-10-31,3.575,-0.471622819982264,0.0665734265734266,-0.471622819982264,-0.564332773157698,-0.0190475838084238,1.85617638453966,25227,-0.174814570857794,1.014115092290988,0.014016401973535783
2023-11-30,2.802,-0.559087332808812,-0.0139186295503213,-0.559087332808812,-0.406294411330725,-0.0147410997207717,2.60908783750623,146017,0.0754199489046609,1.0803609798023206,0.07729522584790101
2023-12-29,2.514,-0.637229437229437,-0.0743834526650755,-0.637229437229437,-0.242628711405333,0.0002171930674075,2.43892959957254,57020,0.152549566580505,0.9900990099009901,-0.009950330853168092
2024-01-31,2.1,-0.53072625698324,0.01,-0.53072625698324,-0.207104517145601,-0.0113134451044304,2.69570400238434,87370,0.314168839793922,0.9262948207171315,-0.07656271410437282
2024-02-29,1.86,-0.307004470938897,0.0795698924731183,-0.307004470938897,0.341084367260831,-0.0162420891415965,4.05809147887708,19428,0.438226025437664,0.8828242363545317,-0.12462915101794514
