"Dates","SB1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-01-31,18.78,-0.193991416309013,0.00319488817891367,-0.193991416309013,-0.0423099467232717,0.00224384385837154,3.09117860577342,81181,-0.521836017666496
2013-02-28,18.38,-0.222504230118443,0.000544069640914024,-0.222504230118443,0.054878091217485,-0.00563489708334558,42.799829221036,-52077,-0.494233889542626
2013-03-29,17.66,-0.311769290724864,0.0022650056625142,-0.311769290724864,0.204689173408601,-0.0073301235890019,10.334467847736,61394,-0.415060050662425
2013-04-30,17.67,-0.284904896802914,-0.00396151669496325,-0.284904896802914,0.0901610094219538,0.000166675468868204,1.64928119627189,-15295,-0.410642608237449
2013-05-31,16.55,-0.218233349078885,0.0211480362537764,-0.218233349078885,0.441973267694741,0.00389907929194273,1.46453430307494,78500,-0.330688391120381
2013-06-28,16.38,-0.15653964984552,0.0329670329670331,-0.15653964984552,0.37050897981141,0.00389907929194273,1.24925325214788,-83071,-0.305476136252249
2013-07-31,16.97,-0.221916552040349,0.0294637595757219,-0.221916552040349,-0.97275995105448,0.00389907929194273,19.3886989250375,19020,-0.330768034317376
2013-08-30,16.34,-0.278268551236749,0.0330477356181149,-0.278268551236749,-1.05445047534707,-0.0103755047748292,17.8001816066138,83125,-0.285957420482298
2013-09-30,17.48,-0.107252298263534,0.0377574370709381,-0.107252298263534,0.612070913295017,-0.0103755047748292,8.49735487030967,-107953,-0.367025812662389
2013-10-31,18.32,-0.0643513789581205,-0.00709606986899558,-0.0643513789581205,0.422596416992627,-0.0105555164602192,0.713659663942101,2198,-0.395583790568357
2013-11-29,17.15,-0.118705035971223,0.00524781341107872,-0.118705035971223,0.396260643242606,-0.0441840308928998,0.60837111302627,-46538,-0.299306525702157
2013-12-31,16.41,-0.151499482936918,0.00914076782449724,-0.151499482936918,0.512860838052741,-0.0441840308928998,0.622809973685685,55378,-0.21493889179847
2014-01-31,15.55,-0.202972834443875,0.0135048231511254,-0.202972834443875,0.711236878855509,-0.0472064100044816,0.350019802848838,24028,-0.123637388554878
2014-02-28,16.47,-0.123003194888179,0.0722525804493019,-0.123003194888179,0.419173653750883,-0.0475640057465163,0.351309695135292,-61369,-0.182260842182965
2014-03-31,17.77,0.00622876557191376,0.020258863252673,0.00622876557191376,0.117050408770201,-0.0464066038739571,0.45539003745637,-12318,-0.141846274031377
2014-04-30,17.24,-0.0237825594563988,0.0278422273781902,-0.0237825594563988,0.229513439532713,-0.0473017984406102,0.839620152559302,11970,-0.0607501204995605
2014-05-30,17.38,-0.0164119977362764,0.0466052934407366,-0.0164119977362764,0.198609096051949,-0.0454730234939468,0.872578169157462,55958,0.00511730235054487
2014-06-30,16.62,0.0146520146520148,0.0836341756919374,0.0146520146520148,0.176467806703814,-0.0454730234939468,0.752655263087045,8586,0.0498306327604885
2014-07-31,16.46,0.00488400488400509,0.108748481166464,0.00488400488400509,0.234015111108593,-0.044743669302766,0.233694853426193,5827,0.203097881119762
2014-08-29,15.49,-0.0872127283441368,0.12588766946417,-0.0872127283441368,0.463818361155107,-0.0399835222430107,0.213409228163162,28962,0.306943407185114
2014-09-30,15.48,-0.052631578947369,0.0626614987080103,-0.052631578947369,0.353720941911194,-0.0600512271360997,0.21494285170762,-107266,0.30758919345231
2014-10-31,16.04,-0.082379862700229,0.018703241895262,-0.082379862700229,0.356315886533259,-0.059407577795974,0.271313786076376,2519,0.264405886238515
2014-11-28,15.59,-0.149017467248909,0.0237331622835151,-0.149017467248909,0.641202038101699,-0.059407577795974,0.267756443874339,50682,0.319794018606839
2014-12-31,14.52,-0.1533527696793,0.0275482093663912,-0.1533527696793,0.610467719954096,-0.059407577795974,0.282655066236732,-1413,0.373454337070322
2015-01-30,14.79,-0.0987202925045708,0.0169033130493577,-0.0987202925045708,0.383092420316718,-0.0523502265803443,0.298064309423291,-6931,0.365044667230327
2015-02-27,13.93,-0.104180064308682,-0.0114860014357502,-0.104180064308682,0.366533583680869,-0.0523502265803443,0.254851025444624,-3896,0.435441228517506
2015-03-31,11.93,-0.27565270188221,0.0108968985750211,-0.27565270188221,-0.253455991421277,-0.0523502265803443,0.189717008738346,78218,0.587313709351124
2015-04-30,12.98,-0.269555430500844,0.0154083204930662,-0.269555430500844,-0.139684824113313,-0.0537060390399628,0.238618168163208,-84077,0.520720797647685
2015-05-29,11.98,-0.305104408352668,0.025041736227045,-0.305104408352668,-0.0164992931927511,-0.0608970163135441,0.244139712104134,85859,0.597217721674072
2015-06-30,12.28,-0.293440736478711,0.0154723127035832,-0.293440736478711,-0.0425493505187408,-0.0709696969333232,0.193606387778684,-67056,0.591106338693609
2015-07-31,11.14,-0.329723225030084,0.11310592459605,-0.329723225030084,0.0331447374694235,-0.0488134030626443,0.174172142351582,-17607,0.722666763611971
2015-08-31,10.69,-0.309877340219496,0.101028999064546,-0.309877340219496,0.0398243889653081,-0.0436931726839696,0.150560469195355,-9534,0.793878193970658
2015-09-30,12.17,-0.214331826985152,0.0583401807723911,-0.214331826985152,0.33134124121557,-0.057801621041784,0.277897821544169,-58746,0.664213012008176
2015-10-30,14.52,-0.0620155038759692,-0.0241046831955922,-0.0620155038759692,0.512605493584158,-0.0579187295272041,0.705880760953745,61147,0.520473780854355
2015-11-30,14.93,-0.0423348300192434,-0.031480241125251,-0.0423348300192434,0.451237985154441,-0.0579187295272041,0.840674308629655,44033,0.524132540015156
2015-12-31,15.24,-0.0224502886465686,-0.020997375328084,-0.0224502886465686,0.428989771200707,-0.056554741234692,0.98476434311365,21014,0.539925640252432
2016-01-29,13.14,-0.0950413223140495,-0.00456621004566216,-0.0950413223140495,0.329695453621726,-0.0758003578826853,0.573415540868356,18764,0.722253465295666
2016-02-29,14.56,0.045226130653266,-0.0137362637362638,0.045226130653266,0.0813802184465199,-0.0827742247576702,1.16226299669803,-134557,0.642432087980929
2016-03-31,15.35,0.101938262742282,0.00651465798045603,0.101938262742282,-0.00103950337694001,-0.0748928706198814,3.97114977442471,103391,0.613185902795659
2016-04-29,16.16,0.354568315171836,0.00990099009900991,0.354568315171836,-0.0988069438048308,-0.0572910065805218,41.6472057460477,-74403,0.570663681225674
2016-05-31,17.49,0.459933222036727,0.00971983990851921,0.459933222036727,-0.244760369258416,-0.0572910065805218,2.32205932329496,103749,0.469118116126555
2016-06-30,20.15,0.681969949916527,0.00893300248138962,0.681969949916527,-0.335498233401984,-0.0441001416959091,0.697562416281293,-38310,0.315781368311087
2016-07-29,19.05,0.551302931596091,0.020472440944882,0.551302931596091,-0.20358249938867,-0.0326031754608113,0.860309259249473,-19124,0.358292183183628
2016-08-31,20.06,0.800718132854578,0.024925224327019,0.800718132854578,-0.373476376608368,-0.0326031754608113,0.708916998908669,73041,0.272390117256561
2016-09-30,22.53,1.10757717492984,0.020861074123391,1.10757717492984,-0.674058893088696,-0.0239171585588348,0.537904270891158,-68958,0.13322833192256
2016-10-31,21.57,0.485537190082645,-0.0213259156235512,0.485537190082645,-0.588149638743234,-0.0218783238295142,0.722990217709352,10662,0.165117543682885
2016-11-30,19.81,0.364325068870524,-0.0272589601211509,0.364325068870524,-0.395117552192382,-0.0224591677042732,0.914030805241078,-25685,0.25023414337349
2016-12-30,19.51,0.306764902880107,-0.0133264992311636,0.306764902880107,-0.285877897136028,-0.0205741605436794,0.972654413580266,-21209,0.242889741558754
2017-01-31,20.45,0.556316590563165,0.000488997555012194,0.556316590563165,-0.204751333510977,-0.0205741605436794,0.70278935221167,25429,0.159480495798843
2017-02-28,19.31,0.469558599695585,-0.00414293112376996,0.469558599695585,-0.0623154486147985,-0.0215713828037791,0.711223550531318,-65555,0.21684028184723
2017-03-31,16.76,0.151098901098901,0.00715990453460602,0.151098901098901,-0.054027449866427,-0.0137994693569282,1.816454558484,41755,0.31150338535067
2017-04-28,16.04,0.0449511400651463,0.00561097256857845,0.0449511400651463,0.159935919234255,-0.0137994693569282,15.0984336234989,-21192,0.342753678252061
2017-05-31,14.87,-0.0798267326732672,0.0174848688634837,-0.0798267326732672,0.39148707398734,-0.0137994693569282,7.22200944117286,34481,0.3853830977294
2017-06-30,13.68,-0.217838765008577,0.00950292397660824,-0.217838765008577,0.68971068641618,-0.0263079777811306,2.2444127899305,-13499,0.461799686190158
2017-07-31,14.91,-0.217322834645669,0.0462776659959758,-0.217322834645669,0.409447235469264,-0.0302641844675333,14.1134256357301,-42275,0.351606142354785
2017-08-31,14.4,-0.244094488188976,0.0402777777777779,-0.244094488188976,0.474919146752374,-0.032151634091022,4.9387596086867,70890,0.367132889015998
2017-09-29,13.54,-0.325024925224327,0.0413589364844904,-0.325024925224327,0.770052779477326,-0.00836411504915136,40.1262966854976,-120530,0.398662490049854
2017-10-31,14.74,-0.345761207279183,0.00542740841248301,-0.345761207279183,0.616500682544764,-0.00836411504915136,3.31123449113128,-2722,0.286533307247908
2017-11-30,15.08,-0.300880853036625,-0.00331564986737409,-0.300880853036625,0.410493524527859,-0.00650993548063461,2.78899042279668,-3144,0.257173299900521
2017-12-29,15.16,-0.234729934376578,-0.00923482849604229,-0.234729934376578,0.219845714683934,-0.00947829132008903,2.64322596800834,45924,0.227962447436114
2018-01-31,13.23,-0.321886212198873,0.0105820105820105,-0.321886212198873,0.240926288940378,-0.00947738941655145,11.0789284278479,178450,0.344389777144155
2018-02-28,13.48,-0.340831295843521,-0.00741839762611274,-0.340831295843521,0.280567056718339,-0.00674410484116313,2.73244425597825,-71695,0.307786481169605
2018-03-30,12.35,-0.360435007767996,0.00890688259109318,-0.360435007767996,0.319241162798079,0.000784291889708737,15.2744628902055,123019,0.369840261252738
2018-04-30,11.52,-0.281795511221945,0.0199652777777779,-0.281795511221945,0.375164757579262,0.000784291889708737,2.84685077779179,15191,0.439411669058979
2018-05-31,12.79,-0.202618453865337,0.0179827990617671,-0.202618453865337,0.305816804789559,0.00937401362532878,1.38245876543362,4570,0.326768032759217
2018-06-29,11.86,-0.202420981842636,0.0328836424957841,-0.202420981842636,0.305752824041668,0.00344245541563353,2.25636870911894,-65431,0.394680158868703
2018-07-31,10.55,-0.228801169590643,0.0881516587677724,-0.228801169590643,0.265471451983132,0.00344245541563353,20.9145594062776,90610,0.488962398774832
2018-08-31,10.6,-0.289067739771965,0.0773584905660378,-0.289067739771965,0.350242628793287,0.00298172209673176,3.31599334733662,-11867,0.473851441874396
2018-09-28,10.42,-0.276388888888889,0.074856046065259,-0.276388888888889,0.300980612015627,0.00298172209673176,2.57812270043684,-191216,0.484325957171686
2018-10-31,13.19,-0.0258493353028065,0.00833965125094771,-0.0258493353028065,0.941751091675613,0.00298172209673176,7.01868921271519,-34381,0.250581929617537
2018-11-30,12.84,-0.128900949796472,0.00856697819314634,-0.128900949796472,1.21646545589454,0.0115412103682881,19.4574664239745,22361,0.276158344141438
2018-12-31,12.03,-0.20646437994723,0.00581878636741484,-0.20646437994723,1.32786744806221,0.0148759125554028,3.86993459548052,64261,0.344338143458172
2019-01-31,12.73,-0.160290237467018,0.00628436763550666,-0.160290237467018,1.20236128435733,0.00650287524411122,2.81973578366605,62579,0.285443784714127
2019-02-28,12.73,-0.0377928949357522,0.00392772977219158,-0.0377928949357522,1.29500304965147,0.00961863748711612,2.8176363847949,-101271,0.285273439537606
2019-03-29,12.53,-0.0704747774480714,0.00957701516360743,-0.0704747774480714,1.36960441063575,0.0102114935041664,10.7473366458925,66323,0.296917032081767
2019-04-30,11.99,-0.0291497975708502,0.0291909924937448,-0.0291497975708502,1.41443789967223,0.00674021308830781,1.50056288357811,-41918,0.331036304356195
2019-05-31,12.1,0.0503472222222221,0.0272727272727273,0.0503472222222221,1.37359318429676,0.00839614422954178,1.58355437587289,164649,0.30255032891862
2019-06-28,12.32,-0.0367474589523065,0.0243506493506493,-0.0367474589523065,1.71577468190717,0.00839614422954178,1.11009076147242,-156769,0.284531823415942
2019-07-31,12.21,0.0295109612141653,0.0810810810810809,0.0295109612141653,1.76195618033269,0.00839614422954178,0.674596976647984,86079,0.277041652852286
2019-08-30,11.14,0.055924170616114,0.0978456014362656,0.055924170616114,1.94176114719312,0.00830491375951758,0.549210183138885,123613,0.360988235681711
2019-09-30,11.92,0.143953934740883,0.061241610738255,0.143953934740883,1.56867684757189,0.00830491375951758,0.578396111990182,-188701,0.290770837570086
2019-10-31,12.48,0.197696737044146,0.00801282051282048,0.197696737044146,1.5495678921538,0.0120027774541534,0.455777683864762,75904,0.201460458826256
2019-11-29,12.94,-0.0189537528430629,0.00309119010819181,-0.0189537528430629,-0.212619547637387,0.0148162422469262,0.549190034515149,35517,0.138401514070171
2019-12-31,13.42,0.0451713395638627,0.00894187779433686,0.0451713395638627,-0.443142163354245,0.0148162422469262,0.81027804983786,-15496,0.0752250826776407
2020-01-31,14.61,0.214463840399002,-0.0177960301163587,0.214463840399002,-0.490453983415982,0.014021283812656,1.25699547003334,196520,-0.0393028520502021
2020-02-28,14.46,0.135899450117832,-0.0221300138312587,0.135899450117832,-0.287797699471559,0.014021283812656,0.938028877393525,-6732,-0.0434018717180157
2020-03-31,10.42,-0.168395849960096,0.00767754318618041,-0.168395849960096,-1.62517136423539,0.014021283812656,0.642041998817367,-163968,0.247616472731861
2020-04-30,10.39,-0.170790103750998,-0.00192492781520703,-0.170790103750998,-1.72474284304205,0.0101070391689459,0.966530746950532,-53352,0.244951839508228
2020-05-29,10.91,-0.0900750625521266,0.005499541704858,-0.0900750625521266,-1.86987384434687,0.00993347790016912,1.18030501685564,31334,0.16068824056007
2020-06-30,11.84,-0.0389610389610392,0.0101351351351353,-0.0389610389610392,-1.69085043423582,0.00993347790016912,3.47409263269112,-75517,0.0925678891715549
2020-07-31,12.64,0.0259740259740258,0.0443037974683542,0.0259740259740258,-1.808110703641,0.0149379613821054,4.42236261979698,64300,0.0212003635014887
2020-08-31,12.66,0.136445242369838,0.0489731437598735,0.136445242369838,-2.13990041240992,0.0144425582675162,11.7649148065352,89222,0.023677442783516
2020-09-30,13.07,0.173249551166966,0.033664881407804,0.173249551166966,-2.27944149151972,0.0131802725096434,2.66905219699568,-104803,-0.00819466813658436
2020-10-30,14.36,0.204697986577181,-0.0675487465181057,0.204697986577181,-2.19350318497621,0.0248017785863159,1.40552484151323,61936,-0.0638102669875364
2020-11-30,14.51,0.121329211746523,-0.0475534114403859,0.121329211746523,-1.99894354678405,0.0248017785863159,2.23850697600842,50206,-0.0608987650227292
2020-12-31,15.49,0.197063369397218,-0.05229180116204,0.197063369397218,-2.13470681894309,0.0271927026013699,1.72315207538815,-12806,-0.0696599545138465
2021-01-29,15.83,0.179582712369597,-0.047378395451674,0.179582712369597,-2.11146815596992,0.0285744320856519,1.51843519453705,39761,-0.0559614503843931
2021-02-26,17.53,0.199863107460643,-0.0616086708499716,0.199863107460643,-2.04116453080162,0.0285744320856519,0.647090993754685,-72915,-0.136878197919853
2021-03-31,14.77,0.0214384508990313,0,0.0214384508990313,-1.49655001149482,0.0285744320856519,0.891525138724849,32366,0.114717157495294
2021-04-30,17.44,0.673704414587332,-0.0263761467889909,0.673704414587332,-0.808370448833027,0.0423113508677908,0.631501445561331,-66071,-0.0295807826054352
2021-05-31,17.36,0.591200733272227,0.00172811059907851,0.591200733272227,-0.745234640761399,0.0351628981197189,0.550718458654008,16325,0.0191351401518126
2021-06-30,17.63,0.615948670944088,0.0147475893363587,0.615948670944088,-0.703723676092837,0.0284854226190236,0.541787280171169,-115554,0.0234158302062588
2021-07-30,17.91,0.512668918918919,0.0290340591848128,0.512668918918919,-0.557021360577346,0.0275289722305754,0.526120060621737,82003,0.0457860503198864
2021-08-31,19.84,0.569620253164557,0.0357862903225807,0.569620253164557,-0.568937994935984,0.0275289722305754,0.368106838815104,76883,-0.0473179233859006
2021-09-30,19.83,0.566350710900474,0.0257186081694403,0.566350710900474,-0.563021725342181,0.0265271265815959,0.361280344465986,-166203,-0.0277819316518253
2021-10-29,19.27,0.474368783473603,-0.0166061235080436,0.474368783473603,-0.405004213457883,0.0260769467856096,0.377622508423219,-12668,-0.00648780809919628
2021-11-30,18.6,0.295264623955432,-0.0172043010752688,0.295264623955432,-0.147000667465362,0.0260910672344457,0.490331507613751,2074,0.0418107528494176
2021-12-31,18.88,0.301171605789111,-0.0148305084745761,0.301171605789111,-0.158988695512463,0.0218257026755323,0.446886046499959,-14907,-0.00674531920018515
2022-01-31,18.22,0.150979153506001,-0.0230515916575191,0.150979153506001,0.0825033290718439,0.0183954204960287,0.416553212908397,26438,0.00392569089541354
2022-02-28,18,0.0268111808328582,-0.0166666666666667,0.0268111808328582,0.31198345301077,0.0148077703101414,0.476608341528114,-49354,0.0160738248310611
2022-03-31,19.49,0.111808328579578,-0.00872242175474591,0.111808328579578,0.157054941430425,0.016698419286124,0.400154625254464,-19238,-0.108228244280046
2022-04-29,19.35,0.310088016249154,-0.0103359173126616,0.310088016249154,1.24216143085651,0.0116364681543519,0.405951631797178,5193,-0.125321065270911
2022-05-31,19.4,0.112385321100917,0.00876288659793834,0.112385321100917,1.13627644598313,0.0116364681543519,0.369510193852544,18132,-0.168460884426248
2022-06-30,18.83,0.0846774193548385,-0.0175252257036643,0.0846774193548385,1.11577169170565,0.00463026515397829,0.412065624095261,-128753,-0.160701495803792
2022-07-29,17.54,-0.00510493477027796,0.00855188141391117,-0.00510493477027796,0.901184484082812,0.00215849909980478,0.485685980413979,24185,-0.107961132391049
2022-08-31,17.89,-0.00111669458403107,-0.00670765790944672,-0.00111669458403107,0.879031608691363,0.00408272416286041,0.371421990321357,13520,-0.175166581003172
2022-09-30,18.42,-0.0715725806451611,-0.0401737242128123,-0.0715725806451611,0.587346992004976,0.0039686992179576,0.353744098939354,-62933,-0.240668643869591
2022-10-31,17.97,-0.0674623767514272,-0.060100166944908,-0.0674623767514272,0.578964905961491,0.00316277834604804,0.414376987187714,43610,-0.255856087814523
2022-11-30,19.63,0.0186818889465488,-0.054508405501783,0.0186818889465488,0.593840920371407,0.0026477784784208,0.416737646198284,140062,-0.344211395307425
2022-12-30,20.04,0.0774193548387097,-0.0658682634730539,0.0774193548387097,0.425606335852727,0.00261636963481901,0.40087206588176,67509,-0.387999907588342
2023-01-31,21.76,0.152542372881356,-0.0606617647058824,0.152542372881356,0.309336344204766,0.00261636963481901,0.376194242699722,49728,-0.488211375195422
2023-02-28,22.08,0.21185510428101,-0.0910326086956521,0.21185510428101,0.20198877166753,0.00257296094344186,0.418121693252617,-82721,-0.512563243664531
2023-03-31,22.25,0.236111111111111,-0.0188764044943821,0.236111111111111,0.137024532617267,0.00290707659821019,0.403394401089485,76813,-0.564816554424483
2023-04-28,26.99,0.38481272447409,-0.0237124861059651,0.38481272447409,1.22540455616598,0.00290707659821019,0.15971670700615,-20222,-0.757940972842147
2023-05-31,25.06,0.295090439276485,-0.0127693535514765,0.295090439276485,1.02322590866979,0.00290707659821019,0.189580400798104,7379,-0.692042750456273
2023-06-30,22.89,0.179896907216495,-0.00436871996505028,0.179896907216495,0.867027795359371,0.00548474008308159,0.22408129841779,-107610,-0.639525291618434
2023-07-31,24.11,0.374572405929305,0.00746578183326418,0.374572405929305,0.646710686193448,0.00504545394047477,0.229132242135954,47835,-0.687579326020637
2023-08-31,25.06,0.428734321550742,0.0147645650438948,0.428734321550742,0.651407332426598,0.00531120753384915,0.235045709230722,35100,-0.729403417417611
2023-09-29,26.27,0.468418110676355,0.00799390940236022,0.468418110676355,0.570891761988141,0.00507001946415963,0.222104144368828,-67570,-0.78262392046684
2023-10-31,27.09,0.470684039087948,-0.0505721668512367,0.470684039087948,0.566518942318036,0.00507001946415963,0.244371968674992,-18536,-0.815669258066738
2023-11-30,26.04,0.449081803005009,-0.0384024577572964,0.449081803005009,0.554333279571067,0.00601820899478473,0.263056720371934,11777,-0.772923240052842
2023-12-29,20.58,0.0483953132959751,-0.0077745383867831,0.0483953132959751,-0.202223690018542,0.00446624309750737,0.499660625315176,-48057,-0.540118457542851
2024-01-31,24.13,0.204091816367265,-0.0364691255698301,0.204091816367265,-0.187668444142745,0.00199925450750823,0.46599468728782,20560,-0.697011950530053
2024-02-29,22.58,0.0376838235294115,-0.0394154118689104,0.0376838235294115,0.0554498328930174,0.00313618874643236,0.670308613832523,-10092,-0.620490131843612
2024-03-29,22.52,0.019927536231884,-0.0164298401420959,0.019927536231884,0.0890340786564294,0.00286513076644849,0.67501425551314,4851,-0.601042225953883
2024-04-30,19.71,-0.269729529455354,-0.015220700152207,-0.269729529455354,0.00551164670117895,0.00286513076644849,0.595689621709052,-11524,-0.470646487619113
2024-05-31,18.3,-0.321971100407558,-0.000546448087431761,-0.321971100407558,0.105826794826375,0.00624718319940484,1.41301187152405,45506,-0.396926633330294
