"Dates","CO1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2022-10-31,94.83,0.123844512917753,-0.0213012759675207,0.123844512917753,-0.205010707408007,0.0159673024608478,0.894142345999159,117627,-0.440010486976683
2022-11-30,85.43,0.0124437070395829,0.0180264544071169,0.0124437070395829,-0.0536573974272981,0.0168330295592005,1.05233507090123,-165229,-0.335621999244575
2022-12-30,85.91,0.217372821312173,-0.00302642300081468,0.217372821312173,-0.0324412806736475,0.017138125241197,1.04462884638372,19859,-0.285324006165024
2023-01-31,84.49,0.0862689637438934,0.0114806485974672,0.0862689637438934,0.17808500954858,0.017138125241197,1.1485650259601,309360,-0.237778467739665
2023-02-28,83.89,-0.0802543580747722,-0.00524496364286564,-0.0802543580747722,0.125734277528028,0.0170513944008734,0.975557213737366,-28539,-0.213337612947611
2023-03-31,79.77,-0.210119813842954,0.00150432493418595,-0.210119813842954,0.338219967399873,0.0176646870413902,0.869147101703255,75268,-0.103060246124305
2023-04-28,79.54,-0.262904272078584,0.00993210963037461,-0.262904272078584,0.487656795118791,0.0176646870413902,0.314180242209686,26204,-0.100172791980812
2023-05-31,72.66,-0.335467349551856,-0.000825763831544202,-0.335467349551856,0.691197204984625,0.0176646870413902,0.379755219198291,55991,-0.00879376602928492
2023-06-30,74.9,-0.390263757733637,0.00680907877169545,-0.390263757733637,0.281854264990432,0.0177545135659031,0.3667582782994,-38220,-0.0221267241461796
2023-07-31,85.56,-0.222252522497955,-0.00151940158952779,-0.222252522497955,0.48807252009245,0.0161362270863126,0.369299535828529,-1544,-0.18809935545382
2023-08-31,86.86,-0.210435414962276,-0.000345383375546904,-0.210435414962276,0.414173637641233,0.0159311656796372,0.384352308923428,-33959,-0.206461531596168
2023-09-29,95.31,-0.0122292465540472,-0.0326303640751233,-0.0122292465540472,0.306309236502881,0.016546063878361,0.368119979380952,30116,-0.296461204967553
2023-10-31,87.41,-0.00625284220100031,-0.0273424093353163,-0.00625284220100031,0.322054010191843,0.016546063878361,0.316901650472122,-9844,-0.20719335874131
2023-11-30,82.83,-0.126542233470421,-0.023783653265725,-0.126542233470421,0.621237430613485,0.0175622795011081,0.340786173615051,-119831,-0.15821509428951
2023-12-29,77.04,-0.0982090600491631,-0.00168743509865021,-0.0982090600491631,0.735162163096965,0.00884224483435599,0.439441019706344,-84420,-0.104703951770096
2024-01-31,81.71,-0.048888371551624,-0.0141965487700404,-0.048888371551624,0.558863351069931,0.00576542110697758,0.517186469707254,215411,-0.179503167914357
2024-02-29,83.62,-0.0102970765771095,-0.0204496531930162,-0.0102970765771095,0.438342160135549,0.0119614893301359,0.668268079857749,-22951,-0.209917207155385
2024-03-29,87.48,0.0427941351770178,-0.00548696844993146,0.0427941351770178,0.28013482533192,0.0126799250840114,0.593020648375735,132651,-0.298800729045075
2024-04-30,87.86,0.104601458385718,-0.0174140678351924,0.104601458385718,0.129899660161663,0.0126799250840114,0.528283790163582,51638,-0.308420717006221
2024-05-31,81.62,0.0261503645964294,-0.00624846851261951,0.0261503645964294,0.248626061153194,0.0156573844157001,0.763844970042535,84413,-0.255648322502054
