"Dates","GC1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-11-29,1250.6,-0.272526321912629,-0.000159923236846216,-0.272526321912629,0.17227167281752,0.00925370422830333,8.04859099759496,-3797,-0.344835420862668
2013-12-31,1202.3,-0.297270442457186,0.000582217416618125,-0.297270442457186,0.303144743053499,0.00925370422830333,1.78693206442997,-4416,-0.301972310380389
2014-01-31,1240.1,-0.25999522616064,-0.00024191597451817,-0.25999522616064,0.150055254534777,0.0104517455299819,1.9227466814017,-5744,-0.330732381553283
2014-02-28,1321.6,-0.204143080814163,0.0002269975786926,-0.204143080814163,0.0781876604107114,0.00935865095121077,2.37751062973245,12497,-0.396538663268862
2014-03-31,1283.4,-0.195259593679458,0.000311672120928641,-0.195259593679458,0.105323271840481,0.0086400673425003,4.61451162706674,-18742,-0.346650809436452
2014-04-30,1295.9,-0.187421620265864,0.000077166448028354,-0.187421620265864,0.022956040639632,0.00876048922329827,1.03639728381559,12651,-0.342352957086247
2014-05-30,1245.6,-0.15386183003872,0.000321130378933887,-0.15386183003872,-0.021891712913496,0.00786411386502031,0.792504309134471,-2874,-0.252700262865368
2014-06-30,1322,0.0803301462776826,0.000302571860816947,0.0803301462776826,0.0893046878986037,0.00786411386502031,1.53066135291581,23708,-0.312228662757212
2014-07-31,1281.3,0.0470703603824467,0.000468274408803593,0.0470703603824467,0.217695742647901,0.00839523895227377,0.694211673293868,-32508,-0.249785344054652
2014-08-29,1286.5,-0.0197348369399573,0.000699572483482402,-0.0197348369399573,0.344029920916871,0.0108718342843313,0.710287306355609,-3454,-0.239214808380482
2014-09-30,1210.5,-0.132755409084396,0.000908715406856553,-0.132755409084396,0.549558508454103,0.0112476850688486,0.305654322046361,14790,-0.178322953036796
2014-10-31,1171.6,-0.116773464003015,0.000682826903380063,-0.116773464003015,0.559856898726442,0.0124971591142541,0.35725331226953,36854,-0.118787262443108
2014-11-28,1175.2,-0.112185540530332,0.000255275697753632,-0.112185540530332,0.530898821108339,0.0124971591142541,0.275977875905518,-43869,-0.109977148919739
2014-12-31,1184.1,-0.0531744762513994,0.000675618613293016,-0.0531744762513994,0.425094948873108,0.0124971591142541,0.350813534149524,-1213,-0.0868359913844407
2015-01-30,1278.5,0.0633785244947185,0.000547516621040245,0.0633785244947185,0.286896158269424,0.00955829858315696,0.573867623805967,51148,-0.145682082214017
2015-02-27,1213.1,-0.0217724377066368,0.00074190091501114,-0.0217724377066368,0.479037796280047,0.00955829858315696,0.24870550288368,-21105,-0.0818165989412759
2015-03-31,1183.1,-0.104797215496368,0.0000845237089004414,-0.104797215496368,0.780362895642238,0.00955829858315696,0.261106951186218,-14104,-0.0238246707974893
2015-04-30,1182.4,-0.0786972105345176,0.000845737483085252,-0.0786972105345176,0.670944783377722,0.00954294395591009,0.260600520000166,22670,-0.000221217346944728
2015-05-29,1189.4,-0.0821822671502432,0.000336304018832889,-0.0821822671502432,0.693744572062066,0.0132649262793001,0.269115111583665,-12536,0.00381815975632677
2015-06-30,1171.8,-0.0592485549132946,0.00085338795016221,-0.0592485549132946,0.666660830367234,0.0167038761713961,0.273684090937685,44582,0.0328572657253736
2015-07-31,1094.9,-0.17178517397882,-0.000182665083569344,-0.17178517397882,0.774173804989876,0.0209138589175642,0.230741828165588,-7206,0.139608386022985
2015-08-31,1132,-0.120093276331131,0.000441696113074208,-0.120093276331131,0.51680216043514,0.0171266629560061,0.258422168056758,-23139,0.125364484146821
2015-09-30,1115.5,-0.13291877186164,-0.000268937696100369,-0.13291877186164,0.568110279746998,0.016070582355703,0.173490965397977,5123,0.140047729037362
2015-10-30,1141.4,-0.0570838496489049,0.000788505344313961,-0.0570838496489049,0.412732071916889,0.0160476028201898,0.186474468379565,37492,0.152362187754311
2015-11-30,1065.8,-0.0930905377808032,-0.000469131169074877,-0.0930905377808032,0.291946860596371,0.0160476028201898,0.17706780210473,-61899,0.23016208629274
2015-12-31,1060.2,-0.0978556841388698,0.000565930956423211,-0.0978556841388698,0.296361279768462,0.0148604334409628,0.176856283358705,22548,0.26285082437585
2016-01-29,1116.4,-0.0571742251499027,0,-0.0571742251499027,0.2103038298135,0.0123069377080377,0.223828072055743,-41786,0.232306852742275
2016-02-29,1234.4,0.0175583216552635,0.000567077122488602,0.0175583216552635,0.448123160826855,0.0165753236180189,0.380500742837001,77032,0.14515281625891
2016-03-31,1234.2,0.017393454785261,0.00113433803273355,0.017393454785261,0.483420719278132,0.0123502871311636,0.440895466113106,23097,0.186156607846127
2016-04-29,1290.5,0.0907784633589723,0.00162727624951553,0.0907784633589723,0.216222334619939,0.00885856838358737,0.578709016353452,75957,0.151529213908376
2016-05-31,1214.8,0.0213553051958966,0.00222258808034259,0.0213553051958966,0.243621597663641,0.00885856838358737,0.63465791098645,-55199,0.242821514204573
2016-06-30,1320.6,0.110307718177232,0.002574587308799,0.110307718177232,0.135614281359965,0.0160464050758136,0.713955975377336,126914,0.168304303121649
2016-07-29,1349,0.151220344768732,0.00303928836174938,0.151220344768732,0.0052382876480642,0.0154662626891995,0.604283723325193,-52437,0.154531841952828
2016-08-31,1307.9,0.194538314001278,0.00267604556923318,0.194538314001278,0.0825713015960767,0.0154662626891995,2.59166317496377,-14069,0.211554962759676
2016-09-30,1313.3,0.160159010600707,0.00289347445366639,0.160159010600707,0.202865920528761,0.0157951156187365,3.02111738455663,6607,0.219706482660957
2016-10-31,1273.1,0.115384615384615,0.00298484015395495,0.115384615384615,0.26425242116115,0.0183940822086619,12.6720514860782,-52750,0.266205749337372
2016-11-30,1170.8,0.0257578412475905,0.00264776221387097,0.0257578412475905,0.241149967745165,0.0208005699723191,2.67246042067946,-107486,0.34997334458724
2016-12-30,1151.7,0.0805967348470631,0.00225753234349213,0.0805967348470631,0.252674934153157,0.0203986226865209,1.71049174834518,22254,0.365008355983348
2017-01-31,1208.6,0.0825868864206369,0.00231673010094346,0.0825868864206369,0.199998151910735,0.0203986226865209,1.82264334635896,-24921,0.323715190154124
2017-02-28,1253.9,0.123163740594768,0.00263178881888515,0.123163740594768,0.100603294468646,0.0211164787980937,1.60604816255516,47648,0.28691916088509
2017-03-31,1247.3,0.0104504212572909,0.0031267537881825,0.0104504212572909,0.0123138944935036,0.0207579645028725,3.36690229428661,-28527,0.290192040493193
2017-04-28,1268.3,0.0276292335115862,0.0026807537648823,0.0276292335115862,-0.0627647612080536,0.0207579645028725,3.10928327853931,53233,0.275834591100051
2017-05-31,1272,-0.0143355288647811,0.00267295597484285,-0.0143355288647811,0.0672082916335796,0.0207579645028725,1.29320141611156,-27809,0.274469259303188
2017-06-30,1242.3,0.022637471188673,0.0029783466151494,0.022637471188673,0.0961438278038694,0.0148288524238405,2.24445797857292,17579,0.294515909109621
2017-07-31,1266.6,-0.0610822831727208,0.00276330333175423,-0.0610822831727208,-0.425496430706082,0.0135296915928995,7.32295507073969,-23595,0.279830574201967
2017-08-31,1318.5,-0.0226093402520388,0.00280621918847168,-0.0226093402520388,-0.479138374082729,0.0179437117980124,1.19838187107044,113209,0.232313478719017
2017-09-29,1281.5,-0.0201850294365011,0.0025751072961373,-0.0201850294365011,-0.490229942845146,0.00999892045467637,2.33924451876855,-19288,0.255374590740317
2017-10-31,1270.5,-0.0325896596360312,0.00330578512396706,-0.0325896596360312,-0.414267353965861,0.00999892045467637,0.83009593183301,1035,0.254783715903418
2017-11-30,1273.2,0.0000785484251042412,0.00274897895067538,0.0000785484251042412,-0.611358185152928,0.0102636012819127,0.588043442244742,-46409,0.251387877137446
2017-12-29,1309.3,0.118295182781004,0.0035897044222104,0.118295182781004,0.106714041074588,0.0115434415236749,0.473331329071393,7461,0.195633726863339
2018-01-31,1339,0.162629156898498,0.00306198655713219,0.162629156898498,-0.123799353072917,0.0103407483220748,0.803265617269646,59065,0.159005555076377
2018-02-28,1317.9,0.0904352142975342,0.004400940890811,0.0904352142975342,-0.0202872948335104,0.00919589666443255,0.523519626335904,-24223,0.172724471835606
2018-03-30,1322.8,0.054948560491267,0.00340187481100696,0.054948560491267,0.0744916965221977,0.0271475102448373,0.506167595113188,-28247,0.129175077611645
2018-04-30,1319.2,0.040132460774265,0.0046240145542753,0.040132460774265,0.17087006168869,0.0271475102448373,0.419036740418387,4135,0.131900287473893
2018-05-31,1300.1,0.0250729322715448,0.00353818937004857,0.0250729322715448,0.299168392572064,0.0255234483662117,0.493028350491089,-44576,0.11270216363579
2018-06-29,1254.5,-0.0137578616352202,0.00454364288561182,-0.0137578616352202,0.251484658197248,0.021862565600497,0.721661059876637,18316,0.133655106241772
2018-07-31,1223.7,-0.0149722289302103,0.0039225300318706,-0.0149722289302103,0.247602332248714,0.021862565600497,0.825329220287432,-24785,0.122058909863793
2018-08-31,1201.6,-0.0513184904468654,0.00424434087882841,-0.0513184904468654,0.526035013210148,0.0210442175394091,0.460994502431564,13929,0.121242509620169
2018-09-28,1191.5,-0.0963215775502466,0.00394460763743187,-0.0963215775502466,0.486501039892332,0.0210442175394091,0.701601872583771,-10460,0.115975400474388
2018-10-31,1215,-0.0518923136948888,0.00477366255144029,-0.0518923136948888,0.244567818062864,0.0210442175394091,0.60933614363344,35387,0.0759111661155754
2018-11-30,1220.2,-0.0395907123179848,0.0047533191280118,-0.0395907123179848,0.104685742630919,0.0186405536897071,0.580805115453112,-102601,0.0582596302947404
2018-12-31,1281.3,-0.0213854731535933,0.00499492702723803,-0.0213854731535933,0.649618229470558,0.016199990084274,0.243766322651829,62450,0.00934123411395185
2019-01-31,1319.7,0.00794317574276371,0.00416761385163289,0.00794317574276371,0.445481606650398,0.0106142194955254,0.257096428534893,25884,-0.0209034830724405
2019-02-28,1316.1,-0.0171023151605675,0.00501481650330526,-0.0171023151605675,0.668613490357057,0.00736268699707419,0.26095789366426,12635,-0.0194622855533226
2019-03-29,1293,-0.0188936945139995,0.00425367362722362,-0.0188936945139995,0.668619603148768,0.00819798557238207,0.595855392511841,-44165,-0.00883629578160213
2019-04-30,1285.7,-0.0280465678863016,0.00466671851909473,-0.0280465678863016,0.754478567431963,0.0097052830304481,2.60289075303275,-15703,-0.0107456095400691
2019-05-31,1305.8,-0.0101576713159489,0.00405881451983459,-0.0101576713159489,0.574968201524251,0.00812671583535271,1.2453712053477,35066,-0.0412752038564648
2019-06-28,1413.7,0.0873778940081535,0.00417344556836663,0.0873778940081535,0.849688554653702,0.00812671583535271,0.232801802740946,115778,-0.120669704976919
2019-07-31,1426.1,0.13678756476684,0.00399691466236596,0.13678756476684,0.978850333531432,0.00812671583535271,0.453604900331531,-16771,-0.128954715041442
2019-08-30,1523,0.244586091362262,0.00420223243598161,0.244586091362262,0.730954677234528,0.00798815164122208,0.263320822866474,45388,-0.19635153503967
2019-09-30,1465.7,0.230130088124213,0.00491232858020063,0.230130088124213,0.366494683537772,0.00798815164122208,0.281787345829981,871,-0.162682151991802
2019-10-31,1514.8,0.271338648762065,0.00462107208872453,0.271338648762065,0.285535645629175,0.0113562596655878,0.236077793223158,70862,-0.205783284569774
2019-11-29,1465.6,0.206255144032922,0.00484443231441056,0.206255144032922,0.312948010686705,0.00831403249911598,0.239707766637347,-6383,-0.179430627031732
2019-12-31,1523.1,0.248237993771512,0.00407064539426183,0.248237993771512,0.124472510879092,0.00831403249911598,0.105467730644463,111586,-0.222559135016471
2020-01-31,1582.9,0.235385936158589,0.0031587592393707,0.235385936158589,0.156998203017037,0.00794254325798162,0.095906554589514,-107591,-0.275502183394643
2020-02-28,1566.7,0.18716374933697,0.00325524988830028,0.18716374933697,0.348860205074719,0.00794254325798162,0.111642723668674,19386,-0.270748605468107
2020-03-31,1583.4,0.224593967517401,0.00833649109511159,0.224593967517401,0.159717194947724,0.00794254325798162,0.119928957542547,-202551,-0.296533717334975
2020-04-30,1694.2,0.310286156225831,0.0040136937787747,0.310286156225831,0.0379320939482976,-0.0134259232694685,0.10936960466745,-5101,-0.368695883322286
2020-05-29,1736.9,0.350937232635918,0.00852092809027583,0.350937232635918,-0.105506480535912,-0.0134085463767283,0.101824901351092,-3061,-0.393840216560033
2020-06-30,1800.5,0.273608262007498,0.00527631213551794,0.273608262007498,-0.290243293465783,-0.0134085463767283,0.0943983436338522,74102,-0.437348186728169
2020-07-31,1962.8,0.388413383320365,0.00565518646831054,0.388413383320365,-0.13228077639159,-0.00240605805030916,0.0827400360067477,-1983,-0.544367678663025
2020-08-31,1970.5,0.293827971109652,0.00411063181933513,0.293827971109652,0.0161070964392395,-0.00209362477906156,0.0856008694759687,-15604,-0.546725571843103
2020-09-30,1887.5,0.239330269205515,0.00423841059602648,0.239330269205515,0.0438704210908196,-0.0028978284789309,0.0984180747318706,11962,-0.503691456331224
2020-10-30,1879.9,0.282595346933206,0.00388318527581255,0.282595346933206,0.088681340316069,-0.00532652314075716,0.0999056224101645,-13952,-0.486192927272143
2020-11-30,1775.7,0.211585698689956,0.00292842259390658,0.211585698689956,-0.0488893546456649,-0.00532652314075716,0.124388176526431,-33,-0.433871661635548
2020-12-31,1895.1,0.29305403930131,0.00237454487889832,0.29305403930131,-0.169924609619767,-0.00107472653385587,0.120310448650411,18075,-0.483419080024791
2021-01-29,1847.3,0.212855360777362,0.00162399177177508,0.212855360777362,0.0651814160620804,-0.00232435451932602,0.131979189969799,-39389,-0.446276432226592
2021-02-26,1728.8,0.0921725946048395,0.00161962054604348,0.0921725946048395,0.156970000948173,-0.00232435451932602,0.191258528857078,-51533,-0.373838431062495
2021-03-31,1713.8,0.0938916193272485,0.00105029758431563,0.0938916193272485,0.151544267141506,-0.00232435451932602,0.188072753090424,-11820,-0.345933625381661
2021-04-30,1767.7,0.11639509915372,0.00118798438649081,0.11639509915372,0.0657867001270961,0.000466477735656761,0.17103053495536,7145,-0.370247975205242
2021-05-31,1902.5,0.0953422764695724,0.00147174770039427,0.0953422764695724,0.145222017441722,0.00592040069009659,0.148045064420778,32642,-0.43859664502493
2021-06-30,1771.6,0.0199781219413899,0.00107247685707845,0.0199781219413899,0.197633432253098,-0.00390223180639572,0.16552882581315,-41511,-0.361940133601433
2021-07-30,1812.6,0.0067203554568176,0.00104821802935007,0.0067203554568176,0.242587936566089,-0.00444716930053186,0.156231567773834,32813,-0.363628912887763
2021-08-31,1815.8,-0.0748930099857346,0.00126665932371406,-0.0748930099857346,0.251032287356589,-0.00444716930053186,0.143722769336268,18709,-0.368912595969858
2021-09-30,1755.3,-0.10921086018777,0.000968495413889325,-0.10921086018777,0.393758581593215,-0.00581434177715793,0.147993816878958,-19703,-0.333620195593799
2021-10-29,1783.9,-0.0548874172185428,0.00112113907730249,-0.0548874172185428,0.18605491480994,-0.00579102312308668,0.142398820003538,17546,-0.348313162399195
2021-11-30,1773.6,-0.0565455609340924,0.00163509246729809,-0.0565455609340924,0.194023225118907,-0.00578024564842005,0.151819525754272,26912,-0.344595086703698
2021-12-31,1828.6,0.0297910683110885,0.0013124794925079,0.0297910683110885,-0.0385976570677037,-0.00545568468929891,0.143310700718178,-19277,-0.372512188541713
2022-01-31,1795,-0.0283115898879445,0.000779944289693635,-0.0283115898879445,-0.0253553652817729,-0.00684350462666577,0.168036339922238,9911,-0.363476106783036
2022-02-28,1900.7,0.0994331328088847,0.00173620245172823,0.0994331328088847,-0.13844754836406,-0.00324332511067355,0.160906271666711,80785,-0.420693324217448
2022-03-31,1949.2,0.127487274409995,0.00246254873794371,0.127487274409995,-0.229458065186496,-0.00154189793765211,0.142412376042097,-33318,-0.443174548459794
2022-04-29,1911.7,0.115474384408916,0.00360935293194542,0.115474384408916,-0.186324021795876,-0.00239011195775544,0.151108019245086,-8697,-0.427880603524018
2022-05-31,1842.7,0.0424280138032473,0.00309328702447509,0.0424280138032473,0.068005813929689,-0.00239011195775544,0.167876669289599,-47550,-0.389615655649639
2022-06-30,1807.3,-0.0500394218134035,0.00497980412770427,-0.0500394218134035,-0.0381898720642114,-0.00477407036042683,0.22223920049199,-17890,-0.361717909347826
2022-07-29,1762.9,-0.00491081508241131,0.00487832548641443,-0.00491081508241131,0.471893496891948,-0.00584021099873673,0.247895717110469,-28994,-0.329782240031548
2022-08-31,1716.9,-0.0527970870572658,0.00541673947230481,-0.0527970870572658,0.74405397493663,-0.00591554308977495,0.399491410065479,-7431,-0.292441052783116
2022-09-30,1662.4,-0.0844806696772775,0.00577478344562077,-0.0844806696772775,0.851617150241577,-0.00603851204639035,0.518585776764647,-27383,-0.256056003259457
2022-10-31,1640.7,-0.0802735579348619,0.00865484244529768,-0.0802735579348619,1.01241443386485,-0.00640670384159405,0.418228585611287,32601,-0.23707571271661
2022-11-30,1746,-0.0212455855148832,0.00796105383734247,-0.0212455855148832,0.820656286687698,-0.00677710214402294,0.295996904354947,-35342,-0.29928019009532
2022-12-30,1826.2,0.029657194406856,0.00876136239185188,0.029657194406856,0.534608079206206,-0.00695833646037428,0.248013417309903,13129,-0.344891529468073
2023-01-31,1929.5,0.0551788253308541,0.0081886499093029,0.0551788253308541,0.480665397322508,-0.00695833646037428,0.237405753644689,29230,-0.401021867381229
2023-02-28,1836.7,0.0232311977715876,0.00898350302172379,0.0232311977715876,0.40873131758312,-0.00717751953363502,0.36269974114175,-44752,-0.350090617562617
2023-03-31,1969,0.0359341295312254,0.00873539867953288,0.0359341295312254,0.45255407728152,-0.00882462343500069,0.265190406540353,29617,-0.433057903629066
2023-04-28,1999.1,0.0256002462548739,0.00960432194487515,0.0256002462548739,0.506041990106907,-0.00882462343500069,0.260808171992163,19310,-0.448229183251638
2023-05-31,1963.9,0.0273055395721087,0.0092672743011355,0.0273055395721087,0.50251196034014,-0.00882462343500069,0.425079657768077,-30638,-0.437248806012419
2023-06-30,1929.4,0.0470505236880663,0.00989945060640607,0.0470505236880663,0.504703870534287,-0.0088735956590251,0.48267246091287,-4188,-0.422819901224857
2023-07-31,1970.5,0.117760508253446,0.009540725704136,0.117760508253446,0.200806240863931,-0.00889329512219923,0.536799014930201,3595,-0.439482432387734
2023-08-31,1947,0.104430200238244,0.00970724191063188,0.104430200238244,0.308170796425751,-0.00926862573859313,2.92249125317485,-1943,-0.428873136624317
2023-09-29,1848.1,0.0764167977168155,0.00973973269844697,0.0764167977168155,0.217313481971879,-0.00999230314606929,1.71797338596922,-10073,-0.378253228985083
2023-10-31,1994.3,0.199651106833493,0.0101790101790102,0.199651106833493,0.0173210601200796,-0.00999230314606929,0.71608920255108,43238,-0.456644927617744
2023-11-30,2038.1,0.242213689278966,0.00937147343113676,0.242213689278966,-0.130309858313191,-0.0099905661597248,0.578840900989576,22877,-0.482070979509654
2023-12-29,2071.8,0.18659793814433,0.00965344145187763,0.18659793814433,-0.0139130923832797,-0.0109761566392554,0.333809461907169,-567,-0.48868643110838
2024-01-31,2048.4,0.121673420216844,0.00927553212263232,0.121673420216844,0.228021564908425,-0.0102640143128739,0.43410862624852,-65325,-0.466994926341812
2024-02-29,2054.7,0.0648872764965016,0.0096851121818271,0.0648872764965016,0.433098129919197,-0.0103090518246247,0.262265579502114,-8711,-0.466153229653226
2024-03-29,2217.4,0.207273915173954,0.00947055109587813,0.207273915173954,0.351366583567988,-0.0106337291462127,0.206798852339918,83752,-0.51323648007578
2024-04-30,2302.9,0.151968385773599,0.00946632506839196,0.151968385773599,0.379482283275802,-0.0106337291462127,0.178733011486757,11957,-0.54241418153005
2024-05-31,2322.9,0.16197288779951,0.00985836669680151,0.16197288779951,0.420511559551224,-0.00988939613266399,0.190419009482808,-60540,-0.526844071761074
