"Dates","LC1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2012-08-31,118.075,0.0483906770255267,0.0673300868092315,0.0483906770255267,0.544910099181678,0.0112932167382391,0.198248426020637,-13762,-0.229110109830112
2012-09-28,122.075,0.0803097345132737,0.0215031742781078,0.0803097345132737,0.351808450224158,0.0108822215214472,0.169838968915978,-7471,-0.262915648617815
2012-10-31,126.75,0.037658616455178,-0.00650887573964498,0.037658616455178,-0.652473538475703,0.0108822215214472,0.145381469598349,27682,-0.3106929966515
2012-11-30,126.725,0.0578046744574288,0.0289998027224305,0.0578046744574288,-0.828855487271621,0.0109894083747776,0.145708310243525,29765,-0.311116946601171
2012-12-31,129.9,0.0569568755085432,0.0184757505773672,0.0569568755085432,-0.749194837873694,0.0142114132017932,0.144108994076803,-10280,-0.320902518587273
2013-01-31,127.625,0.0384458909682666,0.0405484818805093,0.0384458909682666,-0.587328241558598,0.013623195219584,0.16102989713416,2510,-0.299845453273071
2013-02-28,128,0.0252302763315977,0.014453125,0.0252302763315977,-0.50883871178547,0.0143757405779206,0.177457536521539,3281,-0.303055720090784
2013-03-29,128.9,0.0097924010967485,-0.0351047323506595,0.0097924010967485,-0.458515306928333,0.0142548297685826,0.174166083317468,-4989,-0.305016487975721
2013-04-30,128.4,0.0660024906600243,-0.0506230529595015,0.0660024906600243,0.513451975396611,0.0170478971238291,0.203294989156876,-2520,-0.297727163765504
2013-05-31,121.3,0.0214736842105263,-0.00700741962077489,0.0214736842105263,-0.516613717427973,0.0177817026804365,0.298166598102053,-28432,-0.248141893462166
2013-06-28,118.15,0.00896669513236548,0.032797291578502,0.00896669513236548,-0.447532829428735,0.0177817026804365,0.197768901533114,-31529,-0.221131013009941
2013-07-31,121.45,0.042042042042042,0.0331412103746398,0.042042042042042,-0.581202318385691,0.0177817026804365,0.196065337325033,16950,-0.268765938369116
2013-08-30,122.7,0.0321766561514196,0.0334148329258352,0.0321766561514196,-0.545125246753441,0.0245227360921589,0.189435872041455,8562,-0.285969957781242
2013-09-30,127.85,0.0473069834118371,0.0322643723113023,0.0473069834118371,-0.504479398463719,0.0245227360921589,0.192281565174238,10083,-0.327801812126033
2013-10-31,134.5,0.101781691583043,-0.0131970260223049,0.101781691583043,-0.41117622936381,0.0239345188630415,0.176776064273328,27877,-0.385267262112155
2013-11-29,133.475,0.0530571992110456,0.00580633077355319,0.0530571992110456,-0.225861875408298,0.0184474924348354,0.181584683899059,5630,-0.386335634877769
2013-12-31,134.5,0.061353324127047,0.000929368029739752,0.061353324127047,-0.284394370762456,0.0184474924348354,0.199031864291669,-9412,-0.405929900122109
2014-01-31,141.675,0.0906466512702082,-0.0088230104111523,0.0906466512702082,-0.148604282325258,0.0197483129876467,0.19659527421522,50651,-0.47164197838487
2014-02-28,151.95,0.190597453476984,-0.0459032576505429,0.190597453476984,-0.13635404464556,0.0188124620349608,0.174133421040962,-8889,-0.551127320225397
2014-03-31,145.85,0.131497284716835,-0.0572505999314363,0.131497284716835,-0.101180289770281,0.0174319329703604,0.21106357603376,5661,-0.528835339103106
2014-04-30,145.825,0.131303335919317,-0.0591462369278245,0.131303335919317,-0.0447314798450771,0.0171615382009846,0.221843076326212,-31153,-0.544222991820869
2014-05-30,137.8,0.0732087227414333,0.00580551523947737,0.0732087227414333,-0.054630426169959,0.0179406363734559,0.305024097499442,4983,-0.500807037327963
2014-06-30,153,0.294964028776978,-0.0191176470588236,0.294964028776978,0.0728914103976097,0.0179406363734559,0.130001853308486,7308,-0.60544160014084
2014-07-31,157.925,0.336648328396107,-0.00379927180623729,0.336648328396107,0.0322897708061281,0.017634968049225,0.133779637469229,-13943,-0.631824406955578
2014-08-29,155.9,0.283655825442569,-0.0287042976266837,0.283655825442569,0.181189947576117,0.0190830391195862,0.140072374850075,-34376,-0.611231259285324
2014-09-30,160.45,0.307660961695192,0.0188532253038329,0.307660961695192,0.0955225116016851,0.0221803011379275,0.131348199384232,9968,-0.639998850777459
2014-10-31,169.5,0.325772389518967,-0.0203539823008849,0.325772389518967,0.050565053522276,0.0184720724736727,0.132072301108088,-8181,-0.66977817290896
2014-11-28,168.875,0.255576208178439,0.0020725388601035,0.255576208178439,0.274928826113521,0.0184720724736727,0.124628602736623,12472,-0.666849098205312
2014-12-31,165.7,0.241430979584192,-0.0129752564876281,0.241430979584192,0.289269675831752,0.0184720724736727,0.144391576115722,-55460,-0.635730893860202
2015-01-30,154.85,0.151301115241636,-0.0166289958023893,0.151301115241636,0.199035438366662,0.019374467938259,0.202636825195564,-16662,-0.559171908421244
2015-02-27,158,0.115228515969648,-0.0398734177215191,0.115228515969648,0.313411977614994,0.019374467938259,0.199556899758445,-6675,-0.575715824175694
2015-03-31,161.325,0.0616979269496549,-0.0557880055788006,0.0616979269496549,0.439850102815782,0.019374467938259,0.151395785011458,35063,-0.577306424689279
2015-04-30,159.5,0.0935893040795337,-0.0614420062695925,0.0935893040795337,0.428231225920894,0.0198777530001639,0.158214197397416,-2125,-0.554738624216484
2015-05-29,152.325,0.0445739756557519,-0.00689315608074825,0.0445739756557519,0.467580620227353,0.0213289730908048,0.18468165973316,37489,-0.499709058572191
2015-06-30,147.85,0.0729317851959361,0.00152181264795392,0.0729317851959361,0.553228705212943,0.0117339188838886,0.195333426391531,-62701,-0.452128055515524
2015-07-31,145.7,-0.0477124183006538,0.00154426904598504,-0.0477124183006538,-0.0413221719913623,0.0112692896638731,0.208510042034408,-7790,-0.398348248798526
2015-08-31,145.5,-0.0667094291212312,-0.0158075601374571,-0.0667094291212312,0.0221351048473788,0.0124595343506747,0.227502748456516,2673,-0.380123138044646
2015-09-30,124.675,-0.200288646568313,0.050130338881091,-0.200288646568313,-1.01066083851224,0.0351731677119401,1.27551288232992,15950,-0.225657402865285
2015-10-30,139.25,-0.132128388906201,0.0177737881508078,-0.132128388906201,-0.103993311357837,0.0351809181665789,0.495196626407974,-1685,-0.303841021472671
2015-11-30,130.05,-0.229903774981495,0.0176855055747789,-0.229903774981495,0.207264505986102,0.0351809181665789,1.28888246666155,18254,-0.233190003665025
2015-12-31,135.8,-0.195854922279793,0.00736377025036816,-0.195854922279793,0.0560323286280403,0.0302068402802284,0.803130608764297,-13351,-0.259441441404902
2016-01-29,135.3,-0.183464091732046,-0.00960827790096086,-0.183464091732046,0.0045501045849366,0.0286290224495556,1.06774406426993,11720,-0.240180519961453
2016-02-29,139.5,-0.117088607594937,-0.0181003584229391,-0.117088607594937,-0.16002888158042,0.029722540409509,0.68364131491513,-410,-0.260031265208279
2016-03-31,132.925,-0.15870253164557,-0.0669550498401354,-0.15870253164557,-0.0459682068875317,0.0249091851317999,1.22551846303192,15347,-0.190284194131067
2016-04-29,123.1,-0.236944057027739,-0.0664094232331438,-0.236944057027739,0.193992366100965,0.0122491349420831,33.6088327519008,-16450,-0.103541909771423
2016-05-31,121.1,-0.204989332020351,-0.0251857968620974,-0.204989332020351,0.119536115369105,0.0122491349420831,10.6649916526591,-15866,-0.0655256901401348
2016-06-30,120,-0.212210733628754,-0.043125,-0.212210733628754,0.0989233841707102,0.0106469676191229,1.53543141604171,-16608,-0.043044681877772
2016-07-29,113.075,-0.235204599256003,-0.0119389785540571,-0.235204599256003,0.168846403441034,0.0153667676219089,19.6644045293439,9217,0.0214897407729985
2016-08-31,111.95,-0.231640356897735,-0.0480125055828495,-0.231640356897735,0.153354461142611,0.0153667676219089,2.29918820843539,5837,0.0499722930708372
2016-09-30,98.9,-0.320274914089347,0.0123862487360971,-0.320274914089347,0.253964640543008,0.00730688348115603,0.7034463814254,7561,0.180560264854629
2016-10-31,103.1,-0.259605026929982,0.00218234723569366,-0.259605026929982,-0.191328242379269,0.00647977533411769,0.705930710837895,7479,0.137999753006164
2016-11-30,110.75,-0.204667863554758,0.0108352144469526,-0.204667863554758,-0.0820188640505657,0.00570303881945794,0.892806875029377,18198,0.0664237351038331
2016-12-30,119,-0.084967320261438,-0.0247899159663866,-0.084967320261438,-0.251241064121694,0.00539023004267341,2.21439072388922,16808,0.00205025619294312
2017-01-31,115.6,-0.14560236511456,-0.0123269896193772,-0.14560236511456,-0.0254639937399011,0.00539023004267341,1.34036390103134,42244,0.0399046188425315
2017-02-28,126.6,-0.0643015521064303,-0.068522906793049,-0.0643015521064303,-0.0162825382246561,0.0069068271427061,2.60955926324767,-14940,-0.0509919346292672
2017-03-31,119.95,-0.140143369175627,-0.0756565235514798,-0.140143369175627,0.216006922519893,0.0102247307908087,0.718798074330818,56886,0.0073318912870566
2017-04-28,138,0.0381794244874931,-0.101268115942029,0.0381794244874931,0.278949205360861,0.0102247307908087,9.08860246922139,36272,-0.13375571039747
2017-05-31,124.425,0.0107636068237205,-0.0219007434197307,0.0107636068237205,0.2238494374572,0.0102247307908087,5.75060134161295,-2036,-0.0219861194102272
2017-06-30,119.1,-0.0165152766308835,-0.0235096557514693,-0.0165152766308835,0.273251777904577,0.0103966859579197,2.24343613742444,-48021,0.0218351552852918
2017-07-31,112,-0.00950696440415644,-0.000446428571428514,-0.00950696440415644,0.232298393377124,0.0130041216696261,0.609549340680557,-22331,0.0914158685462235
2017-08-31,104.525,-0.0756135308423611,0.00837120306146866,-0.0756135308423611,0.358317133639853,0.00430304157096147,0.454626826018347,-41512,0.162460973335616
2017-09-29,109.1,-0.025457793657883,0.0563703024747939,-0.025457793657883,0.222075475398256,0.00589389607488153,0.534688491540551,19903,0.120404023038688
2017-10-31,120.5,0.21840242669363,0.0425311203319503,0.21840242669363,0.0683887691202088,0.00589389607488153,0.784543702930986,20235,0.0259763048205969
2017-11-30,119.9,0.162948593598448,0.0423269391159298,0.162948593598448,0.191741175315256,0.005685080421625,0.598389362410482,23452,0.0342785309297833
2017-12-29,123,0.110609480812642,-0.0117886178861789,0.110609480812642,0.304357986877237,0.00728320638910329,0.66736916080616,-42838,0.00767838804753603
2018-01-31,123.85,0.0407563025210087,-0.00746871215179645,0.0407563025210087,0.479349169123787,0.0105437002906853,1.05580367229253,27799,0.00382794866543371
2018-02-28,127.5,0.102941176470589,-0.0331372549019607,0.102941176470589,0.332874880712362,0.0137317801244556,1.12948196681913,14034,-0.0215708563588283
2018-03-30,113.75,-0.101500789889415,-0.0982417582417582,-0.101500789889415,0.496109853449818,0.0155146780317318,0.677847151635927,-19831,0.0994640447120359
2018-04-30,123.75,-0.103260869565217,-0.142626262626263,-0.103260869565217,0.0597407303478759,0.0155146780317318,0.977059340330162,-8443,0.015203701094296
2018-05-31,105.05,-0.238768115942029,-0.0104712041884816,-0.238768115942029,-0.0581619815850767,0.00275921306289961,0.712491138094238,-4362,0.188523376988672
2018-06-29,107,-0.140044203335343,-0.00257009345794401,-0.140044203335343,-0.29691392227635,-0.000815198232781362,0.766367330076715,-19430,0.170209298238777
2018-07-31,107.675,-0.0959277917716207,0.0150917111678663,-0.0959277917716207,-0.438893529797791,-0.000815198232781362,0.889133962541854,-15032,0.175628493195596
2018-08-31,106.8,-0.0464285714285719,0.0184925093632959,-0.0464285714285719,-0.592653666083816,-0.000801173959898233,0.91553764223719,-3296,0.198261494102148
2018-09-28,113.45,0.0853862712269788,0.0475980608197444,0.0853862712269788,-0.890305332160123,-0.000801173959898233,1.33573939002386,24145,0.139276390721452
2018-10-31,115.85,0.061869844179651,0.009495036685369,0.061869844179651,-0.856075354477244,-0.000801173959898233,1.62019653256973,17388,0.137257303584269
2018-11-30,116.925,-0.0296680497925315,0.0305751550138977,-0.0296680497925315,-1.09492138287087,0.000211995823829676,1.78205186983379,-8570,0.133447097695018
2018-12-31,124.8,0.0146341463414632,-0.00741185897435892,0.0146341463414632,-1.01204172080172,-0.00328949140155928,4.11009863470196,36658,0.0972598853130418
2019-01-31,124.8,0.0146341463414632,0.0120192307692308,0.0146341463414632,-1.05277748330706,-0.00409519344053587,1403.85658249636,11112,0.108591237995289
2019-02-28,129.95,0.0492531287848201,-0.000769526741054238,0.0492531287848201,-1.1089185176691,-0.00226311180768168,4.03009713605819,26187,0.078680309642641
2019-03-29,125.7,-0.014117647058824,-0.0533015115354017,-0.014117647058824,-0.910177849000227,-0.00124545867778319,7.34473763945492,25790,0.131420142698387
2019-04-30,123.75,0.0879120879120876,-0.0767676767676768,0.0879120879120876,-1.19183446655336,0.000321118528204058,1.90829838721751,-21387,0.165828262424916
2019-05-31,108.475,-0.123434343434344,-0.0497810555427517,-0.123434343434344,-1.02073324576686,0.0070650139869529,4.29525216320068,-41112,0.336949520391928
2019-06-28,110.5,0.051880057115659,-0.0556561085972851,0.051880057115659,-1.17862742316356,0.0070650139869529,31.1749023402875,-26778,0.318453731118535
2019-07-31,106.9,-0.000934579439252792,0.00701590271281582,-0.000934579439252792,-0.929153425821028,0.0070650139869529,6.00027217667508,-29292,0.368698506197971
2019-08-30,105,-0.0248432783840261,-0.0578571428571428,-0.0248432783840261,-0.81556009306875,0.00727751524990373,15.8446625373734,19671,0.394723866276752
2019-09-30,104.575,-0.078228294402821,0.0547453980396844,-0.078228294402821,-0.89699025192073,0.00727751524990373,10.258880154012,-19983,0.400845854815
2019-10-31,111.675,-0.0156456588805646,0.0496977837474815,-0.0156456588805646,-0.782756844547595,0.0165117999534656,0.802881184699103,9886,0.344394093916909
2019-11-29,121.2,0.0461804056970219,0.0412541254125411,0.0461804056970219,-0.546544061222548,0.0240526922111707,0.682863203150245,51102,0.265712685870476
2019-12-31,124.7,0.066495616848407,0.00982357658380106,0.066495616848407,-0.604105982771647,0.0240526922111707,1.26763813488333,-2376,0.242122142857966
2020-01-31,121.375,-0.02744391025641,-0.0140061791967044,-0.02744391025641,-0.451127692121733,0.0241601617829278,1.62211929170032,-24874,0.265607040275477
2020-02-28,112.7,-0.096955128205128,-0.0454747116237799,-0.096955128205128,-0.252508938734684,0.0241601617829278,2.97915916080422,-4957,0.339959936339498
2020-03-31,101.825,-0.189936356404137,-0.0957525165725509,-0.189936356404137,-0.0789366961549584,0.0241601617829278,1.18760176982855,-84687,0.419797185661292
2020-04-30,90,-0.28400954653938,-0.0449999999999999,-0.28400954653938,-0.0110614100300893,0.035367999683475,0.420296003099104,8047,0.532662379913625
2020-05-29,99.725,-0.194141414141414,-0.00125344697919283,-0.194141414141414,0.0531340129950423,0.0353506579772291,0.663823480883693,-3597,0.411048223314945
2020-06-30,91.65,-0.170588235294117,0.0504637206764866,-0.170588235294117,0.238915066727824,0.0353506579772291,0.701800856058121,6200,0.484135996646664
2020-07-31,102.825,-0.0694570135746603,0.0491125699003161,-0.0694570135746603,0.185322390189572,0.0465102051258503,2.84208511449393,9406,0.340986017357367
2020-08-31,104.5,-0.00476190476190441,0.00765550239234436,-0.00476190476190441,0.00729291145979479,0.0464707908686938,11.3048495377589,11226,0.314109088601773
2020-09-30,108.55,0.0338095238095242,0.0350069092584062,0.0338095238095242,-0.0819682367396068,0.0482110161618103,2.14640157817982,6893,0.276085263682337
2020-10-30,105.975,0.0133875209180019,0.0219391365888182,0.0133875209180019,-0.0319493801680651,0.0401446435817553,3.1168892156185,-28026,0.273744134822026
2020-11-30,110.175,-0.0909653465346532,0.0245064669843431,-0.0909653465346532,0.152953400262088,0.0401446435817553,13.1567480236406,820,0.213021743004089
2020-12-31,112.95,-0.0680693069306928,0.0183709606020364,-0.0680693069306928,0.076419027212351,0.0402336485687226,20.7032475145289,17179,0.170176733447107
2021-01-29,115.05,-0.07738572574178,0.0591047370708389,-0.07738572574178,0.102711104596367,0.0451336430128227,14.0982322891662,35398,0.131575899839558
2021-02-26,113.1,-0.0681771369721935,0.0610079575596818,-0.0681771369721935,0.0775212803724564,0.0451336430128227,12.2159212965382,7438,0.139438333848935
2021-03-31,120.975,0.0734250221827863,0.0159123785906179,0.0734250221827863,-0.196487397640929,0.0451336430128227,1.09465673130285,5206,0.0331143660619971
2021-04-30,116,0.139209427940093,0.00495689655172415,0.139209427940093,-0.171947069635038,0.0349347804148223,1.59332746434346,-18106,0.075356679058353
2021-05-31,115.875,0.161945349711708,0.0235167206040992,0.161945349711708,0.205641715763053,0.0315262122932647,27.915797703846,-13692,0.0448983153030376
2021-06-30,122.5,0.228378039608925,0.00183673469387746,0.228378039608925,0.0660817377840219,0.0325273402290782,0.619848072583977,-10069,-0.0177388243373815
2021-07-30,122.075,0.331969448990726,0.0419823878763055,0.331969448990726,0.596314420977497,0.0325878191994031,0.631012019629121,388,-0.0375011937336022
2021-08-31,118.95,0.156819839533188,0.0668348045397227,0.156819839533188,0.110381603317945,0.0325878191994031,0.763209339525769,16051,-0.00697613108386083
2021-09-30,120.575,0.153827751196173,0.0427120049761558,0.153827751196173,0.126922756805758,0.032594280009231,0.993755361150892,-23514,-0.0357407017484336
2021-10-29,127.375,0.173422385997236,0.0149165848871442,0.173422385997236,0.126279165340852,0.0330794981846823,0.68970975725448,226,-0.0848793773474615
2021-11-30,135.875,0.282142014626091,0.0149034038638456,0.282142014626091,-0.095115622059359,0.0330683857628958,0.56379049065569,18175,-0.153826189905955
2021-12-31,138.9,0.26072157930565,0.00575953923686101,0.26072157930565,-0.00872434289946732,0.0328251901887431,0.53359492818906,15816,-0.171941984564867
2022-01-31,139.575,0.213168187744459,0.0354648038688878,0.213168187744459,0.11093735181583,0.0317311228535191,0.705158692192768,5377,-0.179727753631405
2022-02-28,140.5,0.242263483642794,0.00658362989323846,0.242263483642794,0.039905688590179,0.029252149871759,0.678804649867214,27132,-0.186333151208782
2022-03-31,139.375,0.232316534040672,-0.0161434977578475,0.232316534040672,0.166985002475504,0.0249034325387428,0.732619799401352,-49361,-0.188197357471345
2022-04-29,141.9,0.17296962182269,-0.0651867512332629,0.17296962182269,0.229434136744287,0.0240392385594284,0.659246622305423,715,-0.19426718206822
2022-05-31,130.525,0.125215517241379,-0.00114920513311634,0.125215517241379,-0.518220959809185,0.0240392385594284,1.08990207930363,-10620,-0.0973336479983199
2022-06-30,138,0.19093851132686,-0.0393115942028986,0.19093851132686,-0.62944180093055,0.0236198779134947,0.400392649438205,-12645,-0.145096659529303
2022-07-29,136.45,0.113877551020408,0.0423231953096372,0.113877551020408,-0.458990858737048,0.0230750916425922,0.418340525850065,-33578,-0.133548842043021
2022-08-31,141.55,0.159533073929961,0.00724125750618132,0.159533073929961,-0.629957522116515,0.021962682899559,0.310270673917832,37470,-0.159759219486868
2022-09-30,143.275,0.204497688104245,0.0263479322980282,0.204497688104245,-0.852907995281745,0.0218380785441742,0.299714424097082,-14698,-0.180098615617746
2022-10-31,146.775,0.152306182531894,0.0388349514563107,0.152306182531894,-0.870921740210464,0.0219771708216776,0.278049418344395,18085,-0.214409871345455
2022-11-30,153.075,0.201766437684004,0.0169851380042465,0.201766437684004,-0.97802542217775,0.0216531975372407,0.357061597703748,-607,-0.256437066759224
2022-12-30,154.825,0.139466421343146,0.0198611335378653,0.139466421343146,-1.24498572801076,0.0216124263734395,0.34301685655289,35220,-0.28802577839196
2023-01-31,158.85,0.143628509719222,0.0262826565942713,0.143628509719222,-1.2507475850485,0.0216124263734395,0.34600114901298,-15196,-0.321290612453734
2023-02-28,167.5,0.200071646068421,-0.012089552238806,0.200071646068421,-1.20725090992262,0.0217705617482204,0.273051716514469,50137,-0.372001463244951
2023-03-31,168.35,0.198220640569394,-0.0369765369765369,0.198220640569394,-1.19534162899913,0.0217445764539032,0.211118067551291,-41220,-0.372293329631687
2023-04-28,175.175,0.256860986547085,-0.0553731982303411,0.256860986547085,-1.43985096663758,0.0217445764539032,0.141697019155488,29137,-0.412033658281201
2023-05-31,169.125,0.191860465116279,-0.00857354028085733,0.191860465116279,-1.0447925999802,0.0217445764539032,0.105599649496932,-20518,-0.379371547882389
2023-06-30,181.5,0.390538211070676,-0.0238292011019283,0.390538211070676,-0.363873868980929,0.0187139531434739,0.0985709153834636,14432,-0.459014890854447
2023-07-31,178.05,0.304873580065958,0.00828418983431622,0.304873580065958,-0.28415796869264,0.0190392342096382,0.0773526907654096,-25128,-0.426354450998024
2023-08-31,179.725,0.31714913887871,0.00612046181666437,0.31714913887871,-0.201122305842348,0.0187918752947488,0.0730885869955245,-5917,-0.431689543800277
2023-09-29,184.2,0.301306958671847,0.0202225841476658,0.301306958671847,-0.128423616001915,0.0185788772639907,0.0721664204928888,4032,-0.457470784784885
2023-10-31,183.75,0.282498691327866,-0.0010884353741496,0.282498691327866,-0.0503993346600319,0.0185788772639907,0.0712759776048669,-34721,-0.448447991397759
2023-11-30,170.875,0.164196900017033,0.00555961960497431,0.164196900017033,-0.467997178346552,0.0198162301396593,0.0957880709185771,-12764,-0.380362209828332
2023-12-29,173.675,0.134574554956721,-0.0297970346912337,0.134574554956721,-0.39916430110645,0.0206656821308331,0.0989570844081144,-2645,-0.39851893076806
2024-01-31,177.35,0.145486839980623,0.0188892021426557,0.145486839980623,-0.448737508565182,0.0229402729086887,0.103659657796542,12307,-0.419524354790213
2024-02-29,184,0.158325464274473,0.00733695652173916,0.158325464274473,-0.474371146439555,0.0240428234057191,0.0919538939917501,26854,-0.449987895928504
2024-03-29,185,0.104477611940298,-0.0256756756756756,0.104477611940298,-0.401691069454387,0.0246275031274131,0.0910694485421272,-1569,-0.453801444069267
2024-04-30,185,0.0560867703724848,-0.0541891891891892,0.0560867703724848,-0.249412159455484,0.0246275031274131,0.0982645716105132,-29638,-0.46301906916501
2024-05-31,181.55,0.0363921792493223,-0.0170751858992014,0.0363921792493223,-0.128252312489491,0.0246340795215494,0.0894285929719914,12776,-0.443804909460825
