"Dates","W_1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2014-05-30,627.25,-0.130931763075857,0.0199282582702272,-0.130931763075857,0.58245980002458,0.0110108441271717,6.39050998354452,26673,-0.160130393330358
2014-06-30,564.75,-0.129144178874325,0.0225763612217795,-0.129144178874325,0.477422133942412,0.0110108441271717,1.93811050310349,-17515,-0.0551683634319386
2014-07-31,530.25,-0.182343870470316,0.0377180575200378,-0.182343870470316,0.595598189431406,0.0117559549227248,1.90394282073201,71665,-0.0179185005023449
2014-08-29,550.25,-0.171622130222055,0.024079963652885,-0.171622130222055,0.558273391154454,0.0161460911574702,2.75499270583066,-59404,-0.0555828323515475
2014-09-30,477.75,-0.257287213369607,0.0266875981161696,-0.257287213369607,0.486253520763295,0.0226123614588681,0.737309351120265,42922,0.0857023049346412
2014-10-31,532.5,-0.21518054532056,0.0248826291079811,-0.21518054532056,0.456324650039104,0.0128707444091286,7.67535195015189,-4296,-0.039333395558043
2014-11-28,577.25,-0.135205992509363,0.00216543958423565,-0.135205992509363,0.263204876773664,0.0128707444091286,9.59939183034474,-46308,-0.122028174708932
2014-12-31,589.75,-0.0996183206106869,0.00805426027977951,-0.0996183206106869,0.174842367331823,0.0128707444091286,139.99238279427,-1229,-0.178019999064805
2015-01-30,502.75,-0.16935150764147,0.00795624067628053,-0.16935150764147,0.111952679268051,0.0113919649929421,1.63745174522184,46750,0.00473193021848001
2015-02-27,517.5,-0.0688259109311739,-0.00869565217391299,-0.0688259109311739,-0.0830109880278648,0.0113919649929421,1.74944275922811,-17984,-0.0280052592120945
2015-03-31,511.75,-0.145659432387312,0.00439667806546162,-0.145659432387312,0.0632876465798495,0.0113919649929421,1.71100307880658,31657,0.035621165073875
2015-04-30,467,-0.330225887414844,0.0149892933618843,-0.330225887414844,0.0601758529126742,0.012884686341667,1.08344971054772,12523,0.164113358592878
2015-05-29,477,-0.330995792426367,0.0110062893081762,-0.330995792426367,0.0621869122480586,0.0191002448239931,1.32507430324262,1517,0.151376544964744
2015-06-30,614.75,-0.0199282582702269,0.00162667751118351,-0.0199282582702269,0.77813672182084,0.0147317994298653,7.88492380541999,-56642,-0.089973354792908
2015-07-31,499.25,-0.115980522355024,0.0110165247871807,-0.115980522355024,0.550333886919679,0.0189672298911488,1.52214220222848,24085,0.206039333114908
2015-08-31,482.5,-0.123125851885507,0.00518134715025909,-0.123125851885507,0.566183043599814,0.0193796738423283,0.649882600239839,-41594,0.276970765601312
2015-09-30,512.75,-0.0681508405270331,0.0131643100926377,-0.0681508405270331,0.476810661621127,0.00396530593967615,0.729527843179456,-4366,0.216163289427863
2015-10-30,522,0.0926216640502355,0.00670498084291182,0.0926216640502355,0.397980745717843,0.00394325269020852,0.764125619820647,17572,0.250728901423095
2015-11-30,460,-0.203118233001299,0.0336956521739131,-0.203118233001299,0.806578825630599,0.00394325269020852,0.663692047642555,-20662,0.399165111501707
2015-12-31,470,-0.185794716327414,0.0138297872340425,-0.185794716327414,0.781531061372939,-0.000222907231042309,0.734826282820407,3531,0.402432691736986
2016-01-29,479.25,-0.18736752861382,0.0119979134063641,-0.18736752861382,0.785656871341451,-0.0237538632521493,0.941231421366114,38555,0.405424980502373
2016-02-29,445,-0.140096618357488,0.0185393258426967,-0.140096618357488,0.921674975812608,-0.0308668348728619,0.780196319192286,19931,0.486199020232928
2016-03-31,473.5,-0.0850241545893723,0.015311510031679,-0.0850241545893723,0.813467029301951,-0.0204184862669621,1.42126428882315,8603,0.421819954018858
2016-04-29,478,-0.0659501709819249,0.0219665271966527,-0.0659501709819249,0.775289492472347,-0.0237206579896851,1.48501948366376,-52740,0.417881888583504
2016-05-31,464.5,-0.0262054507337527,0.0236813778256189,-0.0262054507337527,0.752044013324454,-0.0237206579896851,1.07708025118951,33600,0.42302957804777
2016-06-30,431.25,-0.0959119496855346,0.0330434782608695,-0.0959119496855346,0.870137127716994,-0.0264958270097789,1.20459183728185,-428,0.497574332337602
2016-07-29,407.75,-0.336722244814965,0.0686695278969958,-0.336722244814965,-0.606293463121892,-0.0396539070569852,1.00083773934692,65414,0.543575889626951
2016-08-31,361,-0.276915373059589,0.0754847645429362,-0.276915373059589,-0.12437392627977,-0.0396539070569852,0.768253881166991,-36591,0.641775378711342
2016-09-30,402,-0.166839378238342,0.0565920398009949,-0.166839378238342,0.0115977467377499,-0.0302615423077778,1.10372910082374,22259,0.520451931730076
2016-10-31,416.25,-0.202586206896552,0.042042042042042,-0.202586206896552,0.119627088099981,-0.0214070111708148,1.03153930593355,27996,0.45962715655598
2016-11-30,380.5,-0.271072796934866,0.0584756898817345,-0.271072796934866,0.249234567161979,-0.0200896433482194,0.908152660215403,-46071,0.549427020548893
2016-12-30,408,-0.113043478260869,0.0306372549019607,-0.113043478260869,0.0744985824551824,-0.0191800183157404,1.14560946539638,2635,0.472780689701721
2017-01-31,420.75,-0.12206572769953,0.0303030303030303,-0.12206572769953,0.127734760576837,-0.0191800183157404,1.75185960135934,43456,0.477722818715062
2017-02-28,424.75,-0.113719353155973,0.0447321954090643,-0.113719353155973,0.0801385577640012,-0.0188777843254876,3.20904104625493,-93369,0.468260891233936
2017-03-31,426.5,-0.0415730337078651,0.0293083235638922,-0.0415730337078651,-0.0816764984453991,-0.0194253260615565,1.85227731947165,114110,0.502939982950372
2017-04-28,418.5,-0.116156282998944,0.0328554360812425,-0.116156282998944,0.100519819137923,-0.0194253260615565,0.834353456206467,-48158,0.533155100164079
2017-05-31,429.25,-0.101987447698745,0.0337798485730927,-0.101987447698745,0.0539110860282251,-0.0194253260615565,1.21323744199515,1941,0.54668753036547
2017-06-30,511,0.10010764262648,0.0293542074363993,0.10010764262648,0.448207814187782,-0.0278524681580011,6.79713317240452,-62536,0.388608235660107
2017-07-31,474.5,0.163703249540159,0.0532139093782928,0.163703249540159,0.325414959224337,-0.0242577444599573,16.1016212418629,23812,0.47801634707784
2017-08-31,410.25,0.00613120784794585,0.0591102985984155,0.00613120784794585,0.25056090210788,-0.0383958116140895,2.54835587037063,9113,0.627698856467945
2017-09-29,448.25,0.241689750692521,0.0407138873396542,0.241689750692521,0.0530339157876351,-0.0446899767009929,8.75378282781374,-8394,0.541463887680421
2017-10-31,418.5,0.041044776119403,0.041816009557945,0.041044776119403,0.329123358838075,-0.0446899767009929,12.8351040866024,133252,0.616210953011739
2017-11-30,409.25,-0.0168168168168169,0.0580329871716554,-0.0168168168168169,0.468301156450219,-0.044624264999933,1.59783708802139,-64936,0.652153363093268
2017-12-29,427,0.122207621550592,0.0310304449648713,0.122207621550592,0.300356711335307,-0.0534750494277434,2.06948939748909,27554,0.602287988341886
2018-01-31,451.75,0.107230392156863,0.0304371887105701,0.107230392156863,0.329153947512868,-0.0626651574229785,9.11369457035141,14288,0.538542322999459
2018-02-28,484.5,0.151515151515152,0.021671826625387,0.151515151515152,0.234251995946023,-0.0545988146617073,3.96331332029885,-96376,0.456186343476314
2018-03-30,451,0.0618010594467331,0.0388026607538803,0.0618010594467331,0.334905978061391,-0.0407787985929738,47.7288787051238,64911,0.477459138030841
2018-04-30,512.5,0.224611708482676,-0.00390243902439025,0.224611708482676,0.0749842646627174,-0.0407787985929738,2.09601045754998,-54457,0.349625766520956
2018-05-31,526.25,0.257467144563918,0.0318289786223278,0.257467144563918,0.0658855852687263,-0.0378752615276636,1.27290737662922,99853,0.29427458235104
2018-06-29,497.5,0.158998252766453,0.00753768844221114,0.158998252766453,0.201817114491483,-0.0406755628930768,1.6533780481387,-82289,0.333986498380176
2018-07-31,553.75,0.0836594911937378,0.0352144469525959,0.0836594911937378,-0.0834047831448342,-0.0406755628930768,15.0401781214992,18135,0.191740507395945
2018-08-31,518.5,0.0927291886195996,0.0520732883317261,0.0927291886195996,-0.0869554944901173,-0.0432782623780255,1.51770203732088,-41857,0.236597627218321
2018-09-28,509,0.240706886045094,0.0358546168958742,0.240706886045094,0.132195822678025,-0.0432782623780255,1.36335263658534,17162,0.248618517871823
2018-10-31,500.5,0.116564417177914,0.0309690309690309,0.116564417177914,0.384819784005202,-0.0432782623780255,3.58150025317119,97271,0.273655783047891
2018-11-30,515.75,0.232377538829151,0,0.232377538829151,0.26690789041797,-0.0459784999683906,2.36078171771461,-120157,0.232532943187371
2018-12-31,503.25,0.178571428571429,0.0144063586686538,0.178571428571429,0.342161332761918,-0.0443881074341124,1.06408495376868,1173,0.239175958845259
2019-01-31,516.5,0.2096018735363,0.0101645692158761,0.2096018735363,0.325216749257935,-0.0444058423381719,1.1601268991143,25832,0.199986731015181
2019-02-28,452.5,0.00166021029330365,0.0154696132596686,0.00166021029330365,0.221117287261283,-0.0527332003686252,4.76832518441156,-7843,0.327851920669197
2019-03-29,457.75,-0.0552115583075334,0.0125614418350628,-0.0552115583075334,0.35922156392525,-0.0518004007604872,1.61724395446436,32322,0.30390019976099
2019-04-30,418.5,-0.0720620842572061,0.0244922341696536,-0.0720620842572061,0.3315436963598,-0.0609691142640816,6.59284685606753,-23866,0.366207224477796
2019-05-31,503,-0.0185365853658538,0.0134194831013916,-0.0185365853658538,0.786433747063657,-0.0748224134814829,1.4753802590746,-31107,0.15248072616233
2019-06-28,528,0.00332541567695954,-0.00142045454545459,0.00332541567695954,0.719560075493166,-0.0748224134814829,1.01498222382829,-72779,0.103974612555807
2019-07-31,487.25,-0.020603015075377,0.0123140071831709,-0.020603015075377,0.70051209886257,-0.0748224134814829,0.83835470855888,20630,0.171262219013477
2019-08-30,451.25,-0.18510158013544,0.0249307479224377,-0.18510158013544,1.06393911012223,-0.0751100392557808,1.14547190382244,-38330,0.242916931453107
2019-09-30,495.75,-0.0260314341846758,0.0136157337367624,-0.0260314341846758,0.630061436788628,-0.0751100392557808,0.568532270126288,18752,0.145431850288606
2019-10-31,508.75,-0.00049115913555986,0.0117936117936117,-0.00049115913555986,0.597286006234826,-0.0685937526054173,0.680345635848325,38532,0.0796035492800803
2019-11-29,547.5,0.0939060939060938,-0.0105022831050229,0.0939060939060938,0.377506066240207,-0.0597827179944064,0.61909372801217,-47300,-0.0273101907119293
2019-12-31,558.75,0.0833737275811923,0.00536912751677843,0.0833737275811923,0.402431834361873,-0.0597827179944064,0.537929883777578,51960,-0.0494563643484853
2020-01-31,553.75,0.100347739692002,-0.00225733634311509,0.100347739692002,0.374490275639307,-0.0596765742884677,0.550143608402354,104754,-0.049987268675047
2020-02-28,529,0.0242013552758953,-0.00756143667296783,0.0242013552758953,0.510785437753357,-0.0596765742884677,0.681205228038759,-72532,-0.00481624238395035
2020-03-31,568.75,0.242490442381212,-0.010989010989011,0.242490442381212,0.435738817036243,-0.0596765742884677,0.581452797609441,-70837,-0.0892424045719599
2020-04-30,529.75,0.157291097760786,-0.0103822557810288,0.157291097760786,0.536426143103528,-0.00697834850067647,0.687080702836229,-25855,-0.0116845087352235
2020-05-29,520.75,0.244324970131422,0.00528084493518954,0.244324970131422,0.595633413269955,-0.00678199347630903,0.723651448464537,47126,-0.00547035345905646
2020-06-30,490,-0.0719696969696971,0.00357142857142856,-0.0719696969696971,0.3113007599876,-0.00678199347630903,0.987192901607591,9248,0.0460328840185375
2020-07-31,531.25,0.00615530303030276,0.0141176470588236,0.00615530303030276,0.1621728907011,0.0035553389861875,1.52046508245517,-15858,-0.0583355770129635
2020-08-31,544.25,0.206094182825485,0.0146991272393202,0.206094182825485,-0.0576952416450141,0.00632633215675391,0.885534026537136,-35298,-0.094640521974438
2020-09-30,578,0.280886426592798,0.00994809688581322,0.280886426592798,-0.186773258421224,0.00635392420560976,0.541411877938694,36794,-0.154805690532159
2020-10-30,598.5,0.207261724659606,0.00250626566416035,0.207261724659606,-0.238077244239199,0.0111678056458415,0.492115234352745,66817,-0.198295778591218
2020-11-30,580.25,0.059817351598173,0.00818612666953888,0.059817351598173,0.0745644383201223,0.0111678056458415,0.439018843887652,-52824,-0.160371600806996
2020-12-31,640.5,0.16986301369863,-0.00156128024980484,0.16986301369863,0.0763115994918043,0.0170372666533343,0.379210769953591,-126,-0.273708618822966
2021-01-29,663,0.186577181208053,-0.00075414781297134,0.186577181208053,0.0247198219373769,0.0181349155018091,0.354768371345772,50298,-0.341467870751144
2021-02-26,655,0.182844243792325,0.00801526717557244,0.182844243792325,0.0337308316543045,0.0181349155018091,0.405544351434336,-36172,-0.3342990272332
2021-03-31,618,0.168241965973535,-0.00364077669902918,0.168241965973535,0.0166345398990597,0.0181349155018091,0.451968173231011,5358,-0.307544447611992
2021-04-30,742.5,0.305494505494506,-0.0104377104377105,0.305494505494506,0.735257604731023,0.0358364420454079,0.360922491252433,1645,-0.50184067004536
2021-05-31,663.5,0.27412385981757,0.00565184626978144,0.27412385981757,0.415591720457038,0.0203120169723859,0.600821134618718,-26620,-0.419710196909495
2021-06-30,671.5,0.289486317810849,0.0119136262099777,0.289486317810849,0.466125992302187,0.0163431917521131,0.529980834072941,-49549,-0.440910380892396
2021-07-30,703.75,0.436224489795918,0.0131438721136767,0.436224489795918,0.332829822948246,0.0170081093655136,0.475966512982472,12387,-0.505886016406826
2021-08-31,706.75,0.33035294117647,0.021931376016979,0.33035294117647,0.547734443037797,0.0170081093655136,0.59660905250401,14968,-0.51071678911293
2021-09-30,725.5,0.333027101515848,0.0151619572708477,0.333027101515848,0.541891164502866,0.0169447679049319,0.438614437674872,-18274,-0.54101685276394
2021-10-29,772.75,0.336937716262976,0.015852474927208,0.336937716262976,0.532763221308663,0.0165513682767356,0.388130091899682,51311,-0.613416555562131
2021-11-30,773.75,0.29281537176274,0.0174474959612279,0.29281537176274,0.621923307872675,0.016546213928668,0.373481958705118,-36390,-0.626641693714438
2021-12-31,770.75,0.328306764325722,0.00454103146286089,0.328306764325722,0.600520193342135,0.011563508117773,0.399350935804761,-17811,-0.611238748830857
2022-01-31,761.25,0.148190045248869,0.00656814449917897,0.148190045248869,0.945898212369,0.00959101067708808,0.388482007415275,36865,-0.588180831245417
2022-02-28,928,0.416793893129771,0.00646551724137923,0.416793893129771,0.755649684568276,0.0220608503619534,0.341839406797412,-17951,-0.786250745007511
2022-03-31,1006,0.53587786259542,-0.00397614314115313,0.53587786259542,0.660972870897802,0.0226848892284358,0.247282252683351,-28573,-0.85344661262185
2022-04-29,1043.75,0.688915857605178,0.0114970059880239,0.688915857605178,0.632529654349783,0.0226129112710136,0.237354841766789,-21553,-0.885144135944526
2022-05-31,1087.5,0.464646464646465,0.00919540229885052,0.464646464646465,0.76849833905674,0.0226129112710136,0.196796368017942,8584,-0.929642065049019
2022-06-30,868.75,0.309344385832705,0.0175539568345324,0.309344385832705,-0.416659284619674,-0.00115475261682885,0.372249756831637,-40819,-0.696761896150487
2022-07-29,807.75,0.202903946388682,0.0222841225626742,0.202903946388682,-0.261086049658374,0.00309923589023959,0.434318195890693,19659,-0.619193971232502
2022-08-31,809,0.149555950266429,0.0278121137206429,0.149555950266429,-0.161247610514373,0.000698952924191661,0.313969682478726,-19191,-0.606579628076713
2022-09-30,921.5,0.303855677396534,0.0113944655453067,0.303855677396534,-0.274781669395097,0.000800938539437936,0.278559211675263,4698,-0.732215979045573
2022-10-31,882.25,0.141701714655452,0.0192689147067158,0.141701714655452,-0.0436538311487547,-0.000274744068862653,0.332349623777007,33617,-0.668102149929033
2022-11-30,771.5,-0.00161759948236795,0.0311082307193777,-0.00161759948236795,0.0699188548886122,0.000847279832640288,0.53224302452607,-16332,-0.533963359176869
2022-12-30,792,0.0235864297253638,0.00852272727272729,0.0235864297253638,0.0204863733025593,0.000358594152171294,0.503367822557508,20972,-0.536294526648957
2023-01-31,761.25,-0.012325656827765,0.012151067323481,-0.012325656827765,0.0826625338962264,0.000358594152171294,0.578908929518719,17131,-0.489621355107493
2023-02-28,691.5,-0.0916256157635466,0.0202458423716558,-0.0916256157635466,0.178339222341997,-0.0000348800498808425,0.746226431161957,-9717,-0.39494579330539
2023-03-31,692.25,-0.254040948275862,0.0176959191043697,-0.254040948275862,-0.250329875149847,0.000961865570672335,0.651823278679963,35994,-0.366247867472511
2023-04-28,619.75,-0.383946322067594,0.0225897539330375,-0.383946322067594,-0.00632165359591272,0.000961865570672335,1.24019381323495,-11730,-0.255616876336739
2023-05-31,594.25,-0.43065868263473,0.0231384097602019,-0.43065868263473,0.146515115595167,0.000961865570672335,1.01200620908807,28289,-0.194898290812263
2023-06-30,636.25,-0.414942528735632,0.0231827111984282,-0.414942528735632,0.153054842434513,0.000461826703907625,0.806134302667143,-101568,-0.237172558379058
2023-07-31,665.75,-0.175796966883318,0.0390536988358994,-0.175796966883318,0.307002865963162,0.0000916502106778447,0.602125891715129,24898,-0.280056465380374
2023-08-31,573,-0.290622098421541,0.0506108202443281,-0.290622098421541,0.285304602029359,-0.00241889641554625,1.31983174495814,47068,-0.129913298225345
2023-09-29,541.5,-0.330655129789864,0.059095106186519,-0.330655129789864,0.42519236929558,-0.00384893646282448,2.14320163741892,70055,-0.0774683080653167
2023-10-31,556.25,-0.39636462289745,0.0521348314606742,-0.39636462289745,-0.00451740443347877,-0.00384893646282448,4.54527648016978,26050,-0.109344239641129
2023-11-30,570.25,-0.353641258146784,0.0486628671635247,-0.353641258146784,-0.160073126996217,-0.00399522050044703,3.22231799954518,-57811,-0.136521181489577
2023-12-29,628,-0.18600129617628,0.0183121019108281,-0.18600129617628,-0.178852948395356,-0.00354934016694519,1.31336850752945,-42464,-0.231862860420841
2024-01-31,595.25,-0.248421717171717,0.0167996640067198,-0.248421717171717,0.027825329377302,-0.00482806524632672,10.3561791155798,53815,-0.179888567632891
2024-02-29,577.5,-0.241379310344827,-0.00216450216450215,-0.241379310344827,0.00250581711950811,-0.00492077895309633,30.6127990720083,-38298,-0.159129382993517
2024-03-29,560.25,-0.189804772234273,0.0276662204373048,-0.189804772234273,-0.0963464666885965,-0.00698906083189795,13.4772786388179,29109,-0.144374812694414
2024-04-30,585,-0.0560709963695037,0.0311965811965811,-0.0560709963695037,-0.311968180752243,-0.00698906083189795,3.48248001871637,-41989,-0.185746217675319
2024-05-31,678.5,0.0947962888261396,0.0309506263817243,0.0947962888261396,0.0613372711834907,-0.0120823643180066,6.86900862628948,76170,-0.32300961236459
