"Dates","LA1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-02-28,1969.5,-0.108016304347826,0.00736227468900741,-0.108016304347826,0.501471982450776,0.0253849145097676,13.9731067142226,16659,0.327460110205235
2013-03-29,1882.5,-0.179559816953585,0.0077025232403718,-0.179559816953585,0.75583763738761,0.0234981114235525,5.19932623760906,19036,0.386935604610621
2013-04-30,1839,-0.12188134176913,0.00978792822185981,-0.12188134176913,0.825635241886712,0.025389539936773,1.09200481238307,-5357,0.398606708515729
2013-05-31,1885.75,-0.0959971236816874,0.000530292986875347,-0.0959971236816874,0.70652031711006,0.025393091070567,1.75335375242851,35163,0.33008838730428
2013-06-28,1737.25,-0.114777070063694,0.0102172974528709,-0.114777070063694,0.644807525865441,0.025393091070567,2.12046882574518,-33440,0.417330603735782
2013-07-31,1767,-0.0614792192271942,0.008205998868138,-0.0614792192271942,0.477913484966118,0.025393091070567,1.06594344804415,22958,0.335036166755376
2013-08-30,1774.5,-0.0458394945557197,0.00859397013243157,-0.0458394945557197,0.422372147381552,0.035424342742524,1.10013409159455,-16967,0.287283722752389
2013-09-30,1806.25,-0.135455306928323,0.0103806228373702,-0.135455306928323,0.482178981282622,0.035424342742524,2.6558352078233,18085,0.244180236035395
2013-10-31,1823,-0.127438075864544,0.00809105869445959,-0.127438075864544,0.423198056477503,0.0353296138296286,0.652211660514882,8122,0.150342796450097
2013-11-29,1717.75,-0.0896926338102809,0.00858681414641249,-0.0896926338102809,0.749346339709451,-0.00220455569307097,0.507149936222519,-10383,0.155376615795786
2013-12-31,1761.75,-0.161570493753718,0.010500922378317,-0.161570493753718,-0.448883063802352,-0.00220455569307097,0.659367645053211,-40,0.0792136090376521
2014-01-31,1671,-0.183483997068165,0.00852782764811488,-0.183483997068165,-0.335378633663644,-0.0047010395126836,0.350141495100839,-6495,0.0824830789720827
2014-02-28,1719.15,-0.166472727272727,0.00843440072128665,-0.166472727272727,-0.313799847584908,-0.00497688676857078,0.358307779264453,60858,0.00105132357744141
2014-03-31,1751,-0.0698539176626827,0.00985151342090229,-0.0698539176626827,-0.786886872611399,-0.0048161902372928,0.351087250957096,16667,-0.0470525585713277
2014-04-30,1766.75,-0.0614873837981409,0.00820716003962074,-0.0614873837981409,-0.892278155922651,-0.00485789366660929,0.282961856662059,15270,-0.0795122130632985
2014-05-30,1814.25,-0.0134584013050572,0.00771668733636499,-0.0134584013050572,-1.09153143425435,-0.00315924704833447,0.307546362599914,11299,-0.109382597755119
2014-06-30,1863.75,0.0728162325514461,0.00831656606304487,0.0728162325514461,-1.33663209273503,-0.00315924704833447,0.375432885387147,6154,-0.136301025675821
2014-07-31,1985.5,0.142898258742265,0,0.142898258742265,-0.845812996998654,-0.00406469511301659,0.528404609301498,46484,-0.12927143332899
2014-08-29,2081.5,0.177985285795133,0.00432380494835449,0.177985285795133,-0.826319652468799,0.0085120238056769,0.699436691687633,-30261,-0.139290138406706
2014-09-30,1933.5,0.08960270498732,0.00775795190069828,0.08960270498732,-0.718508539118602,0.00913514487424497,0.671976833262166,-70596,-0.0655331828190274
2014-10-31,2064.5,0.142975778546712,0.00072656817631378,0.142975778546712,-0.624942124442435,0.00463160096262969,5.28422763096157,42690,-0.0749696203348826
2014-11-28,2009.5,0.1023038946791,-0.00099527245583475,0.1023038946791,-0.452850165644424,0.00463160096262969,2.62328928627461,38,-0.0285619533204495
2014-12-31,1833.75,0.067530199388735,0.00327198364008185,0.067530199388735,-0.586090531418158,0.00463160096262969,3.36936978306974,-36731,0.0867937454232787
2015-01-30,1851.75,0.0510855683269473,0.00324017820980149,0.0510855683269473,-0.534345716085414,0.00796825197668946,4.8385208858501,-20670,0.098608168891915
2015-02-27,1809.25,0.0827348892878512,0.00151996683708711,0.0827348892878512,-0.623798132788065,0.00796825197668946,0.644908112237946,35547,0.128741254593452
2015-03-31,1787.25,0.0396125992496286,-0.00447615051056094,0.0396125992496286,-0.459843102873996,0.00796825197668946,0.768577704479474,-12368,0.157184996614394
2015-04-30,1914.25,0.0932324386065102,0.00444038135039837,0.0932324386065102,-0.419478849681083,0.00671398401196046,2.12909221076305,-13177,0.105269091862761
2015-05-29,1708.25,-0.0331116456770912,0.00804917313039666,-0.0331116456770912,-0.384686828329819,0.00459703835244793,0.712509806490168,19171,0.22873790346206
2015-06-30,1658.5,-0.08584814661706,0.0102502261079289,-0.08584814661706,-0.204076998077247,-0.00543823920432508,1.31527667132566,49314,0.266805043954509
2015-07-31,1589.5,-0.147149564050973,0.00943692985215483,-0.147149564050973,0.0112024044922988,-0.0097131663586033,0.866760336446895,5552,0.336515301048411
2015-08-31,1595.5,-0.233485467211146,0.0120651833281102,-0.233485467211146,0.202626178248059,-0.00866030034555181,1.00130669694265,-20912,0.350102415410294
2015-09-30,1577.25,-0.242253182800865,-0.00919321604057699,-0.242253182800865,0.175894121411338,-0.00369665617230459,0.382284084216343,-896,0.361606757877673
2015-10-30,1452.75,-0.248642358417378,0.0086043710204784,-0.248642358417378,0.163875855035954,-0.00375274285772484,0.302836297056012,-48459,0.471468608086978
2015-11-30,1444.25,-0.281288877830306,0.00380820495066647,-0.281288877830306,0.0553161147820553,-0.00375274285772484,0.389116430887955,-10216,0.480796397581044
2015-12-31,1505.5,-0.250808658870366,0.00215875124543352,-0.250808658870366,-0.0503833993048573,-0.00682338444082289,0.253133690001173,-27104,0.465830716364017
2016-01-29,1520.75,-0.170688479890934,-0.00328785138911725,-0.170688479890934,-0.265272090255794,-0.01521451873171,0.288397644482649,12609,0.47615413946827
2016-02-29,1572.25,-0.130993505596241,0.00206710128796317,-0.130993505596241,-0.324438341383649,-0.0169204952338523,0.32700414956195,23638,0.452300680323645
2016-03-31,1508.75,-0.166090921652618,0.00248550124275071,-0.166090921652618,-0.213057416464367,-0.02181702092913,0.404045057513437,-59707,0.495370628232224
2016-04-29,1673.75,-0.0635053853685831,0.00358476474981329,-0.0635053853685831,0.115511735880318,-0.0280879688546519,1.17281057396698,7731,0.396513034120791
2016-05-31,1545.75,-0.0951265915410506,0.00226427300663112,-0.0951265915410506,0.546499738207117,-0.0280879688546519,0.72350815436977,4671,0.460547397432939
2016-06-30,1645.75,-0.0365871505927117,0.00136715783077634,-0.0365871505927117,0.357796779840781,-0.022435513829233,9.2153738904566,23324,0.389734618687771
2016-07-29,1636.75,-0.0131142598733793,0.0021383839926683,-0.0131142598733793,0.286809636320389,-0.0262711771358717,5.91079407942403,-6952,0.394218008228605
2016-08-31,1600.75,0.00707769738911623,0.00312353584257385,0.00707769738911623,0.257019121675323,-0.0262711771358717,1.54147669691044,-18257,0.402421038980588
2016-09-30,1664.75,0.0434033218426826,0.0024027631776542,0.0434033218426826,0.126337607800538,-0.0235542369977411,4.93588745929555,-19373,0.347633068590317
2016-10-31,1734,0.193598347960764,-0.000288350634371382,0.193598347960764,-0.0404393913496294,-0.0167699868382436,18.478291910109,-6021,0.272876132074045
2016-11-30,1733.25,0.193082085699535,-0.00245204096350782,0.193082085699535,0.0277554195434298,-0.0162116144721344,1.69468933400891,10584,0.273308751591933
2016-12-30,1694,0.172927124805263,-0.00221369539551353,0.172927124805263,0.0709583364523273,-0.0150063293601444,2.97213527551762,23299,0.258572407594678
2017-01-31,1807,0.188229492026961,0.00415052573325947,0.188229492026961,0.0132609596663924,-0.0150063293601444,1.31773578153338,-38667,0.152954217652422
2017-02-28,1921.25,0.263356896268289,0.00104098893949245,0.263356896268289,-0.123584813925544,-0.0142220803390943,0.509056283394895,3141,0.0916462133918443
2017-03-31,1954.75,0.24328192081412,0.00230208466555815,0.24328192081412,-0.0592459092127771,-0.014721505149181,0.539735391543311,10970,0.0534886849509862
2017-04-28,1904,0.261971830985916,0.00170693277310918,0.261971830985916,-0.0568244174236413,-0.014721505149181,0.729373391034671,-20758,0.0770384417872644
2017-05-31,1920.25,0.147274085138163,0.00182267933862779,0.147274085138163,-0.298419619016003,-0.014721505149181,0.917967259843686,11148,0.0583711286428216
2017-06-30,1910.5,0.235969594048197,0.00196283695367705,0.235969594048197,0.241645254725406,-0.0283706145217659,0.965435633807962,-43444,0.0603834075323003
2017-07-31,1899.75,0.160684282877654,0.00460586919331485,0.160684282877654,0.384418913110845,-0.0269651239133349,1.44476104981384,-660,0.0691514492806568
2017-08-31,2103.25,0.285016037879945,0.00320931891120879,0.285016037879945,0.628147438670718,-0.0141763003765547,1.69382293056307,41488,-0.0416627749328755
2017-09-29,2081,0.300015617679212,0.00384430562229698,0.300015617679212,0.664511751205946,-0.0167178372642156,2.06914937341608,-2304,-0.0468615553131516
2017-10-31,2146.25,0.289232617510136,0.00291205591147348,0.289232617510136,0.71740826218537,-0.0167178372642156,0.627918620320047,-3925,-0.0876722043352618
2017-11-30,2033,0.172433679354094,0.00319724545007372,0.172433679354094,0.628047684236522,-0.0224624227154296,1.63599784376027,12228,-0.0385577095095195
2017-12-29,2258.25,0.302899177845088,0.00376397653049931,0.302899177845088,0.460368634388875,-0.0073766246611816,0.62348652970446,12743,-0.155327970051633
2018-01-31,2223.5,0.312573789846518,-0.0043849786372836,0.312573789846518,0.464551426156118,-0.0117467490526248,0.417943500236191,-1213,-0.144436322637601
2018-02-28,2129.5,0.17847260653016,0.000234796900680845,0.17847260653016,0.692159888554732,-0.0163227680782642,0.463680471837386,-38841,-0.0984427716318446
2018-03-30,1990.75,0.036174365647365,0.00276277784754497,0.036174365647365,0.828919762663289,-0.00143390967211181,0.706135847089586,-3159,-0.0484574303816411
2018-04-30,2263.5,0.188813025210083,0.000662690523525411,0.188813025210083,0.602026045544119,-0.00143390967211181,0.407031505777685,33588,-0.1768582661201
2018-05-31,2298.25,0.207064075630252,0.00511258566300454,0.207064075630252,0.636959215933967,-0.00153982029626168,0.294613122048534,1327,-0.2019917844175
2018-06-29,2164,0.126936596797292,-0.017097966728281,0.126936596797292,0.65563776560365,-0.000883640708512309,0.370230994094325,-34534,-0.151762770163902
2018-07-31,2067.25,0.0820465846637009,0.00411174265328329,0.0820465846637009,0.69163934275924,-0.000883640708512309,0.396668586673235,-25502,-0.125788472156226
2018-08-31,2109.5,0.110409264376892,0.00414790234652762,0.110409264376892,0.614065886993186,-0.000721116478789966,0.315865743599984,12538,-0.160614906850041
2018-09-28,2056,-0.022465232378462,0.00632295719844356,-0.022465232378462,0.964573754951416,-0.000721116478789966,0.34984821113269,19861,-0.142983931887869
2018-10-31,1947,-0.0643921191734743,0.00590652285567539,-0.0643921191734743,0.989832221113559,-0.000721116478789966,0.299027083329608,-17110,-0.0948691645061123
2018-11-30,1966.75,-0.0836342457775191,-0.00838947502224485,-0.0836342457775191,1.08069327731441,-0.0000830282467821751,0.290200778605161,6552,-0.106037595762269
2018-12-31,1822.75,-0.192848444592052,0.00740639144150324,-0.192848444592052,1.38613431477435,0.0039883281658771,0.3821272103029,-4584,-0.0295480813188097
2019-01-31,1901,-0.158197719473044,0.00552340873224622,-0.158197719473044,1.14932783997147,-0.000699869247479684,0.395870124815064,20982,-0.0622443877911606
2019-02-28,1894.75,-0.147852484821228,0.0042221929014381,-0.147852484821228,1.10307577643432,0.00203106874930703,0.400780376778337,-8069,-0.0580521484012788
2019-03-29,1900.25,-0.107654378962198,0.000526246546507014,-0.107654378962198,0.98944187758902,0.00219324278589589,0.449179213713667,-27922,-0.0467428599331261
2019-04-30,1773,-0.109380886600528,0.00733220530174838,-0.109380886600528,0.980497556977122,0.00206589509381875,0.952755567685005,39411,0.0283999821357823
2019-05-31,1777.5,-0.214711729622266,0.00407876230661031,-0.214711729622266,-0.09046288431912,0.00316408045403658,0.929636847026956,7731,0.0499347770839406
2019-06-28,1782.25,-0.224518655498749,0.00589142937298348,-0.224518655498749,-0.0650975982088853,0.00316408045403658,0.500803653433163,-14158,0.0472660487635988
2019-07-31,1782.25,-0.176409426987061,0.00448870809370172,-0.176409426987061,-0.308695554950309,0.00316408045403658,0.703382117193113,34357,0.0495374890509156
2019-08-30,1732.5,-0.161930100374894,0.00548340548340542,-0.161930100374894,-0.389263958079697,0.00339425386921988,0.909033230061935,47627,0.0835111598765253
2019-09-30,1707.5,-0.169503891050584,0.00834553440702779,-0.169503891050584,-0.349940212501542,0.00339425386921988,0.842034271732625,8296,0.105287306535937
2019-10-31,1761.5,-0.143239299610895,0.00255464093102464,-0.143239299610895,-0.403642216712524,0.00531864718236752,0.907273537647768,-7288,0.0763155009227667
2019-11-29,1780,-0.0857729840780691,-0.00926966292134834,-0.0857729840780691,-0.713768979859386,0.0109291796144826,1.29942381802581,-16262,0.0634981140689422
2019-12-31,1789.25,-0.0902504131180883,0.00656699734525645,-0.0902504131180883,-0.699615174702574,0.0109291796144826,0.912160077403558,-53810,0.0519782415592413
2020-01-31,1703.5,-0.065423124399945,0.00440270032286461,-0.065423124399945,-0.5100553537646,0.0115374147455066,1.86660315853037,41042,0.0898333981280994
2020-02-28,1685.5,-0.113361388742767,0.0048946900029665,-0.113361388742767,-0.8016233870371,0.0115374147455066,2.9783705642183,5957,0.0949910076711864
2020-03-31,1501.5,-0.209840810419682,0.00849150849150848,-0.209840810419682,-0.961892146551396,0.0115374147455066,0.462059566588898,5678,0.17844398716596
2020-04-30,1466.75,-0.228127877910801,0.0097153570819839,-0.228127877910801,-0.984865112946437,0.0130180787637567,0.428043524231513,40952,0.181040214576847
2020-05-29,1535,-0.134235758601241,0.000162866449511467,-0.134235758601241,-1.01298721320471,0.0128716323459351,0.561536149019265,35526,0.106260317998825
2020-06-30,1593.75,-0.105765184457848,0.0090980392156863,-0.105765184457848,-0.824138760239382,0.0128716323459351,0.693237730054352,-19687,0.0557871036534065
2020-07-31,1683.5,-0.0554074905316316,0.00787050787050791,-0.0554074905316316,-0.736382948356158,0.016793701802727,1.28349827525646,-7719,-0.0321415823278175
2020-08-31,1771.5,0.0225108225108221,0.00903189387524694,0.0225108225108221,-0.8474947822932,0.0192755615904801,5.08711517699384,-1454,-0.0952819555342732
2020-09-30,1739.75,0.00418470418470385,0.00718494036499506,0.00418470418470385,-0.782189379374497,0.0183192612891552,0.677431648701707,8799,-0.077196734953706
2020-10-30,1853.5,0.0855051244509515,-0.000269759913676837,0.0855051244509515,-0.828327987042964,0.017743184002932,1.38360213325912,-31250,-0.150865357313248
2020-11-30,2042.25,0.147331460674157,0.000856898029134578,0.147331460674157,-0.467601958073198,0.017743184002932,97.0395328305906,-8124,-0.272942052616695
2020-12-31,1979,0.111797752808989,-0.00202122283981809,0.111797752808989,-0.329169818141693,0.0137903148639774,1.03679225708364,2747,-0.237400548979587
2021-01-29,1972.88,0.102629593405058,-0.00253436600300072,0.102629593405058,-0.297387151366335,0.0164817352508905,1.00079191993601,-9892,-0.235375804828675
2021-02-26,2131.75,0.251394188435574,0.00527735428638443,0.251394188435574,-0.54957727807262,0.0164817352508905,19.8973825475712,-27602,-0.314449990250856
2021-03-31,2194.25,0.301839216849599,0.00273441950552589,0.301839216849599,-0.706524306774126,0.0164817352508905,0.648785454051157,-5060,-0.337757889319575
2021-04-30,2390.5,0.592074592074592,-0.000418322526668069,0.592074592074592,-0.223985823608636,0.0245804480368218,0.429026389075827,-3053,-0.424056118735755
2021-05-31,2466.76,0.607009771986971,0.00263503543109178,0.607009771986971,-0.283323961165888,0.0234413414025215,0.650384823720343,4378,-0.433563195705569
2021-06-30,2519.5,0.641368078175896,0.00119071244294511,0.641368078175896,-0.195106345473677,0.0200486388089061,0.410273334082808,-12006,-0.442774570872955
2021-07-30,2603,0.633254901960785,-0.00307337687283904,0.633254901960785,-0.167927918285925,0.0196924368998684,0.352657023002321,-10614,-0.463646620896402
2021-08-31,2713,0.611523611523612,0.00110578695171393,0.611523611523612,-0.103354712438083,0.0196924368998684,0.249035347209146,-15910,-0.483942509997336
2021-09-30,2849.75,0.608664973186565,0.00245635582068604,0.608664973186565,-0.0950288693112165,0.0205563252816138,0.212572232306463,-21367,-0.528152300132609
2021-10-29,2712.25,0.558988360396609,0.00239653424278741,0.558988360396609,-0.334429953288495,0.0204523301910065,0.255417446465109,3089,-0.448512841857312
2021-11-30,2640.5,0.424602104127327,-0.00757432304487782,0.424602104127327,-0.069535319038169,0.0204448116639236,0.227984414630235,8633,-0.418904761382615
2021-12-31,2803,0.372505814665198,0.000713521227256431,0.372505814665198,-0.249323073314702,0.0218138450878298,0.205265444270325,-30960,-0.454638863498953
2022-01-31,3047,0.54444264222862,-0.0059074499507713,0.54444264222862,-0.610443673190299,0.0242745765492624,0.142560625374574,24293,-0.519714795024303
2022-02-28,3374,0.582737187756538,0.00148192056905749,0.582737187756538,-0.397645962659534,0.02788372377294,0.140400492284851,-2154,-0.621656279144507
2022-03-31,3483.61,0.63415503694148,0.00100470488946813,0.63415503694148,-0.380706406669929,0.0243787781169207,0.132782821605477,-75204,-0.621400795790166
2022-04-29,3035.5,0.383388401503931,0.00255312139680441,0.383388401503931,-0.991383275071085,0.0251577081532943,0.206297239904012,8322,-0.474549166659559
2022-05-31,2763.75,0.156138883078854,0.00370872908186337,0.156138883078854,-0.679707020872248,0.0251577081532943,0.224079793222822,15645,-0.35834133325952
2022-06-30,2432.5,-0.0138886636721851,0.00246659815005135,-0.0138886636721851,-0.443449699454796,0.00812861549195779,0.345663111407809,-208,-0.209978555676648
2022-07-29,2501.24,-0.00724746973605828,0.000799603396715254,-0.00724746973605828,-0.457640261662336,0.00780499014763758,0.322084142738322,-15702,-0.226173887376532
2022-08-31,2364.75,-0.0915290049942371,0.000951474785918283,-0.0915290049942371,-0.237061933703452,0.00740689018806023,0.352252087206383,31445,-0.149033691315472
2022-09-30,2164.25,-0.202266863251014,-0.00508259212198225,-0.202266863251014,0.0237604225062728,0.00724285788412439,0.484528836527192,-11486,-0.0578145991681322
2022-10-31,2220,-0.181491381694166,0.00270270270270268,-0.181491381694166,-0.0277002603286394,0.00745346401392363,0.425505102720122,-11578,-0.0651593344228877
2022-11-30,2455,-0.0948474513780074,0.00386965376782067,-0.0948474513780074,-0.109216320680513,0.00671588185922023,0.380127670816127,-3496,-0.165778899785184
2022-12-30,2349.51,-0.11020261314145,0.00425620661329384,-0.11020261314145,-0.0719302017046588,0.0059677505507151,0.434086501773383,-11603,-0.104915604598419
2023-01-31,2618.25,-0.0659115233678202,0.00391482860689396,-0.0659115233678202,-0.0357974648371668,0.0059677505507151,0.355477406681969,38216,-0.207531457154975
2023-02-28,2337.13,-0.232973416475222,0.00705994103879548,-0.232973416475222,0.23076544249017,0.00553742959036339,0.434745023816859,23137,-0.0850656609425956
2023-03-31,2382.75,-0.293790752815649,0.00461651453152867,-0.293790752815649,0.271739398565392,0.00464944499758054,0.403661671897068,2290,-0.105125443012497
2023-04-28,2372,-0.31909714348047,-0.0118043844856661,-0.31909714348047,0.35958889407164,0.00464944499758054,0.297368033495739,6032,-0.100603641312378
2023-05-31,2242.5,-0.261241970021413,0.00267558528428102,-0.261241970021413,0.417145963054018,0.00464944499758054,0.352897522296097,-5793,-0.0580910661221483
2023-06-30,2121,-0.232564450474898,0.00648279113625638,-0.232564450474898,0.406715607317266,0.00550566041689398,0.410602654833536,23086,-0.00494125223908393
2023-07-31,2256.51,-0.0978434696390588,0.00509636562656501,-0.0978434696390588,0.351771669318978,0.00483432549288243,0.391123669008878,28407,-0.0851658383206172
2023-08-31,2173.75,-0.130931058195135,0.00644048303622768,-0.130931058195135,0.448236241977142,0.00400826379551756,0.498580427602694,-11187,-0.0600784800072033
2023-09-29,2339,-0.0108891003277302,0.00320649850363397,-0.0108891003277302,0.164511957109494,0.00423826131196026,0.473332331219754,-34420,-0.142000361839736
2023-10-31,2248.65,0.038997343190482,-0.000667066906810732,0.038997343190482,0.184409557149661,0.00423826131196026,0.61459767387997,20940,-0.110894973506867
2023-11-30,2166.01,-0.0243198198198198,0.0056509434397809,-0.0243198198198198,0.352558927324515,0.00497508651414225,0.716196435154687,8330,-0.0838940359405863
2023-12-29,2351.5,-0.0421588594704686,0.00744205826068467,-0.0421588594704686,0.31459671966251,0.00528228731499366,0.754938775056698,2722,-0.194667859935563
2024-01-31,2252.35,-0.0413533034547628,0.00558083779163998,-0.0413533034547628,0.313672030079472,0.00290837625895728,0.787977813887902,3615,-0.166876508138316
2024-02-29,2197.22,-0.160805881791273,0.00521113042845056,-0.160805881791273,0.390045219815205,0.00434220458135568,1.48664044949595,1070,-0.149162126937705
2024-03-29,2306.92,-0.0129261102292126,0.00609470636172893,-0.0129261102292126,0.472931872730108,0.00418596930076856,1.03872542979469,-26031,-0.224173395595954
2024-04-30,2565.69,0.0816568296795954,0.00480962236279514,0.0816568296795954,0.392881065179934,0.00418596930076856,0.73150811844339,25745,-0.336659988019424
2024-05-31,2621.14,0.105033726812816,0.00817201675606793,0.105033726812816,0.365118826624723,0.00353192507781606,0.973758963530567,-36171,-0.368074985949012
