"Dates","LL1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2017-04-28,2250.5,0.324797645327447,-0.000222172850477653,0.324797645327447,-0.0371792477020487,-0.00821973572574476,1.03786452643004,-2108,-0.0926421137331955
2017-05-31,2110.25,0.171059933407325,0.00142163250799676,0.171059933407325,0.17916313759547,-0.00821973572574476,1.79730026871499,66,-0.0205965048900111
2017-06-30,2282,0.345915659097611,0.00350569675723045,0.345915659097611,-0.0704063858667599,-0.03336921460021,1.06561888475387,6744,-0.100073368197816
2017-07-31,2315.5,0.275933324149332,0.00431872165838909,0.275933324149332,-0.00283843925371215,-0.0324259684728583,1.19126516338254,-1106,-0.0903344557606845
2017-08-31,2371.5,0.306791569086651,0.00442757748260592,0.306791569086651,-0.00191162760506256,-0.0302971629050773,1.29683033113493,5816,-0.11130863774489
2017-09-29,2494,0.312631578947368,-0.00120288692862869,0.312631578947368,-0.0119089062274942,-0.0379240446907405,0.985265256016481,4871,-0.163197711418873
2017-10-31,2409.5,0.138301641667651,-0.000207511931936133,0.138301641667651,0.243731426540605,-0.0379240446907405,0.852481374951618,-5387,-0.129646390042459
2017-11-30,2473.5,0.203649635036496,-0.000808570851020818,0.203649635036496,0.125345458292136,-0.0367679621171806,0.678242856575153,4938,-0.157377529997356
2017-12-29,2482.75,0.05447016351667,0.00100694794079148,0.05447016351667,0.232722699158635,-0.0305635579156747,0.669292232177168,2633,-0.152730343235804
2018-01-31,2631,0.313201896680808,-0.00494108703914864,0.313201896680808,0.837750840612972,-0.0312236558375639,0.432293601192838,490,-0.203086492412455
2018-02-28,2500,0.0552975939214853,0.000399999999999956,0.0552975939214853,0.00468052192522421,-0.0376718531602479,0.406899807712894,-1900,-0.142975851452522
2018-03-30,2399,0.0618568108885693,-0.00104210087536472,0.0618568108885693,0.0102299462243673,-0.0207460350634309,0.451888170718339,-9553,-0.101814019856657
2018-04-30,2325.5,0.0333259275716502,-0.00215007525263389,0.0333259275716502,0.123379676982978,-0.0207460350634309,0.573021995789445,-4253,-0.0706971056811141
2018-05-31,2455,0.0908686958453673,0.000509164969450193,0.0908686958453673,-0.0204774130542071,-0.0176479935151602,0.513189042017442,7328,-0.125262369768306
2018-06-29,2411.75,0.142874067053667,-0.000414636674613833,0.142874067053667,0.0652404659033326,-0.0121485415051183,0.545729483483247,-2921,-0.110726772780291
2018-07-31,2146.75,-0.0592681858019283,0.00314428787702337,-0.0592681858019283,-0.458615116490995,-0.0121485415051183,0.577319719045527,-884,-0.000609335395252351
2018-08-31,2064.5,-0.108399913625567,0.00460159844998786,-0.108399913625567,-0.246636284095161,-0.014583369739143,0.595555612530315,1967,0.0274256599812796
2018-09-28,2025.75,-0.145793801391524,0.00419597679871653,-0.145793801391524,-0.0950049446767489,-0.014583369739143,0.695092215868463,-2135,0.0404813219107407
2018-10-31,1913.5,-0.232758620689655,0.00496472432714912,-0.232758620689655,0.131095495749434,-0.014583369739143,0.806612372819737,517,0.094951968444829
2018-11-30,1968,-0.183233035899564,0.00203252032520318,-0.183233035899564,-0.0812713724780142,-0.0140390429327923,0.710721449650121,632,0.06923257592211
2018-12-31,2016,-0.187997180545766,0.00297619047619047,-0.187997180545766,0.0027502705166863,-0.0141351137431507,0.597092642966213,-5123,0.0453751054247502
2019-01-31,2107,-0.151344275500957,0.00213573801613665,-0.151344275500957,-0.120058011994229,-0.0167211524537518,0.572750181666196,610,0.00529790506838612
2019-02-28,2151.25,-0.182345115925504,0.000697269029633851,-0.182345115925504,-0.212521247889309,-0.0111635232879401,0.532764955287965,4070,-0.0133170222125267
2019-03-29,2008,-0.1968,0.00273904382470125,-0.1968,-0.188952805299412,-0.0113474184148626,0.765227497036299,-3614,0.0592077134683166
2019-04-30,1913,-0.202584410170904,0.0039205436487193,-0.202584410170904,-0.165958341848677,-0.00833856077004773,1.1835900626082,2797,0.107527533463406
2019-05-31,1801.5,-0.225327886476027,0.00305301137940606,-0.225327886476027,-0.0799334838505653,-0.00271057625848227,2.09487719678331,2437,0.1596764022702
2019-06-28,1925.5,-0.215682281059063,0.0028564009348222,-0.215682281059063,0.0161663583851522,-0.00271057625848227,0.805970860334068,-3887,0.0931103792033844
2019-07-31,2004.5,-0.168860785736498,0.00224494886505355,-0.168860785736498,-0.121330398418608,-0.00271057625848227,0.92799952984964,-949,0.0304617018692255
2019-08-30,2017.25,-0.0603237451962266,-0.000123931094311525,-0.0603237451962266,-0.0084668742068019,-0.00266614734538001,0.895523551527404,1139,0.00984678214834773
2019-09-30,2132.25,0.0525731210662717,0.00304842302731867,0.0525731210662717,-0.339082372144108,-0.00266614734538001,0.854548505744376,5411,-0.0490496068967068
2019-10-31,2165.25,0.0688633839318771,-0.00277104260478001,0.0688633839318771,-0.399733884538497,-0.00338749546258593,1.59551046826247,15108,-0.0694192766315943
2019-11-29,1929,0.00810033969166435,0.00207361327112499,0.00810033969166435,-0.658783806672075,-0.0102474273411572,9.7129482695685,-14265,0.0404151645576005
2019-12-31,1917,-0.0259146341463414,0.00456442357850806,-0.0259146341463414,-0.551675377762197,-0.0102474273411572,8.55574657880334,-6301,0.0340433229880925
2020-01-31,1896,-0.0595238095238096,-0.00791139240506333,-0.0595238095238096,-0.43423429405529,-0.00987227967902344,36.9544392655391,6589,0.0272542230611058
2020-02-28,1847,-0.123398196487898,0.00162425554953982,-0.123398196487898,-0.256530909214555,-0.00987227967902344,0.426012586317479,1585,0.0416878891516925
2020-03-31,1739.25,-0.133839641434263,0.0021561017680034,-0.133839641434263,-0.146193510460894,-0.00987227967902344,0.407737802049855,-7307,0.0707861712146899
2020-04-30,1618.25,-0.194098605577689,0.00556156341727165,-0.194098605577689,-0.000710004861838819,0.0198229012469001,0.316907319390228,1803,0.125929696119368
2020-05-29,1660.5,-0.131991636173549,0.00451671183378499,-0.131991636173549,-0.243271925242552,0.0194921393947875,0.353214162931011,893,0.0822827600998546
2020-06-30,1766.75,-0.0824461178914566,0.00141502759303802,-0.0824461178914566,-0.442473890923336,0.0194921393947875,0.704505873264784,-2146,0.0132601216663858
2020-07-31,1867.5,-0.0301220462217605,0.00334672021419014,-0.0301220462217605,-0.518933717326584,0.0216158107828347,0.570902261106776,257,-0.0507063227918617
2020-08-31,1952.5,-0.0320981534266946,0.00512163892445572,-0.0320981534266946,-0.461992387378984,0.022903044039947,0.728883090130385,5548,-0.0937269267688745
2020-09-30,1807.5,-0.103978188127401,0.00414937759336098,-0.103978188127401,-0.284528832898653,0.0205367620991063,0.333658552128378,-6985,-0.0165609990879533
2020-10-30,1812,-0.150193457615195,0.00234547461368662,-0.150193457615195,-0.247883226381416,0.0173432956831064,0.336822073506445,914,-0.0234842560903829
2020-11-30,2068,0.0720580611715915,0.000483558994197386,0.0720580611715915,0.464533618223552,0.0173432956831064,1.15886294488412,3574,-0.182739263152462
2020-12-31,1983.25,0.0281233799896319,0.00302533719904208,0.0281233799896319,0.584507681853383,0.0122402292908829,0.672493383981009,2480,-0.139286922129395
2021-01-29,2015.5,0.0513823682837768,0.00421731580253049,0.0513823682837768,0.507957279265834,0.0174281670223026,0.746503796734021,-2578,-0.152501371828913
2021-02-26,2042.25,0.0771360759493671,0.00342759211653809,0.0771360759493671,0.430421025965504,0.0174281670223026,0.552456293249084,2916,-0.16400580432057
2021-03-31,1957,0.0595560368164594,0.00447112927950943,0.0595560368164594,0.441242380728674,0.0174281670223026,0.717689252807751,-9463,-0.097081528779075
2021-04-30,2144,0.232715250826505,0.00279850746268662,0.232715250826505,0.184280460779313,0.0254327544101482,2.14544067379315,3482,-0.183149791476673
2021-05-31,2177.25,0.311201445347786,0.00367435985761855,0.311201445347786,0.186986476819778,0.02233150661604,13.3301914164241,5287,-0.158872527992909
2021-06-30,2264,0.363444745558566,0.00220848056537104,0.363444745558566,0.140644168397145,0.0206542115142245,16.4442146158867,3767,-0.18349103623698
2021-07-30,2407.75,0.362813074854959,-0.00581455715917345,0.362813074854959,0.141808809285195,0.0204141662795652,2.11462640464837,4225,-0.233077953616955
2021-08-31,2286,0.224096385542169,-0.00699912510936129,0.224096385542169,0.341862205150435,0.0204141662795652,0.944456596476685,-7457,-0.148887171225859
2021-09-30,2108.5,0.079897567221511,-0.00379416646905384,0.079897567221511,0.439333898670408,0.0169963810822333,1.19595176512139,-7617,-0.0589000850625549
2021-10-29,2422,0.339972337482711,-0.00660611065235339,0.339972337482711,0.369666508268503,0.0165778375544719,0.553987525786333,7021,-0.163298290853429
2021-11-30,2298.25,0.268349889624724,-0.00402480147938644,0.268349889624724,0.401515209951817,0.0165882383796461,0.542210128375274,-911,-0.100571649290339
2021-12-31,2327.75,0.125604448742746,-0.00354419503812697,0.125604448742746,0.537735616667198,0.0174400080542142,0.576727406421275,-5848,-0.0906960385894996
2022-01-31,2254.25,0.118456958571074,-0.000443606521015827,0.118456958571074,0.528537676519907,0.0148420423737139,0.765425781170293,-1905,-0.0261797997505948
2022-02-28,2392.25,0.171379605826907,0.000209008255826149,0.171379605826907,0.365902936354032,0.0171037988617161,0.709821278760468,5562,-0.085596822029951
2022-03-31,2422,0.185946872322194,0,0.185946872322194,0.394253856691379,0.0134950615218005,0.523553705262534,-4486,-0.0713583952393548
2022-04-29,2259,0.154317833418498,0.000221336874723255,0.154317833418498,0.34578538265072,0.014881480064643,0.745176195274201,849,0.00341565917735401
2022-05-31,2175.7,0.0147854477611944,0.00363101530541909,0.0147854477611944,0.651018156070655,0.014881480064643,0.69983718514965,-5026,0.0598554467837113
2022-06-30,1913.5,-0.121139051555861,0,-0.121139051555861,0.478372503139276,0.00101567467531828,2.28168867074358,1105,0.192533685351159
2022-07-29,2043.25,-0.0975044169611307,-0.000367062278233243,-0.0975044169611307,0.422125796776672,0.00297965194639133,1.1296020490228,-7690,0.138223353580175
2022-08-31,1954.25,-0.188350119406084,-0.000255852628885722,-0.188350119406084,0.703710163799936,0.00346158913725133,3.73864716940371,933,0.196301830678524
2022-09-30,1914.5,-0.162510936132983,-0.000783494384956951,-0.162510936132983,0.648372950464366,0.00343896937350844,7.69416610235324,9344,0.221362026815571
2022-10-31,1975.58,-0.184318744838976,-0.00050618046345885,-0.184318744838976,-0.103377737716146,0.00392238946176515,25.2602485533348,-6413,0.194415720767854
2022-11-30,2186.5,-0.097233691164327,0.00137205579693567,-0.097233691164327,0.0894285656587124,0.00311637068027642,0.742903725858845,3490,0.0929756550233226
2022-12-30,2322.5,0.0105515065810942,-0.00387513455328314,0.0105515065810942,-0.174753492957761,0.00340269604193711,0.575093327327467,7219,0.0440117350386078
2023-01-31,2128.5,-0.085597680163248,0.00199671129903689,-0.085597680163248,0.00136646621836395,0.00340269604193711,0.867741064048937,5932,0.126942495767893
2023-02-28,2098,-0.069313518908728,0.00142993326978069,-0.069313518908728,-0.0484696032689669,0.00334123209476397,0.885055496335725,-6347,0.14485560544373
2023-03-31,2110.25,-0.117880656285923,-0.00236938751332783,-0.117880656285923,0.0513579768276887,0.00262809934323256,0.745354238660175,2518,0.112031733244377
2023-04-28,2155,-0.110239471511148,-0.00324825986078892,-0.110239471511148,0.0264255119365104,0.00262809934323256,0.524651965067431,-1926,0.0910474335703586
2023-05-31,2020.52,-0.105568835768039,-0.00322689208718552,-0.105568835768039,0.0247791543133287,0.00262809934323256,0.556758010872758,10720,0.126103455813836
2023-06-30,2101.5,-0.0341039665395044,0,-0.0341039665395044,-0.192235565640595,0.00293840432029628,0.487499120924049,5957,0.0719388015847816
2023-07-31,2149.75,0.0521228435091154,0.00244214443539947,0.0521228435091154,0.0647299792433628,0.002692223717277,0.551026182394513,-8255,0.0357441343144158
2023-08-31,2252.9,0.102606142175456,-0.0119845532424875,0.102606142175456,-0.0682908013146874,0.00337067028854542,0.567043908346756,9350,-0.0278251065426187
2023-09-29,2185.5,0.118331840859665,-0.008007320979181,0.118331840859665,-0.0812072269122693,0.00258494371496699,0.799248704821017,8292,-0.014875237717382
2023-10-31,2075.25,0.0839644815878817,0.00530056619684371,0.0839644815878817,-0.0470854420579352,0.00258494371496699,0.700100551339111,-11631,0.0193731768779713
2023-11-30,2104.75,0.0653833304649774,0.00475115809478566,0.0653833304649774,0.0150420458026434,0.00244630295320177,0.654387162814877,2080,-0.00303345957519533
2023-12-29,2044.25,-0.0650583123713697,0.00892747951571482,-0.0650583123713697,-0.2232250671225,0.00340923388819718,2.56901276991886,-925,-0.00462965972530664
2024-01-31,2176.96,-0.0626652314316468,0.00567764221666911,-0.0626652314316468,-0.19972497587771,0.0040469793784034,0.916088062871197,7880,-0.0830433557136514
2024-02-29,2072,-0.026544514916608,-0.00465733590733597,-0.026544514916608,0.0158865312568317,0.00577517012577646,1.68467571695212,1082,-0.0396052787236338
2024-03-29,2031.92,-0.031496663489037,0.00672762707193186,-0.031496663489037,0.037672801724165,0.00607977300127939,2.25961959014537,-797,-0.0237974206901512
2024-04-30,2189.41,0.0159675174013922,0.00867813703235121,0.0159675174013922,0.151185046934836,0.00607977300127939,0.7538767698863,-4217,-0.0922468886003896
2024-05-31,2227.89,0.0338236658932718,0.00920602004587301,0.0338236658932718,0.0900208683166702,0.00521591180949078,1.26427722315879,13107,-0.102594983444994
