"Dates","LN1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-08-30,13738,-0.131385938290339,0.00174697918183142,-0.131385938290339,0.489945309424943,0.0421014237849227,0.934825756032798,4645,0.30426470394483
2013-09-30,13895.5,-0.246407071967026,0.00194307509625413,-0.246407071967026,0.166863793730217,0.0421014237849227,1.05170483872842,-1187,0.234162939991606
2013-10-31,14565,-0.210098161505505,0.00144181256436671,-0.210098161505505,0.0185212221327365,0.0413483587435094,0.787889840792233,8655,0.0675196945057335
2013-11-29,13462,-0.166388011641588,0.00148566334868527,-0.166388011641588,0.226159706027092,-0.0176895286309988,0.649313306389037,440,0.0717919020612992
2013-12-31,13843,-0.214001816942993,0.0017337282380987,-0.214001816942993,0.055012904965508,-0.0176895286309988,0.696026720331198,1985,0.00763364598366893
2014-01-31,13937,-0.180562088428974,0.00136327760637145,-0.180562088428974,-0.100001254579504,-0.0176101287731766,0.57407196367739,367,-0.0209598196200027
2014-02-28,14699,-0.195985121977902,0.000952445744608399,-0.195985121977902,-0.252259080628999,-0.0183319523977843,0.494604612807532,15781,-0.102820110356035
2014-03-31,15870,-0.0441198614666464,0.00132325141776946,-0.0441198614666464,-0.177519513237674,-0.0167183139805842,0.521997497070715,24183,-0.15973147323107
2014-04-30,18314,0.103086884505346,0.000163809107786461,0.103086884505346,0.391333570235616,-0.0146258167618327,1.0646303736948,15918,-0.28857011599906
2014-05-30,19212,0.253269839198931,0.00109306683322918,0.253269839198931,0.273229578885329,-0.0101219130065923,1.3399872852365,-13234,-0.289013145087586
2014-06-30,18984,0.390209073267182,0.00147492625368728,0.390209073267182,0.384274584736356,-0.0101219130065923,2.79991917869983,1784,-0.27707458041847
2014-07-31,18444.5,0.350701182673649,0.0013012008999973,0.350701182673649,0.491654724910854,-0.00945147901644414,1.40269980494194,-646,-0.169596874525938
2014-08-29,18736,0.355912577797077,0.00144107600341581,0.355912577797077,0.479108729028782,0.00313986372047076,1.54071990838955,904,-0.127192492179711
2014-09-30,16251,0.182923278497598,0.00184604024367729,0.182923278497598,-0.222593609801907,-0.000822132532014288,1.39523541986495,-5459,0.015099869331779
2014-10-31,15731,0.132093123673132,0.00158921874006746,0.132093123673132,-0.104739390934457,0.00254499248115312,27.4988947496702,9903,0.157682629831459
2014-11-28,16233,0.114521112255407,0.00147846978377375,0.114521112255407,-0.0669808883098069,0.00254499248115312,2.26413619252288,-2832,0.156537142733635
2014-12-31,15088,0.120784430248106,0.00175636267232226,0.120784430248106,-0.0604608187932401,0.00254499248115312,1.52104464076229,4516,0.262033997281476
2015-01-30,15118,0.0921043126489924,0.00132292631300435,0.0921043126489924,0.0170194096832017,0.00817698399957293,1.54481135089408,-3059,0.282511861383362
2015-02-27,14048.5,0.00800028700581201,0.00131686656938457,0.00800028700581201,0.142061462457646,0.00817698399957293,0.592423463800435,141,0.364749880853167
2015-03-31,12348,-0.159942853255324,0.0015387107223841,-0.159942853255324,0.27775655991256,0.00817698399957293,0.672257560657778,3852,0.511782032524281
2015-04-30,13918,-0.122999369880277,0.00114959045839913,-0.122999369880277,0.342213885864171,0.00570576176853411,1.38239082341633,1032,0.41096943947747
2015-05-29,12583,-0.31292999890794,0.00103313995072707,-0.31292999890794,0.332825163103666,0.00859407700470192,0.854505150277869,-1472,0.522789846590559
2015-06-30,11939.5,-0.3785394545076,0.00142384521964911,-0.3785394545076,0.591027021961041,-0.00944236004434922,0.857473733125067,-6159,0.601109276874099
2015-07-31,11004.5,-0.420327644332069,0.00118133490844663,-0.420327644332069,0.75265669709968,-0.0179703626076457,0.659921771998112,1144,0.738949256928518
2015-08-31,10038,-0.464239965841161,0.00119545726240289,-0.464239965841161,1.0487184442509,-0.0100275430413065,0.606895692942954,-3707,0.858921332732066
2015-09-30,10376.5,-0.446173142613151,0.00110827350262621,-0.446173142613151,0.816233498502134,-0.0129339869863855,0.383118937669291,18670,0.82575558998523
2015-10-30,10042,-0.382068795766414,0.000647281418044265,-0.382068795766414,0.887269590934369,-0.0129890438627067,0.359453128375532,-5802,0.872264225281381
2015-11-30,8870.5,-0.45355140762644,0.00140916521052925,-0.45355140762644,1.12678959828615,-0.0129890438627067,0.36154329609706,3456,0.98854628571684
2015-12-31,8788,-0.458633647508162,0.00153618570778336,-0.458633647508162,1.04167264223245,-0.0112099831229983,0.282978718546249,8014,1.00388111094001
2016-01-29,8592,-0.430540827147402,0.00151303538175052,-0.430540827147402,0.910659501200156,-0.0189519888899258,0.288196495785672,15557,1.04320920282425
2016-02-29,8496,-0.395237925757198,0.00105932203389836,-0.395237925757198,0.849426365534242,-0.0275130574127135,0.238893598632293,11984,1.06563096306379
2016-03-31,8457,-0.398014022849415,0.00147806550786322,-0.398014022849415,0.770810971909046,-0.032101871315597,0.263309224581937,-22743,1.05268592178856
2016-04-29,9417,-0.237366375121477,0.00122119570988644,-0.237366375121477,0.637960694276494,-0.0205732213683723,0.360770700600988,7589,0.947952925084493
2016-05-31,8398.5,-0.332551855678296,0.00184556766089172,-0.332551855678296,0.609275675709661,-0.0205732213683723,0.348537601228167,-4045,1.02965409048504
2016-06-30,9410,-0.252165620281332,0.00170031880977684,-0.252165620281332,0.567961241075923,-0.0104075902970692,0.686442303975676,-3490,0.901835410602065
2016-07-29,10598.25,-0.112337200050253,0.00148609440237779,-0.112337200050253,0.349823629439238,-0.0110379015627728,1.37584003079333,11263,0.777414235446758
2016-08-31,9721.5,-0.11658866827207,0.00164583654785777,-0.11658866827207,0.347516597407141,-0.0110379015627728,0.892407356141008,1669,0.828403037829678
2016-09-30,10536,0.0496114763897189,0.00151860288534555,0.0496114763897189,0.0786330400015755,-0.00543783856492631,1.42100120573061,-108,0.708427595245206
2016-10-31,10438,0.0394343756223863,0.00167656639202907,0.0394343756223863,0.0922568661089513,0.00163426734768262,1.25329969269357,-982,0.662940454978613
2016-11-30,11210.25,0.11633638717387,0.00138266318770763,0.11633638717387,-0.040530783973077,0.00439107093706518,2.90758027561583,2585,0.591564909847938
2016-12-30,9975,0.124513838002368,0.00180451127819548,0.124513838002368,-0.0189752424406035,0.00703000021911314,1.24732276786705,-8650,0.6657539900451
2017-01-31,9910.5,0.153456703910614,0.00176580394531056,0.153456703910614,-0.111216987752413,0.00703000021911314,1.04560740898925,2520,0.614166544277385
2017-02-28,10937.5,0.272986499068901,0.00187428571428572,0.272986499068901,-0.23974649561569,0.00844499164095433,1.9584931390719,-2106,0.515564093749565
2017-03-31,9979,0.174552730696798,0.00180378795470482,0.174552730696798,-0.153529722659835,0.0198557216752101,0.924115807545306,4155,0.581180121489447
2017-04-28,9406,0.112214733356982,0.00228577503721028,0.112214733356982,-0.0598304486431974,0.0198557216752101,0.595957982410364,-15349,0.641565674718332
2017-05-31,8931,-0.0516087926091112,0.00190348225282722,-0.0516087926091112,0.187760077721604,0.0198557216752101,0.317437073530289,-1559,0.677482899751733
2017-06-30,9355,0.113889385009228,0.00176376269374656,0.113889385009228,0.0030724090584406,0.00294755975647822,0.348989600854669,1007,0.631538030516855
2017-07-31,10175.5,-0.0398886608638223,0.00167067957348532,-0.0398886608638223,0.0211445725752705,-0.0000392938103002548,0.438443191406257,2283,0.542938630171333
2017-08-31,11751.5,0.108815134574104,0.00157426711483644,0.108815134574104,0.0847292496750767,0.01547025962481,0.73367624812835,7758,0.38012315866432
2017-09-29,10430.5,0.0729311320269503,0.00268443507022664,0.0729311320269503,0.0306491398637006,0.0255902759931722,0.575179812312559,-1938,0.487739044748357
2017-10-31,12261.5,0.163771829916477,0.0013048974432166,0.163771829916477,0.163071110291146,0.0255902759931722,1.91221841041233,-17913,0.314919193026512
2017-11-30,11057,0.0593025483809158,0.00198968978927372,0.0593025483809158,0.221413997899003,0.013791143208731,1.17366045779604,9627,0.413177994166337
2017-12-29,12714,0.134140630226801,0.00188768286927798,0.134140630226801,0.1873318728719,0.0277324526929847,3.28380790437729,5447,0.25279128263182
2018-01-31,13565.5,0.359949874686717,0.0010320297814308,0.359949874686717,0.00178265694172886,0.0228559259868301,7.66408738390087,13938,0.174316414844965
2018-02-28,13752.5,0.387669643307603,0.00105435375386298,0.387669643307603,-0.0373522493754606,0.019694889610484,2.44576943243522,-3582,0.16234152177262
2018-03-30,13258,0.21216,0.00128224468245586,0.21216,0.205007685597123,0.0651968025405742,3.44629546249854,1593,0.163758920686509
2018-04-30,13601,0.445991920051032,0.00147048011175643,0.445991920051032,-0.0451113892663921,0.0651968025405742,1.2355923877127,1475,0.138216745055092
2018-05-31,15165.5,0.612321922177334,0.0015495697471235,0.612321922177334,-0.176965748415797,0.0710890418961917,0.869342605321743,9728,0.0107484383189545
2018-06-29,14835.5,0.661124174224611,0.00202217653601156,0.661124174224611,-0.204542617886556,0.0668306507735548,0.93521547536707,-4015,0.0202622474096445
2018-07-31,13953,0.491501870657403,0.00247258654052884,0.491501870657403,-0.0359181075767792,0.0668306507735548,0.965888197226368,-5569,0.0591509132553606
2018-08-31,12720,0.250061422043143,0.00243710691823895,0.250061422043143,0.190353123627583,0.0614642095635143,1.00733459798112,-6503,0.132875789519933
2018-09-28,12525,0.0658213845041058,0.00287425149700593,0.0658213845041058,0.408821831207156,0.0614642095635143,0.774589716711918,-3297,0.136667686872942
2018-10-31,11440.5,0.0968314078903216,0.00227262794458283,0.0968314078903216,0.474986453004835,0.0614642095635143,1.05982960993657,-10678,0.244349073815736
2018-11-30,11148.5,-0.0907719283937527,0.0022873032246491,-0.0907719283937527,0.60123510648834,0.0672969336633778,1.17678629722351,3184,0.29044337499775
2018-12-31,10622.5,-0.164503696712286,0.00301247352318201,-0.164503696712286,0.65306977939947,0.0702163840886894,0.870063875286572,-9841,0.368887273782229
2019-01-31,12422.5,-0.0229274815164385,0.00193197826524449,-0.0229274815164385,0.810763259235702,0.0432725641808541,0.574390167431671,13162,0.227672808425532
2019-02-28,12990.5,-0.0423869374516235,0.00200146260728995,-0.0423869374516235,0.878060909901143,0.045395131046463,0.52845356328159,10,0.192431549849493
2019-03-29,12919.5,-0.0605708053081261,0.00243817485196796,-0.0605708053081261,0.936040527802565,0.0457221305484684,0.522583985277776,567,0.224017815885201
2019-04-30,12147.5,-0.0837607482274851,0.00288125128627281,-0.0837607482274851,0.934273703907602,0.0435334091514675,0.734649886564094,-3297,0.29770320948427
2019-05-31,11979.5,-0.119219175060657,0.000417379690304198,-0.119219175060657,1.05923463870558,0.0401650171988427,0.76254786769989,-2125,0.331485552228813
2019-06-28,12640,-0.166529293462134,0.0028481012658228,-0.166529293462134,1.20620135413646,0.0401650171988427,0.50842568988716,25304,0.27781601909938
2019-07-31,14480,-0.0239627919517376,0.00186464088397797,-0.0239627919517376,0.843464756472034,0.0401650171988427,0.61000396481049,15641,0.140415380974606
2019-08-30,18005,0.290403497455744,-0.000555401277422929,0.290403497455744,0.784971086713426,0.039936822993482,0.470693784113271,-12923,-0.0769511294086064
2019-09-30,17199,0.373173652694611,-0.0051747194604338,0.373173652694611,0.74606516934247,0.039936822993482,0.436989112301953,-5883,-0.0213416911569046
2019-10-31,16691,0.332614770459082,-0.000119825055419076,0.332614770459082,0.863695994920036,0.0317842634408502,0.514884819503813,19237,-0.0212253170354536
2019-11-29,13628,0.191206678029806,0.00154094511300262,0.191206678029806,0.381076219177543,0.0274696061543683,0.812634911617055,8861,0.15416841948806
2019-12-31,13968,0.252903978113648,0.00229095074455898,0.252903978113648,0.298206040441302,0.0274696061543683,0.673988989009323,-15384,0.093707333118715
2020-01-31,12786.5,0.203718522005177,0.00203339459586283,0.203718522005177,0.3031173867592,0.0285689095183182,0.835718617332828,-12921,0.141250829870689
2020-02-28,12201,-0.0178305494063193,0.00196705188099333,-0.0178305494063193,0.581772511828824,0.0285689095183182,0.932195888553267,2653,0.166858358558761
2020-03-31,11443,-0.114284608537482,0.00187887791663033,-0.114284608537482,0.724610742796388,0.0285689095183182,1.66214164298196,-30788,0.16061100741126
2020-04-30,12138,-0.0604899570416814,0.00181248970176306,-0.0604899570416814,0.61893451222206,0.00111097710286391,0.804276978012157,-1497,0.0654554359026144
2020-05-29,12270.75,0.0101461206009463,0.00175213414013009,0.0101461206009463,0.518377706785857,0.000862405190080211,0.782846878781783,-1216,0.0112402638774347
2020-06-30,12762,0.00965189873417716,0.00152797367183832,0.00965189873417716,0.487966638640222,0.000862405190080211,0.638177896797824,2571,-0.0520654837821532
2020-07-31,13748,0.0876582278481013,0.00112743671806803,0.0876582278481013,0.369729273236449,0.00745742957629654,0.608577972030971,-3087,-0.218851392588931
2020-08-31,15344,-0.147792279922244,0.000749478623566224,-0.147792279922244,-0.403731277460134,0.0140160114852325,0.587203605495271,13414,-0.371475578029495
2020-09-30,14487,-0.19539016939739,0.000983640505280547,-0.19539016939739,-0.300336516362875,0.00853310362155361,0.642651912819933,-3108,-0.314002755447927
2020-10-30,15128,-0.120413977556835,0.000859333685880426,-0.120413977556835,-0.493517603480399,0.00970877831142303,0.589069425791211,10659,-0.394748019438306
2020-11-30,15993,0.173539771059583,0.00131307447008067,0.173539771059583,-0.188141723848462,0.00970877831142303,0.700513401723521,3627,-0.50640921160932
2020-12-31,16566.5,0.215622248312298,0.00123743699634815,0.215622248312298,-0.264359647640217,0.00977166576901233,0.647717137489393,-3004,-0.553426322058125
2021-01-29,17658.5,0.264211053837343,0.00084944927372077,0.264211053837343,-0.348532695276836,0.00774983603090251,0.558963135019207,-6970,-0.628151504300621
2021-02-26,18540,0.449966761819107,0.0009169363538295,0.449966761819107,-0.501939322476447,0.00774983603090251,0.577264082425144,10608,-0.690958369556942
2021-03-31,16030,0.313826735513483,0.00102932002495315,0.313826735513483,-0.951518138507403,0.00774983603090251,0.844619321389269,-13688,-0.537825619433764
2021-04-30,17650,0.542427685047628,0.000708215297450465,0.542427685047628,-1.28615277278215,0.0158005458638551,0.66094949897387,1527,-0.643172862343592
2021-05-31,18083,0.47366705376607,0.000718907260963242,0.47366705376607,-1.2256641698794,0.0132116456281949,0.662973629160618,1750,-0.648282136350473
2021-06-30,18206,0.483690890939837,0.0001098538943205,0.483690890939837,-1.17713527113792,0.00821968320967451,0.799239108870865,-6937,-0.646116628304274
2021-07-30,19551,0.531969910672308,0,0.531969910672308,-1.21728536696051,0.00756913388136425,0.663481402524711,3632,-0.7012989428839
2021-08-31,19567.5,0.423297934244981,-0.000459946339593675,0.423297934244981,-1.03614066398507,0.00756913388136425,0.566641638391572,1240,-0.690659883235395
2021-09-30,17945.5,0.169545099061523,-0.000278621381404776,0.169545099061523,-0.84983912861153,0.00384084557778277,0.53885510259466,-3038,-0.593042715055965
2021-10-29,19526,0.347829088147995,-0.00204855065041487,0.347829088147995,-1.14674555350617,0.00359275286514269,0.465613478736562,-1300,-0.669642702646785
2021-11-30,20007,0.322514542570069,-0.00159944019593139,0.322514542570069,-1.09839834909549,0.00360118294203459,0.374130944040063,12024,-0.68916899916377
2021-12-31,20873.5,0.305164759582317,-0.0019163053632596,0.305164759582317,-1.08494295029014,0.00560663865824201,0.338034162714391,-2448,-0.732761772025255
2022-01-31,22788,0.290483336636748,-0.0087765490609093,0.290483336636748,-0.942028521360079,0.00862527755561694,0.285498828779814,-594,-0.818866692054964
2022-02-28,24601,0.326914778856527,-0.0054875818056177,0.326914778856527,-0.945400988316403,0.0113843132096985,0.294078626254251,9911,-0.89541970295543
2022-03-31,32115,0.732200647249191,-0.000622761949244932,0.732200647249191,0.604591144709428,0.0336908551023695,0.295280301344051,-30090,-1.1436546790765
2022-04-29,31747,0.980474111041796,0.0000944971178378218,0.980474111041796,1.23186900571833,0.0302891660407315,0.299850693449876,-12793,-1.13459589330706
2022-05-31,28348,0.606118980169972,0.000881896430083184,0.606118980169972,1.01438179010279,0.0302891660407315,0.324610605899886,-14697,-1.00141835267693
2022-06-30,22651,0.252612951390809,0.00110370403072713,0.252612951390809,0.359999986736345,0.00389111597355214,0.492097164864765,4784,-0.766019506692607
2022-07-29,23589,0.29567175656377,0.000635889609563733,0.29567175656377,0.299663509751734,0.00439664681537663,0.46705959794856,-2796,-0.802216857274177
2022-08-31,21337,0.0913508260447036,0.00140600834231619,0.0913508260447036,0.488818900177283,0.00620952254348382,0.985221886488772,-1005,-0.653383208027017
2022-09-30,21012,0.0738213875047911,0.0020464496478203,0.0738213875047911,0.512882467256997,0.00634560437181333,1.03477243363483,-2999,-0.622082915496215
2022-10-31,21717,0.112209361876472,0.00161164065018182,0.112209361876472,0.494740907664238,0.00648973915471052,0.819700865591826,-803,-0.615285220417032
2022-11-30,26879.5,0.376600430195637,0.00148812291895317,0.376600430195637,0.357743425954218,0.00486136054778813,0.387459230037567,5299,-0.828553770729387
2022-12-30,29901,0.494526915579547,0.00214039664225285,0.494526915579547,0.222167354139944,0.00336439270902103,0.349756356671204,-5984,-0.875720368519516
2023-01-31,30185,0.446091934749802,0.00202087129368889,0.446091934749802,0.272909110192806,0.00336439270902103,0.355812032584372,1914,-0.857173042116533
2023-02-28,24620,0.0803931893979286,0.00320877335499592,0.0803931893979286,0.352721485743978,0.00259917344792707,0.437142088765275,3959,-0.636397468634444
2023-03-31,23685,-0.0372342587699689,0.00274435296601228,-0.0372342587699689,0.517175422167255,0.00398922396129769,0.43186522235988,1317,-0.578278496260694
2023-04-28,24236.5,-0.245321500856298,-0.000309450621995722,-0.245321500856298,0.280467399371927,0.00398922396129769,0.383974005289171,-4679,-0.60129632122199
2023-05-31,20473,-0.355120168834851,0.00122112050017087,-0.355120168834851,0.376619394768631,0.00398922396129769,0.552307348897555,5286,-0.449812013521163
2023-06-30,20394,-0.280584168195287,0.00259880356967734,-0.280584168195287,0.240969625403451,0.00564070644859912,0.555712053436432,-1033,-0.429769145798343
2023-07-31,22127,-0.0619780406121501,0.00338952411081483,-0.0619780406121501,0.228613383187451,0.00483227939073424,0.527461633240825,6333,-0.531790054980194
2023-08-31,20113,-0.147356818856247,0.00377865062397453,-0.147356818856247,0.354348806753975,0.00296985422076304,0.696662237419473,3489,-0.439765810940009
2023-09-29,18497,-0.133102123072597,0.004541276963832,-0.133102123072597,0.350768864358981,0.00101005435019744,1.05276424850028,4456,-0.360965793082941
2023-10-31,17926,-0.146868456120312,0.004964855517126,-0.146868456120312,0.377564573940681,0.00101005435019744,1.09907028062567,-4475,-0.336257273330409
2023-11-30,16486,-0.240871206888613,0.00430668445954141,-0.240871206888613,0.556123778370616,0.00269742535289533,1.44359365948651,17231,-0.257696206786791
2023-12-29,16435,-0.388567495675143,0.00520231213872835,-0.388567495675143,-0.0641995289876705,0.00104955630335946,1.82978758012016,-3628,-0.274641944028033
2024-01-31,16069,-0.46259322430688,0.00516522496732841,-0.46259322430688,-0.30916260384892,-0.00100071426745581,4.1845314616396,11582,-0.25431287582873
2024-02-29,17719.5,-0.412970018220971,0.00431727757555245,-0.412970018220971,-0.0515093340861864,0.00655643516040539,2.7407850296201,-1382,-0.36211689043403
2024-03-29,16597.02,-0.325872461413485,0.003924198440443,-0.325872461413485,0.23582190207622,0.00697453773962108,4.8535524895845,3175,-0.259806399743794
2024-04-30,19102,-0.211849895818291,0.00350748612710716,-0.211849895818291,0.415794905150771,0.00697453773962108,1.10539281552355,-4202,-0.372136304443931
2024-05-31,19525,-0.19439688073773,0.00435339308578753,-0.19439688073773,0.340120189116482,0.00655066495166554,1.37527489711763,4466,-0.361210265391116
