"Dates","BO1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-06-28,46.42,-0.0565040650406501,-0.00280051701852657,-0.0565040650406501,0.216475210378448,0.0499937151460927,0.50726704002356,-38115,0.121589591024014
2013-07-31,42.09,-0.193832599118943,0.00427655024946549,-0.193832599118943,0.303916043370719,0.0499937151460927,1.14110711997856,-4672,0.166395937324102
2013-08-30,43.89,-0.164795432921028,0.00182273866484395,-0.164795432921028,0.214565072937824,0.0710864918946184,0.857312375449435,-50664,0.0884883398524361
2013-09-30,40.83,-0.217516289766194,0.00661278471711979,-0.217516289766194,0.290641861565964,0.0710864918946184,1.40106420041734,22255,0.125022665438282
2013-10-31,41.33,-0.207934074357991,0.00725864989112046,-0.207934074357991,0.173917534996303,0.0707025164873354,1.0244110612912,20225,0.0653420006772443
2013-11-29,40.22,-0.198165869218501,0.00596718050721035,-0.198165869218501,0.131769355170133,0.0389741294473996,0.836289350104732,11487,0.0595642777919459
2013-12-31,38.82,-0.214329083181542,0.00798557444616188,-0.214329083181542,0.212226321321218,0.0389741294473996,0.583144600883625,2792,0.0464605679042925
2014-01-31,37.64,-0.23433685923515,0.00770456960680121,-0.23433685923515,0.321464464263721,0.0373451938019185,0.260836412942479,35798,0.0169406280280487
2014-02-28,41.52,-0.214528944381385,0.00650289017341033,-0.214528944381385,0.63191192440593,0.0356434085497112,0.402275296121605,-74094,-0.12562621311741
2014-03-31,40.42,-0.193374575932947,0.00519544779811976,-0.193374575932947,0.825548141655613,0.0348182574122128,0.392688723681788,10773,-0.144020607496112
2014-04-30,41.88,-0.164238674915187,0.00549188156638003,-0.164238674915187,0.627941129688416,0.0352388083354344,0.410239332974257,-3664,-0.196349398133907
2014-05-30,38.5,-0.216364746590678,0.00285714285714289,-0.216364746590678,0.606138394693278,0.0372740104828774,0.33113255027012,17596,-0.0920061204156227
2014-06-30,38.85,-0.163076260232659,0.00257400257400264,-0.163076260232659,0.398859158581231,0.0372740104828774,0.334173843601263,-15521,-0.101055955935541
2014-07-31,36.11,-0.222102542007756,0.00138465798947651,-0.222102542007756,0.507401767588297,0.0384239921947819,0.316363277129549,18462,-0.00335186804647429
2014-08-29,32.04,-0.238774055595153,-0.000936329588015039,-0.238774055595153,0.359559505467533,0.0397803706669142,0.264203005584494,31921,0.135587252303058
2014-09-30,32.27,-0.264752791068581,0.00309885342423288,-0.264752791068581,0.447131196654201,0.0408773173349399,0.234211753456362,16822,0.128434368439346
2014-10-31,34.8,-0.147685525349008,0.00632183908046002,-0.147685525349008,0.213967173162227,0.0345178223129258,0.372760850889252,27984,0.0666500171504995
2014-11-28,32.18,-0.221388821679168,0.00341827221876945,-0.221388821679168,0.403357446234132,0.0345178223129258,0.288754799060678,-30186,0.147111848253153
2014-12-31,31.97,-0.205121829935356,0.005317485142321,-0.205121829935356,0.335472119033343,0.0345178223129258,0.258306627471248,-20334,0.148611645213784
2015-01-30,30,-0.227202472952087,0.00800000000000001,-0.227202472952087,0.38123465020636,0.0348512316179536,0.230793762177604,50641,0.222137917628984
2015-02-27,32.8,-0.128586609989373,0.0045731707317076,-0.128586609989373,0.20347226951049,0.0348512316179536,0.332458202643657,-49221,0.138236389066322
2015-03-31,30.39,-0.268063583815029,0.00756827903915758,-0.268063583815029,0.388721883034464,0.0348512316179536,0.229491864319425,27008,0.237822538775994
2015-04-30,31.51,-0.220435428005938,0.0044430339574737,-0.220435428005938,0.204503931254832,0.0341603206451334,0.251819215893546,-7182,0.231762890389414
2015-05-29,33.33,-0.204154727793696,0.000600060006000769,-0.204154727793696,0.186942426003845,0.0348384133410397,0.302283220240973,29250,0.182567384494975
2015-06-30,33.56,-0.128311688311689,0.00268176400476738,-0.128311688311689,0.00507086976490549,0.0334614772722178,0.304214171563735,-25254,0.197244907827599
2015-07-31,29.98,-0.228314028314028,0.00400266844563046,-0.228314028314028,0.147064605124026,0.0312769594562559,0.256547282539373,-3018,0.386779268580053
2015-08-31,27.92,-0.128589263420724,0.00393982808022919,-0.128589263420724,0.0934618420788982,0.0358863841095092,0.226972509852366,16529,0.490436506466591
2015-09-30,27.1,-0.1541822721598,0.00885608856088549,-0.1541822721598,0.161082207924395,0.0355543359752362,0.196761181095473,8100,0.520246056475107
2015-10-30,28.2,-0.126123334366284,0.0113475177304965,-0.126123334366284,0.0778276469801157,0.0354973485558998,0.216974302213802,37987,0.53464763274947
2015-11-30,29.1,-0.0957116221255438,0.0109965635738831,-0.0957116221255438,-0.0746427389711082,0.0354973485558998,0.252018466905977,1082,0.519635499845643
2015-12-31,30.55,-0.050652579241765,0.00654664484451706,-0.050652579241765,-0.207405092559808,0.0283240932750656,0.300698752729757,-57599,0.512566522227288
2016-01-29,30.88,-0.034094463559587,0.00680051813471505,-0.034094463559587,-0.266113890587035,0.0158794900563594,0.313744064747439,29910,0.530616528488597
2016-02-29,30.64,-0.0658536585365851,0.00750652741514357,-0.0658536585365851,-0.567393818956615,0.0155884203713446,0.243719186675279,-29528,0.558325013680552
2016-03-31,34.22,0.0432926829268294,0.00642898889538279,0.0432926829268294,-0.193221936255715,0.0261759383348353,0.407044330242452,69807,0.469798487493471
2016-04-29,32.88,0.0819348469891412,0.00790754257907533,0.0819348469891412,-0.197865547693182,0.0232790846058911,0.364548886061225,-41084,0.52491387290603
2016-05-31,31.82,-0.0453045304530452,0.00377121307353878,-0.0453045304530452,0.170065332942821,0.0232790846058911,0.35314019267809,-5364,0.551522676961121
2016-06-30,31.38,-0.0585058505850584,0.0047801147227533,-0.0585058505850584,0.22081812128913,0.0218580204227443,0.395754807669144,-46833,0.567450320005069
2016-07-29,30.35,-0.0956495828367104,0.00428336079077418,-0.0956495828367104,0.352184836405027,0.0191421493269311,0.360891996123876,-253,0.597214896250843
2016-08-31,32.47,0.0830553702468313,0.0040036957191254,0.0830553702468313,0.517875744420379,0.0191421493269311,0.526996453298282,39087,0.518377994987349
2016-09-30,33.24,0.19054441260745,0.00601684717208162,0.19054441260745,0.618515548230765,0.0204294926937769,0.588899019138903,12659,0.492581902931761
2016-10-31,35.17,0.247163120567376,0.00625533124822297,0.247163120567376,0.442338590323922,0.0286391007307729,1.44451256830563,64443,0.424041687500603
2016-11-30,36.79,0.304609929078014,0.00543625985322116,0.304609929078014,0.340991493760435,0.0291431063579919,4.78071328573793,-53388,0.379009064869811
2016-12-30,34.42,0.182817869415808,0.00697269029633918,0.182817869415808,0.292954939810679,0.0302164629383333,1.44582640523145,-52557,0.429983642662074
2017-01-31,33.85,0.0961787564766841,0.00856720827178736,0.0961787564766841,0.516378171858284,0.0302164629383333,1.79560580882327,34776,0.438413746800371
2017-02-28,33.69,0.090997409326425,0.00712377560106869,0.090997409326425,0.593725506273409,0.0299608209502554,2.75344691099995,-38899,0.443151688740193
2017-03-31,31.78,0.0372062663185382,0.00912523599748272,0.0372062663185382,0.568947206885991,0.0319497600033238,0.58611747239942,49670,0.497953276125179
2017-04-28,31.45,-0.0809468147282291,0.00826709062003195,-0.0809468147282291,0.424036017413705,0.0319497600033238,0.633309814519224,-7168,0.512112553662945
2017-05-31,31.34,-0.0468369829683699,0.00414805360561576,-0.0468369829683699,0.319230259896633,0.0319497600033238,0.756508847565699,27064,0.509612380106427
2017-06-30,32.93,0.0348837209302328,0.00334041907075622,0.0348837209302328,0.0468827529245186,0.0172343562710537,1.17338013505068,-67231,0.464745116467145
2017-07-31,34.71,0.143657331136738,0.00288101411696928,0.143657331136738,-0.326449532495872,0.0150063940713067,2.20560217895515,37345,0.408452463866527
2017-08-31,34.71,0.143657331136738,0.00288101411696928,0.143657331136738,-0.28207830221084,0.0125385671622992,0.781406301785683,17208,0.405428171347588
2017-09-29,32.57,0.0030797659377888,0.00767577525330054,0.0030797659377888,-0.157196757131601,-0.000276102517787936,1.55748658146789,-16441,0.463166583173903
2017-10-31,34.75,0.0454271961492179,0.00489208633093541,0.0454271961492179,-0.121814956946207,-0.000276102517787936,0.859156835417072,45077,0.38946619489859
2017-11-30,33.75,-0.0403753198748936,0.00296296296296306,-0.0403753198748936,0.113701280476826,-0.00341167695746779,1.03091773652331,13926,0.413188293802565
2017-12-29,33.08,-0.100842620277249,0.00544135429262393,-0.100842620277249,0.346276890833965,-0.0079937815509552,1.30778689673326,-22216,0.425037908211492
2018-01-31,33.07,-0.0392213829169089,0.00635016631387963,-0.0392213829169089,0.336580670031862,-0.00955598176378345,0.65868647414962,66061,0.409836302367882
2018-02-28,31.96,-0.0558345642540622,0.0084480600750938,-0.0558345642540622,0.374713126352355,-0.0150132807231123,5.3099749864845,-34505,0.439404901299883
2018-03-30,31.87,-0.05402196497477,0.00815814245371826,-0.05402196497477,0.364587193148846,0.00718370487998775,6.40515163736134,38697,0.40127266930841
2018-04-30,30.35,-0.0349761526232115,0.00889621087314652,-0.0349761526232115,0.363482406117607,0.00718370487998775,2.12964334515605,-12155,0.450141280232147
2018-05-31,31.12,-0.0104928457869634,0.00385604113110527,-0.0104928457869634,0.239337236357819,0.00856317813053987,2.67217442732852,13871,0.398536540262625
2018-06-29,29.12,-0.0708359923420547,0.0037774725274724,-0.0708359923420547,0.235422866922468,0.00685231769568199,0.889780241627263,-25625,0.459460030640021
2018-07-31,28.73,-0.127543273610689,0.00556909154194218,-0.127543273610689,0.437572779177054,0.00685231769568199,0.732124941919908,27670,0.441067474426712
2018-08-31,28.37,-0.182656295015845,0.00493479027141341,-0.182656295015845,0.599592477727576,0.00594376460683597,3.57998733497166,7908,0.433950259933401
2018-09-28,28.68,-0.173725151253241,0.0108089260808926,-0.173725151253241,0.532838667720664,0.00594376460683597,1.14163809376576,34232,0.413452648405
2018-10-31,28.02,-0.139699109610071,0.00785153461812982,-0.139699109610071,0.653872595141075,0.00594376460683597,2.62102277729994,-14683,0.416712223828724
2018-11-30,27.82,-0.199424460431655,0.00862688713156001,-0.199424460431655,-0.231204595257316,0.00823685669145024,3.66139602707803,-20889,0.404450750247982
2018-12-31,27.55,-0.167170495767835,0.0108892921960073,-0.167170495767835,-0.422557584553889,0.00895150701421932,2.74764734670625,-48324,0.385278862170191
2019-01-31,30.17,-0.0879685610640868,0.0102751077229035,-0.0879685610640868,1.06537867785352,-0.00486580771937423,6.60505992269556,31293,0.286061729784
2019-02-28,29.96,-0.0940429392198363,0.00967957276368492,-0.0940429392198363,1.10552110749508,-0.00379944617399049,18.4494236687707,-18902,0.28903712858124
2019-03-29,28.36,-0.112640801001251,0.01163610719323,-0.112640801001251,0.992762510249933,-0.00262210090731996,1.78271134601629,-8708,0.318923766379832
2019-04-30,27.58,-0.134609350486351,0.0108774474256708,-0.134609350486351,1.09323631414655,-0.000864505011587766,0.402065916817869,7457,0.328359023821445
2019-05-31,27.59,-0.0909390444810544,0.00471185212033332,-0.0909390444810544,1.03422436122971,-0.00158348672827347,0.402884252848945,45879,0.295781657607044
2019-06-28,28.24,-0.0925449871465296,0.0046033994334278,-0.0925449871465296,1.04699316187599,-0.00158348672827347,0.649094530883369,-116074,0.272495633211198
2019-07-31,27.75,-0.0470467032967035,0.00468468468468464,-0.0470467032967035,1.48596117563382,-0.00158348672827347,0.944976619347398,16712,0.260667639702745
2019-08-30,28.64,-0.00313261399234255,0,-0.00313261399234255,1.15185324720361,-0.00194121562638323,2.01295571725277,43665,0.218707426288341
2019-09-30,28.99,0.0108089260808926,0.00310451879958595,0.0108089260808926,1.02891630364667,-0.00194121562638323,0.622073591353794,10238,0.192721090035904
2019-10-31,30.75,0.0721757322175733,0.00715447154471538,0.0721757322175733,0.752213775764498,0.00395193766156306,1.14896917598386,40322,0.103407390036944
2019-11-29,30.42,0.0856531049250537,0.00525969756738975,0.0856531049250537,0.747194995174075,0.0107791898190268,0.452939399897482,117,0.0947215089417089
2019-12-31,34.49,0.239755571531273,0.00811829515801676,0.239755571531273,0.843214907642192,0.0107791898190268,1.98658442253437,-26961,-0.0422755338368957
2020-01-31,29.94,0.0867513611615245,0.0120240480961924,0.0867513611615245,-0.0786583921311871,0.0122228069065707,0.849713011106906,33156,0.0783455692580067
2020-02-28,28.31,-0.0616506463374211,0.013069586718474,-0.0616506463374211,0.143047439912238,0.0122228069065707,0.632315786004948,-68690,0.124679929418782
2020-03-31,27.01,-0.0476022566995766,0.0129581636430951,-0.0476022566995766,0.113810961437619,0.0122228069065707,0.495764421620465,-17271,0.149644854398063
2020-04-30,26.23,-0.0751057827926656,0.0141059855127716,-0.0751057827926656,0.20193330113087,0.0133533423800758,0.615984524650613,7218,0.168917955087963
2020-05-29,27.38,-0.0072516316171134,0.00620891161431714,-0.0072516316171134,-0.00866012835482714,0.0132742559546474,0.921481912076243,24247,0.11166241781079
2020-06-30,27.98,-0.00920679886685527,0.00571837026447453,-0.00920679886685527,-0.00656406048985135,0.0132742559546474,1.26343444179179,-49038,0.0858541275378168
2020-07-31,30.91,0.094546742209632,-0.0142348754448399,0.094546742209632,-0.0730847684433333,0.0230386164023386,6.00144649058458,12098,-0.015212724108547
2020-08-31,32.96,0.150837988826816,-0.00697815533980595,0.150837988826816,-0.215438627593024,0.0268033482466738,24.904164568847,10676,-0.0853578463257148
2020-09-30,33.37,0.165153631284916,-0.00719208870242716,0.165153631284916,-0.220985465317931,0.024469853134839,1.35760594216576,17823,-0.0977204340477263
2020-10-30,33.61,0.159365298378751,-0.00446295745313885,0.159365298378751,-0.205738184367624,0.022377219151768,1.23071398563114,3688,-0.0886335049145146
2020-11-30,37.88,0.245233399079553,-0.0102956705385427,0.245233399079553,-0.195099552847645,0.022377219151768,0.776961850105317,1598,-0.218098461061938
2020-12-31,43.33,0.42439184746877,-0.0214631894761136,0.42439184746877,-0.227489348445541,0.0301670285343935,0.37676188639381,-7261,-0.346764865395485
2021-01-29,44.62,0.293708321252536,-0.0159121470192739,0.293708321252536,-0.176968051192104,0.033269164970051,0.346491938502918,7974,-0.384195149935212
2021-02-26,51.34,0.714762859051436,-0.0272691858200235,0.714762859051436,0.17263070493991,0.033269164970051,0.282598107475763,-5130,-0.523369888611848
2021-03-31,52.92,0.86930413281526,-0.0408163265306123,0.86930413281526,0.232992795753279,0.033269164970051,0.245646424639217,20246,-0.535216059987828
2021-04-30,68.46,1.53461680858941,-0.088664913818288,1.53461680858941,1.0557942244625,0.0575838974126941,0.251176536289512,-3072,-0.78228548255313
2021-05-31,65.79,1.40284879474069,-0.052591579267366,1.40284879474069,0.888766064401306,0.0450986088878587,0.247335014910662,40936,-0.712377520838574
2021-06-30,65.16,1.37983929875822,-0.0267034990791896,1.37983929875822,0.968899186203014,0.0337009791608267,0.231943674548393,-44633,-0.690153131055083
2021-07-30,65.82,1.35239456754825,-0.0212701306593739,1.35239456754825,0.965675746606944,0.0340065984131534,0.229460853912819,-51683,-0.68936989763927
2021-08-31,59.36,0.920414105467486,-0.00791778975741242,0.920414105467486,0.759497714621176,0.0340065984131534,0.269343153189274,-23219,-0.58264749829467
2021-09-30,58.79,0.783677184466019,-0.00170096955264498,0.783677184466019,0.863967885028151,0.0322979026153548,0.271738213734027,-29428,-0.566714119979908
2021-10-29,61.27,0.836080311657177,-0.00359066427289056,0.836080311657177,0.820390585988006,0.032305952763772,0.25877245557844,37340,-0.618107002973874
2021-11-30,55.11,0.639690568283249,0.00181455271275643,0.639690568283249,0.66341279561343,0.0322968482826721,0.301076365616872,-19106,-0.511788808502117
2021-12-31,56.3,0.486272439281943,0.00408525754884548,0.486272439281943,0.889453975479444,0.0293765882093647,0.289482024373348,-26868,-0.534513367266097
2022-01-31,64.82,0.45271178843568,-0.000154273372415803,0.45271178843568,0.819882816564052,0.0342174401256854,0.257649603570114,55835,-0.660466848059612
2022-02-28,72.89,0.419750681729647,-0.00507614213197971,0.419750681729647,0.873883192407116,0.0373924030889175,0.255110643635227,-51391,-0.777804105740333
2022-03-31,69.94,0.362290611608883,-0.0185873605947955,0.362290611608883,0.990692348869579,0.024020242717544,0.247227937858977,-33283,-0.733455130237025
2022-04-29,89.17,0.684996220710506,-0.0559605248401929,0.684996220710506,0.736839926796945,0.0216731472464751,0.241485797096446,18881,-0.9754978954309
2022-05-31,77.92,0.13818288051417,-0.01976386036961,0.13818288051417,0.810411418160694,0.0216731472464751,0.279844706158082,20522,-0.841293964437595
2022-06-30,69.93,0.0629274965800277,-0.0417560417560418,0.0629274965800277,0.776404355661847,0.0058544816966898,0.328934642322106,-22594,-0.741637089510187
2022-07-29,68.6,0.0527931246163291,-0.0306122448979591,0.0527931246163291,0.789486080717092,0.00657437910149234,0.33683570386079,1526,-0.725215689248514
2022-08-31,72.74,0.105135217259192,-0.0527907616167169,0.105135217259192,0.687742356757906,0.00757672359659872,0.322009903277134,32254,-0.788544079718286
2022-09-30,65.35,0.100909703504044,-0.0579954093343533,0.100909703504044,0.682851430971126,0.00704619193283971,0.371697694154232,9063,-0.685653697864576
2022-10-31,73.21,0.19487514281051,-0.0355142740062833,0.19487514281051,0.465037822735424,0.00851855549627763,0.343129136063809,28179,-0.7991250863976
2022-11-30,75.23,0.227843969316141,-0.0445301076698127,0.227843969316141,0.478956691427968,0.00847871318332953,0.347989591603066,15493,-0.826343150311179
2022-12-30,63.81,0.157866086009799,0.00407459645823516,0.157866086009799,0.378676049659435,0.00788077589156687,0.439229686178724,-71885,-0.671149405293623
2023-01-31,62.33,0.107104795737122,0.00256698219156104,0.107104795737122,0.446723155341051,0.00788077589156687,0.514162205664647,51205,-0.657637622046564
2023-02-28,59.75,-0.0782165998148717,0.00485355648535557,-0.0782165998148717,0.742100441201958,0.00764006470978551,0.437584578533406,6931,-0.621624735689854
2023-03-31,55.49,-0.23871587323364,0.00234276446206505,-0.23871587323364,1.08528318851868,0.00921792680236918,0.449692016867863,47195,-0.574583528176739
2023-04-28,51.61,-0.262081784386617,0.00116256539430348,-0.262081784386617,1.10892285245748,0.00921792680236918,0.467454314627464,-11727,-0.502096155999565
2023-05-31,46.2,-0.481888527531681,0.00238095238095237,-0.481888527531681,0.638785800506309,0.00921792680236918,0.565068756872915,86631,-0.416666470925845
2023-06-30,65.01,-0.165682751540041,-0.0509152438086449,-0.165682751540041,1.67070222480337,0.00462267665686656,0.493302956200565,-70772,-0.776044335626154
2023-07-31,65.58,-0.0440233236151605,-0.0376639219274169,-0.0440233236151605,1.52556554063809,0.00493124090197864,0.499525606443073,-10973,-0.790234808844225
2023-08-31,65.52,-0.0448979591836736,-0.0242673992673992,-0.0448979591836736,1.6131181509292,0.00430471356343461,0.547180197812495,-17064,-0.797391677056604
2023-09-29,57.44,-0.210338190816607,-0.0280292479108635,-0.210338190816607,1.72561329536939,0.003480547281478,0.700625117380545,-32251,-0.675203289858391
2023-10-31,51.42,-0.213159908186687,-0.0114741345779853,-0.213159908186687,1.7220429360671,0.003480547281478,0.851443047058553,66956,-0.575839645809489
2023-11-30,52.29,-0.285753312389018,-0.000573723465289722,-0.285753312389018,2.00867132464313,0.00376054309400315,0.830325910112923,-13731,-0.596777043575955
2023-12-29,47.84,-0.364083477336169,0.00710702341137126,-0.364083477336169,2.14971679656839,0.00224222860744122,1.18466620844622,10456,-0.518795079755074
2024-01-31,46.02,-0.278796426892337,0.0112994350282485,-0.278796426892337,2.27877381022036,0.000875857448142193,2.02544896853204,89481,-0.483716721921784
2024-02-29,44.66,-0.283491095780523,0.0123152709359606,-0.283491095780523,2.28706002755444,0.00317178368303597,5.49269804555219,-49062,-0.454774607735873
2024-03-29,47.95,-0.197489539748954,0.0110531803962459,-0.197489539748954,2.02879709397337,0.00258556178334951,3.18043236968067,46279,-0.526077053673648
2024-04-30,42.29,-0.180585157915133,0.0170253014897139,-0.180585157915133,1.8311536223926,0.00258556178334951,23.3336849699125,-23708,-0.398543034488916
2024-05-31,45.52,-0.118000387521798,0.00571177504393661,-0.118000387521798,1.73507721539992,0.000897964820242834,2.48974529137401,16401,-0.459326749141581
