"Dates","JN1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2016-08-31,158,-0.180497925311204,-0.000632911392405067,-0.180497925311204,0.113162760079402,0.00660248614261672,0.978520538892834,-4627,0.816454257624676
2016-09-30,168.6,0.0218181818181815,-0.0302491103202847,0.0218181818181815,-0.0752608991061894,0.0120992033370288,1.25599923920454,-2932,0.709663019423576
2016-10-31,180.3,0.244306418219462,-0.0110926234054354,0.244306418219462,-0.488164814294471,0.0220740412126517,1.9688653590772,-21,0.581119183470725
2016-11-30,221,0.525189786059351,0.00316742081447963,0.525189786059351,-0.162755849386936,0.0213682350628396,31.633357544468,6520,0.377578612162244
2016-12-30,262,0.71129980404964,-0.00458015267175571,0.71129980404964,-0.203419146462722,0.0252287152053582,2.08399098671023,1039,0.147341204457533
2017-01-31,351.6,1.32693580410324,-0.0261660978384529,1.32693580410324,0.000504986484517862,0.0252287152053582,1.0999785824049,-3655,-0.213784047033312
2017-02-28,296.3,0.960953011250827,-0.0347620654741816,0.960953011250827,0.0310368981566626,0.0225510155318358,0.974236319751577,363,-0.0426623358018095
2017-03-31,270.6,0.849624060150376,-0.0206947524020695,0.849624060150376,0.0518881524189291,0.0263539968471238,1.17327099490838,-3366,-0.0006540315590085
2017-04-28,263.1,0.54764705882353,-0.105283162295705,0.54764705882353,0.282098481556482,0.0263539968471238,1.7440238172838,891,0.0177373624762422
2017-05-31,242,0.294117647058824,-0.0925619834710744,0.294117647058824,0.472918440690271,0.0263539968471238,0.969833136876658,-2350,0.0782904765572592
2017-06-30,200.2,0.233518176216882,-0.0044955044955044,0.233518176216882,0.414407610771502,0.0165344456831969,1.62995094564971,45,0.271315094987576
2017-07-31,204.5,0.111413043478261,0.00537897310513435,0.111413043478261,0.512635312056087,0.0150817658540505,1.96823887473469,-52,0.270935519143188
2017-08-31,213.8,0.161956521739131,0.001870907390084,0.161956521739131,0.503998299180915,0.0200284651022684,1.34207901809252,3451,0.218888992886384
2017-09-29,205.5,0.300632911392405,-0.0228710462287104,0.300632911392405,0.519696264596577,0.0217280311426206,1.50790464297718,2029,0.241399990060359
2017-10-31,185.9,0.102609727164887,0.0107584722969338,0.102609727164887,0.668526120828196,0.0217280311426206,1.5804416765111,1691,0.32452545894477
2017-11-30,189.3,0.0499168053244594,0.00845219228737459,0.0499168053244594,0.746751703334704,0.0229436578494533,2.06620341969581,486,0.29308215142878
2017-12-29,205.4,-0.0705882352941178,0.00778967867575453,-0.0705882352941178,0.911520868715784,0.0292843985040062,1.53056989608336,-2575,0.200095155877919
2018-01-31,188.1,-0.28206106870229,0.00797448165869219,-0.28206106870229,1.33690700218103,0.0478770881600822,2.32497591639685,3660,0.289306320062206
2018-02-28,185.4,-0.472696245733789,0.0124056094929881,-0.472696245733789,-0.0419704945191129,0.0455373325948446,12.9378489911916,4725,0.316130089484592
2018-03-30,174.9,-0.409719878501519,0.0217267009719839,-0.409719878501519,-0.0422114699538962,0.0759510296014389,22.7855965975441,338,0.385704408654174
2018-04-30,178.2,-0.322690992018244,0.0263748597081932,-0.322690992018244,-0.280068957776156,0.0759510296014389,7.53536768241012,-1798,0.367012275642022
2018-05-31,176.2,-0.330292664386165,0.0306469920544836,-0.330292664386165,-0.346760120706192,0.074182998644161,9.04464255499199,-3853,0.381459124892937
2018-06-29,168.5,-0.303719008264463,0.00830860534124622,-0.303719008264463,-0.452002961561141,0.0752473405387881,4.87741439891906,4533,0.429827959772217
2018-07-31,164.6,-0.177822177822178,0.00303766707168895,-0.177822177822178,0.149708139626159,0.0752473405387881,41.3024051914381,4500,0.439975046612038
2018-08-31,160.2,-0.216625916870416,0.0199750312109863,-0.216625916870416,0.335728927000812,0.07417948527643,20.4295933949258,-6414,0.445376287501264
2018-09-28,144.8,-0.322731524789523,0.0324585635359116,-0.322731524789523,0.497926348450397,0.07417948527643,6.22063425013779,-1233,0.538041663498264
2018-10-31,145.1,-0.293917274939173,0.0385940730530667,-0.293917274939173,0.329021328025867,0.07417948527643,2.15558072855236,-3781,0.518546364903071
2018-11-30,139.2,-0.251210328133405,0.0862068965517242,-0.251210328133405,0.424454893794509,0.0738298176793497,2.72507658840136,2023,0.539199103254861
2018-12-31,172,-0.162609542356378,-0.0116279069767442,-0.162609542356378,1.9223791805006,0.0621549761917105,1.42615903516065,441,0.313012598378453
2019-01-31,182.6,-0.111002921129503,-0.0136911281489595,-0.111002921129503,1.70998388988672,0.0478502548453744,1.17075725537217,-3498,0.241095855764267
2019-02-28,191.8,0.0196703880914406,0.00625651720542231,0.0196703880914406,1.59064503860246,0.0677481320640871,1.0450839598151,-4266,0.189313911043708
2019-03-29,173.1,-0.0663430420711976,0.0317735413056037,-0.0663430420711976,1.42326257704605,0.0675813860607136,1.24531514249908,-2967,0.266407391679067
2019-04-30,187.1,0.069754145225843,0.0117584179583112,0.069754145225843,1.11390690704515,0.0622390859273563,2.17521196301256,-4414,0.158683416557402
2019-05-31,217.6,0.221099887766554,-0.000919117647058765,0.221099887766554,0.795243969178368,0.0602325397720265,1.29770292459501,4001,-0.0433191739108295
2019-06-28,234,0.328036322360953,-0.00427350427350426,0.328036322360953,0.606937688253866,0.0602325397720265,0.8063956667867,2628,-0.115981774286743
2019-07-31,216.8,0.286646884272997,-0.029059040590406,0.286646884272997,0.583139522137764,0.0602325397720265,1.2406173366162,-948,-0.0773173350866621
2019-08-30,159.2,-0.0328068043742409,-0.01821608040201,-0.0328068043742409,-0.198814930533568,0.0601132951241706,4.79155843186735,391,0.230921496651532
2019-09-30,156.5,0.0808011049723754,0.0178913738019171,0.0808011049723754,-0.363464312960104,0.0601132951241706,2.20410526519587,712,0.239075597480743
2019-10-31,155.4,0.0732044198895025,0.0250965250965252,0.0732044198895025,-0.344421318539263,0.0540239926026689,3.17479253857007,-3957,0.235911900741654
2019-11-29,168,0.157822191592006,-0.00357142857142856,0.157822191592006,-0.455033749278684,0.0667570937788323,2.97377382035011,1142,0.167909593505434
2019-12-31,177.3,0.273706896551724,0.0062041737168641,0.273706896551724,-0.61953896388371,0.0667570937788323,2.44434841966368,-2270,0.121396804617443
2020-01-31,161.9,-0.0587209302325582,0.0735021618282892,-0.0587209302325582,-0.845594459360579,0.0677643414494557,1.67194124807523,1150,0.209452112357856
2020-02-28,168,-0.0799561883899232,0.0101190476190476,-0.0799561883899232,-0.829563140616439,0.0677643414494557,0.560429797967935,-1311,0.172977440964847
2020-03-31,131.5,-0.240323512420566,0.0228136882129277,-0.240323512420566,-0.654716544736625,0.0677643414494557,0.540572982625742,-897,0.39150440659219
2020-04-30,140.9,-0.186019641825534,0.000709723207948931,-0.186019641825534,-0.772984275996103,0.0118195677485295,0.77184072814373,813,0.312045734823204
2020-05-29,136.9,-0.268305718866916,0.043827611395179,-0.268305718866916,-0.666914233589401,0.0117851274187708,0.725535264463797,118,0.343156797730756
2020-06-30,142.2,-0.392307692307692,0.00632911392405067,-0.392307692307692,-0.884200597559465,0.0117851274187708,0.962342708032176,670,0.287813920299556
2020-07-31,162.8,-0.304273504273504,-0.0208845208845209,-0.304273504273504,-0.744080674031117,0.0250734677623349,9.09901050116961,937,0.112353818679516
2020-08-31,199.6,0.253768844221106,0,0.253768844221106,-0.335840428010242,0.0377817673043803,2.30637178596917,904,-0.126731394953353
2020-09-30,223.4,0.403266331658292,-0.0398388540734109,0.403266331658292,-0.458211021731235,0.035116409519282,1.41484872540222,-304,-0.23937991771109
2020-10-30,308.8,0.973162939297125,-0.11949481865285,0.973162939297125,0.279261801408,0.0281834768372876,0.80972897750705,1065,-0.574921392748981
2020-11-30,250.5,0.491071428571428,0.00479041916167655,0.491071428571428,0.196529132967574,0.0281834768372876,0.996194116237511,-1244,-0.417017701757539
2020-12-31,268.8,0.6,-0.0736607142857143,0.6,0.170786003286811,0.0289023640878142,1.05005320767174,-680,-0.487556042919887
2021-01-29,243.4,0.372814438804286,0.00739523418241572,0.372814438804286,0.300342677223405,0.0248464079818318,1.29933360922068,-407,-0.398128456656446
2021-02-26,271.4,0.676343421865349,-0.00294767870302115,0.676343421865349,0.0947588260834759,0.0248464079818318,0.897510249348198,-856,-0.52208586810536
2021-03-31,241,0.434523809523809,-0.00746887966804988,0.434523809523809,0.202854086376217,0.0248464079818318,0.9768336926939,-1118,-0.403010415066937
2021-04-30,237.5,0.806083650190114,0.0172631578947369,0.806083650190114,0.372626742431306,0.0108178532862911,1.00184673220615,-758,-0.384424856891635
2021-05-31,248,0.81154127100073,0.00967741935483879,0.81154127100073,0.298129193091292,0.0100773010037038,0.961756037556182,297,-0.383621068612812
2021-06-30,230.6,0.684441197954711,0.000867302688638327,0.684441197954711,0.421822818689967,-0.0028112918056036,0.992376974572479,626,-0.262494368333928
2021-07-30,211.7,0.488748241912799,0.00425129900803034,0.488748241912799,0.50466639593602,-0.00280476938918108,1.16787394191046,952,-0.148519636482309
2021-08-31,194.8,0.196560196560197,0.00359342915811078,0.196560196560197,0.751818120098148,-0.00280476938918108,1.32833274731242,-543,0.0473525117357933
2021-09-30,198.5,-0.00551102204408827,0.0125944584382871,-0.00551102204408827,1.05442055189501,-0.00327409241767582,0.991958488950902,-462,0.0519039391403442
2021-10-29,219.5,-0.0174574753804836,0.00546697038724364,-0.0174574753804836,1.08079524452602,-0.00341248605295411,0.854134822957903,-2066,0.00667123202095965
2021-11-30,225.9,-0.268458549222798,-0.00398406374501992,-0.268458549222798,-0.0949141759217058,-0.00342199900004374,0.822334786890911,-397,-0.00933962759613272
2021-12-31,222.8,-0.110578842315369,0.0103231597845601,-0.110578842315369,0.148094861289259,-0.00290226655780855,0.789784491608772,-1114,0.0235770657641155
2022-01-31,231,-0.0509449465899754,0.006926406926407,-0.0509449465899754,0.0811851314600453,-0.00210521655308917,0.983015383785183,684,0.0165293019512105
2022-02-28,261.5,-0.0364775239498893,0.000764818355640573,-0.0364775239498893,0.172645283253114,0.0053265890746936,0.892092707892514,2156,-0.107487271031974
2022-03-31,257.2,-0.0523212969786292,0.0058320373250389,-0.0523212969786292,0.226356492119512,-0.00224262882105443,0.831078288118288,-3247,-0.0822808246979031
2022-04-29,247,0.0248962655601663,-0.0080971659919028,0.0248962655601663,0.404773379595501,-0.0067699734342508,0.888641031446517,1231,-0.018077395716614
2022-05-31,251,0.0568421052631578,-0.0199203187250996,0.0568421052631578,0.311340764141652,-0.0067699734342508,0.983707061656775,-452,-0.0493756864582318
2022-06-30,260.6,0.0508064516129036,0.0057559478127398,0.0508064516129036,0.328457779479118,-0.00509735801841266,1.45904690319898,-179,-0.0919449294359637
2022-07-29,251.8,0.0919340849956634,-0.011119936457506,0.0919340849956634,0.364729491567204,-0.0104404599514692,1.61518761348436,388,-0.066146025524571
2022-08-31,228.5,0.079357581483231,0.0039387308533918,0.079357581483231,0.294932302167165,-0.0113845577286372,0.786766441602107,1503,-0.0413762074293613
2022-09-30,226,0.160164271047228,0.00663716814159288,0.160164271047228,0.374000701954028,-0.0115903847452869,0.802776549481401,-567,-0.0739037724456986
2022-10-31,215.7,-0.0173120728929382,-0.0324524802967084,-0.0173120728929382,0.661285995757455,-0.0128602949234488,0.851019325727132,-207,-0.0868006687986227
2022-11-30,215.6,-0.0177676537585418,-0.00974025974025972,-0.0177676537585418,0.697269096371862,-0.0125353348937843,0.979551654297199,948,-0.0863369544383541
2022-12-30,203.8,-0.0978308986277114,0.00539744847890078,-0.0978308986277114,0.891373865712799,-0.0128297508723243,1.12299191683289,1179,-0.067729232983413
2023-01-31,217.9,-0.0219928186714543,0.00642496558054151,-0.0219928186714543,0.594123494063348,-0.0128297508723243,1.0892322182214,18,-0.149109337863024
2023-02-28,210.3,-0.0896103896103895,0.0104612458392772,-0.0896103896103895,0.831589921132396,-0.0130836962165964,0.951878103893004,-587,-0.121087347660429
2023-03-31,205,-0.216061185468451,0.00439024390243903,-0.216061185468451,0.384148526042078,-0.0119299398585272,1.10108343868903,2930,-0.148037964284029
2023-04-28,206.1,-0.198678071539658,-0.00048520135856378,-0.198678071539658,0.273649601919826,-0.0119299398585272,0.623822011078569,1495,-0.153389473042034
2023-05-31,203,-0.178137651821862,0.00935960591133012,-0.178137651821862,0.173743279290357,-0.0119299398585272,0.680622076434755,-1217,-0.172937907696602
2023-06-30,201.5,-0.197211155378486,0.00545905707196037,-0.197211155378486,0.277727662714961,-0.0121063422491682,0.68998029005649,3350,-0.194239805131861
2023-07-31,199.3,-0.208498808578236,-0.00100351229302564,-0.208498808578236,0.314517834687251,-0.0114810384643879,0.756804982734999,-1336,-0.172772176225075
2023-08-31,214,-0.15011914217633,-0.00887850467289719,-0.15011914217633,0.401264918397192,-0.0107514306925915,0.846609637921975,-1307,-0.242240999557773
2023-09-29,228.8,0.00131291028446401,-0.0131118881118881,0.00131291028446401,0.641670282275355,-0.0120374855441799,1.15625436818114,-5228,-0.314762327886575
2023-10-31,252.1,0.115486725663717,-0.0265767552558508,0.115486725663717,0.500005207221155,-0.0120374855441799,1.55810014019664,-2880,-0.406136617809242
2023-11-30,258.6,0.198887343532685,0,0.198887343532685,0.387686322261462,-0.0117219706543426,2.02033362926662,1420,-0.436690030736409
2023-12-29,243.5,0.129406307977737,0.00985626283367558,0.129406307977737,0.332803010456641,-0.015447186282579,3.4708326270713,-2848,-0.327872454760923
2024-01-31,279.3,0.370461236506379,0.00465449337629797,0.370461236506379,0.453474462724819,-0.00985293202204758,0.723004145878277,2033,-0.444084498332923
2024-02-29,297.6,0.365764111977972,0.0063844086021505,0.365764111977972,0.464588448042433,-0.0088721397713999,0.89159245618334,1631,-0.500804690226454
2024-03-29,338.3,0.608654303376129,-0.00236476500147798,0.608654303376129,0.255341127427145,-0.00867568925988039,0.540398379440829,-1177,-0.611718408292038
2024-04-30,313.1,0.51916545366327,-0.015330565314596,0.51916545366327,-0.00649599013447809,-0.00867568925988039,0.456483985876432,97,-0.546645334597576
2024-05-31,340.5,0.652110625909752,-0.0152716593245227,0.652110625909752,-0.129423314509845,-0.0103724373436123,0.362457200291185,-412,-0.631790605638189
