"Dates","KC1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2015-02-27,136.75,0.0922523961661339,0.0274223034734917,0.0922523961661339,1.47738296394936,0.0161029824499403,1.32108423213178,11131,0.0167989931564171
2015-03-31,132.9,-0.260845383759733,0.0240782543265612,-0.260845383759733,0.380496904513457,0.0161029824499403,2.33444265747664,24055,0.0991334929890061
2015-04-30,136.55,-0.232433951658235,0.00659099231050875,-0.232433951658235,0.28553877594872,0.0160673483670578,2.83397706443868,-18328,0.110927617370774
2015-05-29,126.15,-0.378724452105393,0.019421323820848,-0.378724452105393,0.281922897324867,0.0143456005065674,2.05599507363802,12062,0.199426813308313
2015-06-30,130.65,-0.263943661971831,0.0133945656333716,-0.263943661971831,0.0828535404891282,0.0115592104060095,3.3724985755769,-23635,0.195884182694529
2015-07-31,125.25,-0.276011560693641,0.0259481037924152,-0.276011560693641,0.129284136752453,0.0317772568830114,2.44231229539638,19700,0.346167505168618
2015-08-31,120.55,-0.384163473818646,0.0311074243052676,-0.384163473818646,-0.678989454694998,0.0351920754513755,1.71741976431016,-19295,0.449395773236016
2015-09-30,121.35,-0.38007662835249,0.0251339101771735,-0.38007662835249,-0.789746917113681,0.0319695212761151,1.76210053708417,19405,0.442781445690586
2015-10-30,120.95,-0.374450478407034,0.0272840016535758,-0.374450478407034,-0.79901099910532,0.0319617512316271,1.7325861448148,5728,0.538715565375125
2015-11-30,116.9,-0.373694079828556,0.023524379811805,-0.373694079828556,-0.662487773780579,0.0319617512316271,2.64969581417012,-27733,0.601341687631615
2015-12-31,126.7,-0.321189391909992,0.0165745856353592,-0.321189391909992,-0.276310058726039,0.0237856984984402,10.1602111530078,177,0.584550164656345
2016-01-29,116.35,-0.301620648259304,0.0184787279759346,-0.301620648259304,-0.276509192251091,0.00765096801040619,5.95546940998387,29591,0.694947152972966
2016-02-29,112.65,-0.176234003656307,0.0213049267643142,-0.176234003656307,0.474525730557181,0.00747833644047146,3.13159037311573,-11351,0.747372073890183
2016-03-31,127.45,-0.0680073126142594,0.0164770498234603,-0.0680073126142594,0.751507993891719,0.00969963261757138,4.3021522817094,6859,0.656809713680661
2016-04-29,120.85,-0.0906696764484575,0.00537856847331408,-0.0906696764484575,0.761413380298999,0.0185123525104641,10.8840648498508,-12251,0.731035625289704
2016-05-31,121.55,-0.0364645263575114,0.0156314273961333,-0.0364645263575114,0.829972689582142,0.0185123525104641,6.64189356684803,11630,0.727178458339707
2016-06-30,144.1,0.142290923503765,0.0107564191533658,0.142290923503765,0.912874830421368,0.0309792166296758,1.11905545407448,-22239,0.564886663974422
2016-07-29,146.2,0.119020283199387,0.0225718194254447,0.119020283199387,0.979447114101596,0.0304170634853659,1.07423393355784,14073,0.55468540719052
2016-08-31,145.9,0.164870259481038,0.0078821110349554,0.164870259481038,0.952453651789358,0.0304170634853659,0.904644813900921,-19852,0.531902099076245
2016-09-30,151.55,0.257154707590212,0.02210491586935,0.257154707590212,0.817560038918428,0.0308176723277175,0.831495372614052,18361,0.465874235903724
2016-10-31,164.15,0.357172385283175,0.0207127627170272,0.357172385283175,0.491341050400226,0.0421259470658006,0.735019870937198,26948,0.335013447157553
2016-11-30,147.5,0.219512195121952,0.0210169491525423,0.219512195121952,0.427381227878196,0.0416136673997729,0.86301523977866,-28183,0.44196591532528
2016-12-30,137.05,0.172369546621044,0.0171470266326157,0.172369546621044,0.414989187111144,0.0417220052348174,1.03397962443598,6164,0.459143790817749
2017-01-31,149.55,0.285345938977224,0.0163824807756603,0.285345938977224,0.321436525359054,0.0417220052348174,0.861093800538317,-6888,0.327239476340127
2017-02-28,140.7,0.209282337773958,0.0135039090262972,0.209282337773958,0.437992423727259,0.0402313917564049,1.38449495688748,-8490,0.388240297295741
2017-03-31,139.3,0.236573457612073,0.0168700646087581,0.236573457612073,0.409209740212204,0.0451887489206658,1.40165674490258,19211,0.337670606351268
2017-04-28,131.05,0.0282463711259318,0.0179320869896986,0.0282463711259318,0.713398331135937,0.0451887489206658,1.07704793637422,11504,0.38425744996034
2017-05-31,129.35,0.0703351261894909,0.0181677618863547,0.0703351261894909,0.68059061983738,0.0451887489206658,0.782306565984974,9024,0.347048309612316
2017-06-30,124.05,0.0205676676264912,0.0133010882708586,0.0205676676264912,0.758441667737559,0.0320251080147727,0.667639205586227,8732,0.365489934237519
2017-07-31,139.25,-0.0475376196990425,0.0251346499102334,-0.0475376196990425,0.376343020586465,0.0274905872045068,1.60795547307276,-10088,0.199210765988052
2017-08-31,128.15,-0.123461012311902,0.00936402653140833,-0.123461012311902,0.476254235996613,0.0117262415194284,0.552434477477524,-15457,0.248960649380801
2017-09-29,128.05,-0.1223440712817,0.0281140179617336,-0.1223440712817,0.472320276756686,0.0367092956062515,0.550933448709685,-2848,0.218368404270468
2017-10-31,125.1,-0.17452985813263,0.0279776179056754,-0.17452985813263,0.663372568810498,0.0367092956062515,0.534254771392769,42253,0.218471768837388
2017-11-30,126.3,-0.230581784952787,0.0174188440221694,-0.230581784952787,0.848954033522662,0.0335287830244673,0.61373512982036,-46485,0.196911750029842
2017-12-29,126.2,-0.144406779661017,0.0186212361331222,-0.144406779661017,0.928514744170958,0.0163764877328665,0.611838194394477,24759,0.163416064438139
2018-01-31,121.85,-0.110908427581175,0.0192860073861305,-0.110908427581175,0.991391639374467,0.0144768742462135,0.87168598264455,22331,0.171473071176485
2018-02-28,121.05,-0.190571715145437,0.00784799669558045,-0.190571715145437,1.37973746417241,0.010725395783009,2.94368496156038,-6428,0.160767086126495
2018-03-30,118.15,-0.160270078180526,0.0173508252221752,-0.160270078180526,1.43439789129987,0.035860550135935,2.00991800459202,43540,0.116951982444671
2018-04-30,120.65,-0.0793590232735598,0.0178201409034395,-0.0793590232735598,1.22390367189214,0.035860550135935,5.84446515794562,-23437,0.0960131940065468
2018-05-31,123.7,-0.0560854635635255,0.0177849636216654,-0.0560854635635255,1.1041739499643,0.0339053231166882,3.00336496001262,17659,0.0285663656378195
2018-06-29,111.5,-0.137997680711249,0.032286995515695,-0.137997680711249,0.649861932438794,0.0267078110703427,3.06512858296112,6665,0.122654062733755
2018-07-31,109.9,-0.114066908504635,0.0291173794358506,-0.114066908504635,0.587025177535385,0.0267078110703427,1.5259367987044,48574,0.116171883334202
2018-08-31,98.1,-0.295511669658887,0.0377166156982671,-0.295511669658887,-0.720853151126109,0.0204506396432694,0.978382208239978,-14354,0.250019777361534
2018-09-28,102.45,-0.200546234880999,0.0331869204489994,-0.200546234880999,-0.848122344946171,0.0204506396432694,1.93833223347471,28083,0.195533069482559
2018-10-31,112.7,-0.119875048809059,0.0332741792369122,-0.119875048809059,-0.112172344036772,0.0204506396432694,14.4578232743843,-51820,0.171214208026477
2018-11-30,103.25,-0.174660271782574,0.0416464891041162,-0.174660271782574,-0.0331816310085588,0.0315199410624208,2.52958167126072,-46495,0.282968054714282
2018-12-31,101.85,-0.192947702060222,0.0304369170348553,-0.192947702060222,0.0963991529309398,0.0335671548602097,3.48444939068498,32357,0.334202088086674
2019-01-31,105.9,-0.160855784469097,0.0292728989612843,-0.160855784469097,-0.0450758201358432,0.0301881160892358,11.8367240200771,30498,0.323348064987735
2019-02-28,95.2,-0.218711530570373,0.034138655462185,-0.218711530570373,-0.0144820770669741,0.0041117791412626,1.54776528289086,3832,0.445530513966378
2019-03-29,94.5,-0.219330855018587,0.0269841269841269,-0.219330855018587,-0.0119665685465053,0.00934306804216492,1.9551207492555,46943,0.498742331937337
2019-04-30,91.85,-0.222598391874736,0.0141535111594993,-0.222598391874736,0.00117969157167192,0.0105796929495505,0.791604174447085,-32134,0.568955863059159
2019-05-31,104.6,-0.133029423953585,0.0239005736137667,-0.133029423953585,0.291250827887131,-0.00323723894037496,2.98120299788396,10645,0.517471749302851
2019-06-28,108.25,-0.124898949070331,0.0110854503464204,-0.124898949070331,0.267521387715308,-0.00323723894037496,5.86429107968886,-70300,0.483171934051075
2019-07-31,99.65,-0.10627802690583,0.036628198695434,-0.10627802690583,0.298967817924041,-0.00323723894037496,0.475319227205177,21974,0.584324134915313
2019-08-30,93.6,-0.148316651501365,0.0347222222222223,-0.148316651501365,0.382346401246449,-0.00270564120643249,0.404505381003121,-17683,0.651915900562498
2019-09-30,101.15,-0.0126891166422642,0.0350963914977755,-0.0126891166422642,0.281342885898666,-0.00270564120643249,0.549102013644001,-4829,0.574266780785434
2019-10-31,101.95,-0.00488042947779388,0.0343305541932319,-0.00488042947779388,0.277941718826292,-0.00249845156390242,0.489778950856016,48316,0.527941669347169
2019-11-29,118.55,0.051907719609583,0.00421762969211303,0.051907719609583,0.471408763721831,-0.00612218851524643,0.742305687807372,-31321,0.342267398596534
2019-12-31,129.7,0.256174334140436,0.0169622205088666,0.256174334140436,0.229847385719537,-0.00612218851524643,6.36474876971808,-2796,0.230553312403813
2020-01-31,102.65,0.0078546882670596,0.0219191427179737,0.0078546882670596,-0.319347452160091,-0.00389632570522138,1.19218693287359,30340,0.441706956857024
2020-02-28,110.1,0.0396600566572238,0.011353315168029,0.0396600566572238,-0.357006285922106,-0.00389632570522138,1.06450388002077,-27329,0.352997284393757
2020-03-31,119.55,0.265079365079365,0.00669176076955247,0.265079365079365,-0.698187187472948,-0.00389632570522138,3.95894164067022,-39460,0.214853971075996
2020-04-30,104.65,0.107407407407407,0.0157668418537984,0.107407407407407,-0.48599387384614,0.0302692446822586,2.08242015009637,-7100,0.309664774263122
2020-05-29,96.3,0.0484485574305937,0.0192107995846313,0.0484485574305937,-0.395496455580702,0.0301961871234575,1.23932184287426,33637,0.334163468355848
2020-06-30,100.05,-0.0757505773672057,0.00949525237381321,-0.0757505773672057,-0.328677781503939,0.0301961871234575,1.7176403584031,1268,0.284992301337094
2020-07-31,118.95,0.0988452655889145,0.0222782681799074,0.0988452655889145,-0.266575806703566,0.0479205887166261,2.98365638230954,688,0.05695016585672
2020-08-31,129.8,0.386752136752137,-0.00577812018489987,0.386752136752137,-0.684325627655533,0.0518637512630405,4.42442210529535,-6423,-0.0464191329109737
2020-09-30,110.95,0.185363247863248,0.0157728706624605,0.185363247863248,-0.47716235725276,0.046708421245113,61.755571746588,14151,0.110496021980413
2020-10-30,104.4,0.0321304992585272,0.0234674329501914,0.0321304992585272,-0.260079963988675,0.0505941893573798,4.48023896134305,7088,0.166047547759496
2020-11-30,120.7,0.0181358076760865,0.0215410107705054,0.0181358076760865,-0.26041062759087,0.0505941893573798,2.67521383912008,-26813,0.00896026389614826
2020-12-31,128.25,0.0818220160269933,0.0148148148148148,0.0818220160269933,-0.353883762323663,0.0521030232783659,1.84794181599799,1912,-0.037864907527047
2021-01-29,122.95,-0.0520431765612951,0.0166734444896299,-0.0520431765612951,-0.160694218384113,0.059400948293182,2.45924021498994,17281,0.013978855858336
2021-02-26,136.85,0.3331709693132,0.00474972597734746,0.3331709693132,-0.212279443912073,0.059400948293182,1.17972142107821,-11351,-0.0935093421717298
2021-03-31,123.5,0.121707538601272,0.0153846153846153,0.121707538601272,0.0244090557272938,0.059400948293182,1.60827372205838,22658,0.040884278472815
2021-04-30,139.95,0.170639899623588,0.0107181136120043,0.170639899623588,0.00112768585041687,0.061988512453171,1.02808062663645,-5835,-0.079439995450369
2021-05-31,162.35,0.685877466251298,0.0120110871573762,0.685877466251298,-0.403773968100545,0.0692156549959367,0.778176165813352,6735,-0.192000810227372
2021-06-30,159.35,0.65472481827622,0.00251019767806726,0.65472481827622,-0.289440663467271,0.0543933647414045,0.67641228108901,-14991,-0.161847591828757
2021-07-30,179.55,0.794602698650675,0.0161514898357003,0.794602698650675,-0.409773733107467,0.0531094970716655,0.565413961067548,26601,-0.262574407808809
2021-08-31,193.45,0.626313577133249,0.0126647712587233,0.626313577133249,-0.456402462889638,0.0531094970716655,0.499699836766341,-21611,-0.32932840100437
2021-09-30,194,0.494607087827426,0.0144329896907216,0.494607087827426,-0.2920147482309,0.052252179011218,0.438838317446828,17728,-0.316412752618082
2021-10-29,203.95,0.838215412347905,0.0132385388575633,0.838215412347905,-0.262760343920315,0.0521040855455899,0.413616383936273,8805,-0.365602330348959
2021-11-30,233.25,1.23419540229885,-0.0040728831725616,1.23419540229885,-0.53675078460747,0.0520818664053087,0.403473191489838,-39139,-0.487752204636331
2021-12-31,226.1,0.873239436619719,-0.000442282176028264,0.873239436619719,-0.284453576387573,0.0429814624956855,0.371957039777216,-7043,-0.462742605008688
2022-01-31,235.1,0.912159414396096,0.00170140365801785,0.912159414396096,-0.396364702590063,0.0430082825149786,0.351044228221264,16059,-0.506887078764583
2022-02-28,234.25,0.711728169528681,-0.00576307363927431,0.711728169528681,-0.130168968338932,0.0385499076258883,0.367431378667216,-21309,-0.503265044337091
2022-03-31,226.4,0.654366094263793,0.000220848056537104,0.654366094263793,0.0152888233222376,0.0276442804650122,0.327804317619732,-25226,-0.486336339124409
2022-04-29,222.55,0.802024291497976,-0.00202201752415199,0.802024291497976,0.303725207154834,0.0282071175780399,0.334994023649396,-23897,-0.476600643200506
2022-05-31,231.25,0.652375848517328,0.000864864864864812,0.652375848517328,0.517054593718823,0.0282071175780399,0.311678597154755,9585,-0.54370969912486
2022-06-30,233.6,0.438866646134894,-0.0149828767123288,0.438866646134894,0.707504704499496,0.0225487156872258,0.35306372161622,-20524,-0.566099154233803
2022-07-29,217.2,0.363037339190462,-0.0156537753222835,0.363037339190462,0.445010231643001,0.0219342733820361,0.391955630327972,12250,-0.496093011831537
2022-08-31,239.1,0.331662489557227,-0.0161020493517356,0.331662489557227,0.391289479744719,0.0260119292889749,0.294465945463235,-11762,-0.615044092630589
2022-09-30,221.55,0.145257172395968,-0.04062288422478,0.145257172395968,0.517665537615662,0.02555479420558,0.325549860514561,-8372,-0.552320793950813
2022-10-31,177.7,-0.128708016670753,-0.0205402363534045,-0.128708016670753,-0.302400325934426,0.0223443446675342,0.507769778722728,32822,-0.346364371831446
2022-11-30,167.7,-0.177739642069135,0.0131186642814551,-0.177739642069135,-0.19912256584131,0.0226575329130982,0.694911583954338,-22129,-0.288444305500003
2022-12-30,167.3,-0.282743837084673,-0.00209205020920511,-0.282743837084673,-0.676049036678956,0.0229961002911072,0.698062999806394,-11473,-0.298267116624421
2023-01-31,181.75,-0.196152145068554,-0.000275103163686397,-0.196152145068554,-0.640631018687686,0.0229961002911072,0.706048987113991,36912,-0.389916320042099
2023-02-28,190.4,-0.190131858783496,-0.0215336134453781,-0.190131858783496,-0.637835455532945,0.0231928376986511,0.406965025131008,-25719,-0.447431182959256
2023-03-31,170.5,-0.272145144076841,-0.00469208211143701,-0.272145144076841,-0.395049312617976,0.0251906188111023,0.548023120547216,6075,-0.375884952565577
2023-04-28,189.85,-0.161439929328622,-0.0205425335791415,-0.161439929328622,-0.393863590438634,0.0251906188111023,0.531402661043882,-6248,-0.483383942519817
2023-05-31,178.65,-0.197259042911705,-0.015673103834313,-0.197259042911705,-0.294492578734286,0.0251906188111023,0.399370592651105,9360,-0.439961482173388
2023-06-30,161,-0.303783783783784,-0.0124223602484472,-0.303783783783784,-0.0369590810317804,0.026826118452572,0.478965301860682,-18474,-0.353775223823942
2023-07-31,164.65,-0.241942909760589,-0.000607348921955575,-0.241942909760589,-0.162493480014192,0.0262184218410189,0.490154542278653,12015,-0.388728654999622
2023-08-31,152.7,-0.296961325966851,0.0117878192534382,-0.296961325966851,-0.0553638612612955,0.0250748978062178,0.753734010250571,-4843,-0.331918618282501
2023-09-29,146.15,-0.38874947720619,0.00718439958946271,-0.38874947720619,0.0554344412378349,0.0236736296599467,1.12264090469038,13852,-0.306892228119018
2023-10-31,167.3,-0.244865718799368,-0.0143454871488344,-0.244865718799368,0.0322719314902987,0.0236736296599467,0.461978647259682,-4782,-0.461041199306616
2023-11-30,195,0.097355092853123,-0.0528205128205129,0.097355092853123,0.318894609083655,0.0204709084975018,0.391681856488628,4815,-0.626287637131051
2023-12-29,188.3,0.122838401908169,-0.0111524163568775,0.122838401908169,0.300901854234534,0.018437667922016,0.490523899160192,15000,-0.602523587442979
2024-01-31,194.05,0.159892408846384,-0.015975264107189,0.159892408846384,0.225628942819155,0.0187157639118898,0.474169225662046,5673,-0.641485294169839
2024-02-29,195.85,0.0775790921595598,-0.0587184069440899,0.0775790921595598,0.390276972410756,0.0221469310487079,0.554171741626847,-14081,-0.657043986539479
2024-03-29,188.85,-0.00814075630252109,-0.00423616626952594,-0.00814075630252109,0.572705394461077,0.020880211471217,0.602453025021142,26597,-0.625517550426061
2024-04-30,220.65,0.162233342112194,-0.0181282574212553,0.162233342112194,0.574513063024342,0.020880211471217,0.395414964266249,-5461,-0.781044762691918
2024-05-31,222.35,0.171187779826178,-0.00494715538565327,0.171187779826178,0.624233130715047,0.019519080682056,0.455806034141346,10149,-0.783587811933087
