"Dates","CC1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2015-05-29,3085,0.0373234700739744,-0.00226904376012971,0.0373234700739744,-0.196449822343271,0.0334639524616434,0.423299749885035,29178,-0.0262463581961792
2015-06-30,3275,0.0664278736567894,-0.00183206106870226,0.0664278736567894,-0.241318387453768,0.0278562890111029,0.35076253510367,-6497,-0.0983453155234507
2015-07-31,3209,0.0209990454979321,0.00373948270489244,0.0209990454979321,-0.126639690782497,0.0273332192060644,0.370036149408303,-5913,-0.0804041697591255
2015-08-31,3102,-0.0363466915191053,-0.00096711798839455,-0.0363466915191053,0.0179994867222756,0.0286773951823761,0.450348008835022,-36054,-0.0231269733801707
2015-09-30,3114,-0.0326188257222739,0.000963391136801439,-0.0326188257222739,0.00900387729008607,0.0231975677437015,0.491446910431198,40776,-0.0269879820376302
2015-10-30,3259,-0.0124242424242422,0.00122737035900577,-0.0124242424242422,-0.0355609405143081,0.0231766012289555,0.426025375520595,2152,-0.0638605502108686
2015-11-30,3327,0.155208333333333,0.00360685302073938,0.155208333333333,-0.138347888769165,0.0231766012289555,0.340505302632256,24976,-0.0891997412406966
2015-12-31,3211,0.114930555555556,-0.00124571784490812,0.114930555555556,-0.0170706684468821,0.0244476593101782,0.447468559407628,-21159,-0.0496517574752224
2016-01-29,2761,-0.0512027491408935,0.00217312567910177,-0.0512027491408935,-0.0727978481902047,0.0156565931282,0.50234227159478,15812,0.103349747193335
2016-02-29,2949,-0.0493230174081237,0.00203458799593093,-0.0493230174081237,-0.656839518444337,0.00745439661490158,0.397568986457768,1450,0.0366764178876033
2016-03-31,2950,-0.0490006447453255,0.00305084745762718,-0.0490006447453255,-0.69648761668533,-0.00129269228675029,0.377742722263764,-950,0.0350499576287077
2016-04-29,3207,0.188217858466099,0.00810726535703155,0.188217858466099,-0.879611964751252,0.033115632955267,0.319520568963785,5910,-0.0419226242434987
2016-05-31,3059,-0.00842787682333845,-0.0107878391631252,-0.00842787682333845,-0.599624102853368,0.033115632955267,0.442829497066038,-25960,-0.0203736153347789
2016-06-30,3004,-0.0262560777957858,-0.0136484687083888,-0.0262560777957858,-0.558080627414699,0.0317528988435183,0.362057181023181,-20233,-0.0193919772190572
2016-07-29,2835,-0.134351145038168,0.00388007054673722,-0.134351145038168,-0.319395230461213,0.0362533479756445,0.437459164294346,26378,0.0359990955395469
2016-08-31,2921,-0.0897475849174196,-0.00787401574803148,-0.0897475849174196,-0.462447148154844,0.0362533479756445,0.53927054598567,-34697,-0.0371277320810425
2016-09-30,2761,-0.109929078014184,-0.00977906555595798,-0.109929078014184,-0.395891950216973,0.0329820294994838,0.700620393563933,42315,-0.0237381466654761
2016-10-31,2735,-0.160785517029763,-0.0336380255941499,-0.160785517029763,-0.22879428720214,0.0383254703798608,1.32727359337469,26952,-0.0579545151374677
2016-11-30,2387,-0.267566738263271,0.000837871805613677,-0.267566738263271,-0.185342367750617,0.0403406700991839,1.86445039629634,-9942,0.0781395733797838
2016-12-30,2126,-0.360985873159002,-0.00611476952022583,-0.360985873159002,0.0657931124465882,0.0445196922270497,0.853505698580414,24986,0.157267812114656
2017-01-31,2103,-0.238319449474828,-0.000475511174512611,-0.238319449474828,0.020745783509397,0.0445196922270497,0.942310155268549,-6925,0.124330651974132
2017-02-28,1943,-0.296269467584208,-0.0174987133299022,-0.296269467584208,0.155226586552141,0.0434211791755396,0.496464602462201,12883,0.203462378299391
2017-03-31,2095,-0.28958969142082,0.0014319809069212,-0.28958969142082,0.196372655741447,0.0333738655201769,0.663110689638245,204,0.118162377441758
2017-04-28,1844,-0.374915254237288,-0.00162689804772231,-0.374915254237288,0.32382856951583,0.0333738655201769,0.474579763902002,17903,0.236895271535229
2017-05-31,2048,-0.361396944184596,0.00390625,-0.361396944184596,0.455411268600619,0.0333738655201769,0.626923399421087,-23124,0.128443161511703
2017-06-30,1903,-0.377901274926446,0.0194429847609039,-0.377901274926446,0.502186817444465,0.0281326925291448,0.519463720600374,-12121,0.207822720712307
2017-07-31,2060,-0.27336860670194,0.0131067961165048,-0.27336860670194,0.258713128554087,0.0235127710548544,0.639260234595854,4169,0.128200742407788
2017-08-31,1966,-0.30652557319224,-0.0203458799593083,-0.30652557319224,0.328054900587723,0.0172559671696987,0.525102147648077,-20340,0.17013132454962
2017-09-29,2043,-0.300581992468333,-0.00440528634361237,-0.300581992468333,0.31196629305291,-0.0107640714040264,0.590555087348444,9016,0.124658035375293
2017-10-31,2094,-0.241579137993481,-0.00238777459407835,-0.241579137993481,0.117291733087482,-0.0107640714040264,0.590177615676702,8068,0.104941649016634
2017-11-30,2048,-0.251188299817185,0.00048828125,-0.251188299817185,0.150373707062718,-0.0110492600043157,0.794020423700408,-27563,0.129397902201561
2017-12-29,1892,-0.207373271889401,0.000528541226215706,-0.207373271889401,0.223528650020495,0.00222046007427234,0.619719751246555,27442,0.207672398059278
2018-01-31,1996,-0.0611476952022577,0.0120240480961924,-0.0611476952022577,0.00531326845737916,-0.00785718487838258,0.982447728104898,19703,0.154458941235371
2018-02-28,2240,0.0651450309082262,-0.00982142857142854,0.0651450309082262,-0.0655539691129847,0.00424335764024352,0.818492728237035,-17474,0.0374592038150661
2018-03-30,2556,0.315491507977355,0.0109546165884193,0.315491507977355,-0.233929308529671,0.0115750277933216,2.34716053257112,33122,-0.0987819008770665
2018-04-30,2845,0.542841648590021,-0.00702987697715285,0.542841648590021,-0.228121648773523,0.0115750277933216,1.34248399836264,507,-0.205901431940072
2018-05-31,2454,0.330802603036876,0.0215973920130399,0.330802603036876,-0.314457407971049,0.000346237131103307,1.74986774257187,9354,-0.0329810516884736
2018-06-29,2476,0.208984375,0.0145395799676897,0.208984375,-0.178117366363321,-0.00461820457050325,1.88760042641121,-52499,-0.0476649896613081
2018-07-31,2170,0.140304781923279,0.0230414746543779,0.140304781923279,-0.241127499208129,-0.00461820457050325,0.750873956796459,-8948,0.117050166440731
2018-08-31,2323,0.127669902912621,0.00559621179509251,0.127669902912621,-0.233118068360409,-0.00129006661656772,1.10630214693929,-10808,0.0716758921432393
2018-09-28,2057,0.0462868769074261,0.0121536217792901,0.0462868769074261,-0.204799681354749,-0.00129006661656772,0.834854092290552,17605,0.204893437253709
2018-10-31,2234,0.0934899657366612,0.00850492390331237,0.0934899657366612,-0.257055193248058,-0.00129006661656772,0.97578690376572,5842,0.159263170417306
2018-11-30,2144,0.0238777459407833,0.0275186567164178,0.0238777459407833,-0.120698199313957,0.00543944717581206,0.845252077782008,-22450,0.220815930613617
2018-12-31,2416,0.276955602536997,0.013658940397351,0.276955602536997,-0.454507966251722,-0.000760087477896377,1.41452332266884,703,0.145032842941374
2019-01-31,2168,0.145877378435518,0.0189114391143912,0.145877378435518,-0.277322013734456,0.0138955548771392,2.21376444025276,12340,0.265002759658165
2019-02-28,2238,0.12124248496994,0.00402144772117952,0.12124248496994,-0.239286683469059,0.0122994532393777,3.08243348823106,-19177,0.24867134618626
2019-03-29,2280,0.017857142857143,-0.00438596491228072,0.017857142857143,-0.153199122743495,0.0125305164872918,1.90245317457117,26628,0.253213209250134
2019-04-30,2368,-0.0735524256651018,-0.00380067567567566,-0.0735524256651018,-0.191736514238566,0.0117604891488673,1.35489201054608,-21781,0.233896343090472
2019-05-31,2400,-0.156414762741652,0.00249999999999995,-0.156414762741652,-0.170944962329295,0.00938932096664938,1.46467867241845,35354,0.229098010505389
2019-06-28,2450,-0.00162999185004076,-0.0102040816326531,-0.00162999185004076,-0.325676063700874,0.00938932096664938,2.42187792195736,-10328,0.208478723302653
2019-07-31,2345,-0.0529079159935379,0.023454157782516,-0.0529079159935379,-0.188299870604685,0.00938932096664938,3.49091914964716,17611,0.249117860172546
2019-08-30,2161,-0.00414746543778788,0.028227672373901,-0.00414746543778788,-0.0965717393588653,0.00954896233780466,1.68188285610226,-6810,0.33570408388893
2019-09-30,2442,0.18716577540107,0.00573300573300584,0.18716577540107,0.0300676766842454,0.00954896233780466,5.48265426920642,32521,0.215882748129991
2019-10-31,2403,0.168206125425377,0.0178942987931752,0.168206125425377,0.121161546177911,0.00857775081183434,26.9574781648197,8095,0.223226777147557
2019-11-29,2617,0.171441360787824,-0.0187237294612151,0.171441360787824,0.120963293396178,-0.00219789300579547,3.06059478211514,11896,0.140754442502935
2019-12-31,2540,0.184701492537314,0.00039370078740153,0.184701492537314,0.108724960705099,-0.00219789300579547,0.815687367373346,-45033,0.175814463407885
2020-01-31,2777,0.149420529801324,0.00864241987756564,0.149420529801324,0.00586051491031441,-0.00322874742856055,0.638239512067398,56861,0.0882824634089284
2020-02-28,2760,0.273062730627306,-0.0318840579710145,0.273062730627306,0.248530000335301,-0.00322874742856055,0.630161524648298,-977,0.089308454881392
2020-03-31,2249,-0.0135964912280702,0.00444642063139167,-0.0135964912280702,-0.505369359076517,-0.00322874742856055,0.981522055860724,-101657,0.293522289238347
2020-04-30,2432,0.0666666666666669,-0.00740131578947367,0.0666666666666669,-0.61490777405197,-0.0229632458727891,0.645020980220925,-19834,0.214247826112283
2020-05-29,2454,0.0363175675675675,-0.0187449062754687,0.0363175675675675,-0.554033129098752,-0.0231776810296795,0.63054688564842,16612,0.212671783506561
2020-06-30,2251,-0.0812244897959183,-0.0288760550866282,-0.0812244897959183,-0.267391158322341,-0.0231776810296795,1.1667601992535,-15050,0.306985886325418
2020-07-31,2400,-0.0204081632653061,-0.000416666666666621,-0.0204081632653061,-0.391592048861866,-0.0122953520506104,0.715329649151532,4332,0.252891116752885
2020-08-31,2723,0.260064784821842,-0.0253396988615497,0.260064784821842,-0.700576801729364,-0.00307389704774528,0.650473957220621,-11630,0.122491672544058
2020-09-30,2546,0.178158260064785,-0.0074626865671642,0.178158260064785,-0.525370163250422,-0.00597314352362904,0.763647623877169,14976,0.189702386100466
2020-10-30,2293,-0.0610155610155609,0.00523331879633671,-0.0610155610155609,-0.310403089572208,-0.0063625434207562,1.107718228846,-21648,0.30382138421931
2020-11-30,3008,0.149407718761941,-0.0894281914893617,0.149407718761941,0.581008796574531,-0.0063625434207562,0.692531499960728,2844,0.037838825889846
2020-12-31,2603,-0.00534963698891877,-0.0261237034191317,-0.00534963698891877,0.645103358126753,-0.0157559681963718,0.769002807154851,12989,0.17788389510058
2021-01-29,2531,-0.0035433070866141,-0.0225207427894113,-0.0035433070866141,0.643068628348029,-0.01854873993566,0.816581297906433,13018,0.194990562265467
2021-02-26,2701,-0.0273676629456245,-0.0359126249537208,-0.0273676629456245,0.689456769552771,-0.01854873993566,0.798690151977711,-23365,0.126371115720183
2021-03-31,2348,-0.14927536231884,0.0157580919931857,-0.14927536231884,0.72946932549194,-0.01854873993566,3.97312266183601,-16580,0.254185998457511
2021-04-30,2342,0.0413517118719433,0.0170794192997439,0.0413517118719433,0.867421012877332,-0.0158097884741323,4.07951313943498,9326,0.254361935396288
2021-05-31,2412,-0.0171149144254275,0.0182421227197347,-0.0171149144254275,0.934941996130998,-0.0112475714815505,37.6375889846807,6230,0.194992355964556
2021-06-30,2360,-0.0383048084759572,0.0122881355932203,-0.0383048084759572,1.02393462539186,-0.0115004847539255,2.98291957300897,29840,0.184763162955231
2021-07-30,2366,0.0510884051532654,0.0236686390532543,0.0510884051532654,0.972441304769166,-0.0113800048002447,2.91705334786891,22983,0.172759864261382
2021-08-31,2560,0.0666666666666669,-0.0078125,0.0666666666666669,0.93657772624099,-0.0113800048002447,1.03578239052182,-34703,0.0498198536374482
2021-09-30,2652,-0.0260741828865222,0.00942684766214175,-0.0260741828865222,1.16323783200011,-0.0100274382878817,0.784854106649004,9465,0.0064834617526586
2021-10-29,2544,-0.000785545954437805,0.0141509433962264,-0.000785545954437805,1.16111989108028,-0.00979257829863082,0.87940788849269,16496,-0.00157356444743055
2021-11-30,2314,0.00915830789358951,0.013828867761452,0.00915830789358951,1.17859931450673,-0.00978916436245755,1.72544968970449,-4101,0.0710602614369045
2021-12-31,2520,-0.162234042553191,0.013095238095238,-0.162234042553191,-0.320040887962696,-0.00486588479122876,1.03601213881842,-19194,-0.064782751203506
2022-01-31,2528,-0.00118530225207425,0.018987341772152,-0.00118530225207425,-0.482520733951889,-0.00508192838171268,1.62290137846141,13787,-0.119242763515568
2022-02-28,2491,-0.077748981858571,0.0152549177037336,-0.077748981858571,-0.353764406421157,-0.00635338315168238,1.07305175786794,10669,-0.104498523511001
2022-03-31,2650,-0.0188818955942245,0.0139622641509434,-0.0188818955942245,-0.456896569467045,-0.0021515574412738,1.03566361678747,-12128,-0.206804612242813
2022-04-29,2597,0.106047700170358,-0.0115517905275317,0.106047700170358,-0.0444179044146789,0.0000993713802503616,1.11331080581413,8428,-0.210318621923627
2022-05-31,2496,0.0657557643040136,0.00761217948717952,0.0657557643040136,0.0497431034319173,0.0000993713802503616,1.55768320331634,56224,-0.196474493218155
2022-06-30,2291,-0.0501658374792704,0.0213880401571367,-0.0501658374792704,0.169636081931092,-0.00772600443913361,3.91890485254398,5429,-0.129515121108724
2022-07-29,2323,-0.0156779661016948,0.0215238915195868,-0.0156779661016948,0.0426653540580864,-0.00990986148905208,3.33519749318125,-2082,-0.148088592112229
2022-08-31,2427,0.0257819103972952,-0.00576843840131847,0.0257819103972952,-0.0804896712875441,-0.00814467006622616,1.17576058930256,-18703,-0.186915147198509
2022-09-30,2354,-0.0804687499999999,-0.00594732370433304,-0.0804687499999999,0.088491162053323,-0.00842573839159384,1.33456691207064,24616,-0.133223336966698
2022-10-31,2335,-0.0821540880503141,0.00342612419700217,-0.0821540880503141,0.119019672901286,-0.00865715230106892,3.16588063680863,4542,-0.0867778048926476
2022-11-30,2451,-0.0365566037735846,0.0191758465932272,-0.0365566037735846,-0.0256703963503374,-0.0089332556553637,4.16714422896653,-64863,-0.135262018317763
2022-12-30,2600,0.123595505617978,0.000384615384615428,0.123595505617978,-0.0885181682776184,-0.00937688448233101,2.2322915690863,22095,-0.167998586508694
2023-01-31,2581,0.0242063492063493,0.0185974428516078,0.0242063492063493,-0.127905432243954,-0.00937688448233101,1.89948621110732,24579,-0.151362965781265
2023-02-28,2748,0.0870253164556962,0.014919941775837,0.0870253164556962,-0.202222688697639,-0.00919292027921582,2.30600224419473,26113,-0.208124683885077
2023-03-31,2933,0.177438779606584,-0.0132969655642686,0.177438779606584,-0.385585195686727,-0.00914735120794067,1.46304792316534,73039,-0.259518561669143
2023-04-28,3174,0.197735849056604,-0.0746691871455577,0.197735849056604,-0.306359631517461,-0.00914735120794067,0.547695510229256,-76023,-0.338485393778047
2023-05-31,3007,0.157874470542934,0.00399068839374794,0.157874470542934,-0.269672913808921,-0.00914735120794067,0.78959033991588,14530,-0.283707818987704
2023-06-30,3318,0.329326923076923,0.010548523206751,0.329326923076923,-0.390504574391582,-0.0124195415844729,0.617563729487886,5135,-0.358775110059504
2023-07-31,3548,0.527335342229875,-0.00140924464487036,0.527335342229875,-0.505164413060189,-0.0129311467943302,0.443570289763171,8932,-0.427506168060698
2023-08-31,3602,0.550581145071029,0.00999444752915046,0.550581145071029,-0.427871696885299,-0.0129488067894305,0.481483667352821,-66896,-0.434598062454666
2023-09-29,3418,0.408323032550473,0.00292568753657108,0.408323032550473,-0.253848372849228,-0.0122051873031051,0.711119309549411,-3503,-0.380846052093537
2023-10-31,3817,0.621495327102804,0.0078595755829185,0.621495327102804,-0.389455660000723,-0.0122051873031051,0.375866192521079,26994,-0.497466646470793
2023-11-30,4475,0.916488222698072,-0.0442458100558659,0.916488222698072,-0.13842695986958,-0.0145921576988672,0.324275142733245,-22223,-0.67550118390866
2023-12-29,4196,0.711954304365565,-0.00810295519542426,0.711954304365565,-0.0853230093609818,-0.0179915805530106,0.415013046922605,23640,-0.607126247700365
2024-01-31,4822,0.854615384615384,-0.0141020323517212,0.854615384615384,-0.122431288495311,-0.0154665005938188,0.228695079602932,14384,-0.750600290344326
2024-02-29,6510,1.52227818674932,-0.0708141321044546,1.52227818674932,0.768148775464617,-0.0202274615717552,0.270765091736627,-108530,-1.04686402866869
2024-03-29,9766,2.55385735080058,-0.047102191275855,2.55385735080058,1.04843493157597,-0.0204856582254143,0.32836631313028,-27882,-1.44979952635803
2024-04-30,10133,2.19250157529931,-0.083884338300602,2.19250157529931,0.978483263344097,-0.0204856582254143,0.277047293238267,-37066,-1.48122302221202
2024-05-31,9331,1.93982356647763,-0.0798413889186582,1.93982356647763,1.01305756563888,-0.0149347645918367,0.29863355490572,4432,-1.38279686135044
