"Dates","DA1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2017-01-31,16.75,0.219956300072833,-0.00238805970149247,0.219956300072833,0.724919790916897,0.0593884605631628,26.2107507738601,-1936,0.0240857059746681
2017-02-28,16.87,0.228696285506191,-0.0355660936573801,0.228696285506191,0.793588624530167,0.059295652679037,1.89155232174424,1830,0.0169470676878665
2017-03-31,15.83,0.147101449275363,-0.032849020846494,0.147101449275363,0.80994140682304,0.0656692806926915,0.760394489319207,1740,0.076721645851072
2017-04-28,15.17,0.100870827285922,0.011865524060646,0.100870827285922,0.851909065480548,0.0656692806926915,0.654787186132004,-1531,0.117612118440941
2017-05-31,15.61,0.14610866372981,0.0698270339525944,0.14610866372981,0.754591331416225,0.0656692806926915,0.799076523843286,-2551,0.119025166480574
2017-06-30,15.72,0.228125000000001,0.0547073791348598,0.228125000000001,0.7207946368219,0.0712175246145983,0.821327304758406,-5935,0.104787832622226
2017-07-31,15.47,0.0137614678899085,0.0723981900452488,0.0137614678899085,0.596528584297294,0.0715864201663159,0.967230816507106,3857,0.125581322359062
2017-08-31,16.2,0.0615989515072084,0.0141975308641975,0.0615989515072084,0.469220287208128,0.0708490258648885,0.996173197898248,-6752,0.0789902144833647
2017-09-29,16.38,-0.00486026731470213,-0.00854700854700863,-0.00486026731470213,0.668958105968015,0.0573828737138133,1.0528154977617,3759,0.0718815289577969
2017-10-31,16.72,0.0201342281879195,-0.00837320574162681,0.0201342281879195,0.574968396483517,0.0573828737138133,0.694839693117596,-2365,0.0597799082648692
2017-11-30,15.37,0.0399188092016238,-0.0448926480156148,0.0399188092016238,0.769083097846844,0.0483398212271503,0.775837998651023,-453,0.153406839718577
2017-12-29,15.4,-0.0909090909090908,-0.0857142857142857,-0.0909090909090908,-0.518182556461533,0.052060326419399,0.781599479364576,2125,0.164303051291276
2018-01-31,13.4,-0.229442208165612,0.0126865671641792,-0.229442208165612,-0.741329835264015,0.0431154830680521,1.13765729517676,197,0.312486689074415
2018-02-28,14.02,-0.162985074626866,0.00641940085592019,-0.162985074626866,-0.821808397142352,0.0480312140986506,4.07520404693999,-1364,0.274714981055626
2018-03-30,14.23,-0.156490812092472,0.00281096275474346,-0.156490812092472,-0.833378683135696,0.0703722332423413,7.32146797349102,-1218,0.251412026391484
2018-04-30,14.5,-0.0441661173368493,0.046896551724138,-0.0441661173368493,-1.31987188177801,0.0703722332423413,265.96766359886,-858,0.232615789066716
2018-05-31,15.57,0.0263678312458799,0.052023121387283,0.0263678312458799,-1.17164082646399,0.0741226921043596,5.28863579268898,1129,0.153960100784024
2018-06-29,15.27,-0.0217809096732864,-0.0438768827766863,-0.0217809096732864,-1.01083808045148,0.0784844895407294,18.817884604928,-659,0.161235635351776
2018-07-31,14.12,-0.101781170483461,0.0453257790368273,-0.101781170483461,-0.689370088718571,0.0784844895407294,1.49810140814768,929,0.254716542321298
2018-08-31,16.52,0.0678733031674208,0.0115012106537531,0.0678733031674208,0.143052795479939,0.0845343518805418,1.79847623631238,-4043,0.122675746621351
2018-09-28,16.11,-0.00555555555555554,-0.0192427063935443,-0.00555555555555554,0.333228644718023,0.0845343518805418,2.46242467483633,3774,0.155347090737667
2018-10-31,14.79,-0.097069597069597,0.0256930358350238,-0.097069597069597,0.450040366180841,0.0845343518805418,4.18219888798212,7451,0.281028687961044
2018-11-30,14.46,-0.135167464114832,-0.033195020746888,-0.135167464114832,0.568505170341883,0.0864175428508188,8.65007211522352,-1364,0.323153037766748
2018-12-31,13.83,-0.101948051948052,0.03470715835141,-0.101948051948052,0.56821458072052,0.0885437134879548,13.5634000213898,-1780,0.387386710513489
2019-01-31,14.02,-0.0896103896103897,0.0242510699001426,-0.0896103896103897,0.538852549516938,0.0817285098122564,1.68657276896214,-3537,0.377761272599103
2019-02-28,15.24,0.137313432835821,-0.00262467191601057,0.137313432835821,0.637331001290557,0.0805493162671398,0.9423479792383,-2672,0.305082300058416
2019-03-29,15.06,0.0741797432239657,0.0365205843293492,0.0741797432239657,0.817666573578892,0.0816730100649214,1.03723349966321,1326,0.334343557615788
2019-04-30,15.96,0.121574139142657,0.00751879699248104,0.121574139142657,0.663026682463477,0.0827520171343173,0.738790988583747,-94,0.301565513090013
2019-05-31,16.38,0.129655172413793,-0.010989010989011,0.129655172413793,0.638935444783031,0.0828946651153841,0.667704337216551,405,0.306505624042894
2019-06-28,16.27,0.0449582530507386,0.0626920712968653,0.0449582530507386,0.900469083477688,0.0828946651153841,0.543227134523775,-671,0.313243781236871
2019-07-31,17.25,0.12966601178782,0.0249275362318842,0.12966601178782,0.654033406318156,0.0828946651153841,0.750054907873637,-1715,0.222456581848412
2019-08-30,17.61,0.247167138810199,0.000567859170925722,0.247167138810199,0.688599103087158,0.0828656892018348,0.677043963622525,-1071,0.181498550443854
2019-09-30,18.28,0.134698944754811,-0.00820568927789944,0.134698944754811,-0.280201463961563,0.0828656892018348,0.811026775278827,1886,0.135973021019823
2019-10-31,20.11,0.248292985723153,-0.0318249627051218,0.248292985723153,-0.187535616848409,0.0887156198333111,0.537277450580439,-1786,-0.00640843345150683
2019-11-29,20.36,0.376605814739689,-0.0520628683693516,0.376605814739689,0.190985093612996,0.0869694242138397,0.353178125083943,3075,-0.0434338983669556
2019-12-31,19.32,0.336099585062241,-0.106625258799172,0.336099585062241,0.0133056258369746,0.0869694242138397,0.736235507705868,-3652,-0.0146392010129809
2020-01-31,17.04,0.232104121475054,0.005868544600939,0.232104121475054,-0.718370001397976,0.0883259924134818,2.98663224295128,-1414,0.0902826246886548
2020-02-28,16.98,0.211126961483595,-0.0394581861012957,0.211126961483595,-0.648069461384166,0.0883259924134818,1.70173081683481,282,0.0812651186916303
2020-03-31,16.22,0.0770252324037184,-0.106658446362515,0.0770252324037184,-0.512070452451001,0.0883259924134818,5.10462149687413,3534,0.089273352503911
2020-04-30,11.37,-0.245019920318725,0.0941072999120494,-0.245019920318725,-1.53344798654987,0.115145118374492,1.30923755640985,268,0.404043355050555
2020-05-29,12.18,-0.236842105263158,0.51888341543514,-0.236842105263158,-1.50745925894157,0.115044040218455,2.31979686552763,2186,0.270973623241044
2020-06-30,20.97,0.288875230485556,0.0658082975679544,0.288875230485556,1.63839083471648,0.115044040218455,1.26388522295909,3171,-0.275883147054506
2020-07-31,24.55,0.508912108174554,-0.143380855397149,0.508912108174554,1.5573727457679,0.119036067813083,1.02247357453566,210,-0.458743434934859
2020-08-31,19.77,0.122657580919932,-0.206879109762266,0.122657580919932,1.43260211965298,0.101644145782644,1.416066004469,-3668,-0.251314428280906
2020-09-30,19.53,0.109028960817717,-0.0460829493087559,0.109028960817717,1.54033810926081,0.101503625952372,1.61251615096227,-7226,-0.239100535986968
2020-10-30,21.59,0.181072210065646,0.10699397869384,0.181072210065646,1.46620573383606,0.104780317158926,1.34837885706163,6900,-0.356924378258624
2020-11-30,23.27,0.142927308447937,-0.348947142243232,0.142927308447937,1.40128202261193,0.104780317158926,1.23942946441277,-592,-0.445315780944539
2020-12-31,15.8,-0.223968565815324,0.106962025316456,-0.223968565815324,1.26637726973016,0.0763684171938334,2.18784475324523,-5711,-0.0673076876724361
2021-01-29,16.12,-0.165631469979296,-0.0471464019851118,-0.165631469979296,1.21767578837466,0.0728452915636777,2.08788197001643,4718,-0.0949380406199768
2021-02-26,15.63,-0.0827464788732389,0.037747920665387,-0.0827464788732389,1.19169354854342,0.0728452915636777,1.67493699031981,-103,-0.0733208416954104
2021-03-31,17.6,0.0365135453474676,0.0357954545454544,0.0365135453474676,1.07008145252221,0.0728452915636777,1.51813480400376,-1104,-0.181360480314404
2021-04-30,17.64,0.0875462392108515,0.0873015873015872,0.0875462392108515,1.04314357238473,0.0620873054012075,1.51172464613298,5573,-0.188177672685444
2021-05-31,18.97,0.557471264367817,-0.0911966262519769,0.557471264367817,1.14974303262943,0.0624613947224739,1.39007749271861,331,-0.252085172492843
2021-06-30,16.91,0.388341543513958,0.0130100532229449,0.388341543513958,1.26448383618591,0.0408256995190091,1.85856202916312,532,-0.126234240567244
2021-07-30,16.48,-0.214115402956604,-0.0115291262135923,-0.214115402956604,-0.822669999634292,0.0393792479630615,1.95788493357536,-301,-0.0852276842737765
2021-08-31,15.98,-0.34908350305499,0.0481852315394242,-0.34908350305499,-0.947545057099106,0.0393792479630615,1.77989149351654,-1208,-0.0375200324712639
2021-09-30,18.11,-0.0839656044511887,0.00828271673108794,-0.0839656044511887,-1.25089667000356,0.0434496172932294,1.7990332619809,-4976,-0.154066322381705
2021-10-29,17.85,-0.0860215053763439,0.0364145658263304,-0.0860215053763439,-1.24636492185005,0.0434387147316751,1.85059428253479,4231,-0.131237721962728
2021-11-30,18.04,-0.164427975914776,-0.00166297117516612,-0.164427975914776,-1.26336621731088,0.0434620494225054,1.54679353591593,1797,-0.131053207285152
2021-12-31,18.42,-0.208422862054147,0.0879478827361562,-0.208422862054147,-1.26811688236971,0.043868502707879,1.43937223483016,3343,-0.138831113724416
2022-01-31,20.37,0.263647642679901,-0.000981836033382422,0.263647642679901,0.113852023105833,0.0474406456225207,1.1711741062885,438,-0.234312714971313
2022-02-28,20.92,0.338451695457454,0.0540152963671128,0.338451695457454,-0.027817830022989,0.0450301128489685,1.15176066084392,1978,-0.260955123929321
2022-03-31,23.68,0.515035188739603,0.0333614864864864,0.515035188739603,-0.109647786657607,0.0483146937553711,1.08438398204368,-3674,-0.384856428115149
2022-04-29,24.39,0.385795454545455,0.00328003280032796,0.385795454545455,-0.0135860564641228,0.0477286134281211,1.0470188303237,5202,-0.415819887283195
2022-05-31,25.2,0.428571428571429,-0.0249999999999999,0.428571428571429,-0.105461089509525,0.0477286134281211,1.07782929996853,-727,-0.442687818598773
2022-06-30,22.53,0.187664733790195,0.012871726586773,0.187664733790195,-0.00759760332653508,0.0281924956986883,1.28426346606646,-5968,-0.338037187514816
2022-07-29,22.52,0.331756357185098,-0.0936944937833037,0.331756357185098,0.125686478458245,0.0289966971591173,1.28463999294208,4227,-0.344474865123414
2022-08-31,19.63,0.191140776699029,0.0132450331125828,0.191140776699029,-0.177854374765154,0.0293860710097858,1.83494722261359,-4989,-0.232948902669968
2022-09-30,19.85,0.242177722152691,0.0957178841309823,0.242177722152691,-0.283451775118104,0.0295460982855114,1.79532856283089,1170,-0.25723888266301
2022-10-31,21.81,0.221848739495799,-0.0614397065566255,0.221848739495799,-0.489826629191236,0.0308949831372165,1.62425871535293,-917,-0.357679793514306
2022-11-30,19.83,0.110924369747899,-0.020675743822491,0.110924369747899,-0.313651999200085,0.0315130065833184,2.47120459805691,-7346,-0.262507155832473
2022-12-30,20.47,0.134700665188471,-0.0454323400097704,0.134700665188471,-0.367388054978433,0.0307314324287776,2.28382159693706,6104,-0.294380896619777
2023-01-31,19.48,0.0575461454940285,-0.0841889117043122,0.0575461454940285,-0.195708125627645,0.0307314324287776,2.26859241460463,-107,-0.252912156798107
2023-02-28,17.85,-0.123711340206185,0.0100840336134453,-0.123711340206185,0.0398646655912912,0.0304288480105735,2.08364772174652,-86,-0.167419145772507
2023-03-31,18.06,-0.136711281070746,0.0575858250276857,-0.136711281070746,0.0764568233739399,0.0301241931158141,2.01666787788918,-1501,-0.17883925495808
2023-04-28,18.62,-0.213682432432432,-0.0966702470461869,-0.213682432432432,-0.21786637839067,0.0301241931158141,1.73567738194781,-1177,-0.209375978818162
2023-05-31,16.17,-0.337023370233702,-0.0470006184291899,-0.337023370233702,-0.0164758431805456,0.0301241931158141,1.35327113855877,4239,-0.0814867512457702
2023-06-30,14.18,-0.437301587301587,0.0479548660084625,-0.437301587301587,0.236542699295736,0.0327421501009746,1.70483915107868,-2475,0.0439610553291894
2023-07-31,13.81,-0.386767317939609,0.280955829109341,-0.386767317939609,0.178455768939508,0.0327525134795427,1.69985503336058,1859,0.0610930557651688
2023-08-31,18.89,-0.161190053285968,0.0111169931180519,-0.161190053285968,1.51740782542906,0.038580797073155,21.7914962027677,-10377,-0.242551257212935
2023-09-29,18.38,-0.0636780438104945,-0.0816104461371056,-0.0636780438104945,1.59358694691185,0.0421685360331407,3.05388590112347,5743,-0.209798656854049
2023-10-31,16.87,-0.150125944584383,0.0189685832839359,-0.150125944584383,1.652974534131,0.0421685360331407,14.7081287879182,666,-0.11518166178045
2023-11-30,16.1,-0.261806510774874,0.00559006211180124,-0.261806510774874,1.99116710951505,0.0424394112517638,5.85086617350176,-435,-0.0655051717686664
2023-12-29,16.1,-0.1880988401412,-0.0416149068322983,-0.1880988401412,1.94655735539098,0.0438943023490511,2.83953396642917,5756,-0.0553500950831651
2024-01-31,16.1,-0.213483146067416,0.0503105590062112,-0.213483146067416,2.02613592132892,0.0439731275200197,2.2369310762446,-5462,-0.0454012641538759
2024-02-29,16.96,-0.129363449691992,0.0123820754716981,-0.129363449691992,1.83090811581696,0.0479900615691009,1.4305185413889,-2823,-0.0906091792327047
2024-03-29,16.34,-0.084593837535014,-0.047735618115055,-0.084593837535014,1.85076544053317,0.0496276824281537,1.7074316354963,6617,-0.0506083287700454
2024-04-30,15.52,-0.166487647690655,0.184278350515464,-0.166487647690655,1.91154061836847,0.0496276824281537,17.3913436256672,-1565,0.0155041865359653
2024-05-31,18.6,-0.0010741138560687,0.0419354838709676,-0.0010741138560687,1.44506643867543,0.039524538890715,1.67215181534238,111,-0.118263920493734
