"Dates","XB1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2014-12-31,143.53,-0.465258373384002,0.0256392391834461,-0.465258373384002,-0.740815902502531,0.078448401317016,0.533537245883061,18691,0.347756419045774
2015-01-30,141.52,-0.49199511809893,0.0449406444318823,-0.49199511809893,-0.739894312174385,0.0803384538370989,0.518210320692522,44305,0.369754338686205
2015-02-27,176.76,-0.327192448233861,0.118974881194841,-0.327192448233861,0.275981875496347,0.0803384538370989,0.984569523423009,-23588,0.147546142127407
2015-03-31,178,-0.361961430926948,-0.0056179775280899,-0.361961430926948,0.363638316007351,0.0803384538370989,0.61862601976307,37060,0.136781291802128
2015-04-30,204.97,-0.295877705255926,-0.00224423086305314,-0.295877705255926,0.311203730129328,0.0772848691682188,0.978233004514664,-12788,0.00987003055154909
2015-05-29,208.58,-0.306513282574725,-0.0110748873333972,-0.306513282574725,0.337234123485894,0.0804646470709445,1.26698603775461,-15025,-0.00249616105031771
2015-06-30,208.96,-0.302653095277824,-0.0192381316998469,-0.302653095277824,0.327634383782497,0.0684968658633783,2.89875930387414,15308,0.00621786732182388
2015-07-31,184.1,-0.401689957751056,-0.0374796306355242,-0.401689957751056,0.515645273671394,0.0731763600467607,1.43894472669285,-19709,0.171299298502456
2015-08-31,164.04,-0.410500592949294,-0.0861375274323336,-0.410500592949294,0.538771438957014,0.0797170258172308,0.817911919201027,3026,0.311185987790092
2015-09-30,138.94,-0.50070075825637,-0.0163379876205557,-0.50070075825637,0.652045118164362,0.0920715147857399,0.479867782099589,6785,0.477254103049216
2015-10-30,140.5,-0.456878889790869,-0.0237722419928826,-0.456878889790869,0.520895841237311,0.0920343350714923,0.488684882759641,-38444,0.533281689624009
2015-11-30,135.87,-0.286359577708913,-0.0381246780010305,-0.286359577708913,0.318981880168469,0.0920343350714923,0.568487037845519,35410,0.566740041475152
2015-12-31,126.71,-0.334471348285099,0.00307789440454576,-0.334471348285099,0.405984193097639,0.0924583783380049,0.510358447371188,-8724,0.691759040277658
2016-01-29,110.31,-0.231449871107086,0.0264708548635664,-0.231449871107086,0.869206088730046,0.0884285397947112,0.426195776614521,31262,0.861850444022513
2016-02-29,104.97,-0.406143923964698,0.258169000666857,-0.406143923964698,0.590358949014249,0.0890259724597839,0.356000489847415,18878,0.927456764055249
2016-03-31,142.65,-0.192973523421588,0.01416053277252,-0.192973523421588,1.38360361167588,0.10995609288336,0.818522520172841,-5827,0.652543106517551
2016-04-29,158.48,-0.109662921348315,0.0123674911660778,-0.109662921348315,1.15987575845985,0.101312392645281,1.057291704835,-11854,0.568220282063268
2016-05-31,161.49,-0.225764694601592,-0.000928850083596555,-0.225764694601592,1.44180705563204,0.101312392645281,1.4123488842099,3064,0.557859297956524
2016-06-30,150.14,-0.280180266564388,-0.000066604502464318,-0.280180266564388,1.56962780166469,0.0935242675344554,1.22793250155111,-2852,0.642151000578994
2016-07-29,132.1,-0.367821592649311,-0.00121120363361082,-0.367821592649311,1.63379441680645,0.0935080752855605,0.957081687074698,5707,0.781782690030681
2016-08-31,141.22,-0.232916892992939,-0.0557994618326015,-0.232916892992939,1.41152813206318,0.0935080752855605,0.891398443090777,-6853,0.729630470342025
2016-09-30,148.74,-0.0932699341623994,-0.0163372327551432,-0.0932699341623994,1.26036279022314,0.095549494910319,0.999803697726382,-12746,0.694940133754361
2016-10-31,144.95,0.0316725978647687,-0.0206967919972404,0.0316725978647687,1.35566094940281,0.0986439632198828,1.2343117468193,21407,0.70928056386161
2016-11-30,149.08,0.0610676156583632,-0.00556748054735723,0.0610676156583632,1.3910372023597,0.099249703973771,1.26966028969617,-27211,0.681186344618216
2016-12-30,166.51,0.225509678369029,0.00348327427782125,0.225509678369029,1.11122722249491,0.100075286023313,1.92957659857504,34809,0.556299269913486
2017-01-31,152.56,0.383011513008793,0.0160592553749344,0.383011513008793,1.12975248022773,0.100075286023313,1.30583062741253,23238,0.63440954916067
2017-02-28,151.2,0.370682621702475,0.143783068783069,0.370682621702475,1.24275932744175,0.0998305429542418,1.49303183432939,-34709,0.643364046707401
2017-03-31,170.01,0.619605601600457,0.00170578201282279,0.619605601600457,0.994285850890421,0.0857134621258574,1.90192316400634,-2921,0.540403798225127
2017-04-28,154.8,0.0851735015772872,0.0000645994832040309,0.0851735015772872,-0.0553836243248332,0.0857134621258574,1.26844258895696,15944,0.642445872843075
2017-05-31,161.22,0.0172892478546187,-0.00973824587520156,0.0172892478546187,-0.0371765361619431,0.0857134621258574,1.31134544780058,-23526,0.600171262403456
2017-06-30,151.52,-0.0617375688897147,-0.000989968321013723,-0.0617375688897147,0.135245077095208,0.0792836148078183,1.13718073325938,23425,0.672674945546823
2017-07-31,170.58,0.291294473883422,-0.0171180677687889,0.291294473883422,-0.0929556247995974,0.0728048816847336,1.51759926862337,-12901,0.558905611437678
2017-08-31,213.99,0.619909159727479,-0.168559278470957,0.619909159727479,0.436305303189053,0.0968920682599003,62.5555283532135,24357,0.332881878824619
2017-09-29,160.65,0.137586744087239,-0.00964830376595094,0.137586744087239,-0.188338954328456,0.109006748243764,2.68599645880905,-22885,0.621207769764561
2017-10-31,177.96,0.196450181524809,-0.0264666217127445,0.196450181524809,-0.244365902055254,0.109006748243764,10.5575796710701,9788,0.503607875317664
2017-11-30,172.84,0.192411176267679,0.00092571164082389,0.192411176267679,-0.239187940158479,0.101921353658378,3.1632426561417,3770,0.525992936946414
2017-12-29,179.92,0.206868795277703,-0.00188972876834137,0.206868795277703,-0.25894476688647,0.112806768915012,2.61321361115137,-23198,0.480075822865622
2018-01-31,190.75,0.145576842231698,-0.00723460026212319,0.145576842231698,-0.209231625908576,0.117330503981317,0.9852289821683,68571,0.429975250568906
2018-02-28,175.77,0.152136864184583,0.0949536325880411,0.152136864184583,-0.213872274412266,0.104437569426493,2.18649356052624,-37908,0.512263969859392
2018-03-30,201.79,0.334589947089947,0.00133802467912192,0.334589947089947,-0.373050516335569,0.150603775416072,1.37578978553609,15805,0.351383203331687
2018-04-30,212.92,0.375452196382429,0.000751455945895207,0.375452196382429,-0.477900679372371,0.150603775416072,1.22399371645853,26021,0.297694247704923
2018-05-31,216.03,0.395542635658915,0.0000925797342961054,0.395542635658915,-0.466646376360635,0.147851548115683,1.85228389528005,24803,0.274802112858158
2018-06-29,217.91,0.351631311251706,-0.0128034509659951,0.351631311251706,-0.409054521804726,0.149162484352826,1.79276829366346,-44540,0.26854154063909
2018-07-31,212.91,0.405161034846885,-0.0228265464280681,0.405161034846885,-0.46787312503647,0.149162484352826,1.97218853334819,34128,0.285001294832207
2018-08-31,214.37,0.256712393012076,-0.0684330829873584,0.256712393012076,-0.328287269365031,0.148318147472482,1.2721117439204,-26136,0.271734628667718
2018-09-28,210.12,-0.0180849572409923,-0.00737673710260811,-0.0180849572409923,-1.03693969183551,0.148318147472482,0.999824222314025,-25034,0.288746373577007
2018-10-31,176.8,0.1005291005291,-0.0093891402714934,0.1005291005291,-0.295208935814923,0.148318147472482,1.04215181809068,-32044,0.461645068402091
2018-11-30,144.13,-0.190098898628906,-0.027336432387428,-0.190098898628906,-0.386065397645002,0.168661087261395,1.91146641742016,6782,0.671297778163558
2018-12-31,132.37,-0.264284126278346,-0.0163178968044119,-0.264284126278346,-0.151184125414013,0.171327909271305,2.36878207356965,-3132,0.767180503463925
2019-01-31,136.27,-0.242607825700311,0.0109341748000291,-0.242607825700311,-0.258699792199041,0.153574176608836,1.10400478556585,22650,0.737610723726028
2019-02-28,162.93,-0.145845347313237,0.0754925428097954,-0.145845347313237,0.149169993488086,0.177226743074012,0.818084292058913,-19373,0.553212219473974
2019-03-29,189.56,0.0784547988849065,-0.00691074066258701,0.0784547988849065,-0.0592196029956239,0.177998690693392,0.633564367662375,17497,0.394873115196085
2019-04-30,212.32,0.0521829624857526,-0.0265636774679728,0.0521829624857526,-0.0796929649643594,0.177745012490352,0.842393688572229,10194,0.280067316230177
2019-05-31,180.2,-0.153672740935562,-0.0169811320754717,-0.153672740935562,0.111464023403722,0.184866852653343,1.28366432034578,-54809,0.40648505886302
2019-06-28,194.25,-0.100819330648521,-0.0236293436293437,-0.100819330648521,0.0194172957219697,0.184866852653343,1.10984721304788,861,0.331406414789501
2019-07-31,190.2,-0.127162590060116,-0.0206098843322817,-0.127162590060116,0.0709401638501574,0.184866852653343,0.742910464048462,33387,0.274424227325619
2019-08-30,161.34,-0.242215020431168,-0.0518780215693566,-0.242215020431168,0.156046115373149,0.184518575205431,1.07227424726492,-17506,0.412209358394534
2019-09-30,160.49,-0.236198362840282,-0.0239267244065051,-0.236198362840282,0.158451190837066,0.184518575205431,1.28909838744599,-46823,0.40533355785751
2019-10-31,163.12,-0.223681705691986,-0.0224374693477194,-0.223681705691986,0.11616455415797,0.176833567563294,1.43349074702625,42404,0.340347117206934
2019-11-29,159.7,-0.0967194570135745,-0.00375704445835934,-0.0967194570135745,0.0354201127700058,0.166498052359018,1.41235000581541,-2339,0.330114637713522
2019-12-31,169.78,0.177964337750642,-0.00429968194133579,0.177964337750642,-0.0499709644011024,0.166498052359018,1.86235971636071,5334,0.237003578760282
2020-01-31,148.87,0.124650600589257,0.0103445959562034,0.124650600589257,-0.0665897816433987,0.167784289454716,4.00717614099762,-5305,0.323244381122112
2020-02-28,139.55,0.0240698613047623,0.0625582228591901,0.0240698613047623,0.085046778524128,0.167784289454716,3.35786566193767,1030,0.356020245017105
2020-03-31,57.32,-0.69761553070268,0.034019539427774,-0.69761553070268,-1.66011148348189,0.167784289454716,1.81724203498335,-14946,1.17603364364569
2020-04-30,69.78,-0.631884363789829,0.123101175121811,-0.631884363789829,-1.39146824774541,0.0134904053091806,3.19131649015003,3539,0.929166888120557
2020-05-29,102.59,-0.5168142426526,0.0512720538064138,-0.5168142426526,-0.305663355289664,0.0131628301986129,5.11183126392157,710,0.515643461703
2020-06-30,120.01,-0.382187902187902,0.00116656945254556,-0.382187902187902,-0.446516703737123,0.0131628301986129,3.23899488874318,-14542,0.341223431747333
2020-07-31,118.71,-0.388880308880309,-0.0134782242439558,-0.388880308880309,-0.462699867198507,0.00951621807697008,2.81287190108312,-25800,0.32811986378449
2020-08-31,127.61,-0.209061609024421,-0.0488989891074367,-0.209061609024421,-0.666961777384494,0.0144836038783673,3.21138805971205,25909,0.218850463387589
2020-09-30,120.08,-0.255733234163878,-0.0159893404397069,-0.255733234163878,-0.627852299613594,0.00905369526755518,3.51126052358072,5705,0.279671013808267
2020-10-30,104.95,-0.346065175400337,-0.0164840400190567,-0.346065175400337,-0.511551285326548,-0.00522195148253005,6.68657257180098,10474,0.396904363610159
2020-11-30,124.89,-0.217971195992486,-0.00584514372647937,-0.217971195992486,-0.597256887648801,-0.00522195148253005,4.37064250053437,25582,0.162089732520902
2020-12-31,140.84,-0.118096430807765,0.00120704345356426,-0.118096430807765,-0.701776141558359,0.00258968781662424,2.93449239201272,20109,0.0512288438366672
2021-01-29,157.25,-0.073801390034162,-0.012591414944356,-0.073801390034162,-0.734810349823371,-0.00333898489097595,2.21282978143207,-9328,-0.0996831859544163
2021-02-26,187.7,0.260831598038557,0.039158231220032,0.260831598038557,-0.974697735202865,-0.00333898489097595,1.76657606744071,4906,-0.301450729839654
2021-03-31,195.33,0.399713364385525,0.0032765064250242,0.399713364385525,-1.08517490698211,-0.00333898489097595,1.81142381342604,-36703,-0.348485237799835
2021-04-30,206.98,2.61095603628751,0.00314040003865101,2.61095603628751,0.627638961784818,-0.00758851514595606,1.63991308032196,-12872,-0.407072835213447
2021-05-31,214.02,1.08616824251876,-0.00154191197084386,1.08616824251876,-0.387650080174096,-0.00520784992021118,1.69547846404311,37235,-0.431756035342599
2021-06-30,224.44,1.18773759625695,-0.00115843878096589,1.18773759625695,-0.364268776004316,-0.00114542523111339,1.62970536961344,-17582,-0.462478173242504
2021-07-30,236.59,0.971419048412632,-0.0131873705566592,0.971419048412632,-0.274073912063315,-0.000482641550108189,1.50108850149366,-38188,-0.486258821061302
2021-08-31,228.26,0.922837166203353,-0.0616402348199422,0.922837166203353,-0.249028213243904,-0.000482641550108189,1.53037343132653,-9526,-0.443675204445257
2021-09-30,225.36,0.766005798918581,-0.0264465743698971,0.766005798918581,-0.066554798818642,-0.0015967369551223,1.52999303655032,-11367,-0.407552837905888
2021-10-29,246.2,1.05029980013324,-0.0374898456539399,1.05029980013324,-0.298172036300936,-0.00173369909587965,1.35045958779102,-17052,-0.479595191745101
2021-11-30,198.01,0.886707956169605,-0.0202009999494975,0.886707956169605,-0.802782850906873,-0.00172176575702955,1.4404677086521,-18751,-0.265095124867976
2021-12-31,222.85,0.784370245816319,-0.00175005609154133,0.784370245816319,-0.995585055439041,0.00634073080271999,0.975831439922924,8872,-0.383605707900807
2022-01-31,255.43,0.624356120826709,0.0000391496691851678,0.624356120826709,-0.843637071772135,0.0117879867083345,0.800287938300426,67655,-0.498239161184774
2022-02-28,279.7,0.490143846563665,0.0484447622452628,0.490143846563665,-1.25028154622358,0.0149657589763114,0.763559339434221,14820,-0.589008361889019
2022-03-31,318.96,0.699307405434203,-0.0121331828442438,0.699307405434203,-1.25579537221814,0.0205558687834871,0.885280408475917,-92733,-0.682319668057521
2022-04-29,347.21,0.777555930988584,-0.00855390109731857,0.777555930988584,-1.32876604422626,0.0245225137402866,0.821999276280307,19576,-0.760755476529016
2022-05-31,408.04,0.971398202724901,-0.0402411528281541,0.971398202724901,-1.17098903711187,0.0245225137402866,0.796198222465052,3992,-0.901734227056561
2022-06-30,364.98,0.705354639753294,-0.0310975943887337,0.705354639753294,-0.865752634706451,0.00758663168178047,0.803688912490061,-31240,-0.775988474305661
2022-07-29,348.81,0.554134735341294,-0.10747971675124,0.554134735341294,-0.663106558836427,0.00549903013555367,0.838498101589141,-17003,-0.729943534408011
2022-08-31,260.59,0.101441311974302,-0.0671936758893279,0.101441311974302,-0.617944258865563,0.00837483503167503,0.942395504525093,-7726,-0.417598330234214
2022-09-30,247.26,0.0832384123368091,-0.0415756693359217,0.0832384123368091,-0.590701100806066,0.00860017813059218,0.994114203902536,-12269,-0.342669887878049
2022-10-31,281.07,0.141632818846466,-0.101398228199381,0.141632818846466,-0.6124504121667,0.010367552895175,0.883971733749857,-11019,-0.441069427399177
2022-11-30,241.85,-0.0176685621445978,-0.0139756047136654,-0.0176685621445978,-0.424259093453889,0.0115520084393546,1.02359783307077,19409,-0.290783378036962
2022-12-30,245.95,0.242108984394728,0.00764383004675762,0.242108984394728,-0.629631554195487,0.0110711501102372,1.00673603342172,-6885,-0.269247014046725
2023-01-31,254.35,0.141350684316805,0.00916060546491071,0.141350684316805,-0.564575837866948,0.0110711501102372,1.03360973604818,72818,-0.278007909321772
2023-02-28,243.43,-0.0469796030223539,0.0853222692355091,-0.0469796030223539,-0.40227375719534,0.0108553065494979,0.94310210770742,-13488,-0.22463722403914
2023-03-31,270.05,-0.0345012513407217,-0.00722088502129226,-0.0345012513407217,-0.401716534063162,0.00735273608865569,0.815120033222798,7671,-0.30727661179043
2023-04-28,257.8,-0.191748181590168,-0.0185802948021723,-0.191748181590168,-0.252536189008078,0.00735273608865569,0.354828799862773,-14015,-0.260853575256617
2023-05-31,255.99,-0.262722847844244,-0.045353334114614,-0.262722847844244,-0.147379176684279,0.00735273608865569,0.378927737568571,8646,-0.275592511531726
2023-06-30,263.4,-0.354475051465542,-0.0338268792710705,-0.354475051465542,-0.408562815262193,0.00717667962184249,0.369281737122697,19128,-0.287475011678704
2023-07-31,292.9,-0.160287835784524,-0.0114373506316148,-0.160287835784524,-0.643882529164067,0.00606697009177675,0.37671303578506,39366,-0.444150628210549
2023-08-31,276.64,-0.206903471804134,-0.0724768652400232,-0.206903471804134,-0.574589939374414,0.00470986707386771,0.397852650149834,7783,-0.398493426458069
2023-09-29,243.99,-0.0637016002148965,-0.0165580556580188,-0.0637016002148965,0.113746899738158,0.00446202115896681,0.507219003899985,-46412,-0.267208142377577
2023-10-31,222.27,-0.101067702014074,-0.00242947766230273,-0.101067702014074,0.135048064263136,0.00446202115896681,0.439524993312615,-7573,-0.169646430712476
2023-11-30,219.98,-0.217347991603515,-0.010910082734794,-0.217347991603515,0.140592245099329,0.00497965997236263,0.445340221019152,21165,-0.170607545156746
2023-12-29,210.26,-0.13061815174695,0.00175972605345764,-0.13061815174695,0.345664022312771,-0.00311332321762811,0.555632222415247,-4118,-0.136700466316002
2024-01-31,218.33,-0.112299247814596,0.0219392662483395,-0.112299247814596,0.28646566331296,-0.00662684190961805,0.732936207978496,40265,-0.186053996285061
2024-02-29,230.43,-0.094043640652644,0.120079850713883,-0.094043640652644,0.244553478701574,-0.00706533074993942,0.914367955537888,3153,-0.254649161938025
2024-03-29,276.11,0.134248038450479,-0.0146680670747167,0.134248038450479,0.450746785480216,-0.00471278815668602,0.662548837478367,18963,-0.479470764869535
2024-04-30,271.08,0.0515128006206362,-0.00723033790762861,0.0515128006206362,0.615853397115476,-0.00471278815668602,0.738085542217432,20499,-0.466194063425288
2024-05-31,242.6,-0.0589604344453063,-0.00354492992580369,-0.0589604344453063,0.647689323933881,0.000604776664250118,1.11083987667283,-39196,-0.366132204484614
