"Dates","LX1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2014-01-31,1964,-0.0440496471160866,0.00127291242362526,-0.0440496471160866,0.282434768743018,-0.00420226761821613,1.43869332517411,-8796,-0.320312195596856
2014-02-28,2085,-0.0222743259085579,-0.00239808153477217,-0.0222743259085579,0.271749660518547,-0.00497084890958682,3.57530192812099,-4767,-0.407805975297558
2014-03-31,1971.75,0.0537074148296592,0.00164828198300992,0.0537074148296592,0.470032889678856,-0.00652847780632915,1.32816265613607,-22870,-0.317823632493959
2014-04-30,2042,0.0912491649966598,0.000489715964740345,0.0912491649966598,0.34714487649369,-0.00619207330942867,1415.15562881066,19532,-0.327588361727465
2014-05-30,2051.5,0.114794185572612,-0.000121862052156918,0.114794185572612,0.270877498131741,-0.00436475620377305,38.7379906313049,1529,-0.252435490962178
2014-06-30,2212.25,0.210202407002188,0.000791049836139646,0.210202407002188,0.120659776699063,-0.00436475620377305,2.44689899115348,16493,-0.327874355227397
2014-07-31,2368.5,0.295678336980306,-0.00168883259446906,0.295678336980306,-0.0217062844086373,-0.00532815187620465,3.65852900120707,6999,-0.279790789340917
2014-08-29,2353.25,0.297986762272476,0.000849888452140624,0.297986762272476,-0.026664271803979,0.00428534926847276,4.16839910131521,-17416,-0.22490773981774
2014-09-30,2281.75,0.216284648187633,0.00120521529527773,0.216284648187633,0.168652669490014,-0.0000321544145436179,1.93159440953701,-2524,-0.194053080787397
2014-10-31,2310.5,0.223781779661016,0.000432806751785364,0.223781779661016,0.143117207339245,-0.000961239078071338,0.494759383605847,5645,-0.149478917906569
2014-11-28,2211.25,0.147509081473794,0.00045223289994345,0.147509081473794,0.266758684877248,-0.000961239078071338,0.821847841615246,96,-0.0813792892138408
2014-12-31,2168,0.162466487935657,0.00149907749077482,0.162466487935657,0.257978593740459,-0.000961239078071338,0.55367418273239,3495,-0.0581861411830884
2015-01-30,2118.75,0.0360635696821519,0.00165191740412984,0.0360635696821519,0.416298238186522,0.00336675998992661,0.617881102557115,-15440,-0.0173539789433827
2015-02-27,2051.75,0.0446792260692463,0.0028024856829536,0.0446792260692463,0.427086258021941,0.00336675998992661,3.33224680357678,2461,0.0287205049890709
2015-03-31,2073.5,-0.00551558752997583,0.00229081263564024,-0.00551558752997583,0.597428259226934,0.00336675998992661,1.18242348103617,5725,0.0268706167031295
2015-04-30,2354,0.193863319386332,0.00106202209005946,0.193863319386332,0.907948600994802,0.000811038043202674,0.551275416078513,12550,-0.0838598107955293
2015-05-29,2183,0.0690499510284035,-0.000229042601923912,0.0690499510284035,0.822546989906571,-0.00187265706302108,1.0618140551847,3690,-0.00743326921583009
2015-06-30,1991.75,-0.029125030465513,0.00163173088992097,-0.029125030465513,0.672905733481518,-0.0177467933939898,1.08960936895737,-20620,0.0769288863779865
2015-07-31,1910.5,-0.13639959317437,0.000130855796911744,-0.13639959317437,1.04080094580484,-0.0273371358313253,1.6834808773109,6663,0.127630960726981
2015-08-31,1809.75,-0.230957186869223,0.000138140627158556,-0.230957186869223,1.49254947806582,-0.0212382781920659,2.66045190990292,-668,0.194188517589703
2015-09-30,1681,-0.285668755975778,0.0022308149910768,-0.285668755975778,1.56035387701557,-0.0054123701837113,0.785249050625805,-14985,0.267988377354338
2015-10-30,1694.5,-0.257368248055221,0.00368840365889644,-0.257368248055221,1.37800223433915,-0.00543585861121902,0.829711524920446,4754,0.261401760975948
2015-11-30,1552,-0.298134539287733,0.00306056701030921,-0.298134539287733,1.40172112928107,-0.00543585861121902,0.986732226185835,6672,0.34702669105937
2015-12-31,1600,-0.276427360090447,0.00265625000000003,-0.276427360090447,1.18246347795368,-0.00723396667226995,0.53232675889809,-5860,0.333660939725525
2016-01-29,1626.5,-0.249769372693727,-0.0027666769136182,-0.249769372693727,1.02165636209232,-0.022458901032176,0.555100892713715,-14443,0.341205580420786
2016-02-29,1762.75,-0.140855367369319,-0.00113459083817902,-0.140855367369319,0.610751119948774,-0.021839147975967,0.783903497000445,-1410,0.271030587694996
2016-03-31,1810.75,-0.117460704276837,0.000828386027889039,-0.117460704276837,0.516018156460733,-0.022212906886309,6.58282611388726,4325,0.236279214935915
2016-04-29,1934,-0.0672775500361708,0.000517063081695968,-0.0672775500361708,0.370675688958004,-0.0142731361050574,1.25814419636215,3109,0.174812175370368
2016-05-31,1919.75,-0.120590929912964,0.000781351738507574,-0.120590929912964,0.0575073676612577,-0.0142731361050574,1.13010396624987,3920,0.160716189607665
2016-06-30,2102,-0.037104901511681,0.00118934348239774,-0.037104901511681,0.0394552727765651,-0.0070925899216817,0.572671783420564,11400,0.060525594650619
2016-07-29,2242.75,0.1260198318062,-0.000111470293166827,0.1260198318062,-0.162557887018078,-0.00529346287735159,0.43934523367197,24026,-0.0122811020640892
2016-08-31,2307.75,0.207929861292855,0.00108330625067699,0.207929861292855,-0.380903979297741,-0.00529346287735159,0.43355184429214,1841,-0.0561457168268401
2016-09-30,2371,0.310125707970714,0.00179249261914793,0.310125707970714,-0.624676233013984,-0.00397016356550466,0.393620501502538,14628,-0.101140986278965
2016-10-31,2453,0.44762466804367,0.00203832042397067,0.44762466804367,-0.933134909686466,0.00457600877341246,0.360948757091113,-9314,-0.150475724489328
2016-11-30,2691,0.588079079374446,0.00222965440356737,0.588079079374446,-0.891074696006285,0.006081022338527,0.282854815492072,-17985,-0.243076830957745
2016-12-30,2563.5,0.651739690721649,0.00185293543982845,0.651739690721649,-0.348317858399907,0.00549999659214301,0.327226576884252,-1103,-0.216979261565329
2017-01-31,2852.75,0.75391945896096,0.00113925159933403,0.75391945896096,-0.460554698513634,0.00549999659214301,0.321712366613436,11666,-0.361814762401306
2017-02-28,2823,0.735628650476484,0.000354233085370081,0.735628650476484,-0.282673332265819,0.00504229005975118,0.294496078321159,-5600,-0.351331470340006
2017-03-31,2756.25,0.563607998865409,0.00317460317460316,0.563607998865409,-0.0218823874209698,0.00846981119641336,0.364033818959943,1838,-0.341702005269074
2017-04-28,2614.5,0.44387684661052,0.00219927328361069,0.44387684661052,-0.0142056386717454,0.00846981119641336,0.359883602774568,-697,-0.284012732739034
2017-05-31,2590,0.339193381592554,0.00212355212355209,0.339193381592554,0.232487233634911,0.00846981119641336,0.419843345826351,-21684,-0.27784054960699
2017-06-30,2756.75,0.435994270087251,0.000272059490341814,0.435994270087251,-0.00297035101630397,-0.00958491126541621,0.352698932102381,25469,-0.345208634536913
2017-07-31,2786,0.24222494705161,0.00134601579325189,0.24222494705161,0.340003831875494,-0.0089855642940244,0.418126894077852,2656,-0.339957235308109
2017-08-31,3142.75,0.401293055400735,0.0000795481664148667,0.401293055400735,0.317893737178313,0.00452389039289417,0.37236381560046,373,-0.462253925248755
2017-09-29,3185.25,0.38024049398765,-0.00533710069853233,0.38024049398765,0.37075876242951,0.0139195640542923,0.358384618975294,-12275,-0.484556616168911
2017-10-31,3309,0.395613665120202,-0.00574191598670293,0.395613665120202,0.328135814532575,0.0139195640542923,0.299280129137159,-1684,-0.528727902906075
2017-11-30,3167.25,0.291174072564207,-0.00315731312652934,0.291174072564207,0.436028477237384,0.00761532772141064,0.308310981563669,4421,-0.489456487423846
2017-12-29,3335,0.239316239316239,-0.0019490254872564,0.239316239316239,0.523034971377227,0.0244359953123129,0.277374347900893,10176,-0.544315662210287
2018-01-31,3572.5,0.393602496586698,-0.00643806857942619,0.393602496586698,0.308305873233077,0.0241544600436298,0.225285021849422,15926,-0.615835309088544
2018-02-28,3460,0.212864779598632,-0.00144508670520227,0.212864779598632,0.541857752776528,0.0184295086743187,0.225212607339686,-4040,-0.579730331647037
2018-03-30,3281,0.16223875309954,-0.000914355379457499,0.16223875309954,0.486497342711053,0.0435890346480067,0.255298335008177,-21324,-0.532140620368476
2018-04-30,3128.75,0.196691528016829,0.0000799041150618685,0.196691528016829,0.38544974179421,0.0435890346480067,0.293263727412056,-1668,-0.484625930153358
2018-05-31,3105.5,0.187798814304838,-0.0025760747061665,0.187798814304838,0.483756473095747,0.0402554262911918,0.288568808148331,6199,-0.476113185115084
2018-06-29,2891.5,0.116409266409266,-0.0100293965070033,0.116409266409266,0.380385291817213,0.0420471119473276,0.365288406636462,-22609,-0.409330862060113
2018-07-31,2636,-0.043801577945044,-0.00113808801213966,-0.043801577945044,0.494329936923515,0.0420471119473276,0.366536122491176,9601,-0.315446155284041
2018-08-31,2464.25,-0.11548815506102,-0.00111595820229282,-0.11548815506102,0.621218544959084,0.0383942728872413,0.404480647648419,-16320,-0.249973056917701
2018-09-28,2649.5,-0.15694853233633,-0.00132100396301194,-0.15694853233633,0.299603880722251,0.0383942728872413,0.288737522272003,4396,-0.327987855429141
2018-10-31,2546.75,-0.200455223294875,-0.0125650338666928,-0.200455223294875,0.483873276455355,0.0383942728872413,0.264358161504497,-21576,-0.279053259807735
2018-11-30,2595,-0.215775158658205,-0.0115606936416185,-0.215775158658205,0.541820573357264,0.0355553588591137,0.25397415391086,-7403,-0.289422630858709
2018-12-31,2482.5,-0.255622188905547,-0.00281973816717018,-0.255622188905547,0.766632593870034,0.0379952167441401,0.222143885999355,1552,-0.22699031626588
2019-01-31,2738.5,-0.178860569715142,0,-0.178860569715142,0.670649954377397,0.0217727305778744,0.214306422377675,3444,-0.310079600227689
2019-02-28,2805.5,-0.214695591322603,-0.00213865621101406,-0.214695591322603,0.775938986114224,0.0261925837716011,0.205649570676728,24820,-0.326176698253442
2019-03-29,2974.75,-0.140245664739884,-0.00705941675771071,-0.140245664739884,0.481828763899334,0.0267498460259588,0.209281671137377,7257,-0.365302209641388
2019-04-30,2915,-0.111551356293812,-0.0150943396226415,-0.111551356293812,0.42441422676674,0.0307944421454233,0.256803685073821,-10257,-0.329242857058189
2019-05-31,2630,-0.159408709548541,-0.0212927756653992,-0.159408709548541,0.317432150413013,0.0372327704782059,0.356953338059297,-9224,-0.197773017771267
2019-06-28,2545,-0.180486234100789,-0.0149312377210216,-0.180486234100789,0.39352092641798,0.0372327704782059,0.386950376446331,11209,-0.16491982158408
2019-07-31,2445.5,-0.154245201452533,0.00204457166223682,-0.154245201452533,0.372049291307426,0.0372327704782059,0.853294590391931,-9549,-0.122060213097377
2019-08-30,2209,-0.161987860394537,0.000452693526482584,-0.161987860394537,0.334857896227789,0.0374909038029473,2.71332066393053,-2261,-0.0172368858648025
2019-09-30,2431.5,-0.0822796754104543,-0.00822537528274725,-0.0822796754104543,0.280554581590819,0.0374909038029473,1.18729003068542,-11589,-0.109900474163123
2019-10-31,2525,-0.0469899981128509,-0.00712871287128714,-0.0469899981128509,0.161732073023471,0.0385221859996862,1.09340892541604,25423,-0.137888602969824
2019-11-29,2296,-0.098458820064788,-0.00479094076655051,-0.098458820064788,0.146764537075986,0.0397427822096775,20.9576156924013,-13095,-0.0378975471118418
2019-12-31,2281,-0.121001926782273,-0.00142481367821135,-0.121001926782273,0.224073533373392,0.0397427822096775,2.87890713956582,-9874,-0.0334243050251517
2020-01-31,2209,-0.110171198388721,-0.00181077410593034,-0.110171198388721,0.199340174498942,0.0401930272189737,1.75945315151982,10502,-0.0119279440590489
2020-02-28,2013,-0.264926054409348,0.0024838549428714,-0.264926054409348,0.348638505033637,0.0401930272189737,0.477054508858085,-8235,0.0738713865559496
2020-03-31,1897.75,-0.362047230859736,0.00250296403635875,-0.362047230859736,0.831978808072855,0.0401930272189737,0.416615209144014,-12186,0.0955929554099513
2020-04-30,1934.99,-0.349528531809395,0.000909565424110692,-0.349528531809395,0.653222211564688,0.0143743529988575,0.579325598748355,-1811,0.0542889179119984
2020-05-29,1990.75,-0.317066895368782,-0.00226045460253677,-0.317066895368782,0.484186592152839,0.014086744815671,0.666195826970966,-8608,0.00629344454266653
2020-06-30,2038.25,-0.199115913555992,0.00183981356555862,-0.199115913555992,0.220597954383265,0.014086744815671,0.799733274146031,-7758,-0.0362389412163588
2020-07-31,2311.5,-0.0917485265225931,0.00151416828898987,-0.0917485265225931,0.378419008620914,0.0263323349662661,1.48774991947372,13972,-0.20803323701895
2020-08-31,2498.25,0.130941602535084,0.00400280196137293,0.130941602535084,0.0533657187554435,0.0299461521213406,4.93904337406527,15674,-0.298638390755597
2020-09-30,2391,0.082390221819828,0.00250941028858209,0.082390221819828,0.18275584974246,0.0263811648587251,0.659228610280988,-4238,-0.254759592472023
2020-10-30,2515.25,0.0344437589965043,0.000894543285955729,0.0344437589965043,0.189059867574695,0.0204871634652347,0.886864953326852,6868,-0.313003866647569
2020-11-30,2777.7,0.209799651567944,0.00225006300176411,0.209799651567944,0.131888869265044,0.0204871634652347,1.57379500141953,20121,-0.455612367050806
2020-12-31,2733.33,0.190474738675958,0.00310975988995099,0.190474738675958,0.234611468711447,0.0167879793214781,1.20979127256559,-6663,-0.417936993245585
2021-01-29,2561.5,0.122972380534853,0.00331836814366593,0.122972380534853,0.265131890130699,0.0182328167706722,0.823899946505298,-1587,-0.342337841860921
2021-02-26,2779.5,0.258261656858306,0.00233855009893857,0.258261656858306,-0.000971136476887795,0.0182328167706722,0.903147630806914,5282,-0.428219334797724
2021-03-31,2807.25,0.394560357675111,0.00178110250244901,0.394560357675111,0.0683376048646386,0.0182328167706722,1.90486937652997,-5241,-0.394215200202201
2021-04-30,2916.5,0.53681991832433,0.00188582204697418,0.53681991832433,-0.0158582532977214,0.0174395818247791,3.69751545721674,18035,-0.423117425970648
2021-05-31,3044.55,0.529348235589601,0.00269333727480237,0.529348235589601,-0.131641520365296,0.0176725250430077,3.24292538618645,13675,-0.40595222556712
2021-06-30,2970.25,0.492025618485494,0.00101001599191997,0.492025618485494,0.013946356985635,0.0100182949903302,1.51458691555658,-17763,-0.343609192709048
2021-07-30,3031.5,0.487305286397644,0.0011545439551377,0.487305286397644,0.025150162497682,0.00945922966250569,1.25735489403441,-607,-0.322326882659692
2021-08-31,2999,0.297425913908717,0.00116705568522835,0.297425913908717,0.0180688615493457,0.00945922966250569,0.721649390322792,-622,-0.26757957449667
2021-09-30,2979.25,0.192534774342039,0.00176218847025256,0.192534774342039,0.252609712028119,0.00856945112567693,0.733256619840118,14926,-0.241832319866165
2021-10-29,3442.25,0.439669594312003,-0.00871522986418771,0.439669594312003,0.509636072605417,0.00851958656857307,0.461960796000356,-14540,-0.34692912882363
2021-11-30,3218.75,0.279693867408806,-0.00310679611650488,0.279693867408806,0.539020977186646,0.00851431473132133,0.511286351518497,11286,-0.262845286288807
2021-12-31,3580,0.288836087410447,-0.00488826815642462,0.288836087410447,0.541684129654523,0.0165176481562785,0.419819953344512,-10817,-0.340046515333516
2022-01-31,3608,0.408549677923092,-0.000415742793791529,0.408549677923092,0.52389785898479,0.015458786371767,0.365856638047135,8213,-0.315995499964766
2022-02-28,3680.75,0.324248965641302,-0.00108673504041301,0.324248965641302,0.777471814079344,0.0143362257031046,0.42424769522331,-12756,-0.33595843352777
2022-03-31,4212.5,0.515560352581399,-0.00237388724035603,0.515560352581399,0.598764604256559,0.0221186418040295,0.402111543279299,-14212,-0.431060376314692
2022-04-29,4141.25,0.475198147653398,-0.0038635677633565,0.475198147653398,0.62065667916882,0.0212538215292593,0.42018358043445,-8908,-0.402910270050946
2022-05-31,3929,0.347162695011144,-0.00139984728938658,0.347162695011144,0.670798566757367,0.0212538215292593,0.462037097412458,-2831,-0.316004552763999
2022-06-30,3181.75,0.045064130988159,-0.00345721694036305,0.045064130988159,-0.134180904177661,-0.000798097941498711,0.632769676340011,-11577,-0.0879046521170063
2022-07-29,3388.26,0.140732261594142,-0.0106249225266066,0.140732261594142,-0.314756219135671,0.000449293987757086,0.534778519103681,-2056,-0.140816259095953
2022-08-31,3528.5,0.163945241629556,-0.0076519767606632,0.163945241629556,-0.357355315119692,0.000418234749049011,0.342243909664346,-2448,-0.149565841792119
2022-09-30,3018,0.0063354451483828,-0.00563286944996688,0.0063354451483828,-0.273260738907705,0.000103610833889962,0.520468796994637,-1467,0.018241387725706
2022-10-31,2725.5,-0.20822136683855,-0.00385250412768301,-0.20822136683855,-0.130668402345058,-0.00140855950222258,0.992674172346872,-8634,0.142479459810659
2022-11-30,3048.5,-0.114387391967463,-0.00147613580449402,-0.114387391967463,-0.222268060721192,-0.00230650255402425,0.566981437566264,17538,0.0304816909671234
2022-12-30,2990.25,-0.0709902912621362,-0.00234094139286012,-0.0709902912621362,-0.312114064053234,-0.00285454678918088,0.59779302255454,-12463,0.0562186661085856
2023-01-31,3407.26,-0.0482513966480443,-0.00249467313912055,-0.0482513966480443,-0.254441028743539,-0.00285454678918088,0.461675112366236,24825,-0.0772735449490053
2023-02-28,3013.5,-0.164772727272727,-0.00190808030529288,-0.164772727272727,-0.0750304606974145,-0.00327182685861481,0.584508698724442,-19055,0.0552061810126996
2023-03-31,2938.25,-0.201725191876656,-0.00289287841402197,-0.201725191876656,0.0111266932183937,-0.00296071050480083,0.49195346984518,-7386,0.0482038535593275
2023-04-28,2645.75,-0.371928783382789,-0.000377964660304264,-0.371928783382789,0.198029380280715,-0.00296071050480083,0.554621222363355,-55,0.153063440598457
2023-05-31,2239.75,-0.459160881376396,0.00178591360642932,-0.459160881376396,0.323656348861591,-0.00296071050480083,1.09609541430085,4273,0.287956790652731
2023-06-30,2386.25,-0.392657164672945,0.00125720272393925,-0.392657164672945,0.133214527727223,-0.00386434714040564,0.883519755570092,-17544,0.208400420879938
2023-07-31,2571.31,-0.241111957169757,-0.00233344093088739,-0.241111957169757,0.11035299025581,-0.00474679368932876,0.76947022776137,18497,0.116355127523356
2023-08-31,2421.5,-0.285326391717282,0.00268428659921538,-0.285326391717282,0.194848018697514,-0.005724197823529,1.50984345282537,-1865,0.155746816789979
2023-09-29,2645.75,-0.250177129091682,0.00132287631106487,-0.250177129091682,0.153532398015346,-0.00705807123276931,1.4287218864921,26137,0.0539000306180246
2023-10-31,2423,-0.19715043074884,0.00278580272389606,-0.19715043074884,0.188224863244803,-0.00705807123276931,2.76625749495506,-23871,0.131714208719029
2023-11-30,2474.75,-0.0920014676206199,-0.00181836549146375,-0.0920014676206199,-0.000313247310053967,-0.00725769186754885,2.28937774175642,2793,0.0995272913725087
2023-12-29,2643,-0.133016237493849,0.00624290578887621,-0.133016237493849,-0.026260608666169,-0.00708625378401641,3.17175784055177,-3588,0.0148847414502527
2024-01-31,2531.35,-0.153465429311931,-0.00474055345961644,-0.153465429311931,0.023458096903911,-0.00878920892807309,2.2144940980101,12728,0.0451753335654347
2024-02-29,2393.25,-0.297602765858784,0.00689439047320595,-0.297602765858784,0.0690546053681854,-0.00516538768193379,17.1166736800424,11724,0.101663624759705
2024-03-29,2403.68,-0.202362701178032,0.00707664913798856,-0.202362701178032,-0.116484885581342,-0.00485624111514019,23.6231909857927,5502,0.088512806470152
2024-04-30,2924.82,0.10547859775111,-0.00273179204190355,0.10547859775111,0.279278924003442,-0.00485624111514019,1.624012368464,209,-0.11391464798404
2024-05-31,2929.28,0.107164320136067,0.0065374426480227,0.107164320136067,0.318416191118675,-0.00466864481606746,2.00084404353382,3662,-0.12538086257428
