"Dates","LB1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2016-04-29,295.6,0.0625449317038107,0.0328146143437076,0.0625449317038107,0.625837243975366,0.0237945170052908,0.965608155254007,-751,-0.12356128423041
2016-05-31,303.4,0.106895293688435,0.0280158206987475,0.106895293688435,0.63728068347644,0.0237945170052908,3.58212859110574,1105,-0.172191005102001
2016-06-30,303.9,0.108719445457862,0.01250411319513,0.108719445457862,0.694397458813289,0.0232844212244729,1.65924853625647,-1437,-0.173807520803404
2016-07-29,318.4,0.10440513354145,0.0270100502512562,0.10440513354145,0.705562223796217,0.0240408893973554,1.11933966752633,1504,-0.235732935108128
2016-08-31,312.7,0.240380801269337,0.0204669011832428,0.240380801269337,1.05786322628164,0.0240408893973554,3.16521973035872,-1366,-0.232311919401089
2016-09-30,336.4,0.436379163108455,0.0306183115338883,0.436379163108455,0.954709446051985,0.028489664853239,1.30062564734153,-257,-0.314095729811318
2016-10-31,298.2,0.17540402049665,0.0368879946344736,0.17540402049665,0.767867374235109,0.0271270878531056,2.7768144154612,44,-0.196880411457223
2016-11-30,329.8,0.299960583366181,0.0400242571255305,0.299960583366181,0.574116549758495,0.0285976220623914,11.6539101377333,-61,-0.297602419252083
2016-12-30,316.6,0.288039056143205,0.0404295641187618,0.288039056143205,0.574907956389682,0.0293609896458275,3.27840389079536,265,-0.236239769939773
2017-01-31,330,0.372712146422629,0.0284848484848483,0.372712146422629,0.507940948812927,0.0293609896458275,589.310532024932,-174,-0.265242138952357
2017-02-28,366.4,0.524126455906822,0.0338427947598254,0.524126455906822,0.343639776598954,0.0310097529136539,1.53359873674054,1991,-0.369875117291806
2017-03-31,381.4,0.501574803149606,0.0230728893550078,0.501574803149606,0.38422133829097,0.0254540000169238,1.09773586839272,-120,-0.388239074685028
2017-04-28,379.8,0.222401029932411,0.0165876777251186,0.222401029932411,-0.30664372970883,0.0254540000169238,0.902859100158232,114,-0.368822450978215
2017-05-31,345.1,0.167456021650879,-0.0124601564763837,0.167456021650879,-0.355592849622796,0.0254540000169238,1.0223449325712,-830,-0.223851511999005
2017-06-30,365.9,0.205998681608438,-0.0267832741186115,0.205998681608438,-0.420209772785226,0.0233474957838149,0.791378676000614,-1132,-0.26510327678356
2017-07-31,378.3,0.188128140703517,-0.042294475284166,0.188128140703517,-0.417743190358462,0.022039563326727,0.917576349892294,944,-0.245380053717648
2017-08-31,385.7,0.211369346733668,-0.0360383717915478,0.211369346733668,-0.447592114792815,0.0213133172204831,0.993980826009932,-350,-0.23099725034103
2017-09-29,402.2,0.28621682123441,-0.0231228244654401,0.28621682123441,-0.632420332341025,0.0233340340362368,0.818801561945506,1176,-0.241864733976095
2017-10-31,458.4,0.362663495838288,-0.031413612565445,0.362663495838288,-0.396182665370539,0.0233340340362368,0.494457084270334,1085,-0.352259376579138
2017-11-30,427.7,0.434272300469484,-0.0240823006780454,0.434272300469484,-0.196922133404549,0.0159442810420327,0.576738243552049,-460,-0.273315602747077
2017-12-29,448,0.358399029714979,-0.0136160714285715,0.358399029714979,-0.160262969393704,0.0290635531727037,0.513797477078439,-182,-0.320281895010947
2018-01-31,470.9,0.487365761212887,-0.00785729454236561,0.487365761212887,-0.400950310034697,0.0394194899861161,0.440834491898456,1033,-0.361397654785266
2018-02-28,516.6,0.565454545454545,-0.0288424312814557,0.565454545454545,-0.460743335519346,0.0484781678773761,0.321548900406252,-151,-0.442133911745252
2018-03-30,515.7,0.407478165938865,-0.0199728524335856,0.407478165938865,-0.296405224599512,0.0400577111522723,0.322764582674146,-492,-0.416236505049928
2018-04-30,577.2,0.519747235387045,-0.0261607761607762,0.519747235387045,-0.401823212964765,0.0400577111522723,0.255658865864565,386,-0.528900130892731
2018-05-31,597.1,0.572143233280674,-0.0239490872550663,0.572143233280674,-0.412353210830006,0.0416090652121825,0.228673787833253,-308,-0.547670999157
2018-06-29,569.3,0.649666763257027,-0.0295099244686456,0.649666763257027,-0.140104375363555,0.0326793418898036,0.247257506897511,-488,-0.498739770960636
2018-07-31,455.4,0.244602350368953,-0.0548967940272288,0.244602350368953,-0.961304211080217,0.0326793418898036,0.436462981921117,-916,-0.276784826654414
2018-08-31,437.6,0.15675389902194,-0.0589579524680074,0.15675389902194,-0.766494962815059,0.0304373914794777,0.353912892747813,-806,-0.237515602163823
2018-09-28,344.4,-0.107078039927405,0.0240998838559814,-0.107078039927405,-0.654548616529397,0.0304373914794777,0.536158620070499,-407,-0.00655453515506898
2018-10-31,311.5,-0.225509696668324,-0.0016051364365971,-0.225509696668324,-0.406200061039277,0.0304373914794777,0.820044556445192,554,0.0798926304024573
2018-11-30,323.9,-0.293411867364747,0.0284038283420811,-0.293411867364747,-0.54509631794575,0.0260839143028173,0.737641498224627,-634,0.0332593303121414
2018-12-31,332.5,-0.2578125,0.0135338345864662,-0.2578125,-0.609625534844681,0.0251351526313784,0.638508634118982,38,0.0233591240974958
2019-01-31,416.2,-0.0709821428571432,0.00120134550696771,-0.0709821428571432,-0.0360877402568604,-0.0126794576449556,0.466157360386564,-557,-0.204780131018193
2019-02-28,385.6,-0.181142493098322,0.0150414937759336,-0.181142493098322,0.153490011485314,-0.0213876121668088,0.532684804340921,-458,-0.121404080621659
2019-03-29,360.2,-0.302748741773132,0.00943920044419766,-0.302748741773132,0.392565477807037,-0.0217492245176585,0.66796598257632,-255,-0.0464539169760105
2019-04-30,341.2,-0.338375024238899,0.00732708089097311,-0.338375024238899,0.477019842161736,-0.0188749239762352,1.03154597986306,1122,0.00501864770564595
2019-05-31,305.5,-0.470720720720721,0.0265139116202946,-0.470720720720721,0.800912147149919,-0.0100506623968694,1.67202335343231,510,0.0969950166746378
2019-06-28,378.9,-0.365432925808072,-0.0100290314067035,-0.365432925808072,0.767139778723091,-0.0100506623968694,0.919324921286322,-1677,-0.118327522738267
2019-07-31,343.9,-0.39592481995433,0.00145391102064552,-0.39592481995433,0.809878128318292,-0.0100506623968694,1.45584160960128,137,-0.0314694997928794
2019-08-30,374.5,-0.177646025472112,-0.00934579439252337,-0.177646025472112,0.680539656849175,-0.0102715118654459,1.10310773502712,-502,-0.12986143801902
2019-09-30,367.1,0.065911730545877,0.0141650776355216,0.065911730545877,0.894640674641587,-0.0102715118654459,1.10931922052199,-172,-0.115266455515095
2019-10-31,396.2,0.150406504065041,0.0242301867743564,0.150406504065041,0.801954536800074,-0.00268910841755395,1.09970598527177,1023,-0.222216904327063
2019-11-29,416.6,0.337399678972713,0.00984157465194424,0.337399678972713,0.703164682420585,-0.00782631359816509,0.719704696726054,321,-0.287522059650415
2019-12-31,405.3,0.251312133374499,0.0515667406859117,0.251312133374499,0.800043473434748,-0.00782631359816509,0.854824130801874,-159,-0.265948276213449
2020-01-31,435.5,0.309774436090225,0.00505166475315733,0.309774436090225,0.70230938213881,-0.0083589638142657,0.734088447557959,172,-0.358581859292643
2020-02-28,399.4,-0.0403652090341182,0.0287931897846769,-0.0403652090341182,0.908605313757911,-0.0083589638142657,1.00333862355594,291,-0.277579159112197
2020-03-31,278.5,-0.22681843420322,0.0804308797127469,-0.22681843420322,-0.25035291248661,-0.0083589638142657,11.191059506278,-914,0.0341031609603336
2020-04-30,319.7,-0.112437534702943,0.00594307162965291,-0.112437534702943,-0.349068194248377,-0.0349125837073385,6.83400680853623,-95,-0.125230516076006
2020-05-29,367.1,0.075908558030481,0.00708253881776066,0.075908558030481,-0.52605114798209,-0.0346619178113193,2.2923225948314,-173,-0.291776523374575
2020-06-30,435.7,0.149907627342307,-0.00941014459490463,0.149907627342307,-0.901752169003686,-0.0346619178113193,1.05209868491188,64,-0.471764799730438
2020-07-31,585.8,0.5460543679071,-0.098668487538409,0.5460543679071,-0.312991150866017,0.00467958746070224,0.807671362462461,1700,-0.81643998991869
2020-08-31,928,1.47797062750334,-0.194504310344828,1.47797062750334,0.431839053191047,0.0397929055592325,0.712132199202666,-87,-1.29049448932204
2020-09-30,612.2,0.634712950600802,-0.13672002613525,0.634712950600802,0.232922044061607,0.0250794075482306,1.17406685246892,-704,-0.87452178304715
2020-10-30,495.6,0.350040860800872,-0.00443906376109771,0.350040860800872,0.275749482692512,0.0196522355516327,1.53924696376422,-806,-0.64154351030473
2020-11-30,636.8,0.528564570331253,-0.0628140703517588,0.528564570331253,0.11718598459203,0.0196522355516327,1.35058473812593,276,-0.895214719383736
2020-12-31,873.1,1.09577532405185,-0.178902760279464,1.09577532405185,-0.0260636315931627,0.0402970427844067,1.02356982063944,-2,-1.18540663447527
2021-01-29,887,1.18850234394276,-0.102367531003382,1.18850234394276,-0.0552701806467021,0.0401714744514167,1.01044913737961,-310,-1.19256184740343
2021-02-26,995.6,1.28610792192882,-0.148553635998393,1.28610792192882,-0.092524301963142,0.0401714744514167,0.96299130421261,571,-1.30279624631223
2021-03-31,1009.1,1.52653980971457,-0.119116043999604,1.52653980971457,-0.151811486060265,0.0401714744514167,1.02159008129973,-237,-1.27605337215352
2021-04-30,1500.5,4.38779174147217,-0.0826391202932356,4.38779174147217,-0.283438243196939,0.0782060013129025,0.854745318953026,-458,-1.65738704416588
2021-05-31,1309.5,2.56714791609915,-0.115616647575411,2.56714791609915,-0.119546549883272,0.0500545119931706,1.00955505477369,-254,-1.49777953277395
2021-06-30,716,0.950422228275674,0.0298882681564245,0.950422228275674,-0.18965593418211,-0.0129060330681851,1.64494033127902,-156,-0.875632051075624
2021-07-30,621.2,0.425751663988984,0.0334835801674178,0.425751663988984,0.0000923167317475338,-0.0124861786823146,1.90152548493717,95,-0.704006136931459
2021-08-31,482.8,-0.175827927620348,0.104805302402651,-0.175827927620348,0.271983786887403,-0.0124861786823146,1.96028826945207,-12,-0.431655918786526
2021-09-30,627.5,-0.323814655172414,0.0385657370517929,-0.323814655172414,0.108598024810263,-0.00460709597923707,1.23191331592463,-470,-0.678095032024122
2021-10-29,591.6,-0.0336491342698466,0.075050709939148,-0.0336491342698466,0.0749464727326822,-0.00463200062129563,1.28742444262849,-16,-0.587802268082047
2021-11-30,824.5,0.6636400322841,-0.00460885385081866,0.6636400322841,-0.174752423525528,-0.00458357132738749,1.01211146704109,221,-0.911400746579963
2021-12-31,1147.9,0.802606783919598,-0.00435578012021953,0.802606783919598,-0.166951410597011,0.019936470207085,0.905461558812697,373,-1.22478514195592
2022-01-31,979.9,0.104735062006764,-0.0604143279926522,0.104735062006764,0.0637401271016612,0.00792197339749459,1.00069145100808,68,-1.04376119157516
2022-02-28,1336.7,0.342607472880675,-0.106979875813571,0.342607472880675,-0.0344558997172601,0.0260560173359156,0.975813947316279,340,-1.35426983491082
2022-03-31,965.3,-0.0304339092004819,-0.109499637418419,-0.0304339092004819,0.0998909692565398,-0.00914213897716905,1.08221436360373,-33,-1.00014781162316
2022-04-29,1039.7,0.0303240511346747,-0.11993844378186,0.0303240511346747,0.0560914781943869,-0.0107584322959688,1.04257622311515,-33,-1.07002604693907
2022-05-31,653.5,-0.564478507164279,0.000612088752869111,-0.564478507164279,0.224318389450776,-0.0107584322959688,1.32087583221596,-456,-0.556997242978277
2022-06-30,663.3,-0.493470790378007,-0.0391979496457109,-0.493470790378007,0.129332181128667,-0.0133563297742224,1.37996676008892,105,-0.547887755724199
2022-07-29,527.1,-0.263826815642458,0.0385126162018592,-0.263826815642458,0.279088603758599,-0.0139816241665577,1.61123579585117,-186,-0.303618156770088
2022-08-31,509,-0.180618158403091,-0.0499017681728879,-0.180618158403091,0.221645645549146,-0.0155593089816241,1.63647375453126,242,-0.216966507191299
2022-09-30,422.5,-0.124896437448219,0.0530177514792898,-0.124896437448219,0.218295089118235,-0.0166091964654668,1.88456372825295,446,-0.00306340386539602
2022-10-31,461.6,-0.21974306964165,-0.0164644714038129,-0.21974306964165,0.258509186885343,-0.0161281212063215,1.73387022929862,-857,-0.0457105306963489
2022-11-30,429.4,-0.274171737660581,0.0102468560782487,-0.274171737660581,0.334012494386006,-0.0150505404470901,2.03185835473708,674,0.0265992990528604
2022-12-30,373.7,-0.546755609460279,0.0240834894300241,-0.546755609460279,0.558967232443787,-0.016694782400714,2.30021419847327,356,0.229770236075751
2023-01-31,524.1,-0.543427127798589,0.0242320167906886,-0.543427127798589,0.574884981522737,-0.016694782400714,1.73289743543486,-706,-0.0939241477037012
2023-02-28,402.8,-0.588937646698643,0.0814299900695135,-0.588937646698643,0.581178913563714,-0.0177445455612963,2.2358455609663,-32,0.186430119313828
2023-03-31,371.4,-0.722151567292586,0.116316639741519,-0.722151567292586,0.760817661078176,-0.0136914849716193,2.2257128193009,-387,0.266577103130537
2023-04-28,351.8,-0.635553713871335,0.178510517339397,-0.635553713871335,0.722575853614548,-0.0136914849716193,1.76727496482965,-1308,0.320793919745684
2023-05-31,344,-0.669135327498317,0.205232558139535,-0.669135327498317,0.854992220279156,-0.0136914849716193,2.24497432401703,-555,0.293140093076053
2023-06-30,344,-0.473603672532517,0.205232558139535,-0.473603672532517,1.33703036530912,-0.0133433443138871,2.24411743086464,0,0.302294659809868
2023-07-31,344,-0.347372415101499,0.205232558139535,-0.347372415101499,1.36917949996432,-0.0126528417874347,2.66020806820698,0,0.271729247865488
2023-08-31,344,-0.347372415101499,0.205232558139535,-0.347372415101499,1.40196393335556,-0.0133508249526316,4.00219632180541,0,0.257086843323283
2023-09-29,344,-0.324165029469548,0.205232558139535,-0.324165029469548,1.35216119162352,-0.0151325130747477,109.627341590738,0,0.229669616235479
2023-10-31,344,-0.185798816568047,0.205232558139535,-0.185798816568047,1.38565483306352,-0.0151325130747477,3.47392922773045,0,0.198165119706161
2023-11-30,344,-0.25476603119584,0.205232558139535,-0.25476603119584,1.58826242861601,-0.0141365984106467,3.47167285608828,0,0.166306563239645
2023-12-29,344,-0.1988821611551,0.205232558139535,-0.1988821611551,1.52078688751655,-0.0152337510424613,6.91670996067528,0,0.104013454932627
2024-01-31,344,-0.0794755151190795,0.205232558139535,-0.0794755151190795,1.53590935521216,-0.0163903521157505,13.8455661318062,0,0.0575260663826312
2024-02-29,344,-0.343636710551422,0.205232558139535,-0.343636710551422,-2.21809621440439,-0.00813386625789557,6.84871268135509,0,0.0364870307317233
2024-03-29,344,-0.145978152929494,0.205232558139535,-0.145978152929494,-1.67435518655319,-0.00990056693792494,6.84361696569288,0,0.0234801003489468
2024-04-30,344,-0.0221716884593519,0.205232558139535,-0.0221716884593519,-2.64618873378579,-0.00990056693792494,6.48278598061126,0,0.027006062313192
2024-05-31,344,-0.0221716884593519,0.205232558139535,-0.0221716884593519,-2.81617022698963,-0.00767805745660613,1.90114086344494,0,0.0586865142346869
