"Dates","FC1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-02-28,142,-0.0869635106895996,0.0205985915492959,-0.0869635106895996,-0.320271648805016,0.0075060152387225,0.181723276631457,6530,-0.266468921188144
2013-03-29,135.525,-0.138018762919383,0.0581073602656337,-0.138018762919383,-0.0742540949938767,0.00719285256842437,0.216292868118795,-52,-0.230418697588608
2013-04-30,139.55,-0.0623215185620695,0.0670010748835543,-0.0623215185620695,-0.352090238721151,0.00936696660306719,0.241667291633376,-3707,-0.262503113232296
2013-05-31,144.325,-0.0367094944101454,0.0155898146544258,-0.0367094944101454,-0.400363058809518,0.00828185972050977,0.232563521557944,-3914,-0.314560534631822
2013-06-28,149.45,-0.0468750000000003,0.0143860823017732,-0.0468750000000003,-0.445242042862538,0.00828185972050977,0.179190571028038,707,-0.351296643525913
2013-07-31,153.425,0.0130406074612082,0.0231383412090598,0.0130406074612082,-0.716960662214792,0.00828185972050977,0.188712610169337,2128,-0.396170375332937
2013-08-30,156.925,0.132010820559062,0.0129042536243427,0.132010820559062,-0.58986289684182,0.00939388087406073,0.176926917482004,-1932,-0.424030770830782
2013-09-30,164.1,0.141168289290681,0.00670322973796456,0.141168289290681,-0.664938107882831,0.00939388087406073,0.161140179329691,-301,-0.469516240421661
2013-10-31,165.325,0.149687065368567,-0.00574625737184331,0.149687065368567,-0.669561375775994,0.00948749971309418,0.14079581370818,6418,-0.483845807391268
2013-11-29,165.475,0.131066302118933,0.00120864178878999,0.131066302118933,-0.553313530708936,-0.00931861086517628,0.140682972516345,-1164,-0.487946956674277
2013-12-31,166.7,0.144721030042918,0.00419916016796651,0.144721030042918,-0.646405284129437,-0.00931861086517628,0.155244793310591,8745,-0.505368558143853
2014-01-31,169.425,0.119055482166446,0.00147557916482222,0.119055482166446,-0.6328936862949,-0.00930588980615049,0.157626478329027,3337,-0.528895380301225
2014-02-28,171.7,0.173615857826384,0.00800815375655217,0.173615857826384,-0.92382831241792,-0.00921665178053161,0.170351410322756,58,-0.553959373409399
2014-03-31,177.025,0.30621656520937,0.00466035870639736,0.30621656520937,-0.0353790951538229,-0.00889421785467564,0.164183965164179,-1684,-0.59809676628659
2014-04-30,181.2,0.337022689540674,0.0346302428256071,0.337022689540674,-0.053385082990885,-0.00880601454682275,0.157390057852557,-4986,-0.628704181050135
2014-05-30,197.05,0.412038695807954,0.00545546815529052,0.412038695807954,1.33454624888837,-0.00751090742441024,0.139496058991881,3600,-0.713202313724422
2014-06-30,212.775,0.423720307795248,0.00575725531664895,0.423720307795248,1.00179559133324,-0.00751090742441024,0.104909480838621,3622,-0.789980079446434
2014-07-31,220.675,0.476580796252926,0.00237906423473433,0.476580796252926,0.991472880600602,-0.0078335728890891,0.100090423601656,-2134,-0.818121526715384
2014-08-29,218.65,0.425126283200259,-0.00880402469700436,0.425126283200259,0.8410040261569,-0.00987997534573296,0.102953409131428,-6140,-0.801697302172594
2014-09-30,235.425,0.50023896765971,-0.00159286396941705,0.50023896765971,0.543995945019523,-0.00552750491760793,0.0867050424490691,2284,-0.875617415709791
2014-10-31,234.15,0.426873857404021,-0.0242366004697844,0.426873857404021,0.694680575286905,-0.00313182375835478,0.0942687952960153,2147,-0.845421579466866
2014-11-28,231.075,0.397701497051262,-0.0037866493562696,0.397701497051262,0.618743593661069,-0.00313182375835478,0.0968664308912836,-3248,-0.831403711142374
2014-12-31,219.45,0.32618220274966,-0.0096832991569834,0.32618220274966,0.148494969597142,-0.00313182375835478,0.125427807258728,-3522,-0.765284708726368
2015-01-30,205.2,0.230953809238152,0.000974658869395739,0.230953809238152,-0.073528138808735,-0.0026980163872205,0.163462902504512,-35,-0.689965861560416
2015-02-27,201.9,0.191677733510402,-0.00780089153046071,0.191677733510402,0.0493188105580231,-0.0026980163872205,0.199814531329844,993,-0.673286284996647
2015-03-31,218.125,0.270384391380314,-0.0056160458452722,0.270384391380314,-0.076442787345744,-0.0026980163872205,0.143018717376026,277,-0.73295947267302
2015-04-30,217.55,0.228922468577884,-0.0210296483566997,0.228922468577884,0.0568969084377543,-0.00225273749324333,0.144311522811603,-1579,-0.720224048642739
2015-05-29,222.95,0.230408388520971,-0.00571877102489338,0.230408388520971,0.0518308245802569,-0.00217572161449234,0.138598865246539,1497,-0.73606763505736
2015-06-30,214.725,0.0896980461811718,-0.0061706834322971,0.0896980461811718,0.277104046688549,-0.00790071658899138,0.154036110085988,2706,-0.678220524175967
2015-07-31,210.725,-0.00963459052990234,-0.014117926207142,-0.00963459052990234,0.503816074536907,-0.00600184514139018,0.164230698748407,-728,-0.618108897645
2015-08-31,201.825,-0.0769494626114797,-0.0195714108757586,-0.0769494626114797,0.724349526178249,-0.00111532474426584,0.130951983293313,-8656,-0.553882635835725
2015-09-30,178.175,-0.185113194603247,-0.0312894626069876,-0.185113194603247,0.179066218979094,0.0194128614313509,0.272966751371647,1253,-0.42924786394258
2015-10-30,190.9,-0.189126048635447,-0.0403352540597172,-0.189126048635447,0.143987486197718,0.0194339876908433,0.224827159964752,-861,-0.472367706077885
2015-11-30,162.75,-0.295683219733853,-0.0142857142857142,-0.295683219733853,-0.0713268272043305,0.0194339876908433,0.620845275629122,19,-0.308480587184345
2015-12-31,166.9,-0.277723682786974,-0.0194727381665668,-0.277723682786974,-0.200323707618956,0.0172417273995601,0.521656215735105,713,-0.311720046927092
2016-01-29,157.25,-0.283435862383231,-0.00365659777424476,-0.283435862383231,-0.179420216307886,0.0173754175699077,1.13301751040425,2752,-0.237167687996786
2016-02-29,158.15,-0.216691431401684,0.00584887764780251,-0.216691431401684,-0.365433892164973,0.0152170468068048,0.769995728022419,3519,-0.235963814803108
2016-03-31,157.075,-0.222015849430411,-0.0116186535094699,-0.222015849430411,-0.418884029740838,0.0133457107849032,0.482486877932526,-2687,-0.208441134933636
2016-04-29,140.425,-0.35621776504298,-0.000356061954780218,-0.35621776504298,-0.339729506697508,0.0120783600726838,1.19614731877656,5685,-0.0849580379766637
2016-05-31,147.1,-0.340210809598565,-0.0120666213460231,-0.340210809598565,-0.200292016260365,0.0120783600726838,1.00873056027253,-6715,-0.103891579327246
2016-06-30,144.3,-0.352769679300291,-0.00554400554400558,-0.352769679300291,-0.251721939775084,0.00939948592172708,5.87850603018222,4943,-0.0690299972132278
2016-07-29,140.05,-0.347770404005123,-0.0105319528739738,-0.347770404005123,-0.276612488024647,0.0152168675685045,9.34959340075254,2318,-0.0312459321305585
2016-08-31,140.525,-0.33313560327441,-0.0154776730119197,-0.33313560327441,-0.330696873357949,0.0152168675685045,1.8373877983926,-4143,-0.00723809806131004
2016-09-30,123.15,-0.389817911557042,-0.0284206252537555,-0.389817911557042,-0.206169803242759,0.00651788369474595,0.664640934589987,2697,0.135029379984503
2016-10-31,121.85,-0.361707700366684,-0.0480098481739843,-0.361707700366684,-0.561855841363867,0.00369752368190686,0.495729712151892,-1408,0.160228660083377
2016-11-30,128.425,-0.327265584075432,-0.0309519174615535,-0.327265584075432,-0.552698061553832,0.00343293426192136,0.632045362624028,3022,0.107674363801261
2016-12-30,130.45,-0.198463901689708,-0.0410118819471061,-0.198463901689708,-0.697733967629366,0.00248341788074505,0.690665032027346,71,0.113761897131986
2017-01-31,122.775,-0.219236883942766,-0.00285074322948486,-0.219236883942766,-0.578650558569938,0.00248341788074505,0.513092209370617,4410,0.179894917516276
2017-02-28,125.075,-0.204610492845787,-0.00299820107935234,-0.204610492845787,-0.697426319161108,0.00279994456256892,0.518689764974461,1344,0.161334772067315
2017-03-31,133.95,-0.153019285488461,-0.00933184023889511,-0.153019285488461,-0.516079510184019,-0.00306163630376926,0.713415368966134,8047,0.0974691799937027
2017-04-28,149.55,-0.0479070507719244,0.0344366432631225,-0.0479070507719244,-0.204569961824328,-0.00306163630376926,1.48316037653691,1658,-0.00867453742322767
2017-05-31,152.575,0.0865230550115714,-0.00491561527117812,0.0865230550115714,-0.341397833721593,-0.00306163630376926,0.719376196502382,-5962,-0.0268253002071513
2017-06-30,147.925,0.00560842963970076,0.000676018252492749,0.00560842963970076,-0.112521034425754,0.00497921145583972,0.621339993625811,2596,0.00553364426617852
2017-07-31,146.175,0.0437343805783643,0.0032495296733368,0.0437343805783643,-0.242562137162725,0.00541777705890538,0.412572793154196,1541,0.0187803229860815
2017-08-31,142.725,0.0191003213138159,-0.00105097214923811,0.0191003213138159,-0.153784620487844,0.00235378368347538,0.348469254817325,-4423,0.0356556747511515
2017-09-29,152.225,0.0832592065468778,0.0116603711611103,0.0832592065468778,-0.271000762638823,-0.00857756851408838,0.446718235522488,6204,-0.0401342523264752
2017-10-31,159.425,0.294559480308566,0.000940881292143425,0.294559480308566,0.219206291189539,-0.00857756851408838,0.393054173944998,2870,-0.0912389138838019
2017-11-30,154.175,0.265285186704965,-0.012323658180639,0.265285186704965,0.217981887072998,-0.0107639973205703,0.378287079694375,-5467,-0.0602201646764115
2017-12-29,146,0.136850301732528,-0.0227739726027396,0.136850301732528,0.403729456506412,-0.0120849027328895,0.331676449197802,-6105,-0.0100875900093398
2018-01-31,145.05,0.111920275967804,0.00551533953809025,0.111920275967804,0.485646571935725,-0.00802745201691455,0.442123991327157,1571,-0.00250891193113845
2018-02-28,144.75,0.178985949908369,0.0155440414507773,0.178985949908369,0.567985208202492,-0.00659045921172022,0.465014565049328,4389,0.00304659218775472
2018-03-30,135.6,0.0841495102938234,-0.0167772861356933,0.0841495102938234,0.539056697117475,-0.000660419024785733,0.38556986548556,-1935,0.0868974222013888
2018-04-30,140.175,-0.062688064192578,0.0429819868022114,-0.062688064192578,0.278385081344554,-0.000660419024785733,0.321237677405081,-11747,0.0537151556979476
2018-05-31,147.4,-0.0143764627214981,-0.000678426051560321,-0.0143764627214981,0.135459997527838,0.00410919095734858,0.355917666653076,-1162,0.0223070046202329
2018-06-29,151.325,-0.00819269211863038,-0.00247811002808529,-0.00819269211863038,0.111395498673704,0.00712521953835979,0.389076099591712,3682,-0.00115712055228381
2018-07-31,149.325,0.00946425553489938,0.00167420056922829,0.00946425553489938,0.0577290853333986,0.00712521953835979,0.41716711308192,8031,0.0290901913752668
2018-08-31,149.45,0.0224046519582692,-0.00217464034794235,0.0224046519582692,-0.0052239488797704,0.0072829050725393,0.446056018003849,-5642,0.0408827281933382
2018-09-28,158.175,0.108250131371519,-0.000790263948158731,0.108250131371519,-0.225858109499409,0.0072829050725393,0.713294873717989,7520,-0.00855819669180866
2018-10-31,153.475,0.00821152898669752,-0.0218276592278872,0.00821152898669752,-0.0551040008655032,0.0072829050725393,0.671658479944338,-7607,0.053405538202867
2018-11-30,145.225,-0.0890700956562648,-0.0163539335513858,-0.0890700956562648,0.173896058043087,0.0155216840011279,0.515833977329027,743,0.135613192023954
2018-12-31,148.85,0.0195205479452056,-0.0141081625797783,0.0195205479452056,-0.204094161480179,0.0140148228086503,2.06274759819226,-1706,0.152818154615231
2019-01-31,142.1,-0.0267123287671232,0.00316678395496139,-0.0267123287671232,-0.0572644698106924,0.0189338922591454,1.5595180678622,2699,0.219966311969799
2019-02-28,142.875,-0.014994829369183,0.0229221347331583,-0.014994829369183,-0.121436125915332,0.0180005761640133,1.72320353537692,1563,0.225590249493877
2019-03-29,145.25,0.00345423143350687,0.0242685025817557,0.00345423143350687,-0.213317952464052,0.018268032616545,2.18872304435803,475,0.237429996836857
2019-04-30,141.6,0.0442477876106195,0.053319209039548,0.0442477876106195,-0.10175074523321,0.0164043092014697,1.6846855991759,-2831,0.294642695669709
2019-05-31,133.125,-0.0502942750133761,0.00713615023474179,-0.0502942750133761,0.0578732652079236,0.0179899920611631,6.27624018648163,432,0.413611284782879
2019-06-28,136.85,-0.07157394843962,-0.00109609061015714,-0.07157394843962,-0.00938517819787188,0.0179899920611631,2.47395502063813,-1609,0.386014385759881
2019-07-31,141.525,-0.0647612754006277,0.00653594771241828,-0.0647612754006277,-0.00842796405897074,0.0179899920611631,1.61718779213288,-1592,0.373830223164762
2019-08-30,132.4,-0.113343378536748,-0.0120845921450151,-0.113343378536748,0.0137036782303809,0.0182182979123721,5.86437954138666,903,0.452551428618975
2019-09-30,142.4,-0.0997313102576259,-0.00333567415730329,-0.0997313102576259,0.242621143918087,0.0182182979123721,1.57643700903078,-5655,0.394234600344136
2019-10-31,145.95,-0.0772878141299194,0.0113052415210688,-0.0772878141299194,0.111699635504648,0.0217842765197484,0.362195658548663,-1721,0.386738666478057
2019-11-29,142.275,-0.0729760547320408,0.00527148128624133,-0.0729760547320408,0.0972636699479498,0.0232802906788682,0.393489941508676,5472,0.427077235830094
2019-12-31,145.325,0.000688586675848146,-0.00756924135558223,0.000688586675848146,-0.13112828996807,0.0232802906788682,0.510148713851393,3494,0.412081694756072
2020-01-31,136.075,-0.0858246556936514,0.0106558882968952,-0.0858246556936514,0.0735873984804146,0.0237900736003897,0.974612482432411,4534,0.47712921563913
2020-02-28,131.275,-0.0761787473610135,0.0108550752237668,-0.0761787473610135,0.0608805134775643,0.0237900736003897,0.728865539312845,-2107,0.512509598343
2020-03-31,121.925,-0.160585197934596,0.0079967192946484,-0.160585197934596,0.29994172158261,0.0237900736003897,6.06978025757069,-19344,0.565898300617286
2020-04-30,119.175,-0.179518072289157,-0.0174113698342774,-0.179518072289157,0.355370598077494,0.0115789474476039,0.308619720787327,708,0.572631315028564
2020-05-29,135.35,-0.044138418079096,0.0029553010712966,-0.044138418079096,0.667886632306636,0.0115500404572725,1.32117023230764,-3602,0.426840069152007
2020-06-30,132.85,-0.0292290829375227,0.00395182536695526,-0.0292290829375227,0.741386772583622,0.0115500404572725,0.805969637142624,6871,0.427376512425976
2020-07-31,144.675,0.0571793934965295,0.0107136685674787,0.0571793934965295,0.521829365912413,0.0217139675609739,4.43963257137115,7219,0.300121659080596
2020-08-31,140.3,0.0596676737160122,0.00231646471846036,0.0596676737160122,0.637503638072627,0.0196884006234262,64.6956329139458,-724,0.311985634526969
2020-09-30,141.35,0.0675981873111782,0.00495224619738255,0.0675981873111782,0.667672413845235,0.0193292795516629,2.45072544625423,201,0.304529537495785
2020-10-30,137.4,-0.0351123595505617,-0.023835516739447,-0.0351123595505617,1.0149205653912,0.0112639945804348,1.35773782186027,-1075,0.28675789679264
2020-11-30,141.05,-0.00861008610086089,-0.00762141084721746,-0.00861008610086089,0.894092149191673,0.0112639945804348,0.99766697527651,-4987,0.222866370690584
2020-12-31,138.95,-0.023370233702337,0.00917596257646647,-0.023370233702337,0.988653591518958,0.0100456279700645,6.74724233058262,6253,0.210827870903863
2021-01-29,137.725,-0.0522965766385685,0.0219640588128518,-0.0522965766385685,1.11311663003113,0.012550380282231,3.8508812852492,-4548,0.185627682870789
2021-02-26,138.675,0.0191071100496054,0.0281233098972415,0.0191071100496054,1.13451549272731,0.012550380282231,11.0936991522438,3010,0.155926125119761
2021-03-31,143.875,0.0959817177680444,0.0384013900955691,0.0959817177680444,0.926226358778864,0.012550380282231,0.796891185201308,3466,0.0703775525081028
2021-04-30,133.6,0.0957555874513021,0.0984281437125749,0.0957555874513021,0.924044499673052,0.00303337675444543,3.36936244409714,803,0.131535343084942
2021-05-31,151.35,0.118212042851866,0.014370664023786,0.118212042851866,0.779212145413335,0.0155922768970022,0.796213516125346,-3593,-0.0412975296253481
2021-06-30,154.625,0.142408570373108,0.0181083265966047,0.142408570373108,0.77247244657152,0.0155651400417943,1.43078596881809,1574,-0.0799618701972384
2021-07-30,158.175,0.190628528415506,0.0229176544966019,0.190628528415506,0.651166624838048,0.0156902352136735,1.06903956917543,3416,-0.127594361558489
2021-08-31,163,0.126663210644548,0.0291411042944785,0.126663210644548,0.833906112563028,0.0156902352136735,0.722722218140312,1714,-0.174696150211761
2021-09-30,153.925,0.0971133285816106,-0.0089329218775378,0.0971133285816106,0.700180370749506,0.0137318360380942,5.19808886351624,-6904,-0.130450225831121
2021-10-29,156.575,0.107711354793067,-0.00287402203416887,0.107711354793067,0.656827415019341,0.0142356168407976,2.70571859746283,-948,-0.152471483565024
2021-11-30,164.85,0.199781659388647,0.0100090991810737,0.199781659388647,0.392443132546367,0.014238159364906,0.832343629023918,-1789,-0.207693805805016
2021-12-31,166.875,0.183091102445941,0.0184269662921348,0.183091102445941,0.454861624938839,0.0147414444822867,0.51602814553805,1505,-0.208784447589245
2022-01-31,163.025,0.183699400980215,0.033277104738537,0.183699400980215,0.359166034967832,0.0130855071876292,0.700206165986317,5978,-0.187132990518907
2022-02-28,157.725,0.137371552190373,0.0271041369472182,0.137371552190373,0.434479653056054,0.0098354666343866,0.632406377659158,-332,-0.154082437496514
2022-03-31,155.9,0.124211285379484,0.035279025016036,0.124211285379484,0.535563830653585,0.00773099344169049,0.817657956947883,-6377,-0.131566720863723
2022-04-29,156.35,0.0867072111207645,0.076271186440678,0.0867072111207645,0.68665568202309,0.0108446703234997,0.797121532295048,1816,-0.1262332530357
2022-05-31,165.125,0.235965568862276,0.0181680545041636,0.235965568862276,0.751482092333915,0.0108446703234997,0.482194201798425,4935,-0.151173691129739
2022-06-30,173.6,0.147010241162868,0.0151209677419355,0.147010241162868,-0.370694198916019,0.0132015449271897,0.330205968981382,-4162,-0.191746369959917
2022-07-29,178.575,0.154890864995958,0.0166596668066641,0.154890864995958,-0.398657476099699,0.0128434879475406,0.300991732362032,-4014,-0.212551310658675
2022-08-31,182.45,0.153469258732417,0.00561797752809001,0.153469258732417,-0.392816968146687,0.0129764206873322,0.241436361871829,3380,-0.222026903669026
2022-09-30,174.175,0.0685582822085893,0.00258360843978744,0.0685582822085893,-0.155999121641917,0.01277624218721,0.285296258428935,5726,-0.170085934452298
2022-10-31,177.625,0.134440364042791,0.01027445460943,0.134440364042791,-0.165961315132744,0.0130645213761009,0.328478885181684,-1464,-0.187655956482894
2022-11-30,180.475,0.152642503592528,0.0164842776007756,0.152642503592528,-0.206180366123184,0.0128864798816745,0.304742843302884,2497,-0.203573634090854
2022-12-30,183.7,0.114346375492872,0.0137452367991291,0.114346375492872,-0.206898315146987,0.0125955535011651,0.286512226010497,-5424,-0.221851517541598
2023-01-31,186.15,0.115505617977529,0.0209508460918615,0.115505617977529,-0.213930806534757,0.0125955535011651,0.294007709824354,4973,-0.234368739370887
2023-02-28,189.8,0.164238613709554,0.0277924130663856,0.164238613709554,-0.456777439052653,0.0126686631096758,0.213933200958355,1838,-0.253174315764172
2023-03-31,200.825,0.273260421619908,0.0220341092991412,0.273260421619908,-0.548991657661051,0.0110013472892467,0.171037622447599,9115,-0.302494474452112
2023-04-28,210.975,0.353271327774214,0.0936129873207725,0.353271327774214,-0.837298102004413,0.0110013472892467,0.125082887951018,1081,-0.351800235436266
2023-05-31,239.175,0.5297409657819,0.0127521689139751,0.5297409657819,0.589350197879082,0.0110013472892467,0.117565802000846,4446,-0.481999291956458
2023-06-30,247.575,0.499318697956094,0.0131273351509644,0.499318697956094,0.713274214053239,0.0113372849632509,0.111572547200854,-5205,-0.519458275653147
2023-07-31,245.6,0.375332493350133,0.0146579804560261,0.375332493350133,0.850691491330048,0.011373668430856,0.108764829003303,-2959,-0.513323939487198
2023-08-31,249.1,0.394932101357973,0.0167603372139704,0.394932101357973,0.950897641669973,0.0115134565874565,0.113527268546741,3084,-0.528613020859552
2023-09-29,252.475,0.383803781858043,0.00960491137736419,0.383803781858043,0.980788840424874,0.0116570592387709,0.101981639967065,-5486,-0.541808911838309
2023-10-31,237.7,0.364719391416679,-0.00210349179638203,0.364719391416679,0.683045247143489,0.0116570592387709,0.115002578781429,-5251,-0.478368343642171
2023-11-30,219.95,0.238282899366643,0.0119345305751306,0.238282899366643,0.235499936253709,0.0127830136375986,0.147980937923133,739,-0.396723027055868
2023-12-29,222.3,0.231749549799141,0.00359874044084574,0.231749549799141,0.257064879408349,0.0113500372131141,0.152407443898832,1801,-0.420618795178809
2024-01-31,240.15,0.30729450190528,0.0249843847595252,0.30729450190528,0.0925323052786831,0.0124641123002114,0.130819681669244,-3797,-0.503032433840937
2024-02-29,249,0.337630942788074,0.0189759036144579,0.337630942788074,0.00165016456809861,0.0114149321826963,0.12505184314404,7447,-0.541581594804792
2024-03-29,247.75,0.305321390937829,-0.00252270433905144,0.305321390937829,0.0859834774405885,0.0115482427843738,0.126772837442829,-4040,-0.555777187365252
2024-04-30,244.575,0.159260575897618,0.0446693243381375,0.159260575897618,0.44501716289944,0.0115482427843738,0.138608720608661,-2978,-0.542712454331245
2024-05-31,256.4,0.215309870837777,0.00672776911076456,0.215309870837777,0.330640229198661,0.00921414016276161,0.104433694903097,-1226,-0.593936280315522
