"Dates","PL1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2012-10-31,1577,0.0379097011978411,0.00209258084971453,0.0379097011978411,0.1275518366726,0.041869150501665,0.632420660325893,1249,-0.0182425551486176
2012-11-30,1604.6,-0.00186613585469009,0.00211890813910021,-0.00186613585469009,0.225606690205104,0.0387820193918971,0.591540891215861,343,-0.000671372694595658
2012-12-31,1538.7,0.099306994355933,0.00240462728277113,0.099306994355933,0.251319037194966,0.0455543957935534,1.18692275144451,-1908,0.0972609277421401
2013-01-31,1675.4,0.19697077945274,0.00113405753849816,0.19697077945274,0.0958715988160385,0.0453466665700495,0.857094780085449,9163,0.0151372369475697
2013-02-28,1583.5,-0.00289654303885145,0.00176823492263978,-0.00289654303885145,0.163065177373262,0.0343256986509652,1.4939241493852,-2940,0.090879792810746
2013-03-29,1571.2,-0.0717239749497816,0.00216395112016277,-0.0717239749497816,0.356438788226951,0.0307845285476731,1.60824994338179,-2246,0.127466705518121
2013-04-30,1507.2,-0.0800219739974365,0.00145966029723987,-0.0800219739974365,0.370650551322465,0.0333077729588558,38.39986168236,-878,0.132453344692547
2013-05-31,1461.8,-0.0700426235765634,0.00273635244219461,-0.0700426235765634,0.352575367782286,0.0340345343098635,1.59554896175283,-79,0.0958104435771528
2013-06-28,1336.9,-0.0569272009029346,0.00224399730720326,-0.0569272009029346,0.450753867735004,0.0340345343098635,2.11494807195255,-1194,0.193619804682809
2013-07-31,1429.3,-0.0136636533020494,0.00146925068215209,-0.0136636533020494,0.343095241128977,0.0340345343098635,7.51736521488672,1684,0.0670366226576755
2013-08-30,1527.1,0.0777754252240803,0.00222644227620994,0.0777754252240803,0.098991320962963,0.0562882927658343,3.36947147550544,3170,-0.0325193617759171
2013-09-30,1408.1,-0.154446646249925,0.00305376038633631,-0.154446646249925,0.486831605236074,0.0562882927658343,46.6812433932643,-6415,0.00820430374626242
2013-10-31,1448.4,-0.13024680237795,0.00158795912731291,-0.13024680237795,0.360458560090386,0.0557054393035037,1.84812041703949,-3016,-0.0882113945251925
2013-11-29,1368.8,-0.132022828154724,0.00255698421975459,-0.132022828154724,0.360731996684329,0.0333894204596642,1.14395423498712,3987,-0.0755112990121885
2013-12-31,1371.1,-0.14551913249408,0.00196922179272119,-0.14551913249408,0.420030952145131,0.0333894204596642,1.39443220577187,1208,-0.129255067292903
2014-01-31,1375.7,-0.105933580295055,0.00188994693610511,-0.105933580295055,0.282081244332384,0.0331911854109659,0.885301694539691,-2225,-0.188757980979221
2014-02-28,1446.8,-0.136445028053003,0.000967652750898607,-0.136445028053003,0.157233327257385,0.0323180228584452,1.13443300856566,5203,-0.285786962724011
2014-03-31,1418.5,-0.0971868635437885,0.00162143108917867,-0.0971868635437885,0.0707973009641482,0.0317176813708619,0.96807646982569,1830,-0.268679546394332
2014-04-30,1427.9,-0.0912041751527498,0.000980460816583761,-0.0912041751527498,0.0183410742687362,0.0317436349373519,0.823771112485224,-3291,-0.253446932430716
2014-05-30,1452.7,-0.0361597664543527,0.000206512012115301,-0.0361597664543527,-0.193220578324569,0.0314679964106519,0.909362533894263,7875,-0.208389796753258
2014-06-30,1481,0.107786670655994,0.00128291694800819,0.107786670655994,-0.426929505935903,0.0314679964106519,1.15667263208921,-4486,-0.227683438142218
2014-07-31,1465.2,0.0959682848380576,0.00081900081900077,0.0959682848380576,-0.346290837065756,0.0316401444193916,1.25021268439396,2390,-0.146149175630904
2014-08-29,1424.7,-0.00321835863709508,0.00133361409419508,-0.00321835863709508,-0.242832617128201,0.0350983883576644,1.02177132484697,-6068,-0.0886334477201483
2014-09-30,1298.5,-0.14969550127693,0.00154023873700426,-0.14969550127693,-0.484562120493004,0.0343520861422859,0.567134796396264,-4073,0.00411806540023438
2014-10-31,1235.2,-0.122789574604076,0.000971502590673579,-0.122789574604076,-0.450290349806212,0.0363718426800116,0.880788535174943,1188,0.109199291964992
2014-11-28,1211.3,-0.163697873515604,0.0014034508379428,-0.163697873515604,-0.322637019997081,0.0363718426800116,0.556587707814675,3834,0.145004238479575
2014-12-31,1208.9,-0.116817650496785,0.000496318967656562,-0.116817650496785,-0.575567131035318,0.0363718426800116,1.23100126887234,-95,0.173226744971551
2015-01-30,1238.2,-0.0969294726861644,0.000969148764335293,-0.0969294726861644,-0.59721688961687,0.0368613881763564,1.68153758028658,203,0.170462273523229
2015-02-27,1185.6,-0.138184197136004,0.00134952766531726,-0.138184197136004,-0.347347968269641,0.0368613881763564,0.38988665462842,4525,0.228191517611515
2015-03-31,1142.6,-0.210257119159525,0.000700157535445722,-0.210257119159525,-0.535947964053586,0.0368613881763564,0.286489224919952,1,0.287703952135402
2015-04-30,1140.4,-0.196052167782869,0.00140301648544372,-0.196052167782869,-0.629938187053552,0.0367687524467708,0.284674033349156,1943,0.310195399114273
2015-05-29,1111.5,-0.221584144547938,0.0012595591542961,-0.221584144547938,-0.485577369420207,0.0413211667377848,0.296471409842449,3831,0.34805263326045
2015-06-30,1078.6,-0.257520479107868,0.000834414982384679,-0.257520479107868,-0.381737256983601,0.0328852386475572,0.31590327150126,3048,0.388955464506008
2015-07-31,985,-0.334908845374747,0.00121827411167508,-0.334908845374747,-0.392878253632843,0.0337056215623284,0.254110551609295,1216,0.511084473510236
2015-08-31,1010.5,-0.290727872534569,0.000494804552201966,-0.290727872534569,-0.203497593387761,0.0303951825844376,0.29923520619788,-8805,0.49909954600473
2015-09-30,907.2,-0.363234365129501,0.00209435626102294,-0.363234365129501,-0.213948397655714,0.0412381655955638,0.137295749336767,5473,0.606937149874918
2015-10-30,989.1,-0.238274932614555,0.000505510059650272,-0.238274932614555,0.374374737823507,0.0411989690954556,0.187007237831751,-5455,0.536116133834475
2015-11-30,832.9,-0.312391645339718,0.000960499459719211,-0.312391645339718,-0.215284999335512,0.0411989690954556,0.187107460664463,6398,0.705314226456232
2015-12-31,891.7,-0.263848757533229,0.00168218010541654,-0.263848757533229,-0.249336377476068,0.031247202312922,0.218246222757656,-11156,0.651734990831184
2016-01-29,874.3,-0.276780544296468,0.00102939494452725,-0.276780544296468,-0.198829413721548,0.0259757331938231,0.226138158571254,608,0.682813216534052
2016-02-29,934.3,-0.211960188933873,0.000428128010275142,-0.211960188933873,-0.230526648167214,0.0248929690246903,0.21008085549161,-355,0.623818822152642
2016-03-31,976.6,-0.176282051282051,0.000921564611918946,-0.176282051282051,-0.356632734847258,0.0280628333814574,0.268642013124493,-7814,0.584321958101429
2016-04-29,1078.4,-0.056187642219499,0.00148367952522244,-0.056187642219499,-0.415171240048893,0.0337193704841942,0.400989159253446,5787,0.489901633555998
2016-05-31,980.4,-0.117948717948718,0.00152998776009783,-0.117948717948718,-0.262835278642551,0.0337193704841942,0.361631649151167,-1772,0.572029396284652
2016-06-30,1021.5,-0.0809716599190283,0.00274106705824773,-0.0809716599190283,-0.374174608567231,0.0365364732942309,0.619623986946211,-718,0.519082417246206
2016-07-29,1150.6,0.0667531985907657,0.00182513471232415,0.0667531985907657,-0.441682778319134,0.0341139313553172,1.83745693569841,17683,0.397315451454106
2016-08-31,1053.5,0.069543147208122,0.00246796392975779,0.069543147208122,-0.443752069318329,0.0341139313553172,0.464674937191958,-139,0.47499734627817
2016-09-30,1028.6,0.0179119247897077,0.00573595177911734,0.0179119247897077,-0.328054604288973,0.032127176540081,0.431177879216408,-10582,0.491126133585074
2016-10-31,978.6,-0.0106157112526538,0.00378091150623328,-0.0106157112526538,-0.263559384644856,0.0361545394474296,0.462832827754118,2789,0.521331251421354
2016-11-30,909.9,-0.0800727934485895,0.00373667435981972,-0.0800727934485895,-0.120587531117721,0.0383361103250532,0.403960339853732,-2046,0.594119526913732
2016-12-30,901.6,0.0824828911033737,0.00454747116237808,0.0824828911033737,0.108854169416621,0.0389773502372249,0.393061735699685,-5838,0.574135872286082
2017-01-31,996.5,0.139768958023562,0.00331159056698449,0.139768958023562,0.0291925805524421,0.0389773502372249,0.613364271259785,1608,0.448095802121502
2017-02-28,1031,0.179229097563765,0.0032007759456838,0.179229097563765,-0.027074575639514,0.039545921793433,0.711020470232332,6648,0.414060457757391
2017-03-31,948.2,0.0148774483570588,0.00442944526471201,0.0148774483570588,0.218683428749808,0.0417413057472768,0.44426870805038,-7534,0.487197539362188
2017-04-28,948.7,-0.0285685029694862,0.0035838515863813,-0.0285685029694862,0.339607210184753,0.0417413057472768,0.47168209514306,3914,0.48796699825676
2017-05-31,950.3,-0.118787091988131,0.00326212774913182,-0.118787091988131,0.507932273864614,0.0417413057472768,0.439228349874404,1216,0.487702780312951
2017-06-30,923.7,-0.0578335373317012,0.00292302695680413,-0.0578335373317012,0.560863251080196,0.0325537659344071,0.407039456403893,2367,0.515383802341047
2017-07-31,940.7,-0.182426560055623,0.00308281067290306,-0.182426560055623,0.589954278199129,0.0311149275925894,0.405703367672353,987,0.510382320379729
2017-08-31,998.5,-0.132191899878324,0.00290435653480214,-0.132191899878324,0.395975118878653,0.0366567606475821,0.569625327701846,3250,0.450526629756002
2017-09-29,910.3,-0.135927859515899,0.00571240250466887,-0.135927859515899,0.371406584835919,0.0238420173217048,0.449195205641584,-4194,0.53702846238333
2017-10-31,919.6,-0.105969278631149,0.00467594606350574,-0.105969278631149,0.246449041968228,0.0238420173217048,0.592624694088366,6622,0.520367733328394
2017-11-30,942.5,-0.0368894338851421,0.00435013262599471,-0.0368894338851421,0.0216725848386204,0.0256780778749585,0.905655945442347,733,0.494448211251586
2017-12-29,934.2,0.0267062314540061,0.00438878184542912,0.0267062314540061,-0.0466584213372698,0.0331873771374646,0.861211934784715,3353,0.4950855792957
2018-01-31,1004.3,0.113908606921029,0.00477944837200051,0.113908606921029,-0.195030143991234,0.0307723498935009,1.25804969348023,10363,0.421735841424319
2018-02-28,988.1,-0.0084295032614149,0.00506021657726952,-0.0084295032614149,-0.394165083084416,0.0260910302577292,1.56712865947822,-7652,0.444197412734567
2018-03-30,927.3,-0.100581959262852,0.00571551817103422,-0.100581959262852,-0.114729725080375,0.049600909789905,1.00011722900967,-9984,0.493135290049483
2018-04-30,904.4,-0.0466954780225574,0.00530738611233983,-0.0466954780225574,-0.0621871475304064,0.049600909789905,1.07186384821853,5168,0.518140687451849
2018-05-31,910.1,-0.0406872562453886,0.00538402373365554,-0.0406872562453886,-0.108831686928927,0.0495739830659303,1.37192564068621,1597,0.497663900836318
2018-06-29,852.4,-0.103020098916132,0.00621773815110283,-0.103020098916132,0.0402769715721216,0.0484919966208148,0.914340741760712,5057,0.557154716351358
2018-07-31,845.8,-0.0843347407166832,0.00472925041380945,-0.0843347407166832,-0.0436381288680561,0.0484919966208148,1.03484297883444,-4324,0.550350963379118
2018-08-31,787.1,-0.16328266184756,0.00419260576800906,-0.16328266184756,0.170668803083848,0.0456047074673893,1.14194172874148,4820,0.610215239756612
2018-09-28,818.7,-0.180070105157736,0.00451935996091346,-0.180070105157736,0.105675829480936,0.0456047074673893,1.27653088262776,-15713,0.563082177046144
2018-10-31,843,-0.0739316708777323,0.00510083036773423,-0.0739316708777323,0.0234803616552733,0.0456047074673893,1.68053958204364,4299,0.525100475729826
2018-11-30,799.8,-0.130274032187908,0.00625156289072271,-0.130274032187908,0.227274860709259,0.0517922532850656,1.07551733688237,-859,0.574759844975637
2018-12-31,795.9,-0.148041104688504,0.00590526448046247,-0.148041104688504,0.352864431876197,0.0512059349918755,8.57671626684949,8142,0.585688072238168
2019-01-31,824.7,-0.117212588310854,0.00642657936219226,-0.117212588310854,0.188992189647794,0.0403906245783082,270.682128686216,-1250,0.552054732426731
2019-02-28,875.2,-0.128547246838594,0.00525594149908581,-0.128547246838594,0.0538701707280245,0.0469404979540551,2.03261265862331,-2723,0.492799639425308
2019-03-29,848.9,-0.140876429511183,0.00612557427258809,-0.140876429511183,0.112878354476825,0.0477067437912309,3.15996470472962,-11014,0.517336365380386
2019-04-30,891.7,-0.0383910277148712,0.00628013906022185,-0.0383910277148712,-0.112301895664016,0.0487387435536861,0.793119739446363,7957,0.461713831116178
2019-05-31,794.2,-0.121848739495799,0.00679929488793762,-0.121848739495799,-0.356441410976077,0.0540134370483108,0.485933353512788,8727,0.555433943995523
2019-06-28,835.5,-0.0819690143940228,0.0067025733093955,-0.0819690143940228,-0.386510651394278,0.0540134370483108,1.11533647361347,446,0.504738914657226
2019-07-31,878.9,0.0310886907555139,0.00568892934349763,0.0310886907555139,-0.6784540037104,0.0540134370483108,0.450040664856049,-7828,0.436829000313768
2019-08-30,931.7,0.101560652636557,0.0055811956638403,0.101560652636557,-0.78818642018372,0.0540257877804583,0.646246187496006,7687,0.367681592881298
2019-09-30,883.4,0.079027726884084,0.00656554222322847,0.079027726884084,-0.701794113818462,0.0540257877804583,0.777849487038842,713,0.414636067158312
2019-10-31,933.7,0.140466593379748,0.00621184534647101,0.140466593379748,-0.808289041222207,0.0592703717212784,2.19018884769296,3808,0.331685989011098
2019-11-29,900.4,0.0680901542111507,0.00621945801865831,0.0680901542111507,-0.560473603249829,0.0574251755062566,3.00006240599128,1110,0.34911646378938
2019-12-31,971.4,0.214553638409602,0.0065884290714433,0.214553638409602,-0.803698852974114,0.0574251755062566,0.818258718930018,8584,0.250417443682085
2020-01-31,961.9,0.208568915692926,0.00519804553487879,0.208568915692926,-0.781857601833064,0.0574173650783089,0.888844877532418,3245,0.229191743061106
2020-02-28,864.7,0.0485024857523944,0.00601364635133561,0.0485024857523944,-0.520244994880787,0.0574173650783089,1.10546190879511,-16338,0.31795948071281
2020-03-31,724.4,-0.146660384026387,0.00759249033683052,-0.146660384026387,-0.518177110330743,0.0574173650783089,0.433267354212942,-31804,0.448942538284387
2020-04-30,813,-0.042290022381906,-0.00295202952029516,-0.042290022381906,-0.451561160901894,-0.0100656612514306,1.57405031041094,-2985,0.312360838653983
2020-05-29,874.6,-0.0191768532017494,0.000228675966155834,-0.0191768532017494,-0.455228908055533,-0.0100699972366237,13.4112756744785,998,0.22079999699028
2020-06-30,840.7,0.00622381807301031,0.0124895920066612,0.00622381807301031,-0.438261883965888,-0.0100699972366237,2.81010040155792,-4324,0.240438900082415
2020-07-31,918.9,0.0998204667863556,0.00685602350636638,0.0998204667863556,-0.538025352999339,0.00204306103170565,2.16382102565769,6450,0.0969511125384392
2020-08-31,937.9,0.00665450252227107,0.0101290116217081,0.00665450252227107,-0.364728154146286,0.00396638913149114,2.09689802754498,5624,0.0555840191835496
2020-09-30,901,-0.0329505205538263,0.00910099889012206,-0.0329505205538263,-0.271339592870963,0.00350596864654532,2.36377812942207,-5768,0.0957220950901043
2020-10-30,848.4,-0.0396196513470681,0.0047147571900048,-0.0396196513470681,-0.259209869747886,-0.00548109500967988,102.1535750028,-2095,0.149718845983232
2020-11-30,965.9,0.0727454464682362,0.00476239776374365,0.0727454464682362,-0.232252096638727,-0.00548109500967988,1.26435188485651,3748,-0.00625960926988656
2020-12-31,1075.4,0.194358063083074,0.00353356890459366,0.194358063083074,-0.344092475396334,0.0024383111594951,0.773710204208685,3005,-0.107085073690081
2021-01-29,1079.2,0.110973852172123,0.00389177168272803,0.110973852172123,-0.212790737579212,0.00652335177915183,0.761294735474056,4860,-0.104896525189019
2021-02-26,1185.3,0.232248674498389,0.00337467307854555,0.232248674498389,-0.379746247049226,0.00652335177915183,0.706577166347667,9382,-0.199810992182503
2021-03-31,1188.5,0.374465132415867,0.0025241901556583,0.374465132415867,-0.527904343398708,0.00652335177915183,0.520433263014392,-6674,-0.194536564587886
2021-04-30,1205.2,0.663721700717836,0.00290408230998995,0.663721700717836,-0.0227850045191116,0.00531272723032077,0.499111042084327,-2992,-0.202444680182983
2021-05-31,1182.4,0.351932311914018,0.00355209742895779,0.351932311914018,0.365824021178822,0.00246848053064906,0.489914795757875,3660,-0.19000426703441
2021-06-30,1070.5,0.22398810884976,0.00224194301728176,0.22398810884976,0.255967380347764,-0.00811577844755248,0.566346566563783,-9732,-0.0851937375597484
2021-07-30,1048.4,0.247056024741287,0.00295688668447158,0.247056024741287,0.239606149792731,-0.00842401884866056,0.608337054222765,4407,-0.0459932744251952
2021-08-31,1014.1,0.103602132985091,0.00276106892811345,0.103602132985091,0.529183374267786,-0.00842401884866056,0.669723252891463,5360,-0.0108142965395175
2021-09-30,960.9,0.0245228702420304,0.00156103652825479,0.0245228702420304,0.653914259493586,-0.00996021275658524,0.718944433454906,-5162,0.0487786008690346
2021-10-29,1020.7,0.132852386237514,0.000979719800137113,0.132852386237514,0.396916716795999,-0.00987124528741785,0.583984835570799,-5857,-0.0183755160876197
2021-11-30,927.3,0.0929985855728428,0.00204895934433313,0.0929985855728428,0.30084263975443,-0.0098587211334662,1.00884605243393,6332,0.0712274531217175
2021-12-31,964.4,-0.0015529557925249,0.00186644545831616,-0.0015529557925249,0.181511767954741,-0.00722169601140772,0.671933786099655,-3826,0.0240753317434123
2022-01-31,1020.8,-0.054114158636027,-0.000881661442006298,-0.054114158636027,0.00217240006330645,-0.0043579237618662,0.554884603012594,-5627,-0.0535145215174801
2022-02-28,1038.7,-0.123681768328693,0.00105901607778947,-0.123681768328693,-0.236764184536656,-0.00322516089922679,0.584658527702422,10670,-0.0708978191607205
2022-03-31,992.5,-0.162659242385894,0.00332493702770775,-0.162659242385894,-0.114846982801998,-0.00651034453493181,0.756546234750596,-2759,-0.03436802289625
2022-04-29,939.6,-0.209423643247792,0.000957854406130165,-0.209423643247792,0.081820163006652,-0.0099083670634593,0.98043792998074,8068,0.0143355219025034
2022-05-31,968.3,-0.196564885496183,0.0010327377878756,-0.196564885496183,0.0502364903251376,-0.0099083670634593,1.08304498689991,-947,-0.0213903311560831
2022-06-30,898.4,-0.240189445196211,-0.00345057880676758,-0.240189445196211,0.166505356928986,-0.014150688945718,1.12423850378631,1543,0.0555064423580455
2022-07-29,889.8,-0.168799626342831,0.00202292650033731,-0.168799626342831,0.111172193342264,-0.0152493250181737,1.19572259804187,1438,0.0693349622641994
2022-08-31,827,-0.211178939336131,0.00556227327690451,-0.211178939336131,0.198765043573728,-0.0152845424167129,5.77291577288623,1575,0.145926352360842
2022-09-30,870,-0.142096440193275,-0.0125287356321839,-0.142096440193275,-0.0111374826324091,-0.0149758815490148,8.81922475060627,-14266,0.0868669515887824
2022-10-31,930.1,-0.0887626138924269,-0.00279539834426412,-0.0887626138924269,-0.122287590037199,-0.0138790038415711,1.30310507991608,-1314,0.0162366764639106
2022-11-30,1039.3,0.018222788282551,0.000865967478110408,0.018222788282551,0.0396395662277243,-0.0146743318556243,0.812576662403887,10850,-0.094773904882044
2022-12-30,1073.7,0.157877709479133,0.00856850144360632,0.157877709479133,-0.0696330649159411,-0.0145780103855654,0.71533646127071,27,-0.138228883508519
2023-01-31,1021.1,0.0587930319369558,0.00616981686416618,0.0587930319369558,0.161582402967629,-0.0145780103855654,1.3374261080095,1304,-0.0944276602593293
2023-02-28,955.5,-0.063969435736677,0.00638409209837776,-0.063969435736677,0.421942441948818,-0.0148353615790355,2.21033370649531,-1046,-0.0290683416892633
2023-03-31,994.1,-0.0429382882449216,0.00905341514938129,-0.0429382882449216,0.348083576426581,-0.0156576368319443,0.807491409487709,-10455,-0.0962536888470886
2023-04-28,1090.1,0.0983375314861459,0.00504540867810288,0.0983375314861459,0.100806298618858,-0.0156576368319443,0.33366496032011,15487,-0.188440597763302
2023-05-31,999,0.0632183908045976,0.0058058058058057,0.0632183908045976,0.0531398261122262,-0.0156576368319443,0.745838855236003,-4005,-0.11659697561699
2023-06-30,904.5,-0.0658886708664671,0.00961857379767839,-0.0658886708664671,0.204949676451586,-0.0144760437967902,1.46062857084976,181,-0.0273570969136488
2023-07-31,958.6,0.0773207462351089,0.00730231587732111,0.0773207462351089,-0.105401002343552,-0.0150440305543952,0.784807580136217,-1566,-0.0977236565896131
2023-08-31,974.4,0.0950775455158459,0.00697865353037774,0.0950775455158459,-0.132944616198883,-0.0147843187350422,1.17234980797894,2324,-0.125560573609563
2023-09-29,906.8,0.0964933494558642,0.0100352889280988,0.0964933494558642,-0.132501226082866,-0.0164038774446321,3.65005444428572,4744,-0.0661980245504659
2023-10-31,944.9,0.0860919540229883,0.0066673722086994,0.0860919540229883,-0.114102888178453,-0.0164038774446321,0.861171690119422,-17,-0.110587020241252
2023-11-30,935.9,0.00623588861412694,0.00747943156320119,0.00623588861412694,0.0640668850392841,-0.0159038173868028,0.908616712173009,-3657,-0.106788166583296
2023-12-29,995,-0.0426248436447613,0.0142713567839197,-0.0426248436447613,-0.114441542909663,-0.0191762826464457,1.445647338556,2024,-0.179196949844611
2024-01-31,932.6,-0.131414734097048,0.0083637143469868,-0.131414734097048,0.131117451129192,-0.020259689107892,1.68238121321819,-516,-0.111982818927524
2024-02-29,884,-0.134266966996377,0.00995475113122168,-0.134266966996377,0.135793168622288,-0.0208834660755982,0.547954598066945,19875,-0.0596635453368843
2024-03-29,907.7,-0.0500261643118788,0.0147625867577392,-0.0500261643118788,-0.0961047403736985,-0.0202546247058967,0.624990533609637,-13105,-0.0689449421590939
2024-04-30,948.2,-0.130171543895056,0.0124446319341911,-0.130171543895056,-0.136189762382544,-0.0202546247058967,0.802102664918053,753,-0.109044827667654
2024-05-31,1042,-0.0441243922575911,0.0114203454894435,-0.0441243922575911,-0.0877715674606511,-0.0227991393183812,1.82201499506635,15111,-0.190713380323544
