"Dates","LT1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2016-03-31,16735,-0.0665439535921467,-0.000597550044816209,-0.0665439535921467,0.49437447276563,0.00213812901248894,0.54894167558456,229,0.487373330122349
2016-04-29,17265,0.042572463768116,-0.000579206487112627,0.042572463768116,0.324458846693323,0.00528941661602985,0.632207869214182,384,0.465244033806304
2016-05-31,16336,0.0490624197277161,-0.000734573947110628,0.0490624197277161,0.25307426701487,0.00528941661602985,0.837921209381554,-1715,0.49154580109308
2016-06-30,17060,0.095556126380683,-0.000117233294255614,0.095556126380683,0.171457427772016,0.00844021469859112,1.6436371475056,323,0.432668593123002
2016-07-29,17845,0.282244736653014,0.000560381059120152,0.282244736653014,0.0862020500139301,0.00455916179960071,4.04145554003176,482,0.385663227986451
2016-08-31,18893,0.152012195121951,-0.000370507595405689,0.152012195121951,-0.737067537199367,0.00455916179960071,2.44246480036556,157,0.303389124985805
2016-09-30,20150,0.399305555555556,-0.00297766749379658,0.399305555555556,-0.51088772392507,0.0083999636403691,10.7220328807679,-43,0.209829891860697
2016-10-31,20835,0.386504292273907,-0.00239980801535877,0.386504292273907,-0.892498619958601,0.0159440266060731,2.47313280544187,-349,0.1203697023687
2016-11-30,21235,0.413123045185333,-0.00400282552389919,0.413123045185333,-0.881096785639847,0.0178980010528026,12.9749732657281,-490,0.101353203477882
2016-12-30,21200,0.403508771929824,-0.000707547169811362,0.403508771929824,-0.835048791453332,0.0193632049093129,11.1016350544393,-237,0.0595414775857418
2017-01-31,19795,0.328434333266224,0.000757767112907315,0.328434333266224,-0.962150719666121,0.0193632049093129,2.28463229328806,-391,0.077049911107725
2017-02-28,19205,0.288839675189585,0.00052069773496477,0.288839675189585,-0.723840375658002,0.0186099570189739,1.75456736829263,-423,0.107308629867951
2017-03-31,20240,0.267376330619913,-0.000988142292490113,0.267376330619913,-0.798699635315393,0.0168131993170523,1.44851359959141,-671,0.0387718555030668
2017-04-28,19985,0.194203764565283,-0.00175131348511381,0.194203764565283,-0.55851993343012,0.0168131993170523,1.80936942791424,316,0.0541686079638201
2017-05-31,20415,0.182450043440487,-0.00122458976242956,0.182450043440487,-0.522382028396935,0.0168131993170523,1.93757612917557,1232,0.0282671648591962
2017-06-30,20160,0.234084231145936,-0.00248015873015872,0.234084231145936,-0.558084561694181,-0.00571488382562568,1.63323104779685,-516,0.0413139369887777
2017-07-31,20755,0.163070888203979,-0.00216815225246925,0.163070888203979,-0.409062406689355,-0.00600952359813707,6.41072111910919,392,0.0410557570146241
2017-08-31,20845,0.168114317736061,-0.00335811945310627,0.168114317736061,-0.377510886211748,-0.00767303381002588,8.4989058585646,-638,0.033425889489226
2017-09-29,20820,0.101995448049543,-0.00240153698366952,0.101995448049543,-0.275408122851808,-0.0225438019743179,9.2273592391588,456,0.0332080675952192
2017-10-31,19475,-0.033498759305211,-0.00205391527599486,-0.033498759305211,-0.428737871088708,-0.0225438019743179,6.34836970193613,-922,0.091318273439132
2017-11-30,19700,-0.054475641948644,-0.00126903553299496,-0.054475641948644,-0.425186029991748,-0.0225068724280275,4.01490819078006,-136,0.0743844023987634
2017-12-29,20110,-0.052978573110431,-0.00174042764793636,-0.052978573110431,-0.426686981375047,-0.0107485571877932,2.41533786267599,10,0.0525517303164462
2018-01-31,21765,0.0266509433962265,-0.0016080863772111,0.0266509433962265,-0.0128966177077961,-0.00579034347339985,0.651460152277953,2159,-0.0207008729348797
2018-02-28,21625,0.0924475877746904,-0.00184971098265896,0.0924475877746904,0.139226385159077,-0.00882523176969929,0.505575104627005,1027,-0.00169314740165642
2018-03-30,21170,0.102317104920593,-0.00141709966934345,0.102317104920593,0.141821586224366,0.0111218798042307,0.555363376573587,-989,0.0320772097321995
2018-04-30,21260,0.0637978483862895,-0.00117591721542798,0.0637978483862895,0.192753494270141,0.0111218798042307,0.386821898393447,504,0.0278349219651713
2018-05-31,20640,0.0327745809357016,-0.000968992248062017,0.0327745809357016,0.315591699927814,0.00717599511837362,0.346319587282089,-1093,0.0709260047617337
2018-06-29,19830,-0.0286554004408526,-0.00176500252143219,-0.0286554004408526,0.5072088023136,0.00835507075155784,0.399197924026208,-1246,0.112055151800741
2018-07-31,20170,0.000496031746031633,-0.000991571641051014,0.000496031746031633,0.336604362167849,0.00835507075155784,0.250308490374627,1059,0.0909948261772616
2018-08-31,19065,-0.0814261623705134,-0.00131130343561503,-0.0814261623705134,0.493099700953853,0.00557005383418933,0.422199858216616,-137,0.143177770483284
2018-09-28,18875,-0.0945070760374191,0.000794701986754909,-0.0945070760374191,0.57648277714995,0.00557005383418933,0.210517244163058,-688,0.14796317550777
2018-10-31,19148,-0.0803073967339099,-0.00104449550866936,-0.0803073967339099,0.482606957639486,0.00557005383418933,0.199614275149099,39,0.136207842604809
2018-11-30,18413,-0.0545314505776636,0.00027154727638079,-0.0545314505776636,0.73765642074724,0.0110717066446021,0.241744003072931,211,0.185471413115319
2018-12-31,19530,-0.0288413724515167,-0.000768049155145945,-0.0288413724515167,0.688692274727782,0.00866278600815175,0.205233725872117,-327,0.142311432746617
2019-01-31,20930,0.0407757334659373,-0.000955566172957445,0.0407757334659373,0.503401514873066,-0.00101961510637126,0.164110416007068,2405,0.0741386863090254
2019-02-28,21727,-0.00174592235240079,-0.00101256501127633,-0.00174592235240079,0.399412600474904,0.00416362562496621,0.150598839795141,810,0.0446495200417835
2019-03-29,21447,-0.00823121387283221,-0.00046626567818342,-0.00823121387283221,0.427686570708166,0.00484943176607803,0.179433015490308,-206,0.0598261660039371
2019-04-30,19725,-0.0682569674067075,-0.00177439797211665,-0.0682569674067075,0.131775500564036,0.00721170791361414,0.386999355465465,-1169,0.132383712745585
2019-05-31,18785,-0.116415804327375,-0.00159701889805697,-0.116415804327375,0.296475931811196,0.011445149511372,0.567946024642873,-252,0.159938302391307
2019-06-28,18865,-0.0859980620155041,-0.000530082162735201,-0.0859980620155041,0.156184238456902,0.011445149511372,0.359659750824937,-974,0.155688628000965
2019-07-31,17330,-0.126071608673727,0.000865551067513071,-0.126071608673727,0.058705646030028,0.011445149511372,21.4910231399818,1362,0.219629015568686
2019-08-30,16370,-0.188398611799703,0.00152718387293826,-0.188398611799703,0.292824626407698,0.0114450791395173,1.32680559349363,102,0.261762246332722
2019-09-30,15929,-0.156079470198675,0.000125557159897038,-0.156079470198675,0.235646455656662,0.0114450791395173,0.479432084280589,-1179,0.279983720124545
2019-10-31,16510,-0.125298013245033,0.00121138703815871,-0.125298013245033,0.0850440318792784,0.0136096863299208,0.37321103355196,-5,0.201813447625086
2019-11-29,16520,-0.137246709839148,-0.00030266343825669,-0.137246709839148,0.137978494334933,0.00972085141062131,0.303748253853279,210,0.172598915451846
2019-12-31,17198,-0.0659859881605386,-0.000581462960809409,-0.0659859881605386,-0.111951068497393,0.00972085141062131,0.352960878048602,-504,0.095172326985779
2020-01-31,16410,-0.159754224270354,-0.00121876904326634,-0.159754224270354,0.112491000072724,0.0103417120245512,0.287933166776414,1221,0.116754365692101
2020-02-28,16277,-0.222312470138557,0.000307181913129062,-0.222312470138557,-0.0145548496710744,0.0103417120245512,0.366028394747053,470,0.104880428695256
2020-03-31,14672,-0.315894996969273,-0.00170392584514723,-0.315894996969273,0.112756102738301,0.0103417120245512,0.294064374758906,-1292,0.166123045727006
2020-04-30,15264,-0.288292068820814,-0.000655136268343792,-0.288292068820814,0.0191870608252202,-0.00281415918558804,0.286603815214688,-204,0.102910583060013
2020-05-29,15502.85,-0.214050697084918,-0.00290269208564875,-0.214050697084918,-0.239506041824148,-0.0027028669681148,0.309022458009705,-229,0.0538765760101911
2020-06-30,16829,-0.107924728332892,-0.00297106185750784,-0.107924728332892,-0.0735901941770352,-0.0027028669681148,0.485686271748349,228,-0.0346210122957508
2020-07-31,17922,-0.0499867479459319,0.000557973440464155,-0.0499867479459319,-0.174382583845021,0.00314767881413558,1.02637017404588,244,-0.144468813814498
2020-08-31,17867,0.0914477703115455,0,0.0914477703115455,-0.459159350318737,0.000407435950834796,0.715000034608459,460,-0.151970263566324
2020-09-30,17463,0.0667684789248626,0.000916222871213401,0.0667684789248626,-0.345483553536573,-0.00437095323265897,0.582915946680972,-1112,-0.129099184573002
2020-10-30,17730,0.113064222487288,0.000282007896221126,0.113064222487288,-0.528458905010463,0.00218128304931534,0.658914335372352,269,-0.133842579420316
2020-11-30,18651,0.128995157384989,-0.000268082140367776,0.128995157384989,-0.550294167260973,0.00218128304931534,16.7351689257008,1136,-0.187761333263091
2020-12-31,20514.5,0.241797820823245,-0.00438714080284675,0.241797820823245,-0.436246566884962,0.00830939088203302,1.40708796731078,101,-0.270729851544427
2021-01-29,23159,0.346610070938482,-0.00729737898873006,0.346610070938482,-0.172215033198216,0.00550441880797103,0.545110795154656,-847,-0.372857128239906
2021-02-26,26439,0.611151736745887,-0.00756458262415372,0.611151736745887,-0.247555598491616,0.00550441880797103,0.467776108863841,-1332,-0.5076619139673
2021-03-31,27538,0.691835104749033,-0.0308664391023313,0.691835104749033,-0.398622806552311,0.00550441880797103,0.367499434746065,-814,-0.507058920443467
2021-04-30,30680,1.09105779716467,-0.0322685788787483,1.09105779716467,0.0817756037622846,0.0152695782546479,0.296214410114927,-367,-0.610765419411665
2021-05-31,32725,1.11090218895235,-0.0229182582123758,1.11090218895235,-0.168394113702495,0.0178115354607944,0.264901242492605,-357,-0.628447069375969
2021-06-30,32880,1.1209003505807,-0.0152068126520681,1.1209003505807,-0.0225194840504675,0.013028085813174,0.222552360342302,96,-0.606668183702295
2021-07-30,35729,1.12306138213798,-0.00769682890649048,1.12306138213798,-0.0258172038862965,0.0128612779719442,0.200666886550644,399,-0.658074022709939
2021-08-31,34317,0.914797455641112,-0.00437101145204999,0.914797455641112,-0.0129827007324533,0.0128612779719442,0.225095715865228,152,-0.609489541120595
2021-09-30,35021,0.960094028096491,-0.0114217183975329,0.960094028096491,-0.0449129588531352,0.0126646005276724,0.188231555851577,122,-0.617871204245556
2021-10-29,38538,1.20683731317643,-0.0207587316414967,1.20683731317643,-0.273944439414099,0.0124696075332289,0.172473236172004,-276,-0.694957222589184
2021-11-30,39895,1.25014100394811,-0.00751973931570371,1.25014100394811,-0.325858055689442,0.0124653460894057,0.168210517507319,833,-0.721068146945351
2021-12-31,39365,1.11061069111576,-0.0040645243236378,1.11061069111576,-0.214825867369513,0.00894709866822453,0.160154588132085,601,-0.688680332744852
2022-01-31,43438,0.875642298890281,-0.00391362401583861,0.875642298890281,-0.12473103599829,0.0126918511079676,0.158252813969666,152,-0.763723197966061
2022-02-28,45469,0.719770036688226,-0.00197937056016184,0.719770036688226,-0.199552563935069,0.0132748278565306,0.160730193405312,64,-0.809419338988469
2022-03-31,43760,0.655130678164833,-0.00571297989031083,0.655130678164833,-0.129677297864525,0.00518103122583305,0.176451900173043,-1340,-0.76152750690275
2022-04-29,40594,0.47410850461181,-0.00246341823914864,0.47410850461181,-0.170608658515321,0.00663295687783436,0.206606424982803,-928,-0.685270709016035
2022-05-31,34915,0.13803780964798,-0.00143204926249463,0.13803780964798,-0.484889942642388,0.00663295687783436,0.249498953243723,-215,-0.542560937425178
2022-06-30,26689,-0.184446142093201,-0.00262280340215071,-0.184446142093201,-0.802135910878506,-0.0155553224912188,0.484495032334942,-622,-0.278169123331879
2022-07-29,25202,-0.233515815085158,-0.00138877866835962,-0.233515815085158,-0.663005554657606,-0.0164121693353522,0.562035715138929,969,-0.22493982942345
2022-08-31,22932,-0.358168434604943,-0.00122100122100122,-0.358168434604943,-0.464336760627303,-0.0162797085196311,0.49813201532079,125,-0.117375559212693
2022-09-30,20694,-0.396975260075181,-0.000483231854643829,-0.396975260075181,-0.337202708110034,-0.016686876857112,0.668487952140327,232,-0.00730108617925632
2022-10-31,17672.99,-0.541413929108931,0.000169750562864612,-0.541413929108931,-0.0505690609481959,-0.0188827510157562,1.10260585737602,569,0.156887755537144
2022-11-30,23070,-0.401370076288339,0.000433463372345066,-0.401370076288339,0.903723739516342,-0.0211291089653897,0.692985815856836,64,-0.109607831275907
2022-12-30,24789.25,-0.378637673893972,0.00161360267051247,-0.378637673893972,0.829450696407043,-0.0212143675850378,0.609702544581308,-485,-0.183794277381077
2023-01-31,29466,-0.251467039248063,0.0013574967759451,-0.251467039248063,0.580129578921317,-0.0212143675850378,0.526470247643087,-123,-0.356583951042082
2023-02-28,24796,-0.42916340531332,0.00371027585094375,-0.42916340531332,0.838518104105878,-0.0217989455077086,0.668367469562172,-159,-0.1845421201143
2023-03-31,25875,-0.430930963953463,0,-0.430930963953463,0.84412059793465,-0.0225271274807899,0.61662519588357,-55,-0.242307493724121
2023-04-28,26308,-0.398811700182815,-0.00342101261973549,-0.398811700182815,0.760160406481349,-0.0225271274807899,0.507238687834562,86,-0.258903317577693
2023-05-31,25699.91,-0.366903729615214,-0.00194553210497628,-0.366903729615214,0.701240814641667,-0.0225271274807899,0.56696517300254,581,-0.243966771652239
2023-06-30,27182,-0.221480738937419,-0.0080935913472151,-0.221480738937419,0.5040987042461,-0.0237021466883998,0.52544802448954,742,-0.297948571567701
2023-07-31,28702,0.138877866835966,0,0.138877866835966,0.519561170327616,-0.0241413768204242,0.542544686742363,-241,-0.351966079854807
2023-08-31,25162,-0.0015871756209821,0.00397424688021619,-0.0015871756209821,0.614260189900494,-0.0260959245041668,0.764161430041073,-372,-0.220479009004649
2023-09-29,23724,0.034536891679749,0.00379362670713213,0.034536891679749,0.606556540378244,-0.027530647475876,0.858901363000544,-27,-0.162309910877574
2023-10-31,23823,0.151203247318064,0.00524703018091754,0.151203247318064,0.540239135902334,-0.027530647475876,0.837261853823945,698,-0.172000413986382
2023-11-30,23034,0.303344821674205,0.00390726751758264,0.303344821674205,0.643679070755701,-0.0265773675083011,0.900780008718063,538,-0.143324618183746
2023-12-29,25220,0.0931946250541835,0.00475812846946866,0.0931946250541835,-0.0978478505691031,-0.0297254921109462,0.835235078055286,-810,-0.245419037792658
2024-01-31,26073,0.0517865607067587,0.00345184673800492,0.0517865607067587,-0.0330836360945695,-0.0289657264787746,1.28527628467814,560,-0.288476017262674
2024-02-29,26428,-0.103101880133034,0.00332980172544262,-0.103101880133034,-0.722379609977548,-0.0276071335525744,2.06901561406321,1356,-0.304693583152649
2024-03-29,27553,0.111187288272303,0.0033753130330636,0.111187288272303,-0.749334825596796,-0.0272867986909324,1.68881245163604,185,-0.356147646134498
2024-04-30,31306,0.189980234149309,-0.00383313102919569,0.189980234149309,-0.249146448742715,-0.0272867986909324,1.24356340174543,599,-0.498498366956604
2024-05-31,32842,0.248365516192794,0.00304488155410754,0.248365516192794,-0.348453502477209,-0.0277766793930874,1.51843664947568,-55,-0.567385160633839
