"Dates","RR1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2017-03-31,9.895,-0.0571700809909484,0.0257705912076807,-0.0571700809909484,0.581787872941179,-0.022318998827228,0.382194361948036,-722,0.412836069559259
2017-04-28,9.13,-0.0577915376676986,0.0317634173055859,-0.0577915376676986,0.578482676877332,-0.022318998827228,0.314323163880305,-97,0.48772402304846
2017-05-31,11.13,0.0267527675276751,0.022911051212938,0.0267527675276751,1.35740560385086,-0.022318998827228,0.972190193473524,-1863,0.282328768432661
2017-06-30,11.505,0.0516453382084094,0.0269448066058235,0.0516453382084094,1.27570103468817,-0.0330924625914609,1.17348705361701,769,0.248772045493822
2017-07-31,12.26,0.233400402414487,0.0212071778140293,0.233400402414487,0.93951309785238,-0.0356576518739189,2.73430287504773,95,0.190439892010391
2017-08-31,12.55,0.262575452716298,0.0219123505976095,0.262575452716298,0.979221952252235,-0.0306121438657846,2.19571189680748,131,0.174810530570149
2017-09-29,11.995,0.304513322457857,0.0233430596081701,0.304513322457857,1.11239434373981,-0.0272955346019459,4.50923836091665,313,0.225967661211736
2017-10-31,11.29,0.14213454729388,0.0270150575730737,0.14213454729388,1.30740220522332,-0.0272955346019459,6.86522089039244,-330,0.287000502087338
2017-11-30,12.53,0.271435819381024,0.0239425379090183,0.271435819381024,0.942970170034243,-0.0176695503223815,1.83066101570294,54,0.183778108347824
2017-12-29,11.68,0.203503348789284,0.0192636986301369,0.203503348789284,0.885583556131414,-0.0163247936505522,4.76872029762007,-179,0.262936565614799
2018-01-31,12.44,0.329770176376269,0.0217041800643087,0.329770176376269,0.683027322069327,-0.0205673379793698,0.779329232008957,-405,0.208141650187368
2018-02-28,12.39,0.299423177766125,0.0121065375302662,0.299423177766125,0.729534769791542,-0.0223542385283217,0.762611100738542,-766,0.210554552567794
2018-03-30,12.355,0.330640818524502,0.0137596114933225,0.330640818524502,0.707730546057514,-0.025943397529491,0.770690440903147,-680,0.215832389584089
2018-04-30,12.785,0.400328587075575,0.0222917481423544,0.400328587075575,0.821265692121339,-0.025943397529491,0.781426113210528,1179,0.181620620281512
2018-05-31,11.56,0.266155531215772,-0.0190311418685122,0.266155531215772,0.704616235847532,-0.0343167178197379,0.690707207994567,-368,0.286466934683766
2018-06-29,11.61,0.0431266846361185,-0.0331610680447889,0.0431266846361185,-0.0468610911081668,-0.0330017488473283,0.680080418322082,-1507,0.282825336338831
2018-07-31,11.915,0.035636679704476,0.00419639110365089,0.035636679704476,-0.0260218622895234,-0.0330017488473283,0.781187004396656,962,0.260109578577826
2018-08-31,10.83,-0.116639477977161,0,-0.116639477977161,0.164687577927919,-0.036748788838982,6.76985989427786,-1185,0.354940362788945
2018-09-28,9.78,-0.220717131474104,0.0204498977505114,-0.220717131474104,0.329336562848056,-0.036748788838982,1.95682040589778,1490,0.456622060549904
2018-10-31,10.58,-0.117965819091288,-0.00236294896030254,-0.117965819091288,0.100305157686032,-0.036748788838982,18.3876303398291,-274,0.380061540508025
2018-11-30,10.885,-0.0358724534986712,0.0165365181442352,-0.0358724534986712,-0.122869748813467,-0.0391876794462963,9.24419084103567,-485,0.352287395534583
2018-12-31,10.095,-0.135702054794521,0.026745913818722,-0.135702054794521,-0.208766592374851,-0.0355365364507081,2.31238980979515,-720,0.42216490681426
2019-01-31,10.61,-0.0916095890410961,0.023091423185674,-0.0916095890410961,-0.333156478356906,-0.0404250147059198,9.4874065551356,-56,0.360282580690752
2019-02-28,10.395,-0.164389067524116,0.0226070226070227,-0.164389067524116,-0.219520283517312,-0.0410060075946961,210.485019873374,1147,0.377390426610736
2019-03-29,10.85,-0.124293785310735,0.0147465437788019,-0.124293785310735,-0.307548720062156,-0.0410616760065771,1.5223952395606,-299,0.316692650534237
2019-04-30,10.275,-0.168352893565358,0.0296836982968369,-0.168352893565358,-0.147805439334493,-0.0421630772722293,7.00279257681093,-248,0.357708472923944
2019-05-31,11.455,-0.104028157997654,0.0174596246180707,-0.104028157997654,0.0733977987682525,-0.0489828491009546,1.27276135882389,-95,0.210581344562968
2019-06-28,11.275,-0.0246539792387543,0.0266075388026608,-0.0246539792387543,0.0254616002522951,-0.0489828491009546,1.55627162846609,-1689,0.226419775079685
2019-07-31,11.945,0.0288544358311797,0.0171619924654667,0.0288544358311797,-0.0985067327072917,-0.0489828491009546,0.65233122041021,2785,0.126527821836968
2019-08-30,11.67,-0.0205623164078896,0.0244215938303343,-0.0205623164078896,0.048437328042276,-0.0495012932193797,0.717361352006987,-890,0.121445601570073
2019-09-30,12.015,0.228527607361963,0.0191427382438618,0.228527607361963,-0.0209963351560445,-0.0495012932193797,0.482725913177647,2195,0.0783126034357538
2019-10-31,11.73,0.199386503067484,0.0247229326513214,0.199386503067484,0.108613219286267,-0.0507927760707231,0.659942687999125,-1354,0.0557328968487276
2019-11-29,12.485,0.180056710775046,0.0128153784541449,0.180056710775046,0.0998547857916232,-0.0592620815361729,0.529385665225562,527,-0.0452460376685019
2019-12-31,13.135,0.20670647680294,0.0114198705748001,0.20670647680294,0.0284772574229979,-0.0592620815361729,0.396833664015594,1502,-0.127563217593705
2020-01-31,13.61,0.348192174343734,0.011756061719324,0.348192174343734,0.0507102289345281,-0.0594988887218712,0.366382696332892,2066,-0.183418637200089
2020-02-28,13.515,0.273798303487276,0.00628930817610063,0.273798303487276,0.275687144680526,-0.0594988887218712,0.38948013423844,479,-0.188667956762182
2020-03-31,14.035,0.293548387096775,-0.000712504453152851,0.293548387096775,0.169471081191011,-0.0594988887218712,0.336788072289018,-1721,-0.217500573306241
2020-04-30,17.155,0.581105990783411,-0.137860682016905,0.581105990783411,1.09135785497542,-0.0777232685716863,0.272561075809861,576,-0.425998222085148
2020-05-29,17.215,0.675425790754258,-0.2791170490851,0.675425790754258,1.31832711181423,-0.0774986397870795,0.271431353488608,12,-0.445285900937914
2020-06-30,14.505,0.286474501108648,-0.157187176835574,0.286474501108648,0.203352410624028,-0.0774986397870795,0.523994915092364,-2057,-0.267398170376334
2020-07-31,11.595,0.0283813747228383,0.00388098318240626,0.0283813747228383,-0.21219180589723,-0.0922939512180972,1.89810251843924,-250,-0.0370812756265066
2020-08-31,12.49,0.0702656383890314,-0.010808646917534,0.0702656383890314,-0.285781884812246,-0.0854281277581203,1.74454522791921,234,-0.111249183637854
2020-09-30,12.475,0.0689802913453295,0.0160320641282565,0.0689802913453295,-0.274768385831282,-0.0853253200035854,1.50496931002772,-464,-0.11004750113795
2020-10-30,12.525,0.0424469413233457,-0.0127744510978044,0.0424469413233457,-0.224141070613557,-0.082906856347395,1.46512295054099,-550,-0.124565542751211
2020-11-30,12.555,0.00560672807368823,0.0143369175627239,0.00560672807368823,-0.169491715676195,-0.082906856347395,1.03281422426024,-160,-0.106000330254146
2020-12-31,12.4,-0.00680816980376464,0.0233870967741934,-0.00680816980376464,-0.14026063087117,-0.0798530690996204,1.27793876064179,402,-0.101370691282759
2021-01-29,13.46,0.0247430529120667,0.0156017830609212,0.0247430529120667,-0.172962976805079,-0.0854573504823866,0.863423089791543,848,-0.184942430277746
2021-02-26,12.75,-0.063188831741367,0.0231372549019608,-0.063188831741367,-0.00395758715424112,-0.0854573504823866,1.64219491292898,-1179,-0.13319531465127
2021-03-31,13.18,-0.0247872733999266,0.0197268588770865,-0.0247872733999266,-0.0837421954891132,-0.0854573504823866,1.25783363615384,313,-0.194039294277417
2021-04-30,13.385,-0.0463127894549347,0.0231602540156892,-0.0463127894549347,-0.0410444162088923,-0.0687067874350754,1.15262502917334,-232,-0.227636258234617
2021-05-31,13.3,-0.227417949462678,0.0184210526315789,-0.227417949462678,-0.924633700228278,-0.0625604717759839,1.47348670909916,-378,-0.241014846453013
2021-06-30,13.175,-0.234679058960209,0.0227703984819734,-0.234679058960209,-0.99302965048156,-0.0536800810752515,0.89705540523679,-1631,-0.250518198449424
2021-07-30,13.68,-0.0568769389865568,0.0193713450292399,-0.0568769389865568,-1.47668028282158,-0.053351754049022,0.770905600185843,726,-0.309674762320262
2021-08-31,13.13,0.132384648555412,0.0194211728865192,0.132384648555412,0.414830194947087,-0.053351754049022,1.03723393759181,-28,-0.278293974694138
2021-09-30,13.715,0.098078462770216,0.0178636529347431,0.098078462770216,0.336108962090793,-0.0513689557252956,0.431726588607214,1325,-0.326544766499866
2021-10-29,13.28,0.0645290581162323,0.021460843373494,0.0645290581162323,0.382136313725641,-0.0516430974893525,0.470369990996909,-1205,-0.298670553983341
2021-11-30,14.035,0.120558882235529,0.017100106875668,0.120558882235529,0.191557331570408,-0.0516393530461137,0.493606673880644,771,-0.362365694626196
2021-12-31,14.63,0.165272799681403,0.0153793574846206,0.165272799681403,0.0122574252563577,-0.0445499698254071,0.478192990567911,-1195,-0.388831515546333
2022-01-31,15.06,0.11887072808321,0.0142762284196547,0.11887072808321,-0.391245061855693,-0.0418104131784163,0.364513666913792,644,-0.403350810945941
2022-02-28,15.365,0.205098039215687,0.0208265538561667,0.205098039215687,-0.512455326875444,-0.0373240321999007,0.385763269439011,491,-0.423400784156641
2022-03-31,16.01,0.255686274509805,0.0184259837601497,0.255686274509805,-0.629340971613842,-0.0287421331960107,0.368563907400975,1663,-0.424883193965266
2022-04-29,17.09,0.296661608497724,0.0225277940315975,0.296661608497724,-0.465312534277498,-0.0279256970709633,0.328140025345616,286,-0.485532196808387
2022-05-31,17.545,0.310795666791184,0.0151040182388142,0.310795666791184,-0.53499241141595,-0.0279256970709633,0.278775296416041,704,-0.486898066428937
2022-06-30,16.425,0.234962406015038,0.019482496194825,0.234962406015038,-0.69109580835951,-0.028037421740141,0.366780794978725,-2919,-0.406941434433462
2022-07-29,16.885,0.281593927893739,0.0183594906721942,0.281593927893739,-0.905195085139002,-0.0280626843650986,0.346039608586875,-131,-0.422601024769963
2022-08-31,17.505,0.279605263157895,0.0191373893173379,0.279605263157895,-0.902433313385376,-0.0272240578487134,0.340000603179844,836,-0.429683243602924
2022-09-30,17.17,0.307692307692309,0.0186371578334301,0.307692307692309,-0.967887279912088,-0.0272916178109533,0.355799812671,-435,-0.389840311145454
2022-10-31,16.56,0.246987951807229,0.0256642512077294,0.246987951807229,-0.842467587109419,-0.0277499549590567,0.417648472466107,88,-0.315783938687281
2022-11-30,17.81,0.341114457831325,0.0185289163391353,0.341114457831325,-0.786728290496799,-0.0282132330540791,0.38509301695561,-222,-0.388553887031738
2022-12-30,18.05,0.286070537940862,0.0188365650969529,0.286070537940862,-0.67331932919112,-0.0271351101769066,0.373399894081089,-1149,-0.402167758952464
2023-01-31,17.825,0.218386876281613,0.0201963534361851,0.218386876281613,-0.415239186787778,-0.0271351101769066,0.432278280025739,371,-0.387015149681093
2023-02-28,16.97,0.126826029216467,0.0223924572775487,0.126826029216467,-0.191705774124937,-0.0273107248167616,0.559685387830647,1172,-0.338930569143993
2023-03-31,17.415,0.133420110641067,0.0140683318977892,0.133420110641067,-0.216144782927015,-0.0275230786446334,0.505117645084395,-739,-0.392309134627104
2023-04-28,17.385,0.0858838226108685,-0.000575208513086123,0.0858838226108685,-0.0440182981025222,-0.0275230786446334,0.570282941463022,-942,-0.390584996268964
2023-05-31,17.29,0.0117027501462841,-0.14893001735107,0.0117027501462841,0.0462112869670596,-0.0275230786446334,1.79969259247347,1337,-0.39554869589036
2023-06-30,18.055,0.0290681105728126,-0.170036001107726,0.0290681105728126,0.0242025037322743,-0.0294975323771023,1.10523986077576,-16,-0.44610774256576
2023-07-31,15.47,-0.0838021912940479,0.0129282482223658,-0.0838021912940479,-0.927224177364809,-0.0275204203673736,0.945171213336431,1382,-0.307755235071379
2023-08-31,16.79,-0.00562629552857563,-0.00595592614651563,-0.00562629552857563,-0.766774319257292,-0.0259761163800477,0.197290765117654,1625,-0.403565598434256
2023-09-29,15.91,-0.0911168237646386,0.0197988686360779,-0.0911168237646386,-0.492242435750506,-0.0280874965174003,0.284882080385266,-446,-0.360349294423023
2023-10-31,16.12,-0.0611531741409437,-0.00713399503722101,-0.0611531741409437,-0.602722961302817,-0.0280874965174003,0.274752730715531,338,-0.387986569892412
2023-11-30,17.345,0.0474033816425117,0.0144133756125684,0.0474033816425117,-0.739046592651117,-0.0289146055011517,0.230499611540424,924,-0.47541847449117
2023-12-29,17.305,-0.0283548568220102,0.0124241548685351,-0.0283548568220102,-0.731262084811794,-0.0296691162119333,0.233734368597105,-1460,-0.470345963300425
2024-01-31,17.865,-0.0102493074792246,0.0137139658550238,-0.0102493074792246,-0.764851563006695,-0.0331043333772819,0.245164862003807,740,-0.499813404871724
2024-02-29,17.87,0.00252454417952341,0.023223279238948,0.00252454417952341,-0.814790217400866,-0.0335063210021361,0.200243223441213,670,-0.508411391828623
2024-03-29,16.36,-0.0359457866823807,0.0201711491442544,-0.0359457866823807,-0.729934684565758,-0.0342050946798052,0.288800668075119,-2506,-0.404951237050712
2024-04-30,18.89,0.0865688812194423,0.0206458443620963,0.0865688812194423,-0.143559117173794,-0.0342050946798052,0.255204740072531,-907,-0.540358692558277
2024-05-31,17.67,0.0163934426229511,-0.106960950764007,0.0163934426229511,0.00104845670231621,-0.0296397940531197,0.333730553399479,223,-0.455370887161561
