"Dates","PA1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-05-31,751.05,0.100681468454606,0.00346182011850082,0.100681468454606,-0.156423749042638,-0.00859149112156226,0.594538363062708,1009,-0.720911237425698
2013-06-28,660.7,0.0793987910472149,0.00196761011048885,0.0793987910472149,-0.256787167930047,-0.00859149112156226,0.501446390701008,-2236,-0.588960351738225
2013-07-31,726.35,0.242579762210248,0.00261581882012796,0.242579762210248,-0.478135492515456,-0.00859149112156226,0.473419348015765,2681,-0.762871810983531
2013-08-30,722.1,0.222758445516891,0.00242348705165485,0.222758445516891,-0.428096583590528,0.0133628381847562,0.479537394834279,-1720,-0.803404516431409
2013-09-30,727.15,0.13475343320849,0.00199408650209731,0.13475343320849,-0.267761488784449,0.0133628381847562,0.473257129167856,-340,-0.876583296220973
2013-10-31,736.8,0.149812734082398,0.00251085776330084,0.149812734082398,-0.281925134417069,0.0134146660430314,0.855913186486117,3157,-0.973450988096451
2013-11-29,718,0.177435224663824,0.00229805013927575,0.177435224663824,-0.329184110604858,0.0111579540197237,0.964741270049328,-3054,-1.00057874265824
2013-12-31,718.3,0.0467030965391624,0.00201865515801214,0.0467030965391624,-0.483730734341447,0.0111579540197237,1.5867600808605,3191,-1.05611893866645
2014-01-31,703.2,-0.000213265088504611,0.002773037542662,-0.000213265088504611,-0.331806382806212,0.00947571053867763,3.89302200910302,174,-1.09848102923365
2014-02-28,743.85,-0.00248089043851385,0.000806614236741332,-0.00248089043851385,-0.33419511995456,0.00882446839790023,23.1273492443634,145,-1.20912448289795
2014-03-31,777.1,0.0115196876016925,0.000900784969759316,0.0115196876016925,-0.385453689702171,0.0093525152489795,2.75440917040748,1851,-1.23051736944678
2014-04-30,812.5,0.0575984380084611,0.00116923076923081,0.0575984380084611,-0.504914346878733,0.00970217046946867,1.53012952646704,1870,-1.235030006715
2014-05-30,835.65,0.197549441100602,0.000837671273858698,0.197549441100602,-0.765357827162608,0.00909145862022209,1.23130386748655,-1922,-1.19243521263323
2014-06-30,843.15,0.276146511275919,-0.0000593014291644378,0.276146511275919,0.62503205905385,0.00909145862022209,1.04293288675238,-846,-1.20137022561449
2014-07-31,873.7,0.322385348872408,0.0004005951699666,0.322385348872408,0.55628498005294,0.00885264867352694,1.20414380202253,5629,-1.10206622650572
2014-08-29,908.65,0.250980932057548,0.000990480382985659,0.250980932057548,-0.140179225440246,0.0116840635441421,0.945101284166116,-1507,-1.07530704213843
2014-09-30,775.15,0.0734662789087388,0.000516029155647191,0.0734662789087388,-1.75869290190308,0.00651010258164194,2.3317640245858,-10037,-0.916403619623535
2014-10-31,791.8,0.0889087533521287,0.000631472594089466,0.0889087533521287,-1.79983066486355,0.00606758964801308,0.431836481781206,-542,-0.81919283144868
2014-11-28,812.4,0.102605863192182,0.00110782865583459,0.102605863192182,-1.82530662696798,0.00606758964801308,0.473509031189048,-1975,-0.814120306533529
2014-12-31,798.4,0.111977715877438,0.000751503006012122,0.111977715877438,-1.88836122781604,0.00606758964801308,0.492215231937148,1447,-0.732528227207237
2015-01-30,772.4,0.0753167200334124,0.000970999482133639,0.0753167200334124,-1.66606814271764,0.0108320385053686,0.568950506883319,477,-0.650709155946679
2015-02-27,818.45,0.163893629124005,0.00128291282301896,0.163893629124005,-1.80219909836537,0.0108320385053686,0.542340472482026,-958,-0.680409701393504
2015-03-31,735.3,-0.0114942528735629,0.00115599075207395,-0.0114942528735629,-1.25043567147084,0.0108320385053686,0.734657030560047,-1190,-0.5076642924002
2015-04-30,776.5,-0.000772101402650938,0.00128783000643917,-0.000772101402650938,-1.21877675863206,0.0100241606368377,0.574209364112396,984,-0.50380031538234
2015-05-29,776.75,-0.0439999999999998,0.00045059542967496,-0.0439999999999998,-1.17419140263573,0.0184559772555728,0.69136678732842,-3312,-0.478532548296612
2015-06-30,672.65,-0.195057739484234,0.00104066007581949,-0.195057739484234,-0.790172058742503,0.0018924196035942,0.671387958196472,7931,-0.277868886547668
2015-07-31,610.85,-0.275514439898002,0.000491118932634871,-0.275514439898002,-0.504385459472062,-0.00317725476289629,1.26283950171433,867,-0.0582447617346477
2015-08-31,601.55,-0.337973917349915,0.00116366054359585,-0.337973917349915,-0.322170973222611,-0.000689004112958475,1.60543286491781,-9257,0.00856598314686712
2015-09-30,650.95,-0.283607549661586,0.000460864889776369,-0.283607549661586,-0.312546454593578,-0.0107942570464532,1.66113204759964,-2010,-0.0703571937170057
2015-10-30,677.25,-0.126298135844676,0.00059062384643771,-0.126298135844676,-0.492385269146214,-0.0108479739635203,1.16825651109044,-683,-0.0516804431464473
2015-11-30,541.95,-0.332902511078287,0.00230648583817694,-0.332902511078287,-0.459298606656329,-0.0108479739635203,10.9023056766738,619,0.182445843029158
2015-12-31,562,-0.30822255046775,0.000444839857651314,-0.30822255046775,-0.579418467103506,-0.0125214615175706,1.69406629806,-2177,0.195420894244877
2016-01-29,498.5,-0.37562625250501,0.00100300902708117,-0.37562625250501,-0.361295803880424,-0.0261829289480472,0.782894879302716,1079,0.357564911198249
2016-02-29,495.6,-0.394465147534975,0.000100887812752193,-0.394465147534975,-0.314796935776299,-0.0278877542885215,0.601071055371963,728,0.387971489082312
2016-03-31,564,-0.310892540778301,0.00115248226950349,-0.310892540778301,-0.156586596644163,-0.0149081621137008,1.00810843696025,-4019,0.276609334111691
2016-04-29,627.65,-0.14640282877737,0.0015135824105792,-0.14640282877737,-0.371919882414791,-0.00789368343689579,2.41977099424809,826,0.18882162434436
2016-05-31,547.75,-0.294818152558739,-0.000730260155180296,-0.294818152558739,-0.0478005582411779,-0.00789368343689579,1.79814664291234,-732,0.310467580566399
2016-06-30,597.35,-0.230962343096235,0.00100443626014912,-0.230962343096235,-0.17955805000773,-0.00200622967088812,25.2314458189551,-693,0.219160379346517
2016-07-29,709.75,0.0551549840184344,0.00140894681225778,0.0551549840184344,-0.256604434752343,-0.00447063891924069,1.27080831629027,6377,0.0400524135092461
2016-08-31,668.7,0.0947041008430873,0.00186929863915064,0.0947041008430873,-0.295756658883164,-0.00447063891924069,5.39193735457614,-2607,0.0822091880182595
2016-09-30,721.5,0.199401546006151,0.00200970200970207,0.199401546006151,-0.4470757659421,-0.000645955789522127,2.01348234432656,2687,-0.00911438843719425
2016-10-31,618,-0.0874861572535992,0.00307443365695792,-0.0874861572535992,-0.104692207297116,-0.000217512416970004,10.3887540564599,-5347,0.126577999177902
2016-11-30,771.65,0.139387227759321,0.00129592431801973,0.139387227759321,-0.0173303782672917,-0.000158857800263502,1.41937126436502,3896,-0.0954646227112474
2016-12-30,683.25,0.260725159147523,0.00102451518477875,0.260725159147523,0.122803524535871,0.00203917361564511,2.89256860097339,-2842,-0.00540171153679305
2017-01-31,754.3,0.513139418254764,0.00145830571390704,0.513139418254764,-0.112650785104751,0.00203917361564511,1.59872588743917,4676,-0.144136470836055
2017-02-28,770.7,0.546038114343028,0.00129752173348896,0.546038114343028,-0.082638347908099,0.00178361092441109,1.34010603927442,-843,-0.165645496760417
2017-03-31,798.15,0.61047215496368,0.000438514063772599,0.61047215496368,-0.151355782421399,0.00212117939475628,1.45439970261924,5400,-0.221158956839623
2017-04-28,826.7,0.465780141843972,-0.000302407161001605,0.465780141843972,-0.0191675215964517,0.00212117939475628,1.50694665979818,3554,-0.253022326317322
2017-05-31,819.85,0.306221620329802,-0.00475696773800083,0.306221620329802,0.173112839713419,0.00212117939475628,2.30622612403332,-5940,-0.244341402776739
2017-06-30,836.65,0.527430397078959,-0.00717145759875693,0.527430397078959,0.148075817802552,-0.0202886666884594,2.03383418066364,3898,-0.260465631748164
2017-07-31,885.4,0.247481507573089,-0.00886604924327994,0.247481507573089,0.334915505295108,-0.0208279648384096,1.59675096824036,75,-0.299585622344613
2017-08-31,931.95,0.313067981683691,0.000321905681635259,0.313067981683691,0.287503320268724,-0.0180175228826763,1.78829908689604,0,-0.345418189794379
2017-09-29,936.85,0.401001944070584,-0.00491007098254792,0.401001944070584,0.224223493943889,-0.0278246741571477,1.74095797458145,-3154,-0.343505670167696
2017-10-31,979.15,0.357103257103257,-0.00832354593269669,0.357103257103257,0.297090908707494,-0.0278246741571477,0.838820340000278,2574,-0.382621250939731
2017-11-30,1006.6,0.628802588996763,-0.00303000198688663,0.628802588996763,0.796467765454711,-0.028135180147397,0.882658645627938,645,-0.41208092417143
2017-12-29,1061,0.374975701419036,-0.00843543826578708,0.374975701419036,-1.35669529611277,-0.0159285350317496,0.77580757684017,2707,-0.449483361973638
2018-01-31,1023.55,0.498060739114525,-0.00527575594743779,0.498060739114525,0.0317387207834294,-0.0178501807774117,0.749743632736301,-1721,-0.397562118106668
2018-02-28,1047.2,0.3883070396394,-0.00916730328495052,0.3883070396394,-0.787956167011674,-0.019434108764593,0.811252125268458,-7431,-0.408693192832904
2018-03-30,943.8,0.224601012066951,-0.00545666454757365,0.224601012066951,-1.36629387439666,-0.00699368360481987,1.10762318893343,-4456,-0.283347340285072
2018-04-30,960.55,0.161908794000242,-0.00494508354588519,0.161908794000242,-1.19711932304766,-0.00699368360481987,0.770324848077374,-244,-0.300939098067237
2018-05-31,988.9,0.19620176605782,-0.00728081706947104,0.19620176605782,-1.31425846916361,-0.00771230924994139,0.817722994276371,-2100,-0.315623394448554
2018-06-29,950.9,0.159846313350002,-0.00557366705226625,0.159846313350002,-1.11224571739383,-0.00488545491732348,0.910012915824561,588,-0.27240459744273
2018-07-31,931.9,0.113846889380266,-0.00354115248417208,0.113846889380266,-0.895815040766452,-0.00488545491732348,0.649795017066985,167,-0.252859200114738
2018-08-31,980.3,0.107183194036593,-0.010608997245741,0.107183194036593,-0.93051583411246,-0.00428842048955477,0.48306205381424,-3756,-0.303688995083679
2018-09-28,1072.8,0.151134717527764,-0.00643176733780748,0.151134717527764,-0.543058810012357,-0.00428842048955477,0.417275098152681,4828,-0.394900537885085
2018-10-31,1068.5,0.14052409670705,-0.00608329433785681,0.14052409670705,-0.500576762904834,-0.00428842048955477,0.497988890879372,4158,-0.380450340888686
2018-11-30,1168.6,0.193484144410969,-0.0205373951737121,0.193484144410969,-0.334250002708504,-0.014445091932813,0.439365231519699,-2541,-0.455587057616123
2018-12-31,1197.2,0.12836946277097,-0.0128633478115604,0.12836946277097,-0.196408545377129,-0.0135763944119744,0.277934111409489,1877,-0.460565074210639
2019-01-31,1299.9,0.22516493873704,-0.00807754442649433,0.22516493873704,-0.276279665250327,-0.0191869381101833,0.221090384667801,1124,-0.530885996407351
2019-02-28,1532,0.496751502124957,-0.0199086161879896,0.496751502124957,0.160126497214333,0.004015058250832,0.207133925989996,-1440,-0.691028017650973
2019-03-29,1341.8,0.281321619556913,-0.00685646146966767,0.281321619556913,-0.0563078259688147,0.00412132848164354,0.249252891953812,-2784,-0.538416424987269
2019-04-30,1382.7,0.465034965034965,-0.0026036016489478,0.465034965034965,-0.116634832614828,0.00440566175589286,0.287570993725482,-984,-0.563348094494701
2019-05-31,1333.9,0.388683566706575,-0.00179923532498694,0.388683566706575,-0.0111680791276312,0.00985194165372537,0.302930593285254,-3273,-0.511724604166158
2019-06-28,1537.6,0.554858934169279,-0.00299167533818934,0.554858934169279,-0.0715968798782264,0.00985194165372537,0.222962737482031,3936,-0.653840381235187
2019-07-31,1524.4,0.603112840466926,-0.000655995801626896,0.603112840466926,-0.106477105041108,0.00985194165372537,0.26293932870021,2470,-0.640144460561381
2019-08-30,1538.6,0.651035518832493,0.000389964903158901,0.651035518832493,-0.16209079422069,0.00980574973434564,0.260250229308976,-5094,-0.638446006827497
2019-09-30,1647.5,0.535700969425802,-0.00437025796661616,0.535700969425802,-0.0860463556119443,0.00980574973434564,0.222422126940347,3126,-0.69981070845293
2019-10-31,1755.6,0.636465324384788,-0.00324675324675316,0.636465324384788,-0.156378464405152,0.0114661100866735,0.224146977930706,4615,-0.771250363780955
2019-11-29,1815.6,0.699204492278896,-0.00302930160828374,0.699204492278896,-0.251659869183897,0.00923388682874849,0.164562281072118,-3158,-0.808248751768517
2019-12-31,1909.3,0.633835358548691,-0.00298538731472264,0.633835358548691,-0.168876574781565,0.00923388682874849,0.113458845791604,-1653,-0.87418757425959
2020-01-31,2224.7,0.85825258937521,-0.00166314559266412,0.85825258937521,-0.24324619099186,0.00803713347582177,0.112885039533102,-269,-1.04976136991187
2020-02-28,2508.8,0.929994614970382,-0.00705516581632659,0.929994614970382,-0.281797593122231,0.00803713347582177,0.113880385124713,-9279,-1.18016332797684
2020-03-31,2304.8,0.717692651661947,-0.00646476917736905,0.717692651661947,0.0399741298300401,0.00803713347582177,0.135045886324833,-6455,-1.13889396013461
2020-04-30,1956,0.457743329855418,-0.00214723926380367,0.457743329855418,-0.33942056050234,0.0553308939563211,0.201097612512577,450,-0.985059255509349
2020-05-29,1934.5,0.399074274969264,0.019850090462652,0.399074274969264,-0.241873270861668,0.0553087825071313,0.204754915559294,-1369,-0.992014962105447
2020-06-30,1966.9,0.279201352757545,-0.00223702272611725,0.279201352757545,-0.340952404117026,0.0553087825071313,0.198369342524117,344,-1.02921276846921
2020-07-31,2145.3,0.395226326742977,0.00582669090570076,0.395226326742977,-0.463704831842049,0.0531215426577913,0.188973379001166,3109,-1.17845399570738
2020-08-31,2245.4,0.459378655920968,0.0150975327335887,0.459378655920968,-0.648155691708795,0.0519893254218728,0.190529344180166,-502,-1.26566181857514
2020-09-30,2330.5,0.514688678018979,0.00201673460630758,0.514688678018979,-0.687923779935691,0.0497000745102237,0.193374057339542,-555,-1.30286097636325
2020-10-30,2217.2,0.345796661608498,0.00478080461843788,0.345796661608498,-0.411887465078876,0.0559730758645859,0.209016604811003,1043,-1.27475251470047
2020-11-30,2392.8,0.317911434236616,0.00547475760615179,0.317911434236616,-0.388723608872982,0.0559730758645859,0.20440111888105,-373,-1.39810358103355
2020-12-31,2453.8,0.351509142983036,0.0024044339391962,0.351509142983036,-0.405198228004021,0.0510158897775037,0.215973519136901,-672,-1.42813648745185
2021-01-29,2208.4,0.156654271198869,0.00493570005433797,0.156654271198869,-0.176000394691038,0.052143900107539,0.260138996523092,652,-1.3179277335466
2021-02-26,2310.1,0.0383871982739246,0.00147179775767281,0.0383871982739246,-0.424516722873144,0.052143900107539,0.233983755170847,-395,-1.36572896472291
2021-03-31,2619.9,0.0442841198979589,-0.000916065498683172,0.0442841198979589,-0.386726189839093,0.052143900107539,0.186495087548505,940,-1.46592365247413
2021-04-30,2953.7,0.281542867060048,0.00199749466770505,0.281542867060048,-0.580265644423069,0.0503866154734628,0.174839526212401,1344,-1.59221896618827
2021-05-31,2824.2,0.459912121995347,0.00208908717512934,0.459912121995347,-0.326125201040137,0.0360280896299341,0.18866820150237,-1167,-1.53322788899652
2021-06-30,2779.2,0.436650297234427,0.000827576280944209,0.436650297234427,-0.197324882886216,0.0231422760193447,0.187589556926002,-1228,-1.49949197136321
2021-07-30,2656.2,0.350449946616503,0.00244710488668032,0.350449946616503,-0.0780031432633572,0.0228316366981209,0.199855780057795,917,-1.42813907236601
2021-08-31,2468.3,0.15056169300331,0.001093870275088,0.15056169300331,0.17478604702781,0.0228316366981209,0.216246432850147,-1598,-1.32486620414551
2021-09-30,1899.8,-0.153914669991984,0.00121065375302654,-0.153914669991984,-0.461351376751754,0.0135847269601887,0.413467292927901,953,-1.04289805151451
2021-10-29,1980.3,-0.150268182793392,0.00111094278644641,-0.150268182793392,-0.46600655461038,0.0134013598363927,0.390977593954081,1183,-1.04042341736111
2021-11-30,1703.1,-0.231869023994227,0.00140919499735781,-0.231869023994227,-0.351204695996787,0.0134479356763798,0.515420128267002,-1110,-0.881086034984774
2021-12-31,1912.1,-0.200894349715814,0.000418388159615146,-0.200894349715814,-0.296863080266351,0.0221044617860317,0.500959905895505,-397,-0.953834070117179
2022-01-31,2355.8,0.0667451548632498,0.000509381101960971,0.0667451548632498,-0.149686333833255,0.0304462333920723,0.4340526901135,-1349,-1.12750322882765
2022-02-28,2500.5,0.0824206744296787,0.00163967206558691,0.0824206744296787,-0.172331325498134,0.0287209785454979,0.443590852019765,-447,-1.18711356816192
2022-03-31,2255.6,-0.0235920522921083,-0.000221670508955496,-0.0235920522921083,-0.0305019777244773,0.0112596751041228,0.49453877608161,-809,-1.04090070416176
2022-04-29,2307,-0.119432039390816,0.00459471174685744,-0.119432039390816,0.0715563264097965,0.0115346795346409,0.47840473795155,867,-1.05561321187603
2022-05-31,1994.8,-0.324643667264786,0.00576498897132538,-0.324643667264786,0.345307528452583,0.0115346795346409,0.666290627902845,-948,-0.857488794393886
2022-06-30,1916.1,-0.321542383683875,0.00401857940608541,-0.321542383683875,0.338307394634193,0.00254918102435368,0.883775319153205,860,-0.791275135062461
2022-07-29,2129.7,-0.233700345423143,0.00788843499084391,-0.233700345423143,0.171790737207213,0.00221138888143507,0.707444667895997,-242,-0.879345331186741
2022-08-31,2066.6,-0.22197123710564,0.00595180489693226,-0.22197123710564,0.149223281014271,0.00290480385350272,0.756421687827862,-1321,-0.812321892782373
2022-09-30,2182.2,-0.115909735445448,0.00256621757859055,-0.115909735445448,-0.0441927000430187,0.00301866438081531,0.679294860925281,645,-0.852337811568102
2022-10-31,1831.7,-0.0750391354845223,0.00687885570781233,-0.0750391354845223,0.2558406252813,-0.000017640746275619,1.29830534385339,1894,-0.653686597134915
2022-11-30,1845,-0.0683229813664595,0.0113821138211383,-0.0683229813664595,0.256304414080622,0.000141628798612003,1.86612103164365,-806,-0.660921377243371
2022-12-30,1798,0.0557219188538551,0.0048387096774194,0.0557219188538551,0.250514543680452,0.000144913274136624,2.13545177128926,746,-0.621704444584242
2023-01-31,1648.3,-0.137963495633074,0.0117697021173331,-0.137963495633074,0.543318268995092,0.000144913274136624,8.77743645567686,2931,-0.527214477475793
2023-02-28,1404.4,-0.403854317004839,0.0117487895186557,-0.403854317004839,0.0461124627946791,-0.000470472714338474,1.41256988278077,525,-0.359613062661028
2023-03-31,1468,-0.412917416516696,0.00715258855585832,-0.412917416516696,0.0407001242064934,-0.00102677878057794,1.03556154419268,-211,-0.388356675631963
2023-04-28,1509.9,-0.330599397056215,0.0115901715345388,-0.330599397056215,-0.214559627306869,-0.00102677878057794,1.48930851577889,962,-0.416499168907926
2023-05-31,1340.9,-0.41876896402254,0.013498396599299,-0.41876896402254,0.0437336027903051,-0.00102677878057794,1.82994895795063,-1515,-0.277725134030928
2023-06-30,1222,-0.38740725887307,0.010556464811784,-0.38740725887307,0.0393086112406251,0.000417454613232326,1.27398130097372,3625,-0.188111235136811
2023-07-31,1275.6,-0.401042400338076,0.00854499843211043,-0.401042400338076,-0.227313550804058,0.000105922790048039,1.41892863264212,3862,-0.195792006096942
2023-08-31,1207.8,-0.432877870122552,0.00902467295909926,-0.432877870122552,-0.19781023226155,-0.00105473731671838,0.883702392052367,-1318,-0.104561896681462
2023-09-29,1256,-0.392238459305139,0.00724522292993623,-0.392238459305139,-0.281660645112803,-0.000406638194564679,0.867045408998324,154,-0.123076679943626
2023-10-31,1126.1,-0.48396114013381,0.0048841133114288,-0.48396114013381,-0.054799427585431,-0.000406638194564679,0.71479002434465,5614,0.0160428439933759
2023-11-30,1009.1,-0.449091008352896,0.0111980973144385,-0.449091008352896,0.0561556214171668,0.00157260114694476,0.604083555303415,-3134,0.139037832502952
2023-12-29,1109.3,-0.398753387533876,0.00739204903993507,-0.398753387533876,0.220572100829534,0.00496177806524863,0.632515392088197,-3664,0.0912111364133589
2024-01-31,996.8,-0.445606229143493,0.0062199036918138,-0.445606229143493,0.363401929361165,0.00559146259468873,0.6023871550921,7465,0.233803899862103
2024-02-29,933.5,-0.433658921312868,0.0142474558114623,-0.433658921312868,0.329490890055701,0.00915539027105121,0.507218962272411,-2810,0.32084978056841
2024-03-29,1021.5,-0.272643121617773,0.00792951541850218,-0.272643121617773,0.20353714983593,0.0118229919786169,0.604590977282612,-1617,0.28388365144998
2024-04-30,952.8,-0.368964832108087,0.00839630562552474,-0.368964832108087,0.606733205743227,0.0118229919786169,0.430116408651751,4455,0.371200374398883
2024-05-31,899.2,-0.404463871779588,0.0152357651245552,-0.404463871779588,0.690213697012067,0.0132935301277618,0.329062303810036,376,0.489699989187662
