"Dates","C_1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-10-31,428.25,-0.433719008264463,0.0256859311150028,-0.433719008264463,-1.63225339448608,0.0619771276687635,3.77801394169924,156746,0.116679748397765
2013-11-29,415.25,-0.45054581541515,0.0222757375075255,-0.45054581541515,-1.61052769208225,0.0487880548374219,2.93727070457318,-124432,0.120942644644232
2013-12-31,422,-0.435828877005347,0.0195497630331753,-0.435828877005347,-1.58316052831659,0.0487880548374219,12.9355425836683,190,0.062659820736518
2014-01-31,434,-0.37844611528822,0.0126728110599079,-0.37844611528822,-1.68880331745202,0.0496262101881186,1.88555271619016,101955,-0.0336143384667883
2014-02-28,457.5,-0.38217420661715,0.0131147540983607,-0.38217420661715,-1.7319930011133,0.0486200896114947,1.94743632762587,-35590,-0.120245080396159
2014-03-31,502,-0.277957569219705,0.00946215139442241,-0.277957569219705,-1.33362293658678,0.0506854569220862,1.9681426504694,72639,-0.272374358062592
2014-04-30,514,-0.260697590794678,0.00972762645914393,-0.260697590794678,-1.4591675045374,0.0509373717524994,1.7004077041175,15606,-0.320747965172101
2014-05-30,465.75,-0.318331503841932,-0.0166398282340311,-0.318331503841932,-1.21170981921741,0.0504926858008095,1.19056897129773,-15044,-0.216667429498884
2014-06-30,424.25,-0.375414059624586,-0.0129640542133176,-0.375414059624586,-0.91953424685353,0.0504926858008095,0.954975071610769,-53829,-0.123341324131522
2014-07-31,357,-0.47442031652558,0.0280112044817926,-0.47442031652558,-0.678748686909851,0.0530822303971373,0.817502886848487,91544,0.0459070827318545
2014-08-29,359,-0.280561122244489,0.016016713091922,-0.280561122244489,-0.267611893663487,0.0531000059079677,0.828213446194391,-159224,0.0463775643648573
2014-09-30,320.75,-0.352020202020202,0.0397505845674202,-0.352020202020202,-0.0604092721420054,0.0569148548737568,0.505389358195392,64165,0.15903794935739
2014-10-31,376.75,-0.146659116647792,0.033178500331785,-0.146659116647792,0.219834945311155,0.0421107600139034,1.18004261781105,2865,-0.0162094783278089
2014-11-28,375.75,-0.122591943957968,0.0345974717232203,-0.122591943957968,0.158150509820718,0.0421107600139034,0.857235048858058,-92665,-0.019313724872361
2014-12-31,397,-0.043949428055388,0.0220403022670026,-0.043949428055388,-0.0244797135152304,0.0421107600139034,0.973977854294317,41327,-0.0936210433546563
2015-01-30,370,-0.123222748815166,0.0229729729729731,-0.123222748815166,0.138609768072244,0.0436229397071795,0.814159418642925,116907,-0.0136583404827778
2015-02-27,384.5,-0.11405529953917,0.0227568270481144,-0.11405529953917,0.117330599448739,0.0436229397071795,0.941773734089113,-108497,-0.046298148284859
2015-03-31,376.25,-0.177595628415301,0.0212624584717609,-0.177595628415301,0.277752688748969,0.0436229397071795,0.863575022545324,104781,0.0218400066404901
2015-04-30,362.5,-0.277888446215139,0.0103448275862068,-0.277888446215139,0.515853388964035,0.0443103127146976,0.787632796188368,-56689,0.105577998637988
2015-05-29,351.5,-0.316147859922179,0.0163584637268848,-0.316147859922179,0.659351536810709,0.048528203735692,0.691298223990222,143974,0.143989495614199
2015-06-30,414,-0.111111111111111,0.0193236714975846,-0.111111111111111,0.511065249132194,0.048796831952896,0.839921981499832,-128815,0.00612052279392068
2015-07-31,371,-0.125515615792575,0.0276280323450135,-0.125515615792575,0.496928999676224,0.0500840714497216,0.662862560674373,55753,0.214299526517757
2015-08-31,363.75,0.0132311977715873,0.0316151202749142,0.0132311977715873,0.71274338751854,0.0498789402476657,0.372747948229363,-166867,0.294616734889532
2015-09-30,387.75,0.0800835654596095,0.0283687943262412,0.0800835654596095,0.59159732956138,0.0324748620258401,0.472345159101726,109612,0.230722751318586
2015-10-30,382.25,0.191738113795791,0.0241988227599739,0.191738113795791,0.700248493159979,0.0324021592479415,0.459765132207662,42396,0.337305587962932
2015-11-30,365,-0.0286094477711244,0.0198630136986302,-0.0286094477711244,0.901855839753872,0.0324021592479415,0.426413699551222,-55420,0.40949048095334
2015-12-31,358.75,-0.0452428476380572,0.01602787456446,-0.0452428476380572,0.992209057672907,0.0315335256914615,0.421470070957377,40299,0.490168812407075
2016-01-29,372,-0.0629722921914359,0.012768817204301,-0.0629722921914359,1.0693367610357,0.0142439839606031,0.50939235334049,36875,0.493965932254567
2016-02-29,353.5,-0.0806241872561768,0.00990099009900991,-0.0806241872561768,1.22283863718915,0.0100080549283118,0.409167612366699,-43425,0.574192135879829
2016-03-31,351.5,-0.0858257477243173,0.0120910384068278,-0.0858257477243173,1.28890001286053,0.00262439581221374,0.450800189519781,60209,0.615708949320178
2016-04-29,390.25,0.0372093023255815,0.00384368994234463,0.0372093023255815,0.872802957507885,0.00660048288302172,0.599285046996557,-15130,0.530772693029721
2016-05-31,404.75,0.15149359886202,0.00494132180358253,0.15149359886202,0.587616112681286,0.00660048288302172,0.690095119514776,38595,0.494607006668352
2016-06-30,358.75,0.0206258890469417,0.0188153310104529,0.0206258890469417,0.488761154777801,-0.000771725854502986,0.55642289999233,-106790,0.628662262917335
2016-07-29,334.5,-0.192028985507246,0.0246636771300448,-0.192028985507246,0.226670178412653,-0.00843653232892604,0.494207812010349,13697,0.704049171589422
2016-08-31,301.5,-0.18733153638814,0.0464344941956882,-0.18733153638814,0.250097892682469,-0.00843653232892604,0.568111089153044,-1092,0.803318151032986
2016-09-30,336.75,-0.0742268041237112,0.0289532293986636,-0.0742268041237112,0.199631125195424,0.00045022875789166,0.874243442300157,7183,0.683737506449454
2016-10-31,354.75,-0.0719424460431654,0.0225510923185341,-0.0719424460431654,0.174383872116139,0.0113033963305939,2.11226935319648,27638,0.616587750099376
2016-11-30,336.75,-0.119032047089601,0.0348923533778767,-0.119032047089601,0.291010232969859,0.0143582288197978,2.3288917645168,-118006,0.668660250849055
2016-12-30,352,-0.0356164383561646,0.015625,-0.0356164383561646,0.0635891109853272,0.0158222937891753,4.35142548144677,3605,0.603440263501892
2017-01-31,359.75,-0.0329301075268819,0.0201528839471856,-0.0329301075268819,0.0497107888793201,0.0158222937891753,4.88508230822116,109285,0.601608545271842
2017-02-28,366.75,-0.0141129032258067,0.0190865712338104,-0.0141129032258067,-0.00315934212759125,0.0161974439344445,4.09935282827742,14741,0.582337474016228
2017-03-31,364.25,0.0304101838755306,0.0205902539464653,0.0304101838755306,-0.102831215503885,0.0147565597355548,1.94245508405527,103461,0.606015806546098
2017-04-28,358,0.018492176386913,0.0237430167597765,0.018492176386913,-0.0700082619646864,0.0147565597355548,0.938165593203389,-128856,0.632666214043774
2017-05-31,372,-0.0467648942985269,0.021505376344086,-0.0467648942985269,-0.171211039214971,0.0147565597355548,1.71613916746295,56701,0.614950885496587
2017-06-30,370.5,-0.0846201358863496,0.0283400809716599,-0.0846201358863496,-0.0608658837945979,-0.00888660902398832,1.66027104760828,-68209,0.629448013169305
2017-07-31,370.75,0.108370702541106,0.0377612946729602,0.108370702541106,-0.0810832713768673,-0.00881248512891276,5.48085157110862,90412,0.639445863372142
2017-08-31,342.25,0.0231689088191329,0.0452885317750182,0.0231689088191329,-0.00697945763791208,-0.0173849766761388,4.68714788416816,-98554,0.728205561305577
2017-09-29,355.25,0.178275290215588,0.0351864883884587,0.178275290215588,0.105596843537417,-0.0212749659433768,2.39203504474139,96178,0.695121087778293
2017-10-31,345.75,0.0267260579064581,0.039768618944324,0.0267260579064581,-0.496195649052834,-0.0212749659433768,1.10193283502424,180771,0.726458981638519
2017-11-30,341.75,-0.0366455250176186,0.0409656181419167,-0.0366455250176186,-0.463637872336102,-0.0213793338970253,5.34135960736767,-87495,0.744448095011123
2017-12-29,350.75,0.041573867854491,0.0235210263720598,0.041573867854491,-0.784986498927047,-0.0255860872575566,438.633767126948,32964,0.725540751495997
2018-01-31,361.5,0.0269886363636358,0.0221300138312586,0.0269886363636358,-0.90640902032714,-0.0329121934387152,3.25544501397029,141136,0.676761943841721
2018-02-28,374.5,0.0410006949270325,0.0200267022696929,0.0410006949270325,-0.859681325632789,-0.030778898770197,3.52174599873192,-19547,0.630209513552942
2018-03-30,387.75,0.0572597137014315,0.0219213410702772,0.0572597137014315,-0.83742980093829,-0.0310030048952263,1.85089474704162,185299,0.518820657442893
2018-04-30,392.5,0.0963687150837986,0.0210191082802549,0.0963687150837986,-1.10746571131539,-0.0310030048952263,1.26675008391659,-126651,0.506644922277078
2018-05-31,394,0.100558659217877,0.023477157360406,0.100558659217877,-1.1341579818166,-0.0300194930692536,0.748886134591821,242701,0.433950482884102
2018-06-29,350.25,-0.0584677419354837,0.0264097073518914,-0.0584677419354837,-1.13520584506988,-0.0330777372362214,2.18269970338145,-122253,0.532292342733481
2018-07-31,372.25,0.00472334682860986,0.0382807253190061,0.00472334682860986,-1.00300928185067,-0.0330777372362214,2.48570111981824,11675,0.413133107494579
2018-08-31,351,-0.0532703978422117,0.0398860398860399,-0.0532703978422117,-0.730831837747911,-0.0353095598503465,122.000842088831,-193781,0.432455306042264
2018-09-28,356.25,0.0409057706355005,0.0329824561403509,0.0409057706355005,-1.09928447500648,-0.0353095598503465,3.29468204702112,29806,0.389708087468101
2018-10-31,363.25,0.0225193525686134,0.0344115622849277,0.0225193525686134,-1.10343455416759,-0.0353095598503465,73.7284585432945,13413,0.339771809613627
2018-11-30,366.5,0.0600144613159799,0.0306957708049114,0.0600144613159799,-1.314511726553,-0.0362662452358718,10.2483881198112,-150138,0.29752433754683
2018-12-31,375,0.0691375623663579,0.0213333333333334,0.0691375623663579,-1.35068951925899,-0.0370377428441751,1.33127616970846,41787,0.200397930992578
2019-01-31,376.5,0.0734141126158234,0.0232403718459495,0.0734141126158234,-1.40753325003225,-0.0345263984432815,1.64128862281131,110758,0.179269264780707
2019-02-28,362,0.00138312586445388,0.024171270718232,0.00138312586445388,-1.07892842165211,-0.0404151178079882,4.29631814985935,-52138,0.209515194088841
2019-03-29,356.5,-0.0480640854472629,0.0273492286115007,-0.0480640854472629,-0.953407942637289,-0.03973810906759,1.73768785822387,198054,0.199107572087814
2019-04-30,353.25,-0.0889748549323017,0.0261854210898798,-0.0889748549323017,-0.889716775821911,-0.0453905212289126,1.64377767391958,-212332,0.184864126550437
2019-05-31,427,0.0878980891719745,0.0210772833723654,0.0878980891719745,1.1563084974563,-0.0598450309882023,0.871372884016848,173171,-0.0227490010662706
2019-06-28,420.25,0.0666243654822336,0.0107079119571682,0.0666243654822336,1.19541718030966,-0.0598450309882023,1.32035670174103,-78905,-0.00681476012637102
2019-07-31,400.25,0.142755174875089,0.0243597751405371,0.142755174875089,1.76216060350707,-0.0598450309882023,0.496661804040141,72079,0.0285138195912201
2019-08-30,358,-0.0382807253190061,0.0328212290502794,-0.0382807253190061,1.54249868689871,-0.0605816887815212,0.999230591715968,-241191,0.130781321130989
2019-09-30,388,0.0891228070175438,0.0296391752577319,0.0891228070175438,1.1536097847092,-0.0605816887815212,0.398010806137685,53097,0.040151666808043
2019-10-31,390,0.094736842105263,0.0224358974358974,0.094736842105263,1.2258870848125,-0.0577130413957359,0.558389961856031,-28844,0.0026591831299869
2019-11-29,371.25,0.0220233998623534,0.026936026936027,0.0220233998623534,1.30783394387127,-0.0427909133825961,1.13798261363487,-128877,0.0194419932875321
2019-12-31,387.75,0.0579809004092773,0.018052869116699,0.0579809004092773,1.1784852367161,-0.0427909133825961,0.734585620159611,16047,-0.0346149594081757
2020-01-31,381.25,0.0166666666666668,0.0137704918032786,0.0166666666666668,1.28232881207078,-0.0426009449680128,0.830954941096609,72951,-0.0287056983945012
2020-02-28,366.5,-0.0265604249667992,0.004774897680764,-0.0265604249667992,1.34285266292633,-0.0426009449680128,1.5636925559581,-48049,0.0137746335127701
2020-03-31,340.75,-0.0441795231416549,0.0154071900220103,-0.0441795231416549,1.1974305585804,-0.0426009449680128,6.07745684298254,-108808,0.0909447864271755
2020-04-30,311.5,-0.126227208976157,0.0272873194221508,-0.126227208976157,1.24480644434152,0.00450596645258803,1.51568397408533,9009,0.193291336479604
2020-05-29,325.75,-0.0778485491861287,0.0130468150422103,-0.0778485491861287,1.06837358486207,0.00458341875053095,3.55354779665373,90535,0.14936504953716
2020-06-30,338.5,-0.194527067221892,0.00886262924667647,-0.194527067221892,0.13928121078233,0.00458341875053095,3.55710347305838,70636,0.108052605126896
2020-07-31,316,-0.248066627007734,0.0348101265822784,-0.248066627007734,0.268617376436612,-0.00317379182250485,1.32349528880704,64101,0.168792065547095
2020-08-31,348.5,-0.0265363128491617,0.0265423242467719,-0.0265363128491617,0.173668397382143,0.00453209876986367,30.0711744237881,-259173,0.0639667113440436
2020-09-30,379,0.0586592178770953,0.024406332453826,0.0586592178770953,0.0456660846966018,0.00605018803989227,1.06910618881761,162324,-0.0199312635378041
2020-10-30,398.5,0.027061855670103,0.0119196988707653,0.027061855670103,0.0451665742610082,0.011778917584056,0.779660962016012,167923,-0.0713499428399779
2020-11-30,419.75,0.13063973063973,0.0148898153662895,0.13063973063973,-0.231917625994754,0.011778917584056,0.546489775934763,-23549,-0.116437090366401
2020-12-31,484,0.303703703703703,-0.00154958677685946,0.303703703703703,-0.0131531698338636,0.021634111352666,0.409552286017128,79366,-0.255517919551914
2021-01-29,547,0.4107027724049,0.000914076782449813,0.4107027724049,-0.0517599224967961,0.0207463588587655,0.335608177229513,208566,-0.394329894767952
2021-02-26,555.5,0.457049180327869,-0.0144014401440145,0.457049180327869,-0.126525359437246,0.0207463588587655,0.34489793637887,-148157,-0.410258305318962
2021-03-31,564.25,0.539563437926329,-0.0296854231280461,0.539563437926329,-0.231646941630766,0.0207463588587655,0.384634765694753,-62961,-0.44571426308555
2021-04-30,740,1.17168011738811,-0.0902027027027027,1.17168011738811,0.743583794593036,0.0531221366501497,0.344824752110865,-78574,-0.722979668898762
2021-05-31,656.75,1.01611665387567,-0.127141225732775,1.01611665387567,0.511738568884983,0.0348435448852085,0.438766261191172,61392,-0.614373401330674
2021-06-30,720,1.21028396009209,-0.167708333333333,1.21028396009209,0.470933574628193,0.036662847685325,0.31970859766765,-235034,-0.709139767594019
2021-07-30,547,0.615952732644017,-0.00319926873857401,0.615952732644017,-0.251537820652242,0.0376978318333917,0.559343156228854,-20092,-0.440043133432904
2021-08-31,534,0.689873417721519,0.000468164794007464,0.689873417721519,-0.298692068089546,0.0376978318333917,0.650379123514557,-101004,-0.41120758014282
2021-09-30,536.75,0.540172166427546,0.0144387517466231,0.540172166427546,-0.152253704113645,0.0363517914407376,0.587806124646511,23404,-0.416235523625116
2021-10-29,568.25,0.499340369393139,0.0140783106027276,0.499340369393139,-0.110615958623719,0.0359752025299996,0.535526147479144,79498,-0.469631435497677
2021-11-30,567,0.422835633626098,0.000881834215167521,0.422835633626098,-0.0252103572834151,0.0359669298949628,0.55536596068404,-72451,-0.475663354293475
2021-12-31,593.25,0.413341274568195,0.00294985250737456,0.413341274568195,-0.014022352867433,0.0328509335304148,0.52448939141733,107666,-0.524117674667917
2022-01-31,626,0.144424131627056,-0.00239616613418525,0.144424131627056,0.231623120711594,0.032820619292672,0.50176937380682,43801,-0.571054429581093
2022-02-28,697.5,0.255625562556256,-0.00967741935483868,0.255625562556256,0.0763462197038296,0.0354742727830464,0.442849047086017,-89089,-0.679206572176515
2022-03-31,748.75,0.347884788478848,-0.0210350584307178,0.347884788478848,0.00469576045801697,0.0324248186074991,0.378421331528891,65455,-0.740938742432782
2022-04-29,818.25,0.450155073105893,-0.00580507179957224,0.450155073105893,-0.115077519438392,0.032141069285156,0.347801478152676,-23961,-0.82500683033069
2022-05-31,753.5,0.0182432432432431,-0.037823490378235,0.0182432432432431,-1.06425928082406,0.032141069285156,0.384587830203256,55240,-0.748125098320594
2022-06-30,743.75,0.132470498667682,-0.154621848739496,0.132470498667682,-1.36020544728117,0.0211730142353275,0.444313064774577,-244569,-0.73208558062614
2022-07-29,616.25,-0.144097222222223,0.00608519269776875,-0.144097222222223,-0.946214842126893,0.0207245007741037,0.64550189515304,6043,-0.542712466223297
2022-08-31,673.75,0.231718464351005,-0.00482374768089056,0.231718464351005,-0.923450505043324,0.0203557677806439,0.430375676628839,-53607,-0.62803796458594
2022-09-30,677.5,0.268726591760299,0.0095940959409595,0.268726591760299,-1.02313571180093,0.0199908925012881,0.427445403169524,84531,-0.629105518573029
2022-10-31,691.5,0.216893972723273,0.00759219088937102,0.216893972723273,-0.953038209368773,0.019598007222537,0.458081599491566,116378,-0.642339060490576
2022-11-30,662,0.164980202375715,0.00755287009063443,0.164980202375715,-0.802456989900883,0.0201461640450519,0.45697115943437,-253830,-0.598741465322772
2022-12-30,678.5,0.196649029982363,-0.000736919675755288,0.196649029982363,-0.878101178409824,0.0197055862052312,0.441939475900934,-3665,-0.621568987345779
2023-01-31,679.75,0.145806995364517,-0.00331004045604999,0.145806995364517,-0.776618841292181,0.0197055862052312,0.46734083859679,82666,-0.623040266652443
2023-02-28,629.5,0.00559105431309903,0.00119142176330422,0.00559105431309903,-0.476050407702209,0.0193183933659694,0.518161656207798,-49989,-0.547657523534253
2023-03-31,660.5,-0.0530465949820786,-0.0370931112793338,-0.0530465949820786,-0.626173098063672,0.0186185288463183,0.455040979016079,88856,-0.593499393597607
2023-04-28,636,-0.150584307178631,-0.0801886792452831,-0.150584307178631,-0.472914827820929,0.0186185288463183,0.429665251746185,-129797,-0.555700832975349
2023-05-31,594,-0.274060494958753,-0.130892255892256,-0.274060494958753,-0.407246020660572,0.0186185288463183,0.438549108532798,124939,-0.483353152205374
2023-06-30,554.5,-0.264100862641009,-0.1190261496844,-0.264100862641009,-0.437109572351621,0.0194437104199012,0.490641785922454,-97785,-0.404625228100173
2023-07-31,504,-0.182150101419879,0.0178571428571428,-0.182150101419879,0.334737463177151,0.0207857273334232,0.622357866966052,69910,-0.306737116010468
2023-08-31,461,-0.251926977687627,0.0374186550976139,-0.251926977687627,0.414546406286399,0.018840326154279,0.649903519630236,-94663,-0.21745518876828
2023-09-29,476.75,-0.29239332096475,0.031463030938647,-0.29239332096475,0.0752160729066042,0.0175941047232974,0.726036076722693,149332,-0.254789460063012
2023-10-31,478.75,-0.293357933579336,0.0297650130548304,-0.293357933579336,0.0790879370564545,0.0175941047232974,0.984425373573291,53141,-0.266183559140765
2023-11-30,461.75,-0.332248734634852,0.0454791553871143,-0.332248734634852,0.271614691681534,0.0184067126454557,1.10103827373922,-158073,-0.235868550054308
2023-12-29,471.25,-0.288141993957704,0.0270557029177718,-0.288141993957704,0.0518018826055441,0.0188021619584762,1.22189590563945,52966,-0.237736349577139
2024-01-31,448.25,-0.339351510685335,0.022866703848299,-0.339351510685335,0.293450733497353,0.0193669994631832,6.19538692888556,306695,-0.177399971099586
2024-02-29,415.75,-0.388378080176535,0.0330727600721588,-0.388378080176535,0.545398226730605,0.0190223119407933,2.27100431790588,-132058,-0.10143735120456
2024-03-29,442,-0.297855440826052,0.0282805429864252,-0.297855440826052,0.353938394414276,0.0182817702452394,4.24838587919758,150375,-0.156295443567326
2024-04-30,439.5,-0.308962264150943,0.0164960182025029,-0.308962264150943,0.376911875164984,0.0182817702452394,3.29831075168681,-214298,-0.148431381747264
2024-05-31,446.25,-0.298349056603774,0.0173669467787114,-0.298349056603774,0.226020659385429,0.0176810214497641,0.544070708211499,181027,-0.15979756384534
