"Dates","HO1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2013-04-30,287.35,-0.0930753692715561,-0.0117974595441102,-0.0930753692715561,-0.38050493269927,0.0744528932570755,0.396788096144708,19275,0.0521816242576511
2013-05-31,279.21,-0.122918891750958,-0.00383224096558143,-0.122918891750958,-0.26393230728596,0.0741708498030499,0.519442291271347,-10666,0.0326322407029825
2013-06-28,287.98,0.0641489912053808,-0.00729217306757424,0.0641489912053808,1.09847039845726,0.0741708498030499,0.272645470724517,-10329,0.011911665910613
2013-07-31,304.31,0.128746290801188,0.00391048601754784,0.128746290801188,0.778697013821577,0.0741708498030499,0.261270296145282,-5230,-0.117155077869382
2013-08-30,313.95,0.104796424675371,-0.000923713967192152,0.104796424675371,0.89643432770084,0.0999807432359009,0.244957277452252,9914,-0.185061165555649
2013-09-30,297.1,-0.062598599103931,0.000168293503870487,-0.062598599103931,0.220831893101259,0.0999807432359009,0.267806322643115,-18416,-0.137288984481961
2013-10-31,296.78,-0.0636082539281881,-0.00468360401644308,-0.0636082539281881,0.208453270261138,0.0998139589674366,0.317940239243665,10158,-0.228905113577057
2013-11-29,304.78,-0.00664884948829936,-0.00557779381849199,-0.00664884948829936,-0.0616099888689261,0.0653104735962619,0.295511202488378,7893,-0.306821843471254
2013-12-31,307.72,0.0118041626935852,-0.00389964903158735,0.0118041626935852,-0.175210992816719,0.0653104735962619,0.321645525838296,-7209,-0.385351821741053
2014-01-31,327.94,0.0769432859347807,-0.086082820028054,0.0769432859347807,-0.113272885824069,0.0668081394896389,0.339653377512803,3269,-0.529670279581284
2014-02-28,308.93,-0.0129401239695823,-0.0236299485320299,-0.0129401239695823,0.0566687367635144,0.0678785012192335,0.609833466081524,12358,-0.537240825525082
2014-03-31,293.2,0.00576289791438023,-0.000750341064119975,0.00576289791438023,-0.0399497635603308,0.0662739194052517,1.94138152488476,-44040,-0.547031332274198
2014-04-30,293.49,0.00675768386388631,-0.00231694435926266,0.00675768386388631,-0.0402984115005876,0.0660671056847019,1.69676130248097,17359,-0.588853447474069
2014-05-30,288.46,0.00386288498346987,0.00124800665603564,0.00386288498346987,-0.0280553461597386,0.0655022846258122,1.3034315409403,-10786,-0.573263231041654
2014-06-30,297.08,0.0315994166261548,0.00151474350343328,0.0315994166261548,-0.157350678793469,0.0655022846258122,5.26837406074898,34244,-0.602708265687385
2014-07-31,288.66,0.00236127508854822,0.00114321346913315,0.00236127508854822,-0.0247464848972539,0.0660331473689964,3.42393792714492,48397,-0.516099442653176
2014-08-29,285.69,-0.0611876047451609,0.00112009520809275,-0.0611876047451609,0.0955795598243238,0.0711227375830373,2.45373622271808,19420,-0.469702648957672
2014-09-30,264.72,-0.156808408982322,0.00124660018132361,-0.156808408982322,0.19658059228065,0.0738443590850052,0.907616682845708,17319,-0.393468005696964
2014-10-31,251.45,-0.153651969033995,-0.0014316961622588,-0.153651969033995,0.20210281468529,0.0759085729172786,1.42634287748862,20474,-0.28661702550688
2014-11-28,223.08,-0.248332097850259,-0.0311995696611082,-0.248332097850259,-0.0803987193568606,0.0759085729172786,0.347218051317298,-28143,-0.141917078146444
2014-12-31,184.66,-0.394120349104272,-0.00703996534170903,-0.394120349104272,-0.503742517206732,0.0759085729172786,0.296297661425791,-23336,0.0622557394493329
2015-01-30,168.63,-0.452001819836215,0.00859870722884426,-0.452001819836215,-0.246605252478919,0.0786374898969453,0.25505169607871,43999,0.165694491404652
2015-02-27,229.89,-0.298987619686528,-0.141458958632389,-0.298987619686528,1.96294009088885,0.0786374898969453,1.57736115479667,-18178,-0.13600976517801
2015-03-31,171.79,-0.443919334477066,-0.0057628499912683,-0.443919334477066,1.34951050147604,0.0786374898969453,0.70981150930328,-6934,0.17252192781387
2015-04-30,197.63,-0.325954979536153,0.00212518342356938,-0.325954979536153,0.983709578443054,0.0756829922451657,1.14734169374634,-7385,0.048252700143084
2015-05-29,195.53,-0.333776278578486,-0.00286401063775377,-0.333776278578486,1.00188742529417,0.0797782165067212,1.09165310209028,-16702,0.0626612487333753
2015-06-30,188.66,-0.345975178534285,0.00174917841619848,-0.345975178534285,1.02632511329452,0.0696422346573519,1.6363173557574,27076,0.110318785098019
2015-07-31,158.4,-0.466810286791437,0.00309343434343412,-0.466810286791437,1.15939996346338,0.0723673086330252,0.975763479484491,35672,0.334113305736547
2015-08-31,167.36,-0.414190206167524,0.0164913957934989,-0.414190206167524,0.992941052612618,0.0664002264090358,0.983561437308098,16477,0.312460665116687
2015-09-30,151.26,-0.470544996324688,0.0163956102075897,-0.470544996324688,1.1060167082199,0.0731396478477252,0.601977603109687,-36438,0.413607635565362
2015-10-30,149.94,-0.433590208522212,0.0115379485127383,-0.433590208522212,1.02462482883208,0.0730879526547969,0.592537088702623,-20353,0.484104297911175
2015-11-30,133.69,-0.400708266092882,0.0129403844715386,-0.400708266092882,0.949572955429536,0.0730879526547969,0.536260207522513,-12758,0.603756377832729
2015-12-31,110.07,-0.506589564281872,0.0210774961388209,-0.506589564281872,1.0422370717152,0.0856824610428983,0.457403937703743,-8005,0.846183063137858
2016-01-29,105.51,-0.42862558215098,0.0223675480997061,-0.42862558215098,1.00757756387174,0.0802093895987548,0.434589519001216,13265,0.921365212681871
2016-02-29,107.6,-0.531950063073644,0.0164498141263942,-0.531950063073644,-0.00833734358513628,0.0760132998223357,0.429718127647344,6241,0.920695514700167
2016-03-31,118.48,-0.484623080603767,0.000590817015529987,-0.484623080603767,-0.102779486364886,0.0789161037424309,0.555145993702726,8987,0.857324702408992
2016-04-29,137.79,-0.197916060306188,0.00587851077726986,-0.197916060306188,0.111471972941476,0.0789389208917639,0.783592058818997,17703,0.722571276940107
2016-05-31,149.75,-0.234132869636373,-0.000267111853088475,-0.234132869636373,0.041611357282927,0.0789389208917639,0.987266328145865,21088,0.666239003822675
2016-06-30,148.47,-0.240679179665524,0.00269414696571713,-0.240679179665524,0.0269253920066493,0.0769063214680973,0.957657079118454,-31128,0.690999921379275
2016-07-29,127.6,-0.323651012403265,0.0246865203761757,-0.323651012403265,0.113697052122756,0.0765915941982705,0.757282771099572,5897,0.854206875830444
2016-08-31,141.02,-0.109722222222222,0.0109913487448587,-0.109722222222222,-0.111645695737144,0.0765915941982705,0.792745668646578,-5425,0.767105719987875
2016-09-30,152.79,-0.0870578393881454,0.00680672818901784,-0.0870578393881454,-0.132510647509981,0.0810869418805417,0.946791004176168,9166,0.693069141799816
2016-10-31,149.55,-0.00260104041616638,0.00561685055165473,-0.00260104041616638,-0.258834138855786,0.0829747480860854,1.01018907817396,14172,0.711590232936102
2016-11-30,157.09,0.047685740963052,0.00343751989305496,0.047685740963052,-0.352761612826712,0.0859245833992445,1.07343961734411,-10064,0.66240212850021
2016-12-30,170.43,0.274814870222156,0.0140233526961215,0.274814870222156,-0.659138326186719,0.0861280108025017,1.36014860512779,36147,0.563044653665035
2017-01-31,161.17,0.527532935266799,0.0118508407271827,0.527532935266799,-0.600205746397595,0.0861280108025017,1.15351024507261,-22837,0.61348098848459
2017-02-28,162.08,0.536157710169652,0.011784304047384,0.536157710169652,-0.535873108216168,0.0862247537833497,0.994772247543763,492,0.607850656518844
2017-03-31,157.36,0.462453531598513,0.000635485510930289,0.462453531598513,-0.410480701558872,0.0838938909209269,1.05515045876481,14372,0.644723086799862
2017-04-28,150.4,0.269412559081702,0.00212765957446814,0.269412559081702,-0.141722937018273,0.0838938909209269,1.07014293082595,-805,0.695604265835033
2017-05-31,151.53,0.0997169605922059,0.0017158318484789,0.0997169605922059,-0.36378026769631,0.0838938909209269,1.1325740959359,-38980,0.689424315760594
2017-06-30,147.55,-0.0146911519198666,0.00515079634022353,-0.0146911519198666,-0.188937500780586,0.0714202733842355,1.06473089188245,37388,0.715983939718129
2017-07-31,165.19,0.294592476489028,0.00938313457231077,0.294592476489028,0.261541563667527,0.0649668944839101,1.38165189887825,-21577,0.608662858061252
2017-08-31,175.75,0.377351097178683,-0.00887624466571835,0.377351097178683,0.141456251342064,0.0677030602715621,1.97351081506865,842,0.544390977123524
2017-09-29,181.17,0.284711388455538,-0.000938345200640178,0.284711388455538,0.250407704302593,0.0561445914747271,2.25809687936124,57657,0.50706603373435
2017-10-31,188.45,0.233392237711892,-0.00212257893340395,0.233392237711892,0.343736454340258,0.0561445914747271,4.69791032244593,-22833,0.460099550154744
2017-11-30,189.27,0.265596790371113,0.0025888941723462,0.265596790371113,0.291699833907166,0.0549416922903666,7.47001551828747,-2942,0.450218007933764
2017-12-29,207.55,0.321217136673244,-0.00356540592628285,0.321217136673244,0.25122424543206,0.0608473308215674,3.01297806830206,10198,0.357935013642629
2018-01-31,206.92,0.214105497858358,-0.00135317997293638,0.214105497858358,0.518481566179597,0.0633140723138765,1.05731489638431,30172,0.36992855954763
2018-02-28,191.36,0.187317739033319,-0.00527801003344497,0.187317739033319,0.341881730509609,0.0543974495324064,13.9621300725108,-66029,0.452372229561959
2018-03-30,202.84,0.251480750246791,-0.00364819562216534,0.251480750246791,0.153803516576374,0.0856834485833071,8.49755313441781,10314,0.387761275945293
2018-04-30,216.74,0.441090425531914,-0.00835101965488605,0.441090425531914,-0.253194345947186,0.0856834485833071,0.707690033167228,17553,0.321480288377262
2018-05-31,219.14,0.457047872340425,0.0060235465912204,0.457047872340425,-0.180248317638031,0.0851204080964585,1.01245615255113,-15328,0.309391514000046
2018-06-29,220.93,0.457995116478585,0.000181052822160854,0.457995116478585,-0.182612174561261,0.084660195692149,0.976989499076138,-25477,0.299711675348834
2018-07-31,213.19,0.44486614706879,0.00257985834232377,0.44486614706879,-0.189545913762352,0.084660195692149,0.97653669549101,5393,0.343855114492138
2018-08-31,224.13,0.356801259156123,0.000803105340650534,0.356801259156123,-0.507899167048578,0.0864455705990174,0.455331828459487,13688,0.292776002600614
2018-09-28,235.18,0.338150782361308,-0.00140318054256316,0.338150782361308,-0.505290524960698,0.0864455705990174,0.461424493143198,7391,0.245531866295904
2018-10-31,226.18,0.248440691063641,-0.00459810770183045,0.248440691063641,-0.271778458167078,0.0864455705990174,0.381608185819462,-1961,0.283153649632959
2018-11-30,184.55,-0.02069514460069,-0.00872392305608238,-0.02069514460069,-1.01425099542286,0.109926243509094,0.717827506695112,-50852,0.486848737726142
2018-12-31,168.08,-0.19017104312214,-0.000832936696811171,-0.19017104312214,-0.792137110691978,0.112886723309048,0.665638230413314,4304,0.58867099356657
2019-01-31,187.88,-0.0947723440134911,-0.000745156482861331,-0.0947723440134911,-0.593388077203892,0.0850943332714058,0.29385408889339,1314,0.473706171716692
2019-02-28,202.35,-0.0220858302725693,0.00187793427230054,-0.0220858302725693,-0.662052515006658,0.0870863122190312,0.268227831201164,61788,0.398796020157863
2019-03-29,197.34,0.0312499999999996,-0.00101347927434892,0.0312499999999996,-0.801444623026632,0.0864678135211342,0.287870411164418,-56231,0.416025347383633
2019-04-30,208.12,0.0260303687635575,-0.00158562367864701,0.0260303687635575,-0.802287822673612,0.0897663356612777,0.352591706672479,23869,0.353777788841361
2019-05-31,184.18,-0.150226077327674,-0.000760125963731206,-0.150226077327674,-0.48133302643553,0.0959631727292316,0.499556845278316,4444,0.439617791562092
2019-06-28,194.46,-0.11262206808433,-0.00267407178854273,-0.11262206808433,-0.530979547904098,0.0959631727292316,0.531961377262445,-25430,0.385304845473802
2019-07-31,195.5,-0.115104331688771,0.00803069053708438,-0.115104331688771,-0.524785289722866,0.0959631727292316,0.324202789457034,47196,0.313124872624222
2019-08-30,182.82,-0.142455087011586,0.00497757356963135,-0.142455087011586,-0.451020434726546,0.0958692694168504,0.384958456905887,-14504,0.351569915533447
2019-09-30,190.56,-0.189727017603538,-0.00440806045340048,-0.189727017603538,-0.324403737392079,0.0958692694168504,0.426911725722942,-5960,0.294236557609793
2019-10-31,187.8,-0.201462709414066,-0.001171458998935,-0.201462709414066,-0.338996909736921,0.0899800150312116,0.555154871477293,47222,0.253315374180315
2019-11-29,187.89,-0.16928994606066,-0.000212890521049558,-0.16928994606066,-0.4371800092558,0.088669158151322,0.513382522421248,-38092,0.221195344142214
2019-12-31,202.83,0.0990517474939041,-0.00271163042942368,0.0990517474939041,-0.273077006826454,0.088669158151322,0.616844071097125,24879,0.111384907010447
2020-01-31,162.45,-0.0334959543074727,0.0024007386888274,-0.0334959543074727,-0.804038301636419,0.0906294131723258,3.73833351903609,-34716,0.285189445031991
2020-02-28,149.06,-0.206621247604854,-0.00892258151080105,-0.206621247604854,-0.723460859217615,0.0906294131723258,8.13170744503823,3508,0.342810207234929
2020-03-31,101.21,-0.48712881321577,-0.0104732733919572,-0.48712881321577,-0.968218908375433,0.0906294131723258,1.01100488927416,-54254,0.662900995065607
2020-04-30,73.19,-0.629117259552042,0.138270255499385,-0.629117259552042,-0.719655213053615,0.10424406739828,0.745214124256972,6623,0.94103999460825
2020-05-29,96.47,-0.536469344608879,0.074530942261843,-0.536469344608879,0.221656395322098,0.103845464288303,2.59844389286108,26963,0.615483837588998
2020-06-30,117.81,-0.394168466522678,0.00713012477718356,-0.394168466522678,0.11049469239401,0.103845464288303,20.3466598447268,-19994,0.394493025403471
2020-07-31,121.71,-0.374112928108608,0.00566921370470808,-0.374112928108608,0.0490538094778968,0.0970121581325104,6.27054486943342,-6811,0.294014171958951
2020-08-31,119.61,-0.345749917952084,0.0177242705459411,-0.345749917952084,0.0205987905489472,0.0945305814484972,10.2686752130168,24560,0.246985477643271
2020-09-30,114.54,-0.373482113554315,0.00593679064082409,-0.373482113554315,0.0504804897264117,0.096340243878737,2.76306542503607,40350,0.290297820738933
2020-10-30,108.13,-0.432567170445004,0.00425413853694634,-0.432567170445004,0.165061004025616,0.0971958422351984,2.13855786282663,-17138,0.312796400935928
2020-11-30,135.59,-0.278354356272287,0.0114315214986356,-0.278354356272287,0.0699367985107999,0.0971958422351984,19.3832499073447,-33998,0.0246813289993046
2020-12-31,147.63,-0.214274309436372,0.00521574205784736,-0.214274309436372,-0.0239860334940998,0.0997275663882382,13.8215285541776,-11219,-0.049238891596943
2021-01-29,160.04,-0.21096484740916,-0.0012496875781054,-0.21096484740916,-0.0279346093157681,0.0934265900922943,14.289429088226,31247,-0.163946061425997
2021-02-26,185.65,0.142813173284088,-0.00721788311338545,0.142813173284088,-0.301308709338792,0.0934265900922943,3.02620072006379,30169,-0.326321932697085
2021-03-31,177.13,0.188313430833221,-0.000846835657426825,0.188313430833221,-0.338923006233162,0.0934265900922943,3.52227016022854,-14118,-0.283664427573282
2021-04-30,192.11,0.898132595593321,0.000676695643121006,0.898132595593321,-0.286586760817264,0.086781579189726,2.39276403685045,-14536,-0.376080927792274
2021-05-31,204.45,1.11931170312014,-0.00303252629004636,1.11931170312014,0.387726918618809,0.0837784670363479,2.43110537068384,32210,-0.423971550024161
2021-06-30,212.87,1.20659272312636,-0.000187908112932789,1.20659272312636,0.462391737058874,0.074165288296223,2.24390161423724,-12706,-0.443427628761048
2021-07-30,219.94,0.866904337492572,-0.00172774393016273,0.866904337492572,0.702558885757842,0.0742398294041941,2.00357429571803,-15523,-0.438443636558894
2021-08-31,213.1,0.750883247062689,-0.000375410605349513,0.750883247062689,0.727632222559777,0.0742398294041941,1.97734425231441,-8000,-0.385653987395444
2021-09-30,234.17,0.957779449878772,-0.00136652859034037,0.957779449878772,0.52324819216399,0.076327035093371,2.00535837330618,44168,-0.458711207347667
2021-10-29,249.64,1.17950061114021,-0.00709020990225917,1.17950061114021,0.473154604592239,0.0759818510053807,1.66199038674635,-10358,-0.501467292665464
2021-11-30,206.38,0.908628502728197,-0.00169590076557802,0.908628502728197,-0.332449416151764,0.0759857884114829,2.71754223352634,-126920,-0.303806683372696
2021-12-31,233.01,0.718489564127148,-0.00205999742500318,0.718489564127148,-1.09881632378558,0.0792811700422921,1.14208089724689,5034,-0.426674672919492
2022-01-31,275.92,0.724068982754311,-0.015765439257756,0.724068982754311,-0.739842816374584,0.0845641489546677,0.784957235782851,39693,-0.573379495776285
2022-02-28,301.34,0.623161863722057,-0.0272449724563615,0.623161863722057,-0.824904216996723,0.0820950413746315,0.804594521003249,-46986,-0.661507722520842
2022-03-31,369.12,0.98825747374091,-0.0894830949284786,0.98825747374091,-0.53781590874903,0.0849047656043891,0.699685572759917,-89260,-0.834958084683505
2022-04-29,478.17,1.69954270874499,-0.159880377271682,1.69954270874499,-0.299599287509205,0.0861905651670284,0.59332406868572,21892,-1.08997599558027
2022-05-31,409.09,1.12945708188017,-0.0381089735754968,1.12945708188017,-0.233270432247979,0.0861905651670284,0.732701941848549,20293,-0.902206925591245
2022-06-30,389.82,0.906676449009538,-0.017366989892771,0.906676449009538,-0.086014872427893,0.0614254857405203,0.710173737760295,9657,-0.830837335065734
2022-07-29,362.47,0.702776342368582,-0.020884486992027,0.702776342368582,0.0314663005429425,0.0616169849525362,0.76862224041556,12550,-0.758384240957117
2022-08-31,371.54,0.689278894243885,-0.0129192011627282,0.689278894243885,0.0434639896413435,0.0662649455479408,0.701298269904297,12664,-0.753055188467877
2022-09-30,336.9,0.580947911778508,-0.043751855149896,0.580947911778508,0.0705761538407577,0.0659742185659029,0.780951512153221,11019,-0.637423683887255
2022-10-31,419.09,0.678777439512899,-0.123314801116705,0.678777439512899,0.0309145613155025,0.0691135760149576,0.689405356708986,-27759,-0.815785813868453
2022-11-30,336.29,0.347099823746195,0.000178417437330936,0.347099823746195,0.0887727709831537,0.0705705737071742,0.862987749952919,3873,-0.595674002824661
2022-12-30,336.22,0.629130729721873,-0.0199869133305575,0.629130729721873,0.0526189588451565,0.070847187995197,0.863298927191358,-17617,-0.553538239381141
2023-01-31,318.23,0.365735376164114,-0.0117839298620495,0.365735376164114,0.267063877455394,0.070847187995197,0.996204075380334,12091,-0.472760635756937
2023-02-28,282.09,0.0223615540736446,-0.0054238009146016,0.0223615540736446,0.55221842531094,0.0703962386589989,0.876222026661513,-19103,-0.338378290588471
2023-03-31,267.63,-0.111866994093051,-0.0208123155102193,-0.111866994093051,0.743881131355043,0.0697586007635742,0.843153488228549,23452,-0.244205705554696
2023-04-28,237.87,-0.355575422626788,-0.000672636313952979,-0.355575422626788,1.13774999173992,0.0697586007635742,0.61055851465517,10577,-0.126324581913312
2023-05-31,225.96,-0.527448397013614,-0.00385023898035053,-0.527448397013614,1.39650135164403,0.0697586007635742,0.504813838234561,30885,-0.0703316486987818
2023-06-30,244.82,-0.401549781221736,-0.000245078016501976,-0.401549781221736,1.06162395116454,0.0690339241455813,0.47185855279544,-6882,-0.14001670743005
2023-07-31,299.09,-0.174855850139322,-0.00180547661239083,-0.174855850139322,0.662647441890468,0.0661108899765708,0.471826356145932,25983,-0.365754072872289
2023-08-31,314.26,-0.133004110685022,-0.00938713167440974,-0.133004110685022,0.590515376877523,0.0661287504526641,0.465318656442876,-10138,-0.416926047263265
2023-09-29,336.22,-0.0950637885557409,-0.0183213372196777,-0.0950637885557409,0.511061901886015,0.067529055375907,0.433377352419575,7986,-0.482252605782167
2023-10-31,299.1,-0.11219946571683,-0.0270812437311937,-0.11219946571683,0.508027381071267,0.067529055375907,0.443127785361874,-28276,-0.363310154675564
2023-11-30,283.05,-0.32460807941015,-0.0269563681328387,-0.32460807941015,0.595856997873336,0.0680169000184556,0.468277622353355,1212,-0.311669620502288
2023-12-29,255.31,-0.240804067917571,-0.00947867298578209,-0.240804067917571,0.962990099132097,0.0634702002329871,0.612554474687057,2640,-0.226408109569667
2024-01-31,280.82,-0.164773065254893,-0.00819029983619401,-0.164773065254893,0.729666233162033,0.0619266250498379,0.664703542467829,45330,-0.331298635523939
2024-02-29,268.38,-0.156647707632844,-0.012631343617259,-0.156647707632844,0.720111978499711,0.0698424968129068,0.858288406202225,-38126,-0.290779494367279
2024-03-29,261.56,-0.0727781913573681,0.00271448233674865,-0.0727781913573681,0.728719859768673,0.071168231290879,0.897370645241602,145,-0.299996505589407
2024-04-30,251.34,0.0566275696809182,0.00564971751412435,0.0566275696809182,0.678922810341464,0.071168231290879,0.885818096650157,51657,-0.261520478489829
2024-05-31,236.36,-0.00634800521293144,0.00871551870028764,-0.00634800521293144,0.796631464471991,0.0707679425721145,1.16662782513655,26317,-0.217712752888163
